,POLR3A (11128)
ACH-000467,-1.73723331925
ACH-000468,-2.06602883316
ACH-000469,-1.98780939693
ACH-000470,-2.16469359616
ACH-000471,-1.7862785429799999
ACH-000472,-1.9748678508099997
ACH-000473,-1.7242547855900001
ACH-000475,-1.8158356610599997
ACH-000476,-1.78083417871
ACH-000477,-1.75310971568
ACH-000480,-1.66102110008
ACH-000481,-1.837503406
ACH-000483,-1.71471438911
ACH-000484,-2.12171614306
ACH-000485,-1.9511933719299999
ACH-000486,-1.7079375590900001
ACH-000487,-1.8313417326499999
ACH-000488,-1.79028712985
ACH-000490,-1.36797595038
ACH-000491,-1.71001471006
ACH-000495,-1.59692452774
ACH-000496,-1.7219231223099998
ACH-000499,-1.8010837261400001
ACH-000500,-1.62945605917
ACH-000502,-1.6786325614500002
ACH-000503,-1.59933692408
ACH-000505,-1.8919299668599998
ACH-000507,-1.82381426312
ACH-000510,-1.9249553523299998
ACH-000511,-1.5312801028299998
ACH-000512,-1.9800425598700002
ACH-000516,-1.7904653945900002
ACH-000517,-1.75210695467
ACH-000518,-1.89909830727
ACH-000520,-1.70250845011
ACH-000521,-1.55460554097
ACH-000522,-1.9685171416599998
ACH-000524,-2.03725413594
ACH-000527,-1.72965065222
ACH-000528,-1.68163138544
ACH-000537,-1.77905528573
ACH-000541,-2.0230162843
ACH-000542,-1.78472263782
ACH-000544,-1.56382238285
ACH-000545,-1.75608445061
ACH-000547,-1.6457870713299998
ACH-000548,-1.7091878365000002
ACH-000549,-1.55711595583
ACH-000550,-1.75911040193
ACH-000552,-1.82395816846
ACH-000556,-1.9205222280599998
ACH-000557,-1.79751739128
ACH-000570,-1.7938964354599998
ACH-000571,-2.58330102661
ACH-000573,-1.895496549
ACH-000576,-1.6938293673299998
ACH-000580,-1.93476235152
ACH-000584,-1.8485297595099996
ACH-000585,-1.78783558914
ACH-000588,-1.56132467653
ACH-000589,-1.73903965004
ACH-000591,-1.7098661493399998
ACH-000593,-1.87330922145
ACH-000600,-1.7751218189700002
ACH-000601,-1.8948100422599998
ACH-000604,-1.70862029272
ACH-000605,-2.13829143836
ACH-000606,-1.76691330791
ACH-000608,-2.01069138051
ACH-000614,-2.05506272796
ACH-000616,-1.47418053243
ACH-000618,-1.6043447078600002
ACH-000619,-1.6003012649000001
ACH-000620,-1.77320562561
ACH-000621,-1.9239727531400002
ACH-000622,-2.19047427584
ACH-000623,-1.8157319860099999
ACH-000624,-1.8860398516799999
ACH-000627,-1.79189027197
ACH-000630,-1.5005701289
ACH-000632,-1.6800143974000001
ACH-000633,-1.8157277797099998
ACH-000637,-1.5473718110299999
ACH-000638,-1.81219784405
ACH-000646,-1.6985136007100001
ACH-000647,-1.5526684472499999
ACH-000648,-1.81360458708
ACH-000649,-1.77860658743
ACH-000651,-1.9189391466099999
ACH-000652,-1.95779980943
ACH-000653,-2.08317686648
ACH-000657,-2.10432695053
ACH-000658,-2.1241467670299996
ACH-000661,-1.8024237109999999
ACH-000662,-1.79243313118
ACH-000663,-1.75407394865
ACH-000665,-1.56508007752
ACH-000671,-1.5589406346999999
ACH-000673,-1.8076114436400001
ACH-000676,-1.80572304771
ACH-000677,-1.68730004023
ACH-000681,-1.93268103349
ACH-000682,-1.8657967293200002
ACH-000683,-1.8068770024
ACH-000684,-1.7047232460799997
ACH-000688,-2.09168427235
ACH-000693,-1.8185200299200002
ACH-000694,-1.7749676205400002
ACH-000695,-2.2111128767099997
ACH-000696,-1.6627553070200003
ACH-000697,-1.6567623473
ACH-000699,-2.2214738523900004
ACH-000701,-1.8192484611700002
ACH-000706,-1.6063234181400001
ACH-000711,-1.80130414862
ACH-000713,-1.6013583482299998
ACH-000714,-1.8192257969099999
ACH-000718,-2.01113829312
ACH-000720,-1.6321108958300001
ACH-000721,-1.86008880426
ACH-000724,-1.8708466531599999
ACH-000725,-1.42571348856
ACH-000732,-1.38455577819
ACH-000734,-1.94523803935
ACH-000735,-1.5722328490000002
ACH-000736,-1.9504124916299999
ACH-000738,-1.59775508875
ACH-000746,-1.75122897132
ACH-000747,-1.87070196551
ACH-000748,-1.6830129434
ACH-000753,-1.8367944400099998
ACH-000756,-1.6774364934200001
ACH-000757,-1.8773090450499998
ACH-000758,-1.5484224081
ACH-000760,-1.7971979603200001
ACH-000763,-1.58443080434
ACH-000764,-1.53451474736
ACH-000765,-1.58068891808
ACH-000766,-1.9370163324
ACH-000767,-1.7572156207299998
ACH-000768,-1.74031960963
ACH-000769,-1.73619809262
ACH-000770,-1.90928261787
ACH-000771,-1.61601562282
ACH-000773,-1.68719421914
ACH-000776,-1.70464706325
ACH-000777,-1.66434433886
ACH-000778,-2.22562982596
ACH-000781,-1.67375915489
ACH-000782,-1.4280940698700002
ACH-000783,-2.29707563965
ACH-000784,-1.62390834553
ACH-000785,-1.9953012417099998
ACH-000787,-1.57820169262
ACH-000788,-1.8979917235900003
ACH-000791,-1.6704908517299997
ACH-000792,-1.7300596905400003
ACH-000794,-1.57896288916
ACH-000796,-1.9568705513299998
ACH-000799,-1.93791700967
ACH-000800,-1.9404200696
ACH-000802,-1.6958752038999998
ACH-000804,-2.04721496728
ACH-000805,-1.75969426477
ACH-000809,-1.89130210947
ACH-000810,-1.6382152416999998
ACH-000811,-1.8906934272
ACH-000817,-1.7317392779400003
ACH-000819,-1.8134477629599997
ACH-000820,-2.31330833535
ACH-000821,-1.59757474939
ACH-000822,-2.48952521974
ACH-000823,-1.70271651567
ACH-000824,-2.07278869089
ACH-000827,-1.66608696967
ACH-000829,-2.0771074887900003
ACH-000831,-1.5970029816
ACH-000832,-1.6706026672299998
ACH-000833,-1.6449210336200002
ACH-000834,-1.70469124176
ACH-000835,-1.6233892392299998
ACH-000836,-1.25094298517
ACH-000837,-1.7258179880200002
ACH-000838,-1.69765500692
ACH-000839,-1.67078197032
ACH-000840,-1.4476882531
ACH-000841,-1.3513582625799998
ACH-000843,-1.79890587309
ACH-000846,-1.75706942325
ACH-000847,-1.6806325888999998
ACH-000848,-1.8770899498299998
ACH-000849,-1.92060822499
ACH-000851,-1.54326953766
ACH-000855,-1.7050591104600001
ACH-000856,-2.2217038977900003
ACH-000858,-1.6003906743399998
ACH-000859,-1.98687026747
ACH-000861,-1.7572927420700002
ACH-000862,-2.09320123759
ACH-000865,-1.6852003885
ACH-000866,-1.96731123964
ACH-000867,-1.8593854845
ACH-000869,-1.33805678287
ACH-000872,-1.50132823995
ACH-000873,-1.87084389967
ACH-000876,-1.84349909315
ACH-000878,-1.37474105262
ACH-000880,-1.76970042993
ACH-000881,-1.79664704148
ACH-000882,-1.7268517773400003
ACH-000884,-1.83402695778
ACH-000885,-1.68981433838
ACH-000887,-1.7372561706799998
ACH-000888,-1.9217773188499998
ACH-000889,-2.0564366854099996
ACH-000890,-1.90016343991
ACH-000896,-1.83221369069
ACH-000898,-1.9957227773099997
ACH-000900,-1.40618507743
ACH-000901,-1.9111019192900003
ACH-000905,-1.4737186012
ACH-000906,-1.78541013569
ACH-000907,-1.8239055023800002
ACH-000910,-1.94578296305
ACH-000911,-1.8190808115700001
ACH-000912,-1.67341434401
ACH-000913,-1.7299620776099998
ACH-000915,-1.92138529815
ACH-000916,-2.03143143025
ACH-000917,-1.70745542477
ACH-000921,-1.7361286162099998
ACH-000924,-1.8112219523
ACH-000926,-2.03092141557
ACH-000928,-2.01324097234
ACH-000929,-1.65344640278
ACH-000932,-1.8269415846400001
ACH-000935,-1.95038220689
ACH-000936,-1.7614999568799998
ACH-000937,-2.0987266066599997
ACH-000938,-1.9165376392500002
ACH-000939,-1.4876499373299998
ACH-000941,-1.70776640757
ACH-000943,-1.94482031377
ACH-000946,-1.6998443125100002
ACH-000947,-1.7572661248400003
ACH-000948,-1.6892795495200001
ACH-000950,-2.00870100653
ACH-000953,-2.12159443764
ACH-000957,-1.58631074845
ACH-000958,-1.4993886453299998
ACH-000960,-2.11145025021
ACH-000963,-1.00862992119
ACH-000968,-1.7626587336099997
ACH-000969,-2.02781635222
ACH-000973,-1.9073409683700002
ACH-000974,-1.73651129025
ACH-000975,-1.6979324921099999
ACH-000976,-1.54380458477
ACH-000978,-1.8037571163900004
ACH-000980,-1.95431550407
ACH-000984,-1.7272669647499999
ACH-000986,-1.72919447223
ACH-000988,-1.7160308379799998
ACH-000993,-1.8228985237900002
ACH-000994,-1.7045135960799997
ACH-000996,-1.8336145052700001
ACH-001001,-1.94262118783
ACH-001020,-2.0782183139700003
ACH-001028,-2.00110276295
ACH-001031,-1.90563649502
ACH-001038,-1.81857784474
ACH-001048,-1.95183251743
ACH-001050,-1.7284696542700002
ACH-001053,-1.8529907343799998
ACH-001054,-1.8905063636000001
ACH-001061,-1.76980975926
ACH-001067,-1.9983643433200002
ACH-001075,-1.6899876704199999
ACH-001096,-2.0406638492
ACH-001128,-1.17898960214
ACH-001134,-1.75063058654
ACH-001151,-1.7776777879199999
ACH-001163,-1.97873854085
ACH-001164,-2.05751445348
ACH-001173,-1.77456203137
ACH-001183,-1.8078856136099997
ACH-001184,-1.85796737816
ACH-001190,-1.6531477044299998
ACH-001192,-1.99466036572
ACH-001193,-1.65951965119
ACH-001196,-1.7482361143599998
ACH-001197,-2.14638332995
ACH-001205,-2.05935423974
ACH-001211,-1.6284844818200002
ACH-001212,-2.00142409656
ACH-001228,-1.94277187212
ACH-001232,-1.87971929132
ACH-001239,-1.86069566841
ACH-001274,-1.76348943256
ACH-001275,-1.88557796112
ACH-001277,-1.9894903788
ACH-001278,-1.78608861427
ACH-001280,-2.50004357036
ACH-001283,-1.8873013115200001
ACH-001289,-1.92822237382
ACH-001295,-1.9851372038400001
ACH-001300,-2.18823541163
ACH-001301,-1.7039692816999998
ACH-001302,-1.71469660741
ACH-001303,-1.9092182207
ACH-001306,-1.7000993441499999
ACH-001318,-1.7262010701099997
ACH-001322,-1.90850080813
ACH-001328,-1.63349767409
ACH-001332,-1.64832804329
ACH-001333,-1.84909766057
ACH-001336,-1.6921270606
ACH-001340,-1.75488164824
ACH-001346,-1.55875393367
ACH-001353,-1.9018486122799998
ACH-001354,-1.58842248482
ACH-001367,-1.72553117245
ACH-001368,-1.9368536533099998
ACH-001374,-1.9994899128599999
ACH-001375,-1.65456114773
ACH-001377,-1.84022026618
ACH-001380,-1.7413536963999998
ACH-001391,-2.2795605295
ACH-001407,-1.8656878272599997
ACH-001408,-1.6607119129199999
ACH-001413,-1.81678147868
ACH-001430,-1.8391694706200001
ACH-001431,-1.6716899717299998
ACH-001450,-1.5923859331099999
ACH-001496,-1.20662282281
ACH-001500,-1.5329283563499998
ACH-001521,-2.1017951039700002
ACH-001523,-1.47287882801
ACH-001532,-1.95195650882
ACH-001536,-2.0518849857
ACH-001550,-1.3902294404799997
ACH-001552,-1.6738937714
ACH-001554,-1.9786353475799998
ACH-001645,-1.73246910686
ACH-001654,-1.9031202389
ACH-001715,-1.8115113790700001
ACH-001735,-1.99636188257
ACH-001736,-2.0343425282
ACH-001737,-2.38185274083
ACH-001740,-1.5770446297999998
ACH-001745,-1.9764885609
ACH-001750,-1.7246054204900003
ACH-001765,-1.6532885026700002
ACH-001956,-2.19975419846
ACH-001957,-2.06847742122
