,DMXL1 (1657)
ACH-000004,-0.142639726096
ACH-000007,-0.18421177658100002
ACH-000009,-0.175350922388
ACH-000011,0.198171244163
ACH-000012,-0.131014611498
ACH-000013,-0.0954563161872
ACH-000014,0.0254180252703
ACH-000015,-0.27020531841
ACH-000017,-0.0475281050797
ACH-000018,-0.0336545950599
ACH-000019,-0.16971323196
ACH-000021,-0.250654483935
ACH-000022,-0.106147090205
ACH-000025,0.0796463511735
ACH-000028,-0.007177985713770001
ACH-000030,-0.0621660197104
ACH-000035,-0.0977352714323
ACH-000036,0.0313609956525
ACH-000037,-0.096884892667
ACH-000039,-0.28422838031
ACH-000040,0.10709921908
ACH-000041,-0.0586405417241
ACH-000042,-0.182567808974
ACH-000045,-0.037907927059
ACH-000047,-0.04924208554330001
ACH-000052,0.10774871818600001
ACH-000053,-0.061129288334400005
ACH-000054,0.0410213075833
ACH-000055,0.000819199577152
ACH-000060,0.0361587263884
ACH-000067,-0.107892127127
ACH-000070,-0.0541306050494
ACH-000075,-0.05058037339430001
ACH-000078,-0.0204456510885
ACH-000082,-0.0794450661878
ACH-000085,-0.117872902822
ACH-000086,-0.234599861247
ACH-000087,-0.446677185993
ACH-000092,-0.056942928357300006
ACH-000095,-0.11503518971599999
ACH-000097,0.0891141324615
ACH-000098,-0.0623662141936
ACH-000099,-0.00861837566774
ACH-000108,-0.277468131749
ACH-000113,-0.0628617322154
ACH-000115,0.05840924496949999
ACH-000116,0.0452970787966
ACH-000118,-0.021294741922400003
ACH-000120,-0.0625945026069
ACH-000123,-0.12374584293600001
ACH-000127,0.0320884118111
ACH-000128,-0.145578720456
ACH-000132,0.14801730679300001
ACH-000133,-0.174992169757
ACH-000137,-0.142326354389
ACH-000138,-0.18211319306499998
ACH-000142,-0.110071317428
ACH-000143,-0.044173705501800005
ACH-000146,-0.15496209512
ACH-000148,0.0452818939106
ACH-000150,0.197510515974
ACH-000152,-0.0379291928265
ACH-000153,-0.0682143688279
ACH-000159,0.020119044139599997
ACH-000160,0.00955011824186
ACH-000163,-0.14055120429600002
ACH-000167,-0.287375105535
ACH-000168,0.0212883134687
ACH-000169,-0.271903971028
ACH-000178,0.11143011367000001
ACH-000182,0.010849547759100001
ACH-000183,-0.359333046313
ACH-000188,-0.19256798945099998
ACH-000189,-0.15411087700099999
ACH-000190,-0.23657495562800002
ACH-000198,-0.09377274105620001
ACH-000204,-0.39508155102
ACH-000206,-0.211642310502
ACH-000207,0.0759184556821
ACH-000211,-0.176447602478
ACH-000215,-0.119905767086
ACH-000221,0.062030111795199995
ACH-000222,-0.30188334624
ACH-000223,0.079378661044
ACH-000226,0.0028363693893
ACH-000227,-0.143143284964
ACH-000228,-0.11206640093800001
ACH-000231,-0.0781179220384
ACH-000232,0.0005953079047799999
ACH-000233,0.010146791747600001
