,TCEA3 (6920)
ACH-000004,-0.224265380229
ACH-000007,-0.345972103502
ACH-000009,-0.208512545321
ACH-000011,-0.061981377818
ACH-000012,-0.211779444483
ACH-000013,-0.25687724300500003
ACH-000014,-0.201169079961
ACH-000015,-0.0770797165998
ACH-000017,-0.23712794298
ACH-000018,-0.23117148315299998
ACH-000019,-0.395030251444
ACH-000021,-0.144421505117
ACH-000022,-0.100376242548
ACH-000025,-0.204667115306
ACH-000028,-0.175083582219
ACH-000030,-0.150900020778
ACH-000035,-0.357073846139
ACH-000036,-0.22055007374000002
ACH-000037,-0.049948437434300004
ACH-000039,-0.100852705034
ACH-000040,-0.201784720052
ACH-000041,0.07855186450349999
ACH-000042,-0.228683884801
ACH-000045,-0.296745540242
ACH-000047,-0.124693867186
ACH-000052,-0.11986826872300001
ACH-000053,-0.12706949251900002
ACH-000054,-0.24290001031
ACH-000055,-0.273022971363
ACH-000060,-0.292755484405
ACH-000067,-0.270306621433
ACH-000070,-0.127007712762
ACH-000075,-0.07090749433289999
ACH-000078,-0.156608601907
ACH-000082,-0.253232646237
ACH-000085,-0.120427826202
ACH-000086,-0.15438078526
ACH-000087,-0.25653395611900004
ACH-000092,-0.524867628247
ACH-000095,-0.14762189000499998
ACH-000097,-0.205482914672
ACH-000098,-0.122333072007
ACH-000099,-0.243499603804
ACH-000108,-0.19968030912999998
ACH-000113,-0.25724071877300003
ACH-000115,-0.08199455150280001
ACH-000116,-0.174201561422
ACH-000118,-0.162789084501
ACH-000120,-0.110858439726
ACH-000123,-0.0234422049448
ACH-000127,-0.13419426579399998
ACH-000128,-0.303141396959
ACH-000132,-0.06839775021240001
ACH-000133,-0.272845091461
ACH-000137,-0.228687457355
ACH-000138,-0.202428224697
ACH-000142,-0.29043789543000004
ACH-000143,-0.11008889423599999
ACH-000146,-0.0773374397267
ACH-000148,-0.0897296899993
ACH-000150,-0.46642529153800005
ACH-000152,-0.378260370216
ACH-000153,-0.22058372034200002
ACH-000159,-0.36290008717200006
ACH-000160,-0.31238835160399997
ACH-000163,-0.199341200517
ACH-000167,-0.0725515099131
ACH-000168,-0.166299970283
ACH-000169,-0.17203983854000002
ACH-000178,-0.303981956601
ACH-000182,-0.04991255490759999
ACH-000183,-0.20812977915199998
ACH-000188,-0.20652139348499998
ACH-000189,-0.284926009873
ACH-000190,-0.162070861755
ACH-000198,-0.259530234545
ACH-000204,0.054950320265800004
ACH-000206,-0.47134252734300003
ACH-000207,-0.26568794185100003
ACH-000211,0.0297843597199
ACH-000215,-0.250048679553
ACH-000221,-0.22444687463100002
ACH-000222,-0.11514115171900001
ACH-000223,-0.146787144783
ACH-000226,-0.0845808937442
ACH-000227,-0.20648668253
ACH-000228,0.005406563705240001
ACH-000231,-0.18787319432100003
ACH-000232,-0.08145941695060001
ACH-000233,-0.19170050449
ACH-000234,-0.427443396501
ACH-000235,-0.171112339148
ACH-000237,-0.385937157865
ACH-000238,-0.332349016283
ACH-000243,-0.21342217264000002
ACH-000244,-0.46495874822
ACH-000246,-0.203458186618
ACH-000248,-0.165036418067
ACH-000250,-0.19872177552200002
ACH-000251,-0.24655652659000002
