,NCALD (83988)
ACH-000004,-0.551322288164
ACH-000007,-0.283309000952
ACH-000009,-0.28513834271899996
ACH-000011,-0.360762581547
ACH-000012,-0.0653314473854
ACH-000013,-0.13817791914000002
ACH-000014,-0.196797902513
ACH-000015,-0.158647597635
ACH-000017,-0.266175585042
ACH-000018,-0.154110427808
ACH-000019,-0.271618423287
ACH-000021,-0.260120380587
ACH-000022,-0.23495666288000003
ACH-000025,-0.215059908139
ACH-000028,-0.273948631689
ACH-000030,-0.186668619456
ACH-000035,-0.221579102173
ACH-000036,-0.00414253028382
ACH-000037,-0.0395845429514
ACH-000039,-0.47873703490599995
ACH-000040,0.0293215703807
ACH-000041,-0.336082789173
ACH-000042,-0.273579071573
ACH-000045,-0.227518550321
ACH-000047,-0.312670846431
ACH-000052,-0.24133378562199997
ACH-000053,-0.185382114556
ACH-000054,-0.332813201682
ACH-000055,-0.30799546402899997
ACH-000060,-0.516471729341
ACH-000067,-0.062658477396
ACH-000070,-0.00838966725776
ACH-000075,0.146003967239
ACH-000078,-0.0886799206333
ACH-000082,-0.16997977969099998
ACH-000085,-0.258722046417
ACH-000086,-0.123001758202
ACH-000087,0.222765084264
ACH-000092,-0.233517755377
ACH-000095,-0.010899806596099999
ACH-000097,-0.0643210613632
ACH-000098,-0.1334686695
ACH-000099,-0.262142378825
ACH-000108,-0.133213135812
ACH-000113,-0.19954265442000002
ACH-000115,-0.338932815225
ACH-000116,-0.0757249394965
ACH-000118,-0.3064837424
ACH-000120,-0.18204183950199998
ACH-000123,-0.13063247439
ACH-000127,-0.258154264262
ACH-000128,-0.0668968221253
ACH-000132,-0.138118610314
ACH-000133,-0.165563555743
ACH-000137,-0.00352647054527
ACH-000138,-0.164249501219
ACH-000142,-0.08622109341959999
ACH-000143,-0.193640685069
ACH-000146,-0.252876286519
ACH-000148,-0.08712330915330001
ACH-000150,-0.202892604495
ACH-000152,-0.113169091581
ACH-000153,-0.37364235522399997
ACH-000159,-0.203501034863
ACH-000160,-0.0831944912393
ACH-000163,-0.28004257894699996
ACH-000167,-0.00724613358875
ACH-000168,-0.147456625469
ACH-000169,-0.033935029006400004
ACH-000178,-0.13924867761
ACH-000182,-0.101080209066
ACH-000183,-0.06077944332830001
ACH-000188,-0.22442144533599998
ACH-000189,-0.158368187228
ACH-000190,-0.306810661854
ACH-000198,-0.132746587813
ACH-000204,-0.221953295696
ACH-000206,-0.169182921386
ACH-000207,-0.483943966308
ACH-000211,-0.08146097204450001
ACH-000215,-0.0955586262188
ACH-000221,-0.265942383816
ACH-000222,-0.331695221669
ACH-000223,-0.226073940832
ACH-000226,-0.238476467219
ACH-000227,-0.138563312366
ACH-000228,-0.0526756999394
ACH-000231,-0.0929889279734
ACH-000232,-0.20381961278000002
ACH-000233,-0.173245232221
ACH-000234,-0.17249225294300002
ACH-000235,-0.23440216561000002
ACH-000237,-0.130021802315
ACH-000238,-0.106417336357
ACH-000243,-0.17960592564800001
ACH-000244,-0.0684983142659
ACH-000246,-0.16543339955999997
ACH-000248,-0.287280086877
ACH-000250,-0.263400359139
ACH-000251,0.102151123892
ACH-000253,-0.118401296639
ACH-000255,0.021736871258299997
ACH-000256,-0.230084574583
ACH-000257,-0.25978512709
ACH-000258,0.0167884686633
ACH-000259,-0.204913129333
ACH-000260,-0.144085800403
ACH-000261,-0.0454487218551
ACH-000262,-0.40708477154399997
ACH-000263,-0.297969706352
ACH-000264,-0.310574580107
ACH-000265,-0.185892872707
ACH-000266,-0.1669690382
ACH-000272,-0.20414359247299999
ACH-000273,-0.224258714725
ACH-000274,-0.0741342213428
ACH-000277,-0.439457776044
ACH-000278,-0.142461136692
ACH-000279,-0.176832399584
ACH-000280,-0.18237411032
ACH-000281,-0.262911933907
ACH-000288,0.0125340887231
ACH-000291,-0.32022778501
ACH-000293,0.0323750141018
ACH-000294,-0.370556647451
ACH-000295,-0.0156269278988
ACH-000296,-0.0766368358112
ACH-000302,-0.130422537152
ACH-000304,-0.12884208906400002
ACH-000307,-0.227829853054
ACH-000308,-0.06767341191859999
ACH-000310,-0.05794778796180001
ACH-000311,-0.270039083467
ACH-000312,-0.13848381797599998
ACH-000315,-0.0660688612039
ACH-000316,-0.0315261978559
ACH-000317,0.0014307513275099999
ACH-000318,-0.192671384907
ACH-000319,0.0244074709057
ACH-000320,-0.37771157526999993
ACH-000322,-0.147570507161
ACH-000323,-0.0695645211984
ACH-000324,-0.226541567198
ACH-000329,-0.125958995308
ACH-000330,-0.067680817724
ACH-000331,-0.126790542023
ACH-000332,-0.18558430608399998
ACH-000334,-0.43250829977300004
ACH-000335,-0.463891645414
ACH-000336,-0.215225855986
ACH-000337,-0.238821070281
ACH-000339,-0.23620421521600002
ACH-000341,-0.410357883307
ACH-000348,-0.18829176290199998
ACH-000350,-0.366301988792
ACH-000352,-0.32828469681
ACH-000356,0.00126901308933
ACH-000361,-0.140047077638
ACH-000362,-0.5882109440309999
ACH-000363,-0.141007190953
ACH-000364,-0.164017822535
ACH-000365,-0.178260403135
ACH-000366,-0.04326599002730001
ACH-000368,-0.295326821088
ACH-000374,0.08941418108650001
ACH-000375,-0.287908744151
ACH-000376,-0.11338556331800001
ACH-000381,-0.40507831874600003
ACH-000383,-0.212144229446
ACH-000387,-0.282979259135
ACH-000389,-0.163715816089
ACH-000390,-0.222891121253
ACH-000393,-0.156025922485
ACH-000395,-0.217237302914
ACH-000397,-0.21249349778999999
ACH-000401,0.0662219335182
ACH-000402,0.152216038391
ACH-000403,-0.118606091251
ACH-000404,0.022184128406799997
ACH-000406,-0.146354670011
ACH-000407,0.00100738890826
ACH-000408,-0.41869619125699997
ACH-000410,-0.167033185057
ACH-000411,-0.09125580586380001
ACH-000414,-0.36249933206600005
ACH-000415,-0.061626722979100004
ACH-000416,-0.061579346995400006
ACH-000420,-0.311451773607
ACH-000421,-0.23127752544
ACH-000424,0.08083238950789999
ACH-000425,-0.162018011942
ACH-000426,-0.335271142403
ACH-000427,0.08343425465389999
ACH-000433,-0.330041215245
ACH-000436,-0.0687079703536
ACH-000444,-0.18677524287
ACH-000445,-0.0160768859581
ACH-000448,-0.10665106138699999
ACH-000450,-0.13929942636
ACH-000452,-0.056285379206099995
ACH-000454,-0.046492316718699994
ACH-000458,-0.204520772157
ACH-000459,-0.0660074628972
ACH-000460,-0.23681496774099997
ACH-000461,-0.010678905873
ACH-000463,-0.178528527872
ACH-000464,-0.232440752632
ACH-000466,-0.235649704624
ACH-000467,-0.30963550963500003
ACH-000468,0.188551648175
ACH-000469,-0.258086784653
ACH-000470,-0.36434129516900005
ACH-000471,-0.304692423504
ACH-000472,-0.34584868293000004
ACH-000473,-0.08853295825369999
ACH-000475,-0.226341549178
ACH-000476,-0.32339153118299996
ACH-000477,-0.398364891827
ACH-000480,-0.0821042496378
ACH-000481,-0.22949541953000002
ACH-000483,-0.45218998959
ACH-000484,0.0575395470498
ACH-000485,-0.18507497033
ACH-000486,-0.20358971065099998
ACH-000487,-0.32366072538
ACH-000488,-0.255669543334
ACH-000490,-0.233106011895
ACH-000491,0.025395253888500002
ACH-000495,-0.10695187363900001
ACH-000496,-0.167257866508
ACH-000499,-0.24058535394799999
ACH-000500,0.0289432363491
ACH-000502,-0.235892999127
ACH-000503,-0.266527391861
ACH-000505,-0.189482102806
ACH-000507,-0.226053834113
ACH-000510,-0.0938581318991
ACH-000511,-0.145462231509
ACH-000512,-0.596184508559
ACH-000516,-0.216189115876
ACH-000517,-0.136925930603
ACH-000518,-0.24728874878499998
ACH-000520,0.019270427379299997
ACH-000521,-0.09197177250569999
ACH-000522,-0.20124541192499998
ACH-000524,-0.19313921837900003
ACH-000527,-0.09776321819119999
ACH-000528,-0.225073453981
ACH-000537,-0.105065997617
ACH-000541,-0.189084583645
ACH-000542,-0.38558946712
ACH-000544,0.08245664489389999
ACH-000545,-0.24098966385
ACH-000547,-0.412514556218
ACH-000548,-0.350212569941
ACH-000549,-0.204209191044
ACH-000550,-0.200065927256
ACH-000552,-0.261541982623
ACH-000556,-0.304929884029
ACH-000557,-0.248849138279
ACH-000570,-0.256418682385
ACH-000571,-0.22092510236
ACH-000573,-0.197702251572
ACH-000576,-0.22238591489
ACH-000580,-0.24663383532900002
ACH-000584,-0.252505407899
ACH-000585,-0.113233454643
ACH-000588,-0.0262759756594
ACH-000589,-0.288605474778
ACH-000591,-0.229325231279
ACH-000593,-0.0959213296734
ACH-000600,-0.175145109353
ACH-000601,-0.196998695979
ACH-000604,-0.0114080976872
ACH-000605,-0.226974214886
ACH-000606,-0.20014324347399998
ACH-000608,-0.135135609949
ACH-000614,-0.155975905899
ACH-000616,-0.131162285554
ACH-000618,-0.21994539177499997
ACH-000619,-0.335438334751
ACH-000620,-0.0591906601719
ACH-000621,-0.10772712196499999
ACH-000622,-0.00913169718677
ACH-000623,-0.046638799455000005
ACH-000624,-0.199212610176
ACH-000627,-0.242936994993
ACH-000630,-0.09528206946380001
ACH-000632,-0.112758345123
ACH-000633,-0.09557736145469999
ACH-000637,-0.09004753580199999
ACH-000638,-0.840298389788
ACH-000646,-0.304486236389
ACH-000647,-0.059886427381100005
ACH-000648,-0.294364464294
ACH-000649,-0.18561141403200002
ACH-000651,-0.14242941240700002
ACH-000652,-0.332526381453
ACH-000653,-0.133613538744
ACH-000657,-0.114936985074
ACH-000658,-0.471905551149
ACH-000661,-0.37004144723899995
ACH-000662,-0.628047084617
ACH-000663,-0.116391436448
ACH-000665,-0.11017288690199999
ACH-000671,-0.0804915978431
ACH-000673,-0.136646147854
ACH-000676,-0.257483992481
ACH-000677,-0.0664162721428
ACH-000681,-0.36562279199000003
ACH-000682,-0.218700582614
ACH-000683,-0.12520174252
ACH-000684,-0.298464425765
ACH-000688,-0.26208728302900003
ACH-000693,-0.181789240596
ACH-000694,-0.0389719002551
ACH-000695,-0.020189411152400003
ACH-000696,-0.107230347872
ACH-000697,-0.228860232546
ACH-000699,-0.19375091285999999
ACH-000701,-0.31878091281800003
ACH-000706,-0.275486037043
ACH-000711,-0.0908248150691
ACH-000713,-0.174347646086
ACH-000714,-0.236244209349
ACH-000718,-0.048527331976199996
ACH-000720,-0.059085826977900005
ACH-000721,-0.264781185207
ACH-000724,-0.261056687675
ACH-000725,-0.00806680708221
ACH-000732,0.0417496394227
ACH-000734,-0.206797258953
ACH-000735,-0.179185637722
ACH-000736,-0.20461140781
ACH-000738,-0.126711175978
ACH-000746,-0.152569370764
ACH-000747,-0.0753823252271
ACH-000748,-0.162799155219
ACH-000753,-0.133832333255
ACH-000756,-0.038086124832599995
ACH-000757,-0.10757664977800001
ACH-000758,-0.30485701703
ACH-000760,-0.10183958649800001
ACH-000763,-0.145831692226
ACH-000764,-0.251537282286
ACH-000765,-0.04678704809769999
ACH-000766,-0.272480955877
ACH-000767,-0.389641750702
ACH-000768,-0.381817133591
ACH-000769,-0.542797389111
ACH-000770,-0.35012884085
ACH-000771,-0.187873329344
ACH-000773,-0.27642510129299996
ACH-000776,-0.240042156674
ACH-000777,-0.381265967424
ACH-000778,-0.191106580559
ACH-000781,-0.17198854810400002
ACH-000782,-0.279655282071
ACH-000783,-0.336854390663
ACH-000784,-0.03876356724
ACH-000785,-0.448496996979
ACH-000787,-0.137811694768
ACH-000788,-0.0543333681642
ACH-000791,-0.347681303229
ACH-000792,-0.18696464942699997
ACH-000794,-0.329402621472
ACH-000796,-0.23551249028299998
ACH-000799,-0.254435163898
ACH-000800,-0.24423025177700003
ACH-000802,-0.22592401703
ACH-000804,-0.5324734964010001
ACH-000805,-0.525507532785
ACH-000809,-0.332957601539
ACH-000810,-0.373978505045
ACH-000811,-0.160068865744
ACH-000817,-0.10701079873199999
ACH-000819,-0.0854332316704
ACH-000820,-0.386118599756
ACH-000821,-0.362711163522
ACH-000822,-0.11641768269500001
ACH-000823,-0.112505319747
ACH-000824,-0.187420983266
ACH-000827,-0.11564697143899999
ACH-000829,0.251961124044
ACH-000831,-0.299461619906
ACH-000832,-0.523280010987
ACH-000833,-0.333059618888
ACH-000834,-0.330708387237
ACH-000835,-0.144886544695
ACH-000836,-0.23273868700199998
ACH-000837,-0.393006566321
ACH-000838,-0.42310772073200004
ACH-000839,-0.06584086907650001
ACH-000840,-0.242589339936
ACH-000841,-0.33827552674500005
ACH-000843,-0.163759974674
ACH-000846,-0.630255934024
ACH-000847,-0.014467442632
ACH-000848,-0.15154925284499998
