,PDS5B (23047)
ACH-000499,-0.20330768339699998
ACH-000500,0.153376186241
ACH-000502,-0.403184624043
ACH-000503,-0.0196118644669
ACH-000505,-0.14159328911900002
ACH-000507,0.10128138745100002
ACH-000510,0.059442285498099996
ACH-000511,-0.084972241785
ACH-000512,-0.058506497592599994
ACH-000516,-0.0308669099995
ACH-000517,-0.10738034926899999
ACH-000518,-0.164271155348
ACH-000520,-0.41849435105800004
ACH-000521,-0.21128844985999998
ACH-000522,-0.279248288179
ACH-000524,-0.867079107641
ACH-000527,-0.08922495790589999
ACH-000528,-0.234016996461
ACH-000537,-0.395458274564
ACH-000541,0.12967017357000002
ACH-000542,-0.69999154856
ACH-000544,-0.0419775666801
ACH-000545,-0.271046789946
ACH-000547,-0.17899799292100002
ACH-000548,-0.0210316159252
ACH-000549,-0.187521298289
ACH-000550,-0.353542503323
ACH-000552,0.18141917843199998
ACH-000556,-0.34162101474699996
ACH-000557,-0.227353017844
ACH-000570,-0.0844103505948
ACH-000571,-0.20887225285799998
ACH-000573,-0.19771965539
ACH-000576,0.313021626539
ACH-000580,-0.200502077637
ACH-000584,-0.248074913263
ACH-000585,0.139580022888
ACH-000588,0.113869698111
ACH-000589,-0.128280484871
ACH-000591,-0.013354386102200001
ACH-000593,0.417699523808
ACH-000600,-0.0552806289883
ACH-000601,-0.27588957790999996
ACH-000604,-0.22983072174199998
ACH-000605,-0.00663201134516
ACH-000606,-0.25415534714899995
ACH-000608,0.0190141009455
ACH-000614,0.0176732746047
ACH-000616,-0.131584881053
ACH-000618,-0.26349903304
ACH-000619,-0.180869050501
ACH-000620,-0.265547236969
ACH-000621,0.005231357034220001
ACH-000622,-0.326344874551
ACH-000623,-0.11287086143200001
ACH-000624,-0.158715496555
ACH-000627,-0.290061315511
ACH-000630,-0.47557479701800004
ACH-000632,-0.289819541031
ACH-000633,-0.381460762689
ACH-000637,0.146789608809
ACH-000638,-0.10194302523
ACH-000646,-0.00360791371883
ACH-000647,-0.051906640777599995
ACH-000648,-0.0934287867488
ACH-000649,-0.43774597983499997
ACH-000651,-0.036386786620699996
ACH-000652,0.09551325142789999
ACH-000653,-0.20982612419799998
ACH-000657,-0.111232774237
ACH-000658,0.17476858504700002
ACH-000661,-0.20852560581500001
ACH-000662,-0.043087985733599996
ACH-000663,0.277432247828
ACH-000665,-0.132141134179
ACH-000671,-0.0335258025867
ACH-000673,0.042653418773300006
ACH-000676,-0.19434826783300002
ACH-000677,0.0596104562651
ACH-000681,-0.00040593390638699994
ACH-000682,-0.245972206528
ACH-000683,0.0611102309227
ACH-000684,-0.749759504454
ACH-000688,-0.930158147497
ACH-000693,-0.211209524217
ACH-000694,0.151413582269
ACH-000695,-0.155994358925
ACH-000696,-0.059408261227
ACH-000697,-0.0330474301342
ACH-000699,-0.0603741264084
ACH-000701,-0.249637333007
ACH-000706,0.11947896636199999
ACH-000711,-0.168866442238
ACH-000713,-0.103496349058
ACH-000714,0.163373781326
ACH-000718,-0.06180477456590001
ACH-000720,-0.450844261546
ACH-000721,-0.304178073473
ACH-000724,0.0775158688541
ACH-000725,0.0408862810302
ACH-000732,-0.256666379727
ACH-000734,0.0959642449701
ACH-000735,-0.416491156845
ACH-000736,0.0493651004402
ACH-000738,-0.0172728909867
ACH-000746,-0.22952632230099998
ACH-000747,-0.0442859657098
ACH-000748,-0.17502245900199997
ACH-000753,0.108357040251
ACH-000756,-0.241451478241
ACH-000757,-0.0408863297648
ACH-000758,-0.007762573193119999
ACH-000760,0.156366227444
ACH-000763,-0.0621435352857
ACH-000764,-0.593891752724
ACH-000765,0.0195798183957
ACH-000766,-0.365431436131
ACH-000767,-0.08422161494930001
ACH-000768,-0.10579370735400001
ACH-000769,-0.215514205846
ACH-000770,-0.265773075801
ACH-000771,-0.5773796447249999
ACH-000773,0.38844500316200004
ACH-000776,-0.07416578568469999
ACH-000777,-0.683805226133
ACH-000778,-0.0686043774992
ACH-000781,0.120245832798
ACH-000782,-0.0660738581139
ACH-000783,-0.20633495878400002
ACH-000784,0.08694032221889998
ACH-000785,-0.19490560686900002
ACH-000787,-0.23451855649199999
ACH-000788,-0.347377158627
ACH-000791,-0.0053658968817500005
ACH-000792,-0.20145306342500002
ACH-000794,-0.390919555461
ACH-000796,-0.250960434883
ACH-000799,0.0200353118534
ACH-000800,-0.44306328217
ACH-000802,-0.122988991067
ACH-000804,-0.0997798638835
ACH-000805,-0.399045696507
ACH-000809,-0.042982214767500006
ACH-000810,0.127091896535
ACH-000811,-0.11312322286599999
ACH-000817,-0.0824132174848
ACH-000819,0.0145008939086
ACH-000820,0.039595068245000004
ACH-000821,-0.22585681850699998
ACH-000822,-0.07411905697769999
ACH-000823,0.12767250101299998
ACH-000824,0.044971533926099996
ACH-000827,0.0299222859317
ACH-000829,-0.260099041893
ACH-000831,-0.101637407762
ACH-000832,-0.38533333054799995
ACH-000833,-0.16483044826999999
ACH-000834,0.160361139856
ACH-000835,-0.46075706667599997
ACH-000836,0.0374074158989
ACH-000837,0.0133793684129
ACH-000838,-0.21281219065600002
ACH-000839,-0.406874841206
ACH-000840,-0.0129352698568
ACH-000841,-0.0428035567179
ACH-000843,-0.0570095556776
ACH-000846,0.0325323507186
ACH-000847,-0.183395357471
ACH-000848,-0.16425747465399998
ACH-000849,-0.0923096862981
ACH-000851,-0.415522092262
ACH-000855,0.138007927346
ACH-000856,-0.010896886161100001
ACH-000858,-0.0030472276286300005
ACH-000859,0.136796433389
ACH-000861,-0.0340815138075
ACH-000862,-0.131701429328
ACH-000865,-0.00932846110252
ACH-000866,-0.0264189756055
ACH-000867,-0.020200922158599997
ACH-000869,-0.197061824706
ACH-000872,-0.0840506364222
ACH-000873,-0.426687914341
ACH-000876,0.151944740319
ACH-000878,0.12130325442199999
ACH-000880,-0.07580956705289998
ACH-000881,-0.07758412624639999
ACH-000882,-0.13612464489099999
ACH-000884,-0.0700237121775
ACH-000885,-0.197806499832
ACH-000887,-0.0240887007614
ACH-000888,-0.09674270862420001
ACH-000889,0.051434730377699994
ACH-000890,-0.44038286597099996
ACH-000896,-0.601921061057
ACH-000898,-0.0262906880651
ACH-000900,-0.399755971893
ACH-000901,-0.22344872834100002
ACH-000905,-0.217257653993
ACH-000906,-0.125503817981
ACH-000907,-0.310597355163
ACH-000910,-0.148202459229
ACH-000911,-0.11518405775999999
ACH-000912,-0.492248234616
ACH-000913,0.0653006937343
ACH-000915,-0.349021537057
ACH-000916,0.124538324074
ACH-000917,-0.0421512541866
ACH-000921,-0.256699990779
ACH-000924,-0.0684353315766
ACH-000926,-0.0453023424776
ACH-000928,0.0351358804641
ACH-000929,-0.18512867972
ACH-000932,-0.10847633695499999
ACH-000935,-0.25373950067
ACH-000936,-0.19173908069499998
ACH-000937,-0.0820837505376
ACH-000938,-0.00952796374006
ACH-000939,0.05328075975930001
ACH-000941,0.20780014106
ACH-000943,-0.169177198772
ACH-000946,-0.257646303417
ACH-000947,-0.00224919759072
ACH-000948,-0.061758254512599996
ACH-000950,-0.128932563724
ACH-000953,0.0545018301253
ACH-000957,-0.43442698237099997
ACH-000958,-0.18274889216499998
ACH-000960,-0.0695709114055
ACH-000963,-0.162632763755
ACH-000968,-0.383908034611
ACH-000969,0.0445973301316
ACH-000973,-0.0916686487654
ACH-000974,-0.0407848683745
ACH-000975,-0.258814380312
ACH-000976,-0.0190316343325
ACH-000978,0.133498656752
ACH-000980,-0.106599581064
ACH-000984,-0.238827418049
ACH-000986,-0.406471990131
ACH-000988,-0.315415904361
ACH-000993,-0.277035603155
ACH-000994,0.0102923790423
ACH-000996,-0.360416681809
ACH-001001,0.060639607864199994
ACH-001020,0.13872776684000002
ACH-001028,-0.0650666384805
ACH-001031,-0.260347920166
ACH-001038,-0.26046828410399997
ACH-001048,-0.211824974321
ACH-001050,-0.300565513395
ACH-001053,0.0843424852406
ACH-001054,0.0337074964383
ACH-001061,-0.0437389051739
ACH-001067,-0.260582572738
ACH-001075,-0.136644323753
ACH-001096,-0.038909077807
ACH-001128,0.701555948211
ACH-001134,0.19965648513700002
ACH-001151,-0.296084382951
ACH-001163,-0.241938257755
ACH-001164,-0.121630386431
ACH-001173,-0.142852033565
ACH-001183,-0.203056850284
ACH-001184,-0.285869799771
ACH-001190,-0.358080189478
ACH-001192,-0.0312669552984
ACH-001193,-0.44357483612899995
ACH-001196,-0.26080779633699996
ACH-001197,-0.0644422075703
ACH-001205,-0.8174487762360001
ACH-001211,-0.123680228924
ACH-001212,-0.419770437097
ACH-001228,-0.385698630388
ACH-001232,-0.259888270339
ACH-001239,-0.564904219771
ACH-001274,-0.413804096179
ACH-001275,0.08295532584910001
ACH-001277,-0.026021635419
ACH-001278,-0.109370898428
ACH-001280,-0.014194389282400001
ACH-001283,0.216642210359
ACH-001289,-0.054651258230099996
ACH-001295,-0.191925822733
ACH-001300,-0.374728993742
ACH-001301,-0.0556710180288
ACH-001302,0.0189672889045
ACH-001303,-0.45964917318099996
ACH-001306,-0.123213090079
ACH-001318,0.11686847837200001
ACH-001322,-0.19432641733800002
ACH-001328,-0.130127310756
ACH-001332,-0.30162744264400004
ACH-001333,-0.0643566031521
ACH-001336,-0.284085062332
ACH-001340,-0.45173831359300004
ACH-001346,-0.249475290614
ACH-001353,-0.65917117847
ACH-001354,-0.8265208796819999
ACH-001367,-0.333773134098
ACH-001368,-0.31444898574499996
ACH-001374,-0.34015059710999995
ACH-001375,-0.19342580267099999
ACH-001377,-0.14602044307
ACH-001380,-0.16802616583799998
ACH-001391,-0.0334694459973
ACH-001407,-0.34064300794299995
ACH-001408,0.0496136503625
ACH-001413,-0.383401740188
ACH-001430,-0.411226876416
ACH-001431,0.07990572766189999
ACH-001450,0.08085337094969999
ACH-001496,0.060976554105599996
ACH-001500,-0.441422302477
ACH-001521,-0.244463125793
ACH-001523,-0.348160700875
ACH-001532,-0.6911345255169999
ACH-001536,-0.279203160166
ACH-001550,0.29033301924800003
ACH-001552,0.130659624314
ACH-001554,-0.39746878066299995
ACH-001645,-0.42409462362800004
ACH-001654,-0.426011648519
ACH-001715,-0.0308579644497
ACH-001735,-0.0877204322302
ACH-001736,-0.360997280252
ACH-001737,0.0253005145737
ACH-001740,-0.22635710490299998
ACH-001745,-0.31387462578
ACH-001750,-0.41033726833800005
ACH-001765,-0.198565655416
ACH-001956,-0.0248583909519
ACH-001957,0.00852611788569
