,SEPHS1 (22929)
ACH-000004,-0.602530950874
ACH-000007,-0.654241208133
ACH-000009,-0.829482832227
ACH-000011,-0.8690260634479999
ACH-000012,-0.11670439224000001
ACH-000013,-0.294363362768
ACH-000014,-0.63373168044
ACH-000015,-0.41078695287699996
ACH-000017,-0.546838656644
ACH-000018,-0.6339812232509999
ACH-000019,-0.513241599523
ACH-000021,-0.572206165982
ACH-000022,-0.509880076615
ACH-000025,-0.816752902104
ACH-000028,-0.542883532183
ACH-000030,-0.6055312650720001
ACH-000035,-0.374176990371
ACH-000036,-0.8290457783159999
ACH-000037,-0.198321372979
ACH-000039,-0.526721086761
ACH-000040,-0.8471527205399999
ACH-000041,-0.16483976622500002
ACH-000042,-0.530139664302
ACH-000045,-0.34581418598
ACH-000047,-0.30348161464
ACH-000052,-0.37440774816
ACH-000053,-0.38548492025700004
ACH-000054,-0.650542458623
ACH-000055,-1.1718567592
ACH-000060,-0.545136289393
ACH-000067,-0.47529273519599996
ACH-000070,-0.30814068102
ACH-000075,-0.378456220192
ACH-000078,-0.5089300935000001
ACH-000082,-0.760241621197
ACH-000085,-0.4837773657600001
ACH-000086,-0.696508684693
ACH-000087,-0.462354237378
ACH-000092,-0.312155815506
ACH-000095,-0.473182076062
ACH-000097,-0.877052124592
ACH-000098,-0.614874520167
ACH-000099,-0.341925524379
ACH-000108,-0.381730434727
ACH-000113,-0.303505350133
ACH-000115,-0.5614094642849999
ACH-000116,-0.21573295197200001
ACH-000118,-0.29204503966999995
ACH-000120,-0.458920659401
ACH-000123,-0.7278363456129999
ACH-000127,-0.296057047764
ACH-000128,-0.322991583334
ACH-000132,-0.468817717691
ACH-000133,-0.725251856278
ACH-000137,-0.248977054984
ACH-000138,-0.403568476684
ACH-000142,-0.520830133072
ACH-000143,0.0510676566422
ACH-000146,-0.27415135566599996
ACH-000148,-0.579601937227
ACH-000150,-0.8261934384299999
ACH-000152,-0.502800456574
ACH-000153,-0.6555698123879999
ACH-000159,-0.353221003785
ACH-000160,-0.382258082487
ACH-000163,-0.526934416904
ACH-000167,-0.238796078673
ACH-000168,-0.285311353732
ACH-000169,-0.496578098807
ACH-000178,-0.710432700861
ACH-000182,-0.135519357524
ACH-000183,-0.143162574471
ACH-000188,-0.6911267551970001
ACH-000189,-0.492673759591
ACH-000190,-0.141678153564
ACH-000198,-0.923869814907
ACH-000204,-0.6819485273639999
ACH-000206,-0.228808583879
ACH-000207,-0.384424424439
ACH-000211,-0.423709052294
ACH-000215,-0.561808700509
ACH-000221,-0.372470401818
ACH-000222,-0.42603678223999997
ACH-000223,-0.274656007987
ACH-000226,-0.433412020533
ACH-000227,-0.6980746994179999
ACH-000228,-0.624533692052
ACH-000231,-0.43726675388
ACH-000232,-0.364420724568
ACH-000233,-0.142395871648
ACH-000234,-0.462910220473
ACH-000235,-0.511545157376
ACH-000237,-0.6916284684280001
ACH-000238,-0.300120398148
ACH-000243,-0.575216916279
ACH-000244,-0.671947841048
ACH-000246,-0.275627910794
ACH-000248,-0.338529296004
ACH-000250,-0.583582714325
ACH-000251,-0.00720606937898
ACH-000253,-0.22210666081
ACH-000255,-0.452473012851
ACH-000256,-0.557838681765
ACH-000257,-0.1860584775
ACH-000258,-0.0181366122656
ACH-000259,-0.381806255183
ACH-000260,-0.563354086544
ACH-000261,-0.444894867841
ACH-000262,-0.956167800755
ACH-000263,-0.38341630312200004
ACH-000264,-0.557609742546
ACH-000265,-0.44251018395499997
ACH-000266,-0.333169098226
ACH-000272,-0.424617713228
ACH-000273,-0.389345622544
ACH-000274,-0.46794280240099995
ACH-000277,-0.441948027332
ACH-000278,-0.547859612795
ACH-000279,-0.214050829692
ACH-000280,-0.527095318977
ACH-000281,-0.6008954904580001
ACH-000288,-0.441232307738
ACH-000291,-0.36900134265
ACH-000293,-0.429889864757
ACH-000294,-0.634581954268
ACH-000295,-0.505213227241
ACH-000296,-0.533435215198
ACH-000302,-0.225878551888
ACH-000304,-0.7794077647480001
ACH-000307,-0.545262262486
ACH-000308,-0.353386006241
ACH-000310,-0.6385451634170001
ACH-000311,-0.5495987781239999
ACH-000312,-0.0625925000901
ACH-000315,-0.223065603468
ACH-000316,-0.32154794430100003
ACH-000317,-0.351625823615
ACH-000318,-0.40375943603
ACH-000319,-0.489520690346
ACH-000320,-0.596187148661
ACH-000322,-0.655832561792
ACH-000323,-0.6278335046069999
ACH-000324,-0.556286590011
ACH-000329,-0.504577897002
ACH-000330,-0.707363973317
ACH-000331,-0.0761018143623
ACH-000332,-0.533411904145
ACH-000334,-0.260475697865
ACH-000335,-0.451189481887
ACH-000336,-0.304229673026
ACH-000337,-0.363020356567
ACH-000339,-0.327020824686
ACH-000341,-0.37605827690800003
ACH-000348,-0.7069543974420001
ACH-000350,-0.546152796819
ACH-000352,-0.539127616153
ACH-000356,-0.531465612829
ACH-000361,-0.565541767404
ACH-000362,-0.402588238019
ACH-000363,-0.34701971439900003
ACH-000364,-0.43427730287199995
ACH-000365,-0.365210409376
ACH-000366,-0.347294153013
ACH-000368,-0.645486810033
ACH-000374,-0.234725356023
ACH-000375,-0.918834181508
ACH-000376,-0.5687442314850001
ACH-000381,-0.6387200047230001
ACH-000383,-0.323409043033
ACH-000387,-0.19812083916099998
ACH-000389,-0.08738247544510001
ACH-000390,-0.395110358327
ACH-000393,-0.606964921123
ACH-000395,-0.7431975082279999
ACH-000397,-0.155513418879
ACH-000401,-0.6149964889899999
ACH-000402,-0.497340144278
ACH-000403,-0.361458652022
ACH-000404,-0.237859790547
ACH-000406,-0.21415595346900002
ACH-000407,-0.562670659817
ACH-000408,-0.504083761028
ACH-000410,-0.606991048907
ACH-000411,-0.40065234571
ACH-000414,-0.166386546408
ACH-000415,-0.416565554876
ACH-000416,-0.12846056250600002
ACH-000420,-0.139039125978
ACH-000421,-0.206698959394
ACH-000424,-0.334286040998
ACH-000425,-0.6657016965070001
ACH-000426,-0.509732588254
ACH-000427,-0.34460546055200003
ACH-000433,-0.609891909748
ACH-000436,-0.570640991699
ACH-000444,-0.513342499104
ACH-000445,-0.314805703534
ACH-000448,-0.434000825992
ACH-000450,-0.574657187098
ACH-000452,-0.49350740202699994
ACH-000454,-0.400246886539
ACH-000458,-0.435907684617
ACH-000459,-0.619436767771
ACH-000460,-0.6807697154699999
ACH-000461,-0.368360975958
ACH-000463,-0.0103941866165
ACH-000464,-0.665561511713
ACH-000466,-0.34958655378200004
ACH-000467,-0.41072405049500005
ACH-000468,-0.505082438253
ACH-000469,-0.8324890084540001
ACH-000470,-0.40659260872599995
ACH-000471,0.35711842471999994
ACH-000472,-0.433794233917
ACH-000473,-0.29970184744600004
ACH-000475,-0.346411030323
ACH-000476,-0.352077129703
ACH-000477,-0.31997029039
ACH-000480,-0.49366623033
ACH-000481,-0.490793592065
ACH-000483,-0.284405355433
ACH-000484,-0.19708202906800001
ACH-000485,-0.44599904823200004
ACH-000486,-0.40832552799500005
ACH-000487,-0.561878128423
ACH-000488,-0.383493127165
ACH-000490,-0.590686803583
ACH-000491,-0.606037325714
ACH-000495,-0.7932516957979999
ACH-000496,-0.265859122702
ACH-000499,-0.611847214399
ACH-000500,-0.394928730481
ACH-000502,-0.239765249593
ACH-000503,-0.743586774251
ACH-000505,-0.7384190424860001
ACH-000507,-0.216188181223
ACH-000510,-0.53267809656
ACH-000511,-0.603081713798
ACH-000512,-0.657044233394
ACH-000516,-0.8286957731029999
ACH-000517,-0.8511169764640001
ACH-000518,-0.239788427648
ACH-000520,-0.42154049800399995
ACH-000521,-0.25154524807900003
ACH-000522,-0.454992056574
ACH-000524,-0.229952810884
ACH-000527,-0.55397090736
ACH-000528,-0.633670654861
ACH-000537,-0.110799348456
ACH-000541,-0.648757230276
ACH-000542,-0.536841341481
ACH-000544,-0.598904639397
ACH-000545,-0.505242416019
ACH-000547,-0.673448052697
ACH-000548,-0.623061716128
ACH-000549,-0.276135775514
ACH-000550,-0.443054019493
ACH-000552,-0.38047775922300003
ACH-000556,-0.321268856433
ACH-000557,-0.0380969645931
ACH-000570,-0.66060912954
ACH-000571,-0.6969605340530001
ACH-000573,-0.197035041158
ACH-000576,-0.366507968394
ACH-000580,-0.6686930312039999
ACH-000584,-0.44340614196500006
ACH-000585,0.08383700069889999
ACH-000588,-0.502243053089
ACH-000589,-0.069896796392
ACH-000591,-0.23744457471799998
ACH-000593,-0.5881702834179999
ACH-000600,-0.5992986631080001
ACH-000601,-0.7598323870020001
ACH-000604,-0.441936309786
ACH-000605,-0.326308714291
ACH-000606,-0.531582179681
ACH-000608,-0.43752827983900006
ACH-000614,-0.38126100833000004
ACH-000616,-0.43241449158399997
ACH-000618,-0.383728712168
ACH-000619,-0.462953205893
ACH-000620,-0.47576791180600003
ACH-000621,-0.15376619185100002
ACH-000622,-0.5168970629590001
ACH-000623,-0.450690351571
ACH-000624,-0.416345880825
ACH-000627,-0.47319019693400005
ACH-000630,-0.20443493532499998
ACH-000632,-0.8824894323
ACH-000633,-0.398098386358
ACH-000637,-0.207634053475
ACH-000638,-0.44246299661000005
ACH-000646,-0.41824724561
ACH-000647,-0.25749881543200004
ACH-000648,-0.758374226417
ACH-000649,-0.566967822872
ACH-000651,-0.131587266073
