,VNN1 (8876)
ACH-000004,0.062057056643699995
ACH-000007,0.17072038804
ACH-000009,0.043831854884
ACH-000011,0.10693084330600001
ACH-000012,0.0775945768336
ACH-000013,0.0164606673356
ACH-000014,0.060329185210000004
ACH-000015,0.128108859612
ACH-000017,0.6404657933569999
ACH-000018,0.162863081274
ACH-000019,-0.139651172649
ACH-000021,-0.171513670008
ACH-000022,0.132155271859
ACH-000025,0.0893542927692
ACH-000028,0.029456353969099996
ACH-000030,0.0486816718479
ACH-000035,0.044191227973499995
ACH-000036,0.126724031162
ACH-000037,0.112087580061
ACH-000039,-0.0873765859621
ACH-000040,0.14574577410700001
ACH-000041,0.0726770704659
ACH-000042,-0.0045769814748999995
ACH-000045,-0.0615456262635
ACH-000047,0.0164115019282
ACH-000052,0.158525662755
ACH-000053,0.0711707502813
ACH-000054,0.053992078066999995
ACH-000055,0.229023746799
ACH-000060,0.0461613359336
ACH-000067,0.158835490322
ACH-000070,-0.0819211359458
ACH-000075,0.0167237511895
ACH-000078,-0.0422689592741
ACH-000082,0.0306958390263
ACH-000085,0.17918280002
ACH-000086,0.11372263210200001
ACH-000087,-0.044680866228499996
ACH-000092,0.00769831092389
ACH-000095,0.0660059063015
ACH-000097,0.0547147138424
ACH-000098,0.0671031603353
ACH-000099,-0.030062225589
ACH-000108,0.030601884429099998
ACH-000113,0.127583103321
ACH-000115,0.0389508530885
ACH-000116,0.04839388855280001
ACH-000118,0.0126110982969
ACH-000120,0.023977176797700003
ACH-000123,0.0377209568444
ACH-000127,0.129427418037
ACH-000128,0.00663682501985
ACH-000132,-0.207274390005
ACH-000133,0.0784673789542
ACH-000137,0.048701241260400006
ACH-000138,-0.0877535760447
ACH-000142,0.22109659179000002
ACH-000143,0.191336638174
ACH-000146,0.041007708860699994
ACH-000148,0.114840291656
ACH-000150,0.10658095398800001
ACH-000152,0.17044892529
ACH-000153,-0.0718537221146
ACH-000159,0.05747408087719999
ACH-000160,-0.0035781912921400002
ACH-000163,0.146595350101
ACH-000167,-0.14066493835000002
ACH-000168,-0.0332763677808
ACH-000169,-0.0212810483924
ACH-000178,0.105188796697
ACH-000182,0.150116712229
ACH-000183,0.0722598388295
ACH-000188,0.11222720472400001
ACH-000189,0.16270333623400002
ACH-000190,0.0574105854352
ACH-000198,0.07938400650460001
ACH-000204,0.0281294283421
ACH-000206,0.128630917381
ACH-000207,0.081943208399
ACH-000211,0.0054912055377
ACH-000215,0.114192112151
ACH-000221,-0.0433763644223
ACH-000222,-0.0201991477308
ACH-000223,-0.0171413179411
ACH-000226,0.0903796380883
ACH-000227,0.014223840929799999
ACH-000228,0.049781514237199995
