,CS (1431)
ACH-000004,-0.08170780180930001
ACH-000007,-0.494849725266
ACH-000009,-0.532839538598
ACH-000011,-0.343601346074
ACH-000012,-0.411980515049
ACH-000013,-0.80267577209
ACH-000014,-0.141512008628
ACH-000015,-0.7821505395180001
ACH-000017,-0.383815029847
ACH-000018,-0.43690454117399996
ACH-000019,-0.656824596743
ACH-000021,-0.5276041606090001
ACH-000022,-0.508577483837
ACH-000025,-0.45172057254799997
ACH-000028,-0.971911234335
ACH-000030,-0.436260179239
ACH-000035,-0.430673691171
ACH-000036,-0.173719097421
ACH-000037,-0.52979042717
ACH-000039,-0.374912638425
ACH-000040,-0.521202337918
ACH-000041,-0.324063161128
ACH-000042,-0.384566766114
ACH-000045,-0.532986247613
ACH-000047,-0.555372323766
ACH-000052,-0.588987771185
ACH-000053,-0.422255645506
ACH-000054,-0.428242828597
ACH-000055,-0.211395369727
ACH-000060,-0.407554810623
ACH-000067,-0.735897312031
ACH-000070,-0.47826478141999995
ACH-000075,-0.613677924284
ACH-000078,-0.426308589948
ACH-000082,-0.539000777077
ACH-000085,-0.440614553318
ACH-000086,-0.5012163995100001
ACH-000087,-0.792060996228
ACH-000092,-0.39158329028300004
ACH-000095,-0.5346042720449999
ACH-000097,-0.748406593267
ACH-000098,-0.628174861716
ACH-000099,-0.20643621323800002
ACH-000108,-0.572202197132
ACH-000113,-0.931479275429
ACH-000115,-0.742209286151
ACH-000116,-0.5007778958269999
ACH-000118,-0.747774317986
ACH-000120,-0.415230335225
ACH-000123,-0.632520032786
ACH-000127,-0.722412344437
ACH-000128,-0.7461161022280001
ACH-000132,-0.16827246823699998
ACH-000133,-0.484075436919
ACH-000137,-0.194591325729
ACH-000138,-0.7063037778710001
ACH-000142,-0.626669810269
ACH-000143,-0.635170101894
ACH-000146,-0.639449748258
ACH-000148,-0.478444263992
ACH-000150,-0.642464679581
ACH-000152,-0.554794447419
ACH-000153,-0.549031987877
ACH-000159,-0.468593787291
ACH-000160,-0.601616702836
ACH-000163,-0.634000807944
ACH-000167,-0.596168475509
ACH-000168,-0.594182301173
ACH-000169,-0.448188625945
ACH-000178,-0.532790828159
ACH-000182,-0.561577708012
ACH-000183,-0.472213842193
ACH-000188,-0.483352957791
ACH-000189,-0.789514118574
ACH-000190,-0.550453271359
ACH-000198,-0.776451089896
ACH-000204,-0.554195958601
ACH-000206,-0.247409466153
ACH-000207,-0.0549915041094
ACH-000211,-0.32437538531800003
ACH-000215,-0.5959975051640001
ACH-000221,-1.0938620982
ACH-000222,-0.538444164685
ACH-000223,-0.468041725208
ACH-000226,-0.674882233491
ACH-000227,-0.525883711634
ACH-000228,-0.7845611869879999
ACH-000231,-0.33940303811899997
ACH-000232,-0.344872803997
ACH-000233,-0.621138699581
ACH-000234,-0.779578719753
ACH-000235,-0.511822731355
ACH-000237,-0.286135246467
ACH-000238,-0.126018965855
ACH-000243,-0.586658038557
ACH-000244,-0.5749862267220001
ACH-000246,-0.464019019551
ACH-000248,-0.8541591231479999
ACH-000250,-0.37669149278
ACH-000251,-0.473265784201
ACH-000253,-0.540418834026
ACH-000255,-0.523601190169
ACH-000256,-0.532631443606
ACH-000257,-0.240061170407
ACH-000258,-0.440870529285
ACH-000259,-0.410190072304
ACH-000260,-0.48219703944700004
ACH-000261,-0.148012732141
ACH-000262,-0.314004425122
ACH-000263,-0.925287833196
ACH-000264,-0.7215264936169999
ACH-000265,-0.448363315329
ACH-000266,-0.41356327963100004
ACH-000272,-0.442773381553
ACH-000273,-0.55404122296
ACH-000274,-0.454560924414
ACH-000277,-0.5383207611349999
ACH-000278,-0.50371233118
ACH-000279,-0.662764106007
ACH-000280,-0.320831507394
ACH-000281,-0.470735768693
ACH-000288,-0.678644066112
ACH-000291,-0.437311975179
ACH-000293,-0.479126863487
ACH-000294,-0.142606718604
ACH-000295,-0.662803866587
ACH-000296,-0.34135283646700004
ACH-000302,-0.11034037753900001
ACH-000304,-0.589469144802
ACH-000307,-0.624955991563
ACH-000308,-0.44666575053999996
ACH-000310,-0.635601033289
ACH-000311,-0.6883035071520001
ACH-000312,-0.7581137056939999
ACH-000315,-0.497283020211
ACH-000316,-0.349210934792
ACH-000317,-0.632747079288
ACH-000318,-0.589591215603
ACH-000319,-0.45332821904
ACH-000320,-0.42207528033
ACH-000322,-0.673641150221
ACH-000323,-0.312814701168
ACH-000324,-0.41148107216799995
ACH-000329,-0.6082542764509999
ACH-000330,-0.522025579981
ACH-000331,-0.541394097515
ACH-000332,-0.604107090924
ACH-000334,-0.869657355693
ACH-000335,-0.24656586133699998
ACH-000336,-0.591399354934
ACH-000337,-0.536868069877
ACH-000339,-0.47296803368199997
ACH-000341,-0.46006957481399996
ACH-000348,-0.457246690995
ACH-000350,-0.531727783799
ACH-000352,-0.872191845378
ACH-000356,-0.6357841160059999
ACH-000361,-0.877541686003
ACH-000362,-0.553774182051
ACH-000363,-0.577542142412
ACH-000364,-0.523877764893
ACH-000365,-0.460404229307
ACH-000366,-0.627453584389
ACH-000368,-0.528253443427
ACH-000374,-0.8125776091150001
ACH-000375,-0.73084081898
ACH-000376,-0.34652467456
ACH-000381,-0.239011832511
ACH-000383,-0.574091184147
ACH-000387,-0.46188864469999996
ACH-000389,-0.06946025813130001
ACH-000390,-0.571785642262
ACH-000393,-0.229322723552
ACH-000395,-0.6808741860609999
ACH-000397,-0.408757127488
ACH-000401,-0.365980638648
ACH-000402,0.0025777993287199995
ACH-000403,-0.685521231639
ACH-000404,-0.45207828781000003
ACH-000406,-0.5449975954730001
ACH-000407,-0.501978583372
ACH-000408,-0.773684136506
ACH-000410,-0.417774691176
ACH-000411,-0.583158729223
ACH-000414,-0.5141491429689999
ACH-000415,-0.523313537271
ACH-000416,-0.567665553795
ACH-000420,-0.503078019651
ACH-000421,-0.625025007801
ACH-000424,-0.478089575216
ACH-000425,-0.42230358191600004
ACH-000426,-0.577925574481
ACH-000427,-0.819766914561
ACH-000433,-0.5924378596100001
ACH-000436,-0.673312309029
ACH-000444,-0.257948829355
ACH-000445,-0.413518220386
ACH-000448,-0.7346145497419999
ACH-000450,-1.08851057616
ACH-000452,-0.627772112116
ACH-000454,-0.724726820566
ACH-000458,-0.5427111874530001
ACH-000459,-0.831126788999
ACH-000460,-0.47152002087399997
ACH-000461,-0.814612843573
ACH-000463,-0.5374265246500001
ACH-000464,-0.34251112513099996
ACH-000466,-0.354418952711
ACH-000467,-0.6163272944789999
ACH-000468,-0.7547295692300001
ACH-000469,-0.382054068618
ACH-000470,-0.563418368072
ACH-000471,-0.424014372543
ACH-000472,-0.572794808385
ACH-000473,-0.56845353257
ACH-000475,-0.527757430988
ACH-000476,-0.5447355483290001
ACH-000477,-0.7492002620780001
ACH-000480,-0.46606776012900003
ACH-000481,-0.71430272037
ACH-000483,-0.640362512684
ACH-000484,-0.505890466261
ACH-000485,-0.518971018208
ACH-000486,-0.557550029577
ACH-000487,-0.369172626787
ACH-000488,-0.524267698309
ACH-000490,-0.43053412093000004
ACH-000491,-0.468208391805
ACH-000495,-0.660698531599
ACH-000496,-0.290448784959
ACH-000499,-0.406648547206
ACH-000500,-1.31399790931
ACH-000502,-0.553568847762
ACH-000503,-0.325581582935
ACH-000505,-0.43942897923600005
ACH-000507,-0.576802743103
ACH-000510,-0.563740080534
ACH-000511,-0.28088690693199997
ACH-000512,-0.533906476732
ACH-000516,-0.610249524987
ACH-000517,-0.45892661828299997
ACH-000518,-0.44413789982900004
ACH-000520,-0.772524700385
ACH-000521,-0.459511017997
ACH-000522,-0.415263824878
ACH-000524,-0.589803450118
ACH-000527,-0.541693461805
ACH-000528,-0.612126949278
ACH-000537,-0.720242074806
ACH-000541,-0.970990877695
ACH-000542,-0.38758163406900004
ACH-000544,-0.45301769596
ACH-000545,-0.644860142818
ACH-000547,-0.432677055421
ACH-000548,-0.511567461521
ACH-000549,-0.340764619155
ACH-000550,-0.261128268763
ACH-000552,-0.601812186871
ACH-000556,-0.678181541718
ACH-000557,-0.528376900532
ACH-000570,-0.352535387087
ACH-000571,-0.138574735683
ACH-000573,-0.413214978398
ACH-000576,-0.559787472125
ACH-000580,-0.468380870493
ACH-000584,-0.53369309076
ACH-000585,-0.5700586410140001
ACH-000588,-0.672776269532
ACH-000589,-0.515566989711
ACH-000591,-0.21489657858000002
ACH-000593,-0.447397362182
ACH-000600,-0.479908300908
ACH-000601,-0.621407598574
ACH-000604,-0.628902796246
ACH-000605,-0.628519599486
ACH-000606,-0.6372684762049999
ACH-000608,-0.513614462802
ACH-000614,-0.68047829348
ACH-000616,-0.617378714536
ACH-000618,-0.8098347228280001
ACH-000619,-0.35788161058
ACH-000620,-0.503300910522
ACH-000621,-0.423284707351
ACH-000622,-0.368473982592
ACH-000623,-0.43139196737700003
ACH-000624,-0.569100145806
ACH-000627,-0.22352078814399998
ACH-000630,-0.5530455898009999
ACH-000632,-0.711981652343
ACH-000633,-1.0131440009000001
ACH-000637,-0.751045834737
ACH-000638,-0.364093541098
ACH-000646,-0.212171906589
ACH-000647,-0.43928152772699997
ACH-000648,-0.254742983917
ACH-000649,-0.49124739236500004
ACH-000651,-0.642216935567
ACH-000652,-0.380913951894
ACH-000653,-0.42650267017899995
ACH-000657,-0.369105452663
ACH-000658,-0.556667335191
ACH-000661,-0.7219472541040001
ACH-000662,-0.64450036835
ACH-000663,-0.618551613514
ACH-000665,-0.850414699698
ACH-000671,-0.523222143119
ACH-000673,-0.5677266502970001
ACH-000676,-0.8194560933859999
ACH-000677,-0.961643963924
ACH-000681,-0.388551424125
ACH-000682,-0.755644959998
ACH-000683,-0.578927383338
ACH-000684,-0.54720993477
ACH-000688,-0.526703847938
ACH-000693,-0.7217230059280001
ACH-000694,-0.570549522955
ACH-000695,-0.57250651285
ACH-000696,-0.48829136158200004
ACH-000697,-0.60266715449
ACH-000699,-0.484157689387
ACH-000701,-0.557930983442
ACH-000706,-0.623376481122
ACH-000711,-0.49108724186999997
ACH-000713,-0.482465897812
ACH-000714,-0.623223103605
ACH-000718,-0.302614157417
ACH-000720,-0.513147530452
ACH-000721,-0.41826078916299997
ACH-000724,-0.642948018042
ACH-000725,-0.6147218942329999
ACH-000732,-0.458433690078
ACH-000734,-0.649847971849
ACH-000735,-0.405718225615
ACH-000736,-0.4250389688699999
ACH-000738,-0.546437749253
ACH-000746,-0.966046336011
ACH-000747,-0.91864767112
ACH-000748,-0.32833605263300003
ACH-000753,-0.8185682482250001
ACH-000756,-0.62274761675
ACH-000757,-0.54044058804
ACH-000758,-0.627649417055
ACH-000760,-0.294845018686
ACH-000763,-0.514397896135
ACH-000764,-0.4242429795
ACH-000765,-0.517656880235
ACH-000766,-0.454002874884
ACH-000767,-0.636690063696
ACH-000768,-0.592193066069
ACH-000769,-0.5628716660399999
ACH-000770,-0.59985862913
ACH-000771,-0.48610844224
ACH-000773,-1.0228166571500001
ACH-000776,-0.670232070089
ACH-000777,-0.35834033974600005
ACH-000778,-0.291161952114
ACH-000781,-0.20973450756700002
ACH-000782,-0.23502022401
ACH-000783,-0.629298125761
ACH-000784,-0.5094794226129999
ACH-000785,-0.539073621268
ACH-000787,-0.435047945404
ACH-000788,-0.46254998932499997
ACH-000791,-0.577129182914
ACH-000792,-0.45002997165700004
ACH-000794,-0.26988470628
ACH-000796,0.038380829630900004
ACH-000799,-0.9765013313040001
