,GGTLC2 (91227)
ACH-000004,-1.39290811324
ACH-000007,-0.920681576601
ACH-000009,-0.626603682563
ACH-000011,-0.962050353572
ACH-000012,-0.997946058273
ACH-000013,-0.7491672122669999
ACH-000014,-1.01279089234
ACH-000015,-0.94513052984
ACH-000017,-0.7976569686570001
ACH-000018,-0.857357998196
ACH-000019,-0.886136120615
ACH-000021,-1.21070404074
ACH-000022,-0.9430623411399999
ACH-000025,-1.16706330313
ACH-000028,-0.8810463501899999
ACH-000030,-1.11380378082
ACH-000035,-0.8684334679119999
ACH-000036,-0.647523036663
ACH-000037,-0.7507837474169999
ACH-000039,-0.711324928521
ACH-000040,-0.720904271441
ACH-000041,-0.828168087659
ACH-000042,-1.01257226606
ACH-000045,-0.509028254002
ACH-000047,-0.9999332188619999
ACH-000052,-0.582222449244
ACH-000053,-0.926548243188
ACH-000054,-0.7932192327940001
ACH-000055,-0.6382551407720001
ACH-000060,-0.922016468542
ACH-000067,-0.980112029825
ACH-000070,-0.696727237994
ACH-000075,-0.885044577765
ACH-000078,-0.975526091174
ACH-000082,-0.576694730255
ACH-000085,-0.7730494649959999
ACH-000086,-0.764272388125
ACH-000087,-0.9092468763510001
ACH-000092,-0.858745281507
ACH-000095,-0.994652654251
ACH-000097,-0.988346150457
ACH-000098,-1.01495824232
ACH-000099,-0.9940074275380001
ACH-000108,-0.971370892679
ACH-000113,-0.7845889900059999
ACH-000115,-1.28058020607
ACH-000116,-0.942865831967
ACH-000118,-0.7271155748100001
ACH-000120,-0.957965033864
ACH-000123,-0.920758798353
ACH-000127,-1.05475857734
ACH-000128,-1.11285419834
ACH-000132,-0.807306261494
ACH-000133,-1.00538163367
ACH-000137,-0.999957802131
ACH-000138,-0.583176455577
ACH-000142,-0.878529381477
ACH-000143,-0.699833029346
ACH-000146,-1.0685269184200001
ACH-000148,-0.35912223664899995
ACH-000150,-1.21452636092
ACH-000152,-1.0170307834299999
ACH-000153,-1.11822542518
ACH-000159,-0.471494814556
ACH-000160,-1.16627197824
ACH-000163,-0.709857125873
ACH-000167,-1.19605917001
ACH-000168,-0.889846924059
ACH-000169,-1.0989940918899999
ACH-000178,-0.87478684221
ACH-000182,-0.386695699961
ACH-000183,-0.940160712193
ACH-000188,-1.09172240099
ACH-000189,-0.491880478068
ACH-000190,-0.726045475499
ACH-000198,-0.961209491893
ACH-000204,-0.9881324281649999
ACH-000206,-0.552207464472
ACH-000207,-1.14813790519
ACH-000211,-0.977000547647
ACH-000215,-0.8701810872589999
ACH-000221,-0.893012235817
ACH-000222,-0.756127762562
ACH-000223,-0.833961889813
ACH-000226,-0.970388927491
ACH-000227,-0.5039194989810001
ACH-000228,-0.561779553235
ACH-000231,-1.1738259265100002
ACH-000232,-0.970787482101
ACH-000233,-0.929188658303
ACH-000234,-0.342865502629
ACH-000235,-0.666405892839
ACH-000237,-0.965214873376
ACH-000238,-0.905515510566
ACH-000243,-1.13794659711
ACH-000244,-0.748590902012
ACH-000246,-0.7800497287870001
ACH-000248,-0.612401425835
ACH-000250,-0.6613811548480001
ACH-000251,-0.776726074666
ACH-000253,-1.2466996231
ACH-000255,-1.08127736409
ACH-000256,-0.8988953885940001
ACH-000257,-0.16883605939100002
ACH-000258,-1.26643835144
ACH-000259,-0.82504351638
ACH-000260,-0.809233548291
ACH-000261,-0.802727416884
ACH-000262,-0.861532127097
ACH-000263,-0.825712609875
ACH-000264,-0.9027287351659999
ACH-000265,-0.905538963087
ACH-000266,-0.832927972201
ACH-000272,-0.9130478030700001
ACH-000273,-0.879728583043
ACH-000274,-1.1381564801100001
ACH-000277,-0.748235987094
ACH-000278,-1.32271353381
ACH-000279,-0.9392387199150001
ACH-000280,-1.15369315846
ACH-000281,-0.821330850854
ACH-000288,-0.6850115140340001
ACH-000291,-1.17450203065
ACH-000293,-1.0691113347299999
ACH-000294,-0.8774728554700001
ACH-000295,-1.0236598094299998
ACH-000296,-1.1553551079
ACH-000302,-1.13298562105
ACH-000304,-0.7971454567820001
ACH-000307,-0.860232582677
ACH-000308,-0.791358682808
ACH-000310,-1.0491522042
ACH-000311,-0.774222453478
ACH-000312,-0.816331376617
ACH-000315,-0.936670402621
ACH-000316,-0.754512998823
ACH-000317,-0.482186205787
ACH-000318,-0.88740837019
ACH-000319,-0.719901798246
ACH-000320,-1.12944848933
ACH-000322,-0.65484588939
ACH-000323,-0.87913508465
ACH-000324,-1.05549823067
ACH-000329,-1.09002325828
ACH-000330,-0.871292101956
ACH-000331,-0.698894949132
ACH-000332,-0.873704579988
ACH-000334,-0.310534648158
ACH-000335,-1.02947129812
ACH-000336,-1.106689883
ACH-000337,-0.7941481230130001
