,TACR3 (6870)
ACH-000004,-0.0135363117445
ACH-000007,-0.189237756673
ACH-000009,0.117335718847
ACH-000011,-0.0619702139015
ACH-000012,0.188754894646
ACH-000013,0.104493995438
ACH-000014,0.018245794332700002
ACH-000015,-0.07258716894669999
ACH-000017,0.053381415131400003
ACH-000018,0.0421442110062
ACH-000019,0.05153657501680001
ACH-000021,0.0409362378142
ACH-000022,-0.152592040835
ACH-000025,-0.0108755217446
ACH-000028,-0.0607572141699
ACH-000030,0.0227013468521
ACH-000035,0.13937856655300002
ACH-000036,-0.050060454873
ACH-000037,0.0725911082562
ACH-000039,-0.014145756702299998
ACH-000040,-0.06374998022969999
ACH-000041,-0.060207659206499994
ACH-000042,0.0499007003109
ACH-000045,0.133362724707
ACH-000047,0.08487438636439999
ACH-000052,0.0800052352076
ACH-000053,0.144299145234
ACH-000054,-0.0109576178345
ACH-000055,0.155398749908
ACH-000060,0.00031166790797900005
ACH-000067,0.0046878483920600005
ACH-000070,0.0067264211408600005
ACH-000075,-0.104062695529
ACH-000078,-0.08175808359610001
ACH-000082,-0.0175651410569
ACH-000085,0.0921123905255
ACH-000086,0.06534023647199999
ACH-000087,0.029945890101600002
ACH-000092,0.0201147955909
ACH-000095,0.0425843313686
ACH-000097,0.12868153128100002
ACH-000098,-0.020372006452799997
ACH-000099,-0.0339174119426
ACH-000108,0.046283597755
ACH-000113,0.038782874566
ACH-000115,0.16441591480599999
ACH-000116,-0.0423882179318
ACH-000118,0.09635198567320001
ACH-000120,0.12133650460999999
ACH-000123,0.103777057819
ACH-000127,-0.0600962601894
ACH-000128,-0.0362237032051
ACH-000132,-0.05632050139880001
ACH-000133,0.138469576235
ACH-000137,0.0055331100200600005
ACH-000138,0.21774954359700002
ACH-000142,0.052211974819300004
ACH-000143,0.057393710468699996
ACH-000146,-0.0267578353114
ACH-000148,0.07800408550810001
ACH-000150,-0.0661013008302
ACH-000152,-0.045788210462
ACH-000153,0.005335450386109999
ACH-000159,0.0249420973811
ACH-000160,0.0365480764045
ACH-000163,-0.0505728606771
ACH-000167,-0.190685881681
ACH-000168,0.22248578867
ACH-000169,0.0982955874229
ACH-000178,-0.0549644238574
ACH-000182,0.0520406436986
ACH-000183,-0.0621587109915
ACH-000188,0.0105596415713
ACH-000189,-0.195208264729
ACH-000190,-0.117851903532
ACH-000198,0.00572243328922
ACH-000204,0.05796222456780001
ACH-000206,-0.133885913693
ACH-000207,0.091859566411
ACH-000211,-0.11424102785999998
ACH-000215,-0.00740389204914
ACH-000221,-0.12282175542899999
ACH-000222,0.055799298507900004
ACH-000223,0.034611824304400005
ACH-000226,-0.0240606710714
ACH-000227,-0.07323566981919999
ACH-000228,-0.100197625175
ACH-000231,-0.0707325051698
ACH-000232,-0.044254226239300004
ACH-000233,0.0378726609416
ACH-000234,-0.0681441838834
ACH-000235,0.00497017200444
ACH-000237,0.010766667640799999
ACH-000238,0.0758117447371
ACH-000243,0.037450236583800006
ACH-000244,-0.08882365117560001
ACH-000246,0.0371296123682
ACH-000248,-0.05432602092180001
ACH-000250,-0.04968945822430001
ACH-000251,0.0317489144745
ACH-000253,-0.044480498012
ACH-000255,0.0828939389091
ACH-000256,0.144129349681
ACH-000257,-0.057805353985900004
ACH-000258,-0.121045276799
ACH-000259,-0.0720758822655
ACH-000260,0.092495359039
ACH-000261,-0.0413181216121
ACH-000262,-0.0479628675287
ACH-000263,0.0938271657515
ACH-000264,-0.010209035674200001
ACH-000265,-0.0636963783431
ACH-000266,0.0221512949748
ACH-000272,0.0621454465037
ACH-000273,0.136480146023
ACH-000274,0.0330896103565
ACH-000277,0.027435425542200003
ACH-000278,0.005142958038939999
ACH-000279,-0.154769877277
ACH-000280,0.0646006484054
ACH-000281,0.0661468204431
ACH-000288,0.09991206107730001
ACH-000291,0.018970440487400004
ACH-000293,0.136422972859
ACH-000294,0.08682828911049999
ACH-000295,-0.0234791102154
ACH-000296,-0.09635384360189998
ACH-000302,-0.0644405281381
ACH-000304,-0.15995224045499998
ACH-000307,-0.030530886639999998
ACH-000308,-0.0518587472284
ACH-000310,0.010498450903399998
ACH-000311,-0.020794121023400003
ACH-000312,0.191452479302
ACH-000315,0.120809035693
