,MXRA7 (439921)
ACH-000004,-0.37517820580600003
ACH-000007,-0.551189548613
ACH-000009,-0.463847983679
ACH-000011,-0.5973810686609999
ACH-000012,-0.37233202846999996
ACH-000013,-0.29028447475900004
ACH-000014,-0.43299099495800003
ACH-000015,-0.315292371934
ACH-000017,-0.38919428350199997
ACH-000018,-0.533274071458
ACH-000019,-0.308253397753
ACH-000021,-0.34357985230899996
ACH-000022,-0.36906122236100003
ACH-000025,-0.234017600234
ACH-000028,-0.22366198462200002
ACH-000030,-0.354471812452
ACH-000035,-0.41078358738399995
ACH-000036,-0.45798385427199995
ACH-000037,-0.671963769782
ACH-000039,-0.47080540045900005
ACH-000040,-0.459356090447
ACH-000041,-0.265921951422
ACH-000042,-0.340571533529
ACH-000045,-0.505425307081
ACH-000047,-0.297520473683
ACH-000052,-0.645861340052
ACH-000053,-0.38600765051700003
ACH-000054,-0.512785921624
ACH-000055,-0.562097087413
ACH-000060,-0.670227418327
ACH-000067,-0.240408874903
ACH-000070,-0.5828012068739999
ACH-000075,-0.419942318734
ACH-000078,-0.25675548270599996
ACH-000082,-0.433775799952
ACH-000085,-0.716406191149
ACH-000086,-0.37743019474399997
ACH-000087,-0.34641385095700006
ACH-000092,-0.41536497656099997
ACH-000095,-0.626679396685
ACH-000097,-0.32185089745400003
ACH-000098,-0.475933645267
ACH-000099,-0.500685039796
ACH-000108,-0.633401319669
ACH-000113,-0.305746703416
ACH-000115,-0.30084538778700004
ACH-000116,-0.514236049552
ACH-000118,-0.260020431884
ACH-000120,-0.636957685541
ACH-000123,-0.332861130727
ACH-000127,-0.455198202043
ACH-000128,-0.488269264503
ACH-000132,-0.6346724709139999
ACH-000133,-0.516150757091
ACH-000137,-0.177108242629
ACH-000138,-0.375865717926
ACH-000142,-0.525122955935
ACH-000143,-0.657632349674
ACH-000146,-0.314499231642
ACH-000148,-0.288042310332
ACH-000150,-0.501765695622
ACH-000152,-0.576919092765
ACH-000153,0.052866857410900005
ACH-000159,-0.540367517816
ACH-000160,-0.24448658194400003
ACH-000163,-0.384619368671
ACH-000167,-0.052566770705
ACH-000168,-0.31344185310899997
ACH-000169,-0.43663167265299996
ACH-000178,-0.49986853773
ACH-000182,-0.435228032187
ACH-000183,-0.36753745705300006
ACH-000188,-0.332716006265
ACH-000189,-0.24229991955
ACH-000190,-0.349000290003
ACH-000198,-0.333478797412
ACH-000204,-0.272253360365
ACH-000206,-0.26087707533300003
ACH-000207,-0.33911871123099996
ACH-000211,-0.426951198016
ACH-000215,-0.33038089322299996
ACH-000221,-0.318069556147
ACH-000222,-0.259627272688
ACH-000223,-0.299840295807
ACH-000226,-0.48892800760300004
ACH-000227,-0.360595379
ACH-000228,-0.621102529634
ACH-000231,-0.613002362786
ACH-000232,-0.248499128327
ACH-000233,-0.145389345338
ACH-000234,-0.454655586369
ACH-000235,-0.366681944956
ACH-000237,-0.314679426827
ACH-000238,-0.535957493169
ACH-000243,-0.237584504062
ACH-000244,-0.24088063150800001
ACH-000246,-0.39436655395099995
ACH-000248,-0.512814973448
ACH-000250,-0.532382265285
ACH-000251,-0.9539982885580001
ACH-000253,-0.331851662145
ACH-000255,-0.5067772586420001
ACH-000256,-0.42283396396899997
ACH-000257,-0.464708022148
ACH-000258,0.00519231025782
ACH-000259,-0.553398613083
ACH-000260,-0.46864774627800004
ACH-000261,-0.620680300105
ACH-000262,-0.31889446486
ACH-000263,-0.311907998643
ACH-000264,-0.431128943293
ACH-000265,-0.323716663259
ACH-000266,-0.43031700226499997
ACH-000272,-0.285918226677
ACH-000273,-0.285305791565
ACH-000274,-0.476834803834
ACH-000277,-0.470022391448
ACH-000278,-0.22411716599599998
ACH-000279,-0.242286672918
ACH-000280,-0.48922716135899996
ACH-000281,-0.5354938111240001
ACH-000288,-0.549211658498
ACH-000291,-0.617731502275
ACH-000293,-0.569947513874
ACH-000294,-0.252431575951
ACH-000295,-0.40697026550899995
ACH-000296,-0.447757682715
ACH-000302,-0.352617626378
ACH-000304,-0.597809514871
ACH-000307,-0.35485361361199996
ACH-000308,-0.41943649854000004
ACH-000310,-0.6574637585809999
ACH-000311,-0.47624310907799994
ACH-000312,-0.314372474347
ACH-000315,-0.30830074626299997
ACH-000316,-0.555122339274
ACH-000317,-0.326683781356
ACH-000318,-0.196000234343
ACH-000319,-0.7440127109990001
ACH-000320,-0.39374496159500005
ACH-000322,-0.234785786794
ACH-000323,-0.273333384462
ACH-000324,-0.5860011404959999
ACH-000329,-0.576050063911
ACH-000330,-0.281448943328
ACH-000331,-0.358686913953
ACH-000332,-0.35994537919799996
ACH-000334,-0.314113835553
ACH-000335,-0.380657583084
ACH-000336,-0.560144878433
ACH-000337,-0.594734116418
ACH-000339,-0.252418369291
ACH-000341,-0.386149349823
ACH-000348,-0.348140086951
ACH-000350,-0.330103958405
ACH-000352,-0.344623247927
ACH-000356,-0.7033981708339999
ACH-000361,-0.492794298207
ACH-000362,-0.255083321438
ACH-000363,-0.224884004109
ACH-000364,-0.313055438083
ACH-000365,-0.23136659998599998
ACH-000366,-0.337559869287
ACH-000368,-0.344596911812
ACH-000374,-0.532742499654
ACH-000375,-0.31845025424
ACH-000376,-0.331236282538
ACH-000381,-0.502194447906
ACH-000383,-0.491656753368
ACH-000387,-0.279259883703
ACH-000389,-0.598585932583
ACH-000390,-0.32396907086599996
ACH-000393,-0.573571941514
ACH-000395,-0.0038583524525599997
ACH-000397,-0.5430893670220001
ACH-000401,-0.537729368981
ACH-000402,-0.469303370201
ACH-000403,-0.48126659178099995
ACH-000404,-0.6950433062610001
ACH-000406,-0.214255208149
ACH-000407,-0.781122881227
ACH-000408,-0.188245358541
ACH-000410,-0.23993533997299998
ACH-000411,-0.8360597606129999
ACH-000414,-0.369741077814
ACH-000415,-0.655098235567
ACH-000416,-0.34338115438199995
ACH-000420,-0.62285036526
ACH-000421,-0.512443279399
ACH-000424,-0.377356634921
ACH-000425,-0.376980124718
ACH-000426,-0.27585258577599997
ACH-000427,-0.262295238699
ACH-000433,-0.623913985326
