,TGFB1I1 (7041)
ACH-000004,-0.0043448035875
ACH-000007,-0.0792113739767
ACH-000009,0.054927824607499995
ACH-000011,0.235473362973
ACH-000012,-0.008697315854569999
ACH-000013,0.0226426812275
ACH-000014,-0.156013024755
ACH-000015,-0.113690806707
ACH-000017,0.109573730204
ACH-000018,-0.115066885613
ACH-000019,0.152486284766
ACH-000021,-0.030555592616499996
ACH-000022,-0.03440011023719999
ACH-000025,-0.188375601492
ACH-000028,-0.0691684754973
ACH-000030,0.149222135559
ACH-000035,-0.027667913205
ACH-000036,0.122481009972
ACH-000037,0.015189405416899998
ACH-000039,0.00886205128616
ACH-000040,0.249502445839
ACH-000041,0.24619372947700002
ACH-000042,0.08108166030939999
ACH-000045,0.108862484017
ACH-000047,0.130205093594
ACH-000052,0.11717874290899999
ACH-000053,0.0067779149497
ACH-000054,-0.0360650572954
ACH-000055,0.379814271428
ACH-000060,0.172503916043
ACH-000067,-0.0389275423052
ACH-000070,0.292498158524
ACH-000075,-0.18364497241099997
ACH-000078,0.044275076136800005
ACH-000082,0.10561946733899999
ACH-000085,0.0407249236758
ACH-000086,0.215860354488
ACH-000087,0.10323791756799999
ACH-000092,0.0353638875386
ACH-000095,0.00232569387636
ACH-000097,-0.19315070367800002
ACH-000098,0.0170770110661
ACH-000099,0.0224237903168
ACH-000108,0.091325986629
ACH-000113,0.0383722037164
ACH-000115,-0.012390973831
ACH-000116,-0.008120258573680001
ACH-000118,0.022213185163400002
ACH-000120,0.0189304228893
ACH-000123,-0.0389590303723
ACH-000127,-0.111130249296
ACH-000128,0.0626773287875
ACH-000132,0.019127474828700003
ACH-000133,0.130887216757
ACH-000137,-0.00884433433234
ACH-000138,0.0793626631972
ACH-000142,-0.0336294049115
ACH-000143,-0.08575687335989998
ACH-000146,-0.07299516038960001
ACH-000148,0.0314561747372
ACH-000150,-0.0187927003818
ACH-000152,0.24290375026099997
ACH-000153,-0.0497929899705
ACH-000159,0.016785039919100003
ACH-000160,0.389940431901
ACH-000163,0.0870860109894
ACH-000167,0.5778917444730001
ACH-000168,-0.023727868797800002
ACH-000169,0.20685816905499999
ACH-000178,-0.0260637352697
ACH-000182,-0.133823215009
ACH-000183,0.09718152001160002
ACH-000188,0.249566445681
ACH-000189,0.0044629906129
ACH-000190,0.325795048588
ACH-000198,0.0385155515883
ACH-000204,-0.25176374836
ACH-000206,-0.011493268485399999
ACH-000207,-0.0508780981779
ACH-000211,0.0750328680145
ACH-000215,0.017184207955400002
ACH-000221,-0.102623205204
ACH-000222,-0.0123227876312
ACH-000223,0.0154392873149
ACH-000226,-0.08161128836249999
ACH-000227,0.20778336528299998
ACH-000228,0.140918367422
ACH-000231,-0.05005613839319999
ACH-000232,0.0906107500881
ACH-000233,-0.15730627346599999
ACH-000234,0.0804191765744
ACH-000235,-0.00103603848997
ACH-000237,0.209458103125
ACH-000238,0.241789802246
ACH-000243,-0.00712519094236
ACH-000244,-0.0324937785227
ACH-000246,0.06990062488280001
ACH-000248,-0.156979388201
ACH-000250,0.0177344655482
ACH-000251,-0.193701417667
ACH-000253,0.044086922438699994
ACH-000255,-0.0989454204986
ACH-000256,0.112010900304
ACH-000257,0.218372476882
ACH-000258,0.047990865172600004
ACH-000259,0.031911610715000004
ACH-000260,0.0108663569284
ACH-000261,-0.019816931952400002
ACH-000262,-0.06437500982080001
ACH-000263,0.374760527514
ACH-000264,0.08840632261160002
ACH-000265,-0.128133224862
ACH-000266,0.0264502199633
ACH-000272,0.00376688800961
ACH-000273,0.155282665017
ACH-000274,0.141551418199
ACH-000277,0.174509878292
ACH-000278,0.23852517831599998
ACH-000279,0.0200859689512
ACH-000280,0.00985810062617
ACH-000281,0.20281836250399998
ACH-000288,0.0484947916857
ACH-000291,-0.00025206129002200005
ACH-000293,0.265299570921
ACH-000294,-0.0402324989262
ACH-000295,-0.384491418511
ACH-000296,0.0886247355938
ACH-000302,0.0359001383229
ACH-000304,-0.0917894754533
ACH-000307,0.0967589309152
ACH-000308,0.0176362263062
ACH-000310,-0.017353131923900002
ACH-000311,0.176508635223
ACH-000312,-0.101484255556
ACH-000315,0.0536360535369
ACH-000316,0.007340728448399999
ACH-000317,0.242599659319
ACH-000318,0.08448932577479999
ACH-000319,-0.152908559828
ACH-000320,0.0321910605335
ACH-000322,-0.198438250685
ACH-000323,0.0913651421651
ACH-000324,-0.010794115020899999
ACH-000329,0.111776539648
ACH-000330,-0.08106862879710001
ACH-000331,0.131075659703
ACH-000332,-0.0721879261245
ACH-000334,-0.0514493646942
ACH-000335,0.0100375503511
ACH-000336,-0.08966938228469999
ACH-000337,0.049993298049200004
ACH-000339,-0.06046262928090001
ACH-000341,0.19130294766
ACH-000348,0.08702920105350001
ACH-000350,-0.13934835486400002
ACH-000352,0.05124983296919999
ACH-000356,-0.019247063819799997
ACH-000361,-0.09098847334830001
ACH-000362,0.025704374134299997
ACH-000363,0.09747993072319999
ACH-000364,0.091683044694
ACH-000365,0.006979371712859999
ACH-000366,0.137062244413
ACH-000368,-0.0952509539422
ACH-000374,0.061671921762300005
ACH-000375,-0.034491949537300004
ACH-000376,-0.00597313138008
ACH-000381,0.144754669206
ACH-000383,0.0992385724123
ACH-000387,-0.12132965005
ACH-000389,-0.034923911309899996
ACH-000390,0.0284914423376
ACH-000393,0.15096665214299998
ACH-000395,-0.11194940667199998
ACH-000397,0.0194877484937
ACH-000401,0.0588251028655
ACH-000402,0.127625782896
ACH-000403,0.0011507434712200002
ACH-000404,0.216090240706
ACH-000406,0.0252958301961
ACH-000407,0.130251744237
ACH-000408,-0.022867962592700002
ACH-000410,0.0598035251016
ACH-000411,0.0412199453166
ACH-000414,0.00746934683932
ACH-000415,-0.00407524065494
ACH-000416,0.08598286971930001
ACH-000420,-0.0502366465985
ACH-000421,0.08397391920910001
ACH-000424,0.251068074948
ACH-000425,-0.056376983314800004
ACH-000426,0.09437430999810001
ACH-000427,0.0835420110705
ACH-000433,-0.0164479344769
ACH-000436,-0.24007575854000002
ACH-000444,0.012528630297100002
ACH-000445,0.20073466769499998
ACH-000448,0.104895797687
ACH-000450,-0.25876352522199997
ACH-000452,0.0530764009699
ACH-000454,0.0496557738989
ACH-000458,0.07575983730710001
ACH-000459,0.045168334986199994
ACH-000460,-0.0257588125311
ACH-000461,-0.14586638106
ACH-000463,-0.0033149404850799998
ACH-000464,0.0184326513704
ACH-000466,0.107001750056
ACH-000467,0.230943427361
ACH-000468,-0.0309893799737
ACH-000469,0.11290157780099999
ACH-000470,0.17191728922000002
ACH-000471,0.043530122967600005
ACH-000472,-0.00169166343129
ACH-000473,0.210723679304
ACH-000475,-0.034375586958
ACH-000476,0.003184484262
ACH-000477,0.0498510160002
ACH-000480,-0.000439850804815
ACH-000481,0.0879597251547
ACH-000483,-0.21456541524
ACH-000484,0.019829574102900004
ACH-000485,0.0903790567263
ACH-000486,-0.116763618072
ACH-000487,0.0442167056218
ACH-000488,0.142495186233
ACH-000490,0.035202132225
ACH-000491,0.163019651043
ACH-000495,-0.159928087736
ACH-000496,0.0159241668381
ACH-000499,-0.402957430229
ACH-000500,-0.23750313205499998
ACH-000502,0.057575382684599996
ACH-000503,0.114215589523
ACH-000505,0.00919133904019
ACH-000507,-0.123119291465
ACH-000510,-0.0693409625727
ACH-000511,0.138287932759
ACH-000512,0.10063761395300001
ACH-000516,0.152267505043
ACH-000517,-0.0324463974323
ACH-000518,-0.00646700637323
ACH-000520,-0.041710091847199995
ACH-000521,0.12277043239499999
ACH-000522,0.12703193220200001
ACH-000524,0.11434753935599999
ACH-000527,-0.009920362639879998
ACH-000528,-0.00167942698701
ACH-000537,0.019674393593099998
ACH-000541,-0.13714255303200001
ACH-000542,0.115164383875
ACH-000544,0.18362657708299998
ACH-000545,-0.0164305031413
ACH-000547,0.014242041171
ACH-000548,-0.0338510577158
ACH-000549,0.09730505633719999
ACH-000550,0.203724690021
ACH-000552,-0.0282385630859
ACH-000556,-0.0473495740354
ACH-000557,-0.0772519936357
ACH-000570,0.21343992481600002
ACH-000571,0.125862869289
ACH-000573,-0.005976234200729999
ACH-000576,0.0023838485218200004
ACH-000580,0.108930222224
ACH-000584,0.0445232769291
ACH-000585,0.033327680118999996
ACH-000588,0.048090577438400006
ACH-000589,0.0157061487783
ACH-000591,-0.0293154941704
ACH-000593,0.0957896446875
ACH-000600,0.116250837549
ACH-000601,-0.0901169642183
ACH-000604,-0.05511241441859999
ACH-000605,-0.0982270019995
ACH-000606,0.0038929313608200003
ACH-000608,0.18439131611600001
ACH-000614,0.0579022438765
ACH-000616,-0.007436024702770001
ACH-000618,0.0080118604095
ACH-000619,0.0698966388098
ACH-000620,0.061756102678
ACH-000621,0.153537970132
ACH-000622,0.029072079213
ACH-000623,0.197466024037
ACH-000624,0.0319419492228
ACH-000627,0.286025971576
ACH-000630,0.1676560725
ACH-000632,0.0200381782316
ACH-000633,-0.00399492295816
ACH-000637,-0.0278722045928
ACH-000638,-0.082710040996
ACH-000646,0.013996464498299999
ACH-000647,0.125826694648
ACH-000648,0.08213970375900001
ACH-000649,0.104323242287
ACH-000651,-0.0154454648276
ACH-000652,0.143830024994
ACH-000653,0.13355335421700001
ACH-000657,-0.079588405135
ACH-000658,-0.062482857934099995
ACH-000661,-0.044107271681500006
ACH-000662,0.0646736446407
ACH-000663,0.0103983419078
