,METRN (79006)
ACH-000004,-0.161773193159
ACH-000007,-0.0995335877225
ACH-000009,-0.015384869301
ACH-000011,-0.060741414405899995
ACH-000012,-0.201294648556
ACH-000013,-0.18850817668900002
ACH-000014,0.185782087443
ACH-000015,-0.0539220572869
ACH-000017,-0.234783528714
ACH-000018,-0.140245462865
ACH-000019,-0.242105413643
ACH-000021,-0.044973297018
ACH-000022,-0.182481193893
ACH-000025,-0.04840146324019999
ACH-000028,-0.0536869748735
ACH-000030,-0.0884254586754
ACH-000035,0.113635798593
ACH-000036,-0.041442656574300005
ACH-000037,-0.0932292119755
ACH-000039,0.0418294271102
ACH-000040,-0.224791386127
ACH-000041,-0.26414261084
ACH-000042,-0.07731736827010001
ACH-000045,-0.06505443281050001
ACH-000047,-0.26951920321899997
ACH-000052,-0.260329249537
ACH-000053,-0.16913315875100002
ACH-000054,-0.260114026464
ACH-000055,-0.022435724479700003
ACH-000060,-0.0764391165652
ACH-000067,-0.119492484747
ACH-000070,-0.306454779459
ACH-000075,-0.0236458386474
ACH-000078,-0.161267234479
ACH-000082,-0.0740923584432
ACH-000085,-0.321422775086
ACH-000086,0.0259009405162
ACH-000087,0.107434822069
ACH-000092,-0.09951632247339999
ACH-000095,-0.21033830256799999
ACH-000097,-0.23155387641
ACH-000098,-0.172698869253
ACH-000099,-0.0163321317215
ACH-000108,-0.10646057809800001
ACH-000113,0.0813299374857
ACH-000115,-0.132827239308
ACH-000116,-0.138913988416
ACH-000118,-0.0491016772652
ACH-000120,-0.083623557426
ACH-000123,0.011573556529299998
ACH-000127,-0.0290930682875
ACH-000128,-0.160760251332
ACH-000132,-0.129237813984
ACH-000133,-0.267825909435
ACH-000137,-0.097451288834
ACH-000138,-0.0014278741258199998
ACH-000142,-0.350285675036
ACH-000143,-0.306042209908
ACH-000146,-0.0482616451423
ACH-000148,-0.211266071877
ACH-000150,0.028471005745900002
ACH-000152,-0.025195810751299997
ACH-000153,0.10047459382000001
ACH-000159,-0.224687016864
ACH-000160,-0.00713993987022
ACH-000163,-0.155226822603
ACH-000167,-0.11777892615499999
ACH-000168,-0.012648164357200002
ACH-000169,-0.148361162809
ACH-000178,-0.222502678971
ACH-000182,-0.09470510807560001
ACH-000183,-0.11443716776900001
ACH-000188,-0.260932387621
ACH-000189,-0.11429408697999999
ACH-000190,0.10989845491599999
ACH-000198,-0.04935244080580001
ACH-000204,-0.0629602758973
ACH-000206,0.15376934295800002
ACH-000207,-0.121094894084
ACH-000211,-0.140841324234
ACH-000215,-0.271188330873
ACH-000221,-0.0120503831336
ACH-000222,0.128027580628
ACH-000223,0.022443515861299997
ACH-000226,0.0930312658972
ACH-000227,-0.24330762818799997
ACH-000228,-0.228747003379
ACH-000231,-0.16124461490800002
ACH-000232,-0.0381667012525
ACH-000233,-0.0453561674506
ACH-000234,-0.10088632743899999
ACH-000235,-0.072056632954
ACH-000237,0.0008422171182989999
ACH-000238,-0.232600469158
ACH-000243,0.0385550504225
ACH-000244,-0.35548586770499996
ACH-000246,-0.07400638505979999
ACH-000248,-0.044382721392
ACH-000250,-0.18868387931699998
ACH-000251,-0.21769923136
ACH-000253,-0.27802518565
ACH-000255,0.14893716244400002
ACH-000256,-0.370812811745
ACH-000257,-0.0696207301714
ACH-000258,-0.140927375899
ACH-000259,-0.012558249937
ACH-000260,-0.203131918547
ACH-000261,-0.045198698618
ACH-000262,-0.143143187169
ACH-000263,0.05374083024469999
ACH-000264,-0.0868783667777
ACH-000265,-0.039628161956199996
ACH-000266,-0.0996435397698
ACH-000272,-0.0135155808501
ACH-000273,-0.09764217375590001
ACH-000274,-0.22183585052700003
ACH-000277,-0.481636864151
ACH-000278,0.14296841602
ACH-000279,-0.0914674668715
ACH-000280,-0.148924825517
ACH-000281,0.0562246403281
ACH-000288,-0.16706591756300002
ACH-000291,-0.0834240295765
ACH-000293,-0.364797561592
ACH-000294,-0.050733367249300006
ACH-000295,-0.321467941529
ACH-000296,0.0894705181639
ACH-000302,-0.0713384230251
ACH-000304,-0.783234471947
ACH-000307,-0.26898330406599996
ACH-000308,-0.138520581789
ACH-000310,-0.14970167860300002
ACH-000311,-0.248713851105
ACH-000312,-0.190273576803
ACH-000315,-0.0031805368818300004
ACH-000316,-0.191441350306
ACH-000317,-0.05979335731
ACH-000318,-0.0483684338495
ACH-000319,-0.194006596928
ACH-000320,0.10167665690500001
ACH-000322,-0.251826428934
ACH-000323,-0.24649593376200002
ACH-000324,-0.105703926343
ACH-000329,-0.37516629853600003
ACH-000330,-0.0056269346227
ACH-000331,-0.0960910087765
ACH-000332,-0.163597104933
ACH-000334,-0.0319485864564
ACH-000335,0.117996511803
ACH-000336,-0.091062247452
ACH-000337,-0.073657633248
ACH-000339,-0.0406291883176
ACH-000341,-0.10826209794700001
ACH-000348,0.028774291442200003
ACH-000350,-0.035286715272199995
ACH-000352,-0.14809770229900002
ACH-000356,-0.0419526432119
ACH-000361,-0.025157979972099998
ACH-000362,-0.120491134001
ACH-000363,-0.162808497609
ACH-000364,-0.05615852273059999
ACH-000365,-0.162906356312
ACH-000366,-0.18753218090799997
ACH-000368,-0.303483593583
ACH-000374,-0.0304358234965
ACH-000375,-0.0447959467624
ACH-000376,-0.230765449076
ACH-000381,-0.062436644945599994
ACH-000383,-0.251210331936
ACH-000387,-0.0760361845763
ACH-000389,-0.22583501971099998
ACH-000390,-0.157711903178
ACH-000393,-0.19007714612100002
ACH-000395,-0.00037532142806300005
ACH-000397,-0.36056544776999994
ACH-000401,-0.243434078966
ACH-000402,0.174562474245
ACH-000403,-0.252665789729
ACH-000404,0.081448527494
ACH-000406,-0.0389471297784
ACH-000407,-0.163422429507
ACH-000408,-0.23225300846299998
ACH-000410,-0.10626680433
ACH-000411,-0.333773813708
ACH-000414,0.0170893894857
ACH-000415,0.0201234642877
ACH-000416,-0.14202314168
ACH-000420,-0.319356549547
ACH-000421,-0.10053194341499999
ACH-000424,-0.00453437667127
ACH-000425,-0.211334792868
ACH-000426,-0.22752756824099998
ACH-000427,-0.0391879698459
ACH-000433,-0.07944097208630001
ACH-000436,0.065027848088
ACH-000444,-0.0950032469905
ACH-000445,-0.12572965110099998
ACH-000448,-0.11007331384199999
ACH-000450,-0.14550047255100002
ACH-000452,-0.18010188013
ACH-000454,-0.187495565546
ACH-000458,-0.260158803654
ACH-000459,-0.051070022212899996
ACH-000460,-0.060997280119000005
ACH-000461,0.0202866115086
ACH-000463,-0.08195739122510001
ACH-000464,-0.290772266214
