,UBE2H (7328)
ACH-000459,-0.331619765544
ACH-000460,-1.14676136238
ACH-000461,-0.367665494674
ACH-000463,-0.487117344122
ACH-000464,-0.787976629183
ACH-000466,-0.635641856225
ACH-000467,-0.7533458991959999
ACH-000468,-0.713637253624
ACH-000469,-0.69931113622
ACH-000470,-0.134253472626
ACH-000471,-0.151448431359
ACH-000472,-0.488166811888
ACH-000473,-0.880789579851
ACH-000475,-0.639338295245
ACH-000476,-0.50031346825
ACH-000477,-0.439275905656
ACH-000480,-0.386768782024
ACH-000481,-0.220976384244
ACH-000483,-0.626857577029
ACH-000484,0.38598173480400005
ACH-000485,-1.01478672948
ACH-000486,-0.5887452792100001
ACH-000487,-0.502068033804
ACH-000488,-0.666947207896
ACH-000490,-0.724514991184
ACH-000491,-0.712787398017
ACH-000495,-0.7798858356239999
ACH-000496,-0.860330610908
ACH-000499,-0.341667519476
ACH-000500,-0.407879097951
ACH-000502,-0.505233215761
ACH-000503,-0.193854693238
ACH-000505,-0.614515706012
ACH-000507,-0.463682788806
ACH-000510,-0.43467945056699997
ACH-000511,-0.547392697738
ACH-000512,-0.33872572795100003
ACH-000516,-0.7187361453
ACH-000517,-0.268571559259
ACH-000518,-0.968200715342
ACH-000520,-0.38686216324100003
ACH-000521,-0.725830588853
ACH-000522,-0.553185769509
ACH-000524,-0.899543093795
ACH-000527,-0.8626051312299999
ACH-000528,-0.641418579742
ACH-000537,-0.816916258691
ACH-000541,-1.051678428
ACH-000542,-0.719841819472
ACH-000544,-0.358869387324
ACH-000545,-0.46008010142
ACH-000547,-0.243919027627
ACH-000548,-0.588105792313
ACH-000549,-0.9343471685760001
ACH-000550,-0.37076670013
ACH-000552,-0.816700154995
ACH-000556,-0.183594492482
ACH-000557,-0.22702436712
ACH-000570,-0.41627105776600004
ACH-000571,-0.8371818122300001
ACH-000573,-0.652469505677
ACH-000576,-0.565585503317
ACH-000580,-0.405148989248
ACH-000584,-0.594702817689
ACH-000585,-1.32354373564
ACH-000588,-0.745396807184
ACH-000589,-0.817519390725
ACH-000591,-0.9195277621439999
ACH-000593,-0.880963183343
ACH-000600,-0.919958823994
ACH-000601,-0.5142774560059999
ACH-000604,-0.8094647617949999
ACH-000605,-0.573159253889
ACH-000606,-0.662141446778
ACH-000608,-0.550432722826
ACH-000614,-0.500486392422
ACH-000616,-0.467713072364
ACH-000618,-0.644779514692
ACH-000619,-0.660573579672
ACH-000620,-0.8377962608920001
ACH-000621,-0.455887679344
ACH-000622,-0.44217790785300004
ACH-000623,-0.45944337019500003
ACH-000624,-0.406318997222
ACH-000627,-0.9767877372229999
ACH-000630,-0.7876697225570001
ACH-000632,-0.467067633143
ACH-000633,-0.185566102964
ACH-000637,-0.556940650971
ACH-000638,-0.401008099604
ACH-000646,-0.804881536586
ACH-000647,-0.398710257796
ACH-000648,-0.111444252959
ACH-000649,-0.37109200058799996
ACH-000651,-0.24592755492600002
ACH-000652,-0.8982921679989999
ACH-000653,-0.20589449850699998
ACH-000657,-0.334701889329
ACH-000658,-0.456472378139
ACH-000661,-0.707280793868
ACH-000662,-1.29765727094
ACH-000663,-0.08453361756899999
ACH-000665,-0.416461700056
ACH-000671,-0.37353256090000003
ACH-000673,-0.259029907144
ACH-000676,-0.584278265895
ACH-000677,-0.6463716224880001
ACH-000681,-0.342450287898
ACH-000682,-0.5005567843209999
ACH-000683,-0.390596676016
ACH-000684,-0.37418581022200004
ACH-000688,-0.9364235617550001
ACH-000693,-0.38615427152500004
ACH-000694,-0.520420201258
ACH-000695,-0.568489134546
ACH-000696,-0.550744719952
ACH-000697,-0.784341631698
ACH-000699,-0.13505941132899998
ACH-000701,-0.42034762695699995
ACH-000706,-0.550111332008
ACH-000711,-0.40910806015600004
ACH-000713,-0.29155560232
ACH-000714,-1.19906296044
ACH-000718,-0.7408985031090001
ACH-000720,-0.643051071795
ACH-000721,-0.24170733094799998
ACH-000724,-0.6488200381270001
ACH-000725,-1.24531762418
ACH-000732,-0.414684347883
ACH-000734,-0.564424314039
ACH-000735,-1.06935410369
ACH-000736,-0.620834619811
ACH-000738,-0.269877786375
ACH-000746,-0.516687752726
ACH-000747,-0.906782334602
ACH-000748,-0.5023390157850001
ACH-000753,-0.529461710307
ACH-000756,-0.572189964895
ACH-000757,0.0483944707003
ACH-000758,-0.28316593825999997
ACH-000760,-0.227377386801
ACH-000763,0.0984184311032
ACH-000764,-0.230527056883
ACH-000765,-0.187871199116
ACH-000766,-0.631247396217
ACH-000767,-0.454473599639
ACH-000768,-0.558545114349
ACH-000769,-0.598843520902
ACH-000770,-0.429574614238
ACH-000771,-1.00368788538
ACH-000773,-0.170235998631
ACH-000776,-0.735950052609
ACH-000777,-0.8444173501450001
ACH-000778,-0.9550972095229999
ACH-000781,-0.24686267393599998
ACH-000782,-0.422689917301
ACH-000783,-1.39112280821
ACH-000784,-0.435278625007
ACH-000785,-1.16443081047
ACH-000787,-1.06991170766
ACH-000788,-0.360458480272
ACH-000791,-0.7791569567569999
ACH-000792,-0.5953019319430001
ACH-000794,-0.686515879848
ACH-000796,-1.34498392468
ACH-000799,-0.558883735195
ACH-000800,-0.36330184352300005
ACH-000802,-0.481547907321
ACH-000804,-0.636215821486
ACH-000805,-0.574717747118
ACH-000809,-0.632844117944
ACH-000810,-0.457909696768
ACH-000811,-0.5248718592589999
ACH-000817,-0.217879860909
ACH-000819,-0.259295474397
ACH-000820,-0.931519877752
ACH-000821,-0.472126352751
ACH-000822,-0.333334796985
ACH-000823,-0.313204954855
ACH-000824,-0.667572739988
ACH-000827,-0.40011467145999996
ACH-000829,-0.0612038252805
ACH-000831,-0.32600177725900004
ACH-000832,-0.362517786332
ACH-000833,-0.31021290887499997
ACH-000834,-0.5443849033420001
ACH-000835,-0.569294247497
ACH-000836,-0.880366097246
ACH-000837,-0.35698702444200003
ACH-000838,-0.23345318538100002
ACH-000839,-1.06625490104
ACH-000840,-0.195543151807
ACH-000841,-1.01544456529
ACH-000843,-0.43060564347900004
ACH-000846,-0.239387365598
ACH-000847,-0.044022833086199996
ACH-000848,-0.795077206209
ACH-000849,-0.480540689711
ACH-000851,-0.8887775914139999
ACH-000855,-0.491732215361
ACH-000856,-0.42379727528399996
ACH-000858,-0.597366028148
ACH-000859,-0.527717636154
ACH-000861,-0.42743625790600004
ACH-000862,-0.301214828863
ACH-000865,-0.36646150951800005
ACH-000866,-0.573781937457
ACH-000867,-0.130856319622
ACH-000869,-0.652646164637
ACH-000872,-0.43098117476899994
ACH-000873,-0.7632554001749999
ACH-000876,-1.35964041752
ACH-000878,-0.0208946691633
ACH-000880,-0.897259591071
ACH-000881,-0.611389616137
ACH-000882,-0.23541681053599997
ACH-000884,-0.528890879304
ACH-000885,-0.718516474588
ACH-000887,-0.430367584839
ACH-000888,-0.444051691457
ACH-000889,-0.358444478864
ACH-000890,-0.43785734518799996
ACH-000896,-1.06487031128
ACH-000898,-0.311652831001
ACH-000900,-0.467062972346
ACH-000901,-0.5964921054819999
ACH-000905,-0.577422179399
ACH-000906,-0.521576066595
ACH-000907,-0.595527587927
ACH-000910,-0.619421816541
ACH-000911,-0.43154008828400003
ACH-000912,-0.79943951646
ACH-000913,-0.46150364349600004
ACH-000915,-0.579357644705
ACH-000916,-0.977176694448
ACH-000917,-0.286478939967
ACH-000921,-0.62955726947
ACH-000924,-0.6997451236229999
ACH-000926,-0.742594100849
ACH-000928,-0.8713257971639999
ACH-000929,-0.945789368603
ACH-000932,-0.584829365175
ACH-000935,-0.269410282038
ACH-000936,-0.548242401238
ACH-000937,-0.272131636426
ACH-000938,0.07295946161399999
ACH-000939,-0.5723782352260001
ACH-000941,-0.594970695371
ACH-000943,-0.413483811458
ACH-000946,-0.252837763629
ACH-000947,-0.423951401217
ACH-000948,-0.460594637047
ACH-000950,-0.40317164885300005
ACH-000953,-0.9043155562399999
ACH-000957,-0.980330945194
ACH-000958,-0.777654437365
ACH-000960,-0.551904703056
ACH-000963,-0.636469107354
ACH-000968,-0.624430802991
ACH-000969,-0.41337117005
ACH-000973,-0.304120771324
ACH-000974,-0.440735032515
ACH-000975,-0.21688108030099998
ACH-000976,-0.6786501863600001
ACH-000978,-0.647124537601
ACH-000980,-0.27917911606199997
ACH-000984,-0.338477385672
ACH-000986,-0.845913982854
ACH-000988,-0.353302894479
ACH-000993,-0.708026262296
ACH-000994,-0.726869939439
ACH-000996,-0.483011785156
ACH-001001,-0.702997986729
ACH-001020,-0.41876464160099997
ACH-001028,-0.265666952156
ACH-001031,-0.424513350699
ACH-001038,-0.520491945926
ACH-001048,-0.448744610898
ACH-001050,-1.18645439067
ACH-001053,-0.43304111735699996
ACH-001054,-0.644757355372
ACH-001061,-0.42592070177
ACH-001067,-0.8748702262970001
ACH-001075,-0.9909982408679999
ACH-001096,-0.6035167702040001
ACH-001128,-1.17569202504
ACH-001134,-0.670109578509
ACH-001151,-0.362052258446
ACH-001163,-0.256678773796
ACH-001164,-0.7895231478110001
ACH-001173,-0.640621867347
ACH-001183,-1.0835403143100002
ACH-001184,-0.12040481579199999
ACH-001190,-0.9610041406919999
ACH-001192,-0.358527324604
ACH-001193,-0.740882802746
ACH-001196,-0.276641575137
ACH-001197,-0.561480879013
ACH-001205,-1.2630152030500001
ACH-001211,-0.577061737694
ACH-001212,-0.616775239391
ACH-001228,-0.942368198501
ACH-001232,-0.477186328319
ACH-001239,-0.640289964039
ACH-001274,-0.6817012361429999
ACH-001275,-0.531592232346
ACH-001277,-0.335606922862
ACH-001278,0.09695001434489998
ACH-001280,-0.680123868092
ACH-001283,-0.0776834464331
ACH-001289,-0.7130653245749999
ACH-001295,-0.44195078688999995
ACH-001300,-0.590296491351
ACH-001301,-0.8667776848309999
ACH-001302,-0.6036112977179999
ACH-001303,-0.569667225945
ACH-001306,-0.421427421255
ACH-001318,-0.262515749553
ACH-001322,-0.56696312897
ACH-001328,-0.837763703609
ACH-001332,-0.6412696028379999
ACH-001333,-0.30864054110100003
ACH-001336,-0.38026308667
ACH-001340,-0.617778545762
ACH-001346,-0.672251460674
ACH-001353,-0.979833964932
ACH-001354,-0.744711666578
ACH-001367,-0.885184453653
ACH-001368,-0.331914255467
ACH-001374,-0.18068512695500002
ACH-001375,-0.777205917401
ACH-001377,-0.742033403061
ACH-001380,-0.543704719164
ACH-001391,-0.219825088211
ACH-001407,-0.27927947117699997
ACH-001408,-0.644580654552
ACH-001413,-0.636790467269
ACH-001430,-0.6890169543960001
ACH-001431,-0.6850986242910001
ACH-001450,0.03850787666
ACH-001496,-0.41166904096999996
ACH-001500,-0.76921442658
ACH-001521,-0.820583326076
ACH-001523,-1.1097155164799999
ACH-001532,-0.599241711757
ACH-001536,-0.804953850152
ACH-001550,-0.42989536070900003
ACH-001552,-0.123633206101
ACH-001554,-0.9400127600849999
ACH-001645,-0.57946486217
ACH-001654,-0.598090512756
ACH-001715,-0.361481672389
ACH-001735,-0.299221083255
ACH-001736,-0.690215519549
ACH-001737,-0.554871268869
ACH-001740,-0.218715804197
ACH-001745,-0.100867997969
ACH-001750,-0.51513628573
ACH-001765,-0.42216472825199997
ACH-001956,-0.581019496915
ACH-001957,-0.9120755584100001
