,GADD45G (10912)
ACH-000004,-0.183669265091
ACH-000007,0.13362107968599998
ACH-000009,-0.165358275098
ACH-000011,-0.31483615496399997
ACH-000012,-0.163335037299
ACH-000013,-0.043881882369
ACH-000014,-0.057026032086199996
ACH-000015,-0.148179920987
ACH-000017,-0.144878901009
ACH-000018,-0.22837782190699998
ACH-000019,0.0554542570257
ACH-000021,-0.09593168034369999
ACH-000022,-0.0819819362771
ACH-000025,-0.08386597915189999
ACH-000028,0.0821005097284
ACH-000030,-0.182154652592
ACH-000035,-0.09671444104260002
ACH-000036,-0.07604871306580001
ACH-000037,-0.281190705405
ACH-000039,-0.04756021984230001
ACH-000040,-0.295151006796
ACH-000041,-0.17750809584899999
ACH-000042,0.036261388482199994
ACH-000045,-0.0681581537315
ACH-000047,-0.021989292026299997
ACH-000052,-0.021692760112799997
ACH-000053,-0.0858758573048
ACH-000054,-0.0279412178749
ACH-000055,0.18373032047200002
ACH-000060,-0.202156259339
ACH-000067,-0.07935745721660001
ACH-000070,-0.13055955576
ACH-000075,-0.553344928875
ACH-000078,0.0192133851397
ACH-000082,-0.0958558202186
ACH-000085,-0.0637262033525
ACH-000086,-0.06417643112060001
ACH-000087,-0.26203017697
ACH-000092,-0.16399114810499998
ACH-000095,-0.0870245300974
ACH-000097,-0.122154448323
ACH-000098,-0.0655689821428
ACH-000099,0.0036653435110299997
ACH-000108,-0.0530538608501
ACH-000113,-0.17298813773
ACH-000115,-0.208684990809
ACH-000116,-0.122519425458
ACH-000118,0.0949883351189
ACH-000120,-0.0650728606569
ACH-000123,-0.0546744498745
ACH-000127,-0.09582948826549999
ACH-000128,-0.103853370205
ACH-000132,-0.15910578997400002
ACH-000133,-0.12386531828299999
ACH-000137,-0.0396433956423
ACH-000138,0.039432811468800004
ACH-000142,-0.12607734121
ACH-000143,-0.21894997854899997
ACH-000146,-0.0624563015849
ACH-000148,-0.129323817962
ACH-000150,0.0659118089812
ACH-000152,-0.180936471129
ACH-000153,-0.35519627856200003
ACH-000159,-0.0705881863161
ACH-000160,-0.0357411087915
ACH-000163,-0.0808079168035
ACH-000167,-0.24780203183000002
ACH-000168,0.145288495803
ACH-000169,-0.0673658083254
ACH-000178,-0.09686663904510001
ACH-000182,-0.13412900140200001
ACH-000183,0.0728676868507
ACH-000188,-0.25286284500100004
ACH-000189,-0.360643322338
ACH-000190,-0.0963963380858
ACH-000198,-0.18649679651
ACH-000204,-0.23591105183000002
ACH-000206,-0.309567331996
ACH-000207,-0.299669197537
ACH-000211,-0.0974228845111
ACH-000215,-0.23254749095899999
ACH-000221,-0.0738670440287
ACH-000222,-0.0162807625341
ACH-000223,-0.096906088031
ACH-000226,-0.233136576454
ACH-000227,-0.16880404396600002
ACH-000228,-0.18861177531
ACH-000231,-0.162306325201
ACH-000232,-0.166068051506
ACH-000233,-0.0154070155848
ACH-000234,-0.12924214843100001
ACH-000235,-0.0726982253993
ACH-000237,-0.119898799394
ACH-000238,-0.022460421893199998
ACH-000243,0.012974563542500001
ACH-000244,0.113787375974
ACH-000246,-0.0900007917816
ACH-000248,0.143074082358
ACH-000250,-0.206836518731
ACH-000251,-0.11295581808
ACH-000253,-0.09524545405099999
ACH-000255,-0.298548307758
ACH-000256,0.0272632959251
ACH-000257,-0.0394704955532
ACH-000258,-0.0490592825397
ACH-000259,-0.161836708607
ACH-000260,-0.123659130944
ACH-000261,-0.0917348313929
ACH-000262,-0.127634497299
ACH-000263,-0.318147843242
ACH-000264,-0.14332873117699998
ACH-000265,0.005099111170229999
ACH-000266,-0.114069046307
ACH-000272,-0.0137659186864
ACH-000273,-0.08020789052369999
ACH-000274,-0.155501550178
ACH-000277,-0.111509614943
ACH-000278,-0.247497777798
ACH-000279,-0.12832998569700002
ACH-000280,0.043657091787700004
ACH-000281,0.169279287323
ACH-000288,-0.0366297739178
ACH-000291,-0.101043366368
ACH-000293,-0.245981867374
ACH-000294,-0.0828779017562
ACH-000295,0.11681588003900001
ACH-000296,0.08268724609360001
ACH-000302,-0.11232480500499999
ACH-000304,-0.028828019396700003
ACH-000307,-0.169661365968
ACH-000308,-0.0848190508773
ACH-000310,-0.0773371796339
ACH-000311,-0.0300564759655
ACH-000312,0.0189060972021
ACH-000315,-0.118978136263
ACH-000316,-0.0647181795533
ACH-000317,-0.0730532629499
ACH-000318,-0.327396573054
ACH-000319,-0.13778682982999998
ACH-000320,-0.0391385757564
ACH-000322,0.22746387335499998
ACH-000323,-0.229625488484
ACH-000324,-0.10580354533299999
ACH-000329,-0.137693722112
ACH-000330,0.118487717709
ACH-000331,-0.185182315816
ACH-000332,0.025451099197400004
ACH-000334,0.21348926534499998
ACH-000335,-0.353150938577
ACH-000336,-0.23458153226999998
ACH-000337,-0.190718005585
ACH-000339,-0.0930666765495
ACH-000341,-0.178344299265
ACH-000348,-0.186405237592
ACH-000350,0.049681861935
ACH-000352,-0.0506103301462
ACH-000356,-0.16899935887000003
ACH-000361,-0.237461780435
ACH-000362,-0.146340087667
ACH-000363,-0.0067016696143
ACH-000364,-0.17136952542199999
ACH-000365,-0.0837475192755
ACH-000366,-0.123201234011
ACH-000368,-0.24695270678300002
ACH-000374,-0.0852092186891
ACH-000375,0.148821175803
ACH-000376,-0.200525862529
ACH-000381,0.0144104839191
ACH-000383,-0.051824205476900004
ACH-000387,-0.107549997673
ACH-000389,-0.227388547998
ACH-000390,-0.45221074080300006
ACH-000393,-0.0651223209136
ACH-000395,-0.0358291921641
ACH-000397,-0.0824200688768
ACH-000401,-0.150795220945
ACH-000402,0.16958503264000002
ACH-000403,-0.11220661115
ACH-000404,-0.34815582722599997
ACH-000406,-0.0131686585198
ACH-000407,-0.052457023179199994
ACH-000408,0.07696265727639999
ACH-000410,0.007949291751640001
ACH-000411,-0.23937559000999997
ACH-000414,-0.09311164600029999
ACH-000415,-0.0545944950489
ACH-000416,-0.195345640702
ACH-000420,-0.161539117074
ACH-000421,-0.133557490932
ACH-000424,0.07323728398070001
ACH-000425,-0.10302167705700001
ACH-000426,-0.100233079334
ACH-000427,-0.531203352041
ACH-000433,-0.147033632262
ACH-000436,-0.18946702906
ACH-000444,-0.103881516256
ACH-000445,0.167985691303
ACH-000448,-0.22570708011500001
ACH-000450,-0.0706419930712
ACH-000452,-0.0606199904095
ACH-000454,-0.394717714469
ACH-000458,-0.150450431755
ACH-000459,0.0609462048802
ACH-000460,-0.16862124364599998
ACH-000461,-0.16403414931399998
ACH-000463,-0.0243068425392
ACH-000464,-0.307225120504
ACH-000466,-0.144782584122
ACH-000467,-0.04524265547590001
ACH-000468,0.049216076990599995
ACH-000469,-0.125316751638
ACH-000470,0.00255686972436
ACH-000471,-0.118478001303
ACH-000472,-0.074976948902
ACH-000473,-0.217028485373
ACH-000475,-0.09998361336480001
ACH-000476,-0.11576659078500001
ACH-000477,-0.387454171091
ACH-000480,-0.20242276856199998
ACH-000481,-0.154253816103
ACH-000483,-0.04549754011519999
ACH-000484,-0.125166621227
ACH-000485,-0.24437470255899998
ACH-000486,-0.0571016374742
ACH-000487,-0.0420945009517
ACH-000488,-0.14961402358200002
ACH-000490,-0.22299675527100002
ACH-000491,-0.10502101928400001
ACH-000495,-0.21505717663499999
ACH-000496,0.024450729169400005
ACH-000499,0.0949803094011
ACH-000500,0.132467863957
ACH-000502,0.00243868204147
ACH-000503,-0.139808191428
ACH-000505,-0.0990444937741
ACH-000507,-0.17529630243299998
ACH-000510,-0.07804420993589999
ACH-000511,-0.017998502462099997
ACH-000512,-0.00821338714828
ACH-000516,-0.326039427702
ACH-000517,-0.176412802694
ACH-000518,-0.337028300662
ACH-000520,-0.174985885001
ACH-000521,-0.208763140341
ACH-000522,-0.184903840566
ACH-000524,-0.134055791443
ACH-000527,-0.0431141913769
ACH-000528,0.048575450213099995
ACH-000537,-0.227795458247
ACH-000541,-0.230630132934
ACH-000542,-0.10669157535
ACH-000544,-0.210224924375
ACH-000545,0.00451033340949
ACH-000547,-0.0637551214383
ACH-000548,-0.28609467943000005
ACH-000549,-0.041752667023400004
ACH-000550,-0.07718025268180001
ACH-000552,-0.158999053063
ACH-000556,-0.138268059025
ACH-000557,-0.09346502613760001
ACH-000570,-0.0276040509148
ACH-000571,-0.18107635712499998
ACH-000573,0.0659048213327
ACH-000576,-0.164852727136
ACH-000580,-0.027131505081000002
ACH-000584,-0.0195627017954
ACH-000585,-0.0477276121994
ACH-000588,0.07340662522189999
ACH-000589,-0.0876662044005
ACH-000591,0.0433249340417
ACH-000593,-0.0819187553073
ACH-000600,-0.233274952401
ACH-000601,-0.0602271818751
ACH-000604,-0.108842891441
ACH-000605,-0.115062705548
ACH-000606,-0.020567478051700002
ACH-000608,-0.0735357501252
ACH-000614,-0.022150232905599997
ACH-000616,-0.09391254309180001
ACH-000618,0.0394645665601
ACH-000619,-0.52693080253
ACH-000620,-0.048121496720900006
ACH-000621,-0.0683005834568
ACH-000622,-0.123203807553
ACH-000623,-0.02439032258
ACH-000624,-0.15869333402799998
ACH-000627,-0.038993023906
ACH-000630,-0.155133237788
ACH-000632,-0.139443685259
ACH-000633,-0.106043733252
ACH-000637,0.0844624476115
ACH-000638,-0.0917842822205
ACH-000646,-0.216692806239
ACH-000647,-0.119808797127
ACH-000648,-0.147896028723
ACH-000649,0.00957121813138
ACH-000651,-0.114265504375
ACH-000652,-0.0909501555827
ACH-000653,-0.10282802247000002
