,PTPRE (5791)
ACH-000004,0.092611832697
ACH-000007,0.230172127813
ACH-000009,0.0455784748918
ACH-000011,0.352640866096
ACH-000012,0.296344694705
ACH-000013,0.25291044215999997
ACH-000014,0.22128248938700001
ACH-000015,0.12063814604499999
ACH-000017,0.135484418143
ACH-000018,-0.0256569054417
ACH-000019,0.25291486980300004
ACH-000021,0.0822912870072
ACH-000022,0.128986394418
ACH-000025,0.16176194808299998
ACH-000028,0.08976011503760001
ACH-000030,0.17496105897199998
ACH-000035,0.09127252577089999
ACH-000036,0.021107378392699997
ACH-000037,0.104165188098
ACH-000039,0.457098186667
ACH-000040,0.0452419186599
ACH-000041,-0.13704853065300002
ACH-000042,-0.10000395779799999
ACH-000045,0.227980935923
ACH-000047,0.239383526469
ACH-000052,-0.17653936791299998
ACH-000053,0.17980932896
ACH-000054,-0.027817038534300002
ACH-000055,0.354421980378
ACH-000060,-0.0666335090998
ACH-000067,-0.103616042395
ACH-000070,0.153600110505
ACH-000075,0.142341864445
ACH-000078,0.0435096362915
ACH-000082,0.200274659517
ACH-000085,0.039700172138
ACH-000086,0.14292896912900002
ACH-000087,0.12352829824200001
ACH-000092,0.146389219072
ACH-000095,0.08758600118979999
ACH-000097,0.196681649699
ACH-000098,0.00804741428366
ACH-000099,0.136390101958
ACH-000108,0.000604935570355
ACH-000113,0.145790438064
ACH-000115,0.06568937389190001
ACH-000116,0.106004828015
ACH-000118,0.0674399399147
ACH-000120,0.012165294981
ACH-000123,0.24251944814399998
ACH-000127,0.24854042150400002
ACH-000128,0.0743011046588
ACH-000132,0.164264696054
ACH-000133,0.263410381912
ACH-000137,-0.014866773822299999
ACH-000138,-0.0840873471222
ACH-000142,0.0152499426462
ACH-000143,-0.029695781143999997
ACH-000146,0.16291709712400002
ACH-000148,0.134388689323
ACH-000150,0.252774404174
ACH-000152,0.22444702841400002
ACH-000153,0.31658781239399997
ACH-000159,0.151891180932
ACH-000160,0.30521997203400003
ACH-000163,0.281717038209
ACH-000167,0.337299932232
ACH-000168,0.214462657702
ACH-000169,-0.0896893661786
ACH-000178,0.16737099441199998
ACH-000182,0.08413086095030001
ACH-000183,0.10352849401
ACH-000188,0.101791026624
ACH-000189,0.15064779430400002
ACH-000190,0.152652641993
ACH-000198,0.023159414549699997
ACH-000204,-0.0108376152232
ACH-000206,0.282197463507
ACH-000207,0.109078698246
ACH-000211,0.0594790893781
ACH-000215,0.106514666097
ACH-000221,0.0801232294355
ACH-000222,0.0293858488633
ACH-000223,0.23588161126899998
ACH-000226,0.124168521392
ACH-000227,0.0216024852696
ACH-000228,0.320296253011
ACH-000231,0.19869128960000002
ACH-000232,-0.00258938342797
ACH-000233,0.12538186171
ACH-000234,-0.00958377743766
ACH-000235,-0.015892485866300002
ACH-000237,0.154979766818
ACH-000238,0.220990710713
ACH-000243,0.182134104524
ACH-000244,0.347437878627
ACH-000246,0.101250853015
ACH-000248,0.192709784925
ACH-000250,0.0533948389019
ACH-000251,0.144004340121
ACH-000253,0.0364648051586
ACH-000255,0.0580125114188
ACH-000256,0.0518220553239
ACH-000257,0.31118961409
ACH-000258,0.050927915038599995
ACH-000259,0.08756200539589999
ACH-000260,0.099165529613
ACH-000261,0.125835064125
ACH-000262,0.0367058576992
ACH-000263,0.48320260487800004
ACH-000264,0.0954721624937
ACH-000265,0.0384525094054
ACH-000266,-0.208829777461
ACH-000272,0.147495958303
ACH-000273,0.101118828642
ACH-000274,0.106048153475
ACH-000277,0.0266443749676
ACH-000278,0.022637836664999997
ACH-000279,0.203148067858
ACH-000280,0.017040812896200002
ACH-000281,-0.374215428671
ACH-000288,0.0170452116067
ACH-000291,0.16669943684
ACH-000293,0.132261501437
ACH-000294,0.213341031681
ACH-000295,0.278888786577
ACH-000296,-0.08711771973169999
ACH-000302,0.0325739572965
ACH-000304,0.163603213925
ACH-000307,0.0238615239223
ACH-000308,0.14091316808
ACH-000310,0.226817915229
ACH-000311,-0.132368202644
ACH-000312,0.040233112478199995
ACH-000315,0.166253709979
ACH-000316,0.166411949526
ACH-000317,-0.11239703761900001
ACH-000318,0.100478725452
ACH-000319,0.258746609992
ACH-000320,-0.254242635115
ACH-000322,0.269505777856
