,NFIL3 (4783)
ACH-000004,0.170023398205
ACH-000007,0.17202062507899998
ACH-000009,-0.023653013573699998
ACH-000011,0.14343579801
ACH-000012,-0.14023328564
ACH-000013,-0.00246530465282
ACH-000014,0.011784073595799999
ACH-000015,-0.0209556680121
ACH-000017,0.16552754145600002
ACH-000018,-0.0768259703867
ACH-000019,0.108520457765
ACH-000021,-0.0442757160312
ACH-000022,-0.205031016802
ACH-000025,0.21445607552999998
ACH-000028,0.153754364582
ACH-000030,0.0675509001036
ACH-000035,-0.0755403513965
ACH-000036,0.0159384203623
ACH-000037,0.25814298601999996
ACH-000039,0.00173133335937
ACH-000040,-0.117910392105
ACH-000041,-0.0773678273964
ACH-000042,-0.144508910827
ACH-000045,-0.0762243615052
ACH-000047,-0.047511340033
ACH-000052,-0.09485890941639999
ACH-000053,-0.591338032627
ACH-000054,0.046534730008699995
ACH-000055,-0.031185454767800002
ACH-000060,0.07029412738910001
ACH-000067,-0.012293160215200001
ACH-000070,0.167391365879
ACH-000075,-0.11193940692299999
ACH-000078,-0.010900288981399999
ACH-000082,-0.19778251364100002
ACH-000085,-0.162617407368
ACH-000086,0.0197426843274
ACH-000087,0.0594389160481
ACH-000092,0.199578850319
ACH-000095,0.062122773572
ACH-000097,0.0479849571471
ACH-000098,0.043567442585800004
ACH-000099,0.020549830552999998
ACH-000108,0.0220654419536
ACH-000113,0.189554728512
ACH-000115,0.00163186319954
ACH-000116,0.152071560696
ACH-000118,-0.000862789884875
ACH-000120,0.086564860461
ACH-000123,0.00835921004632
ACH-000127,-0.0113204858382
ACH-000128,-0.09012890396610002
ACH-000132,-0.0710310475243
ACH-000133,0.0010653780859699999
ACH-000137,0.153508281055
ACH-000138,-0.10599847003900001
ACH-000142,-0.061783811068
ACH-000143,0.172288129072
ACH-000146,-0.035712111391500004
ACH-000148,0.0184637299323
ACH-000150,0.166652722432
ACH-000152,0.00857592474283
ACH-000153,0.018604916804
ACH-000159,-0.0142627221358
ACH-000160,-0.0771585187053
ACH-000163,-0.0194505251706
ACH-000167,0.19237859585900002
ACH-000168,-0.121674771748
ACH-000169,0.053233120714099996
ACH-000178,0.02866145082
ACH-000182,-0.0342804301829
ACH-000183,-0.0798077151769
ACH-000188,-0.0734020303119
ACH-000189,-0.147849307764
ACH-000190,-0.004157219145800001
ACH-000198,-0.189533418847
ACH-000204,-0.013838876051100001
ACH-000206,0.179394624965
ACH-000207,0.304634040792
ACH-000211,0.142161123224
ACH-000215,-0.061492563557900004
ACH-000221,-0.0397226304653
ACH-000222,0.025099493572800002
ACH-000223,-0.124662971306
ACH-000226,0.134139102488
ACH-000227,-0.019732509916
ACH-000228,-0.10675267128900001
ACH-000231,0.200492601872
ACH-000232,0.0499712729311
ACH-000233,0.006354485103560001
ACH-000234,0.040225641891300006
ACH-000235,0.048695009331
ACH-000237,0.23213209584199998
ACH-000238,0.0820348077836
ACH-000243,0.0933145561984
ACH-000244,0.07928435885139999
ACH-000246,0.154191835956
ACH-000248,0.0157061302886
ACH-000250,-0.0300823036038
ACH-000251,-0.150363203305
ACH-000253,0.0669909705969
ACH-000255,0.040189670716699995
ACH-000256,0.221458947254
ACH-000257,0.015994186663600002
ACH-000258,-0.0470447059038
ACH-000259,0.0816933459228
ACH-000260,0.08329689094289999
ACH-000261,0.07988633368260001
ACH-000262,-0.0440973566892
ACH-000263,-0.0127680588099
ACH-000264,0.11448907346300001
ACH-000265,0.129009564477
ACH-000266,-0.088762949724
ACH-000272,-0.152014503347
ACH-000273,0.043350584568099995
ACH-000274,-0.024851537305900003
ACH-000277,0.17554506330699998
ACH-000278,0.175539323488
ACH-000279,0.129328359872
ACH-000280,0.0325214496544
ACH-000281,-0.09686860342489999
ACH-000288,-0.276321545461
ACH-000291,0.09415404205460001
ACH-000293,0.175408333834
ACH-000294,0.11127184920199999
ACH-000295,0.0643039690726
ACH-000296,0.0706893793951
ACH-000302,0.06397678925110001
ACH-000304,0.072774103598
ACH-000307,-0.113395299169
ACH-000308,0.12074722100600001
ACH-000310,-0.121999714978
ACH-000311,0.12584306076500001
ACH-000312,0.00845109200865
ACH-000315,0.106003772158
ACH-000316,0.07434378703210001
ACH-000317,0.14690420258
ACH-000318,0.19166160926
ACH-000319,0.20419206820500002
ACH-000320,-0.184806038805
ACH-000322,0.259589019134
ACH-000323,-0.005917820388710001
ACH-000324,0.0358988705967
ACH-000329,-0.026441628139
ACH-000330,-0.0269965448041
ACH-000331,-0.0790420561355
ACH-000332,-0.056296875710899995
ACH-000334,0.127612627347
ACH-000335,0.154305817195
ACH-000336,0.25592108837099997
ACH-000337,0.039946077887400004
ACH-000339,-0.120514666186
ACH-000341,-0.159698431964
ACH-000348,0.0836596240329
ACH-000350,-0.035230832566100004
ACH-000352,0.08398985577279999
ACH-000356,0.235396516902
ACH-000361,0.165095762803
ACH-000362,-0.06576061446930001
ACH-000363,-0.00146626300724
ACH-000364,0.117669613323
ACH-000365,0.050398451856000004
ACH-000366,0.06483651238350001
