,BNIP3 (664)
ACH-000004,-0.255573864527
ACH-000007,-0.364015471299
ACH-000009,-0.24037270352600001
ACH-000011,-0.0811390655405
ACH-000012,-0.133756882961
ACH-000013,-0.146379489084
ACH-000014,-0.18547892004500002
ACH-000015,-0.164697034929
ACH-000017,-0.257262635183
ACH-000018,-0.278074399789
ACH-000019,-0.0922111329552
ACH-000021,-0.251925030048
ACH-000022,-0.380354649761
ACH-000025,-0.13229610366800001
ACH-000028,-0.128377013871
ACH-000030,-0.20727876263300002
ACH-000035,-0.135293366866
ACH-000036,-0.358022358115
ACH-000037,-0.43634135644199995
ACH-000039,-0.113920408258
ACH-000040,-0.306940332882
ACH-000041,-0.331346160445
ACH-000042,-0.35700608642
ACH-000045,-0.17184978257
ACH-000047,-0.0906750612387
ACH-000052,-0.37229248982
ACH-000053,-0.123261559321
ACH-000054,-0.323436567657
ACH-000055,-0.402393322295
ACH-000060,-0.15422910308
ACH-000067,-0.244097225984
ACH-000070,-0.00014704000301
ACH-000075,-0.45406445726000005
ACH-000078,-0.308993005183
ACH-000082,-0.215153267984
ACH-000085,-0.181323886016
ACH-000086,-0.20653199028900002
ACH-000087,-0.0325456589758
ACH-000092,-0.36733902707800004
ACH-000095,-0.228004868766
ACH-000097,-0.264559494111
ACH-000098,-0.157599955179
ACH-000099,-0.365292067696
ACH-000108,-0.22169463385899998
ACH-000113,-0.157427114616
ACH-000115,-0.157644074788
ACH-000116,-0.108198998753
ACH-000118,-0.420357508764
ACH-000120,-0.285876099293
ACH-000123,-0.353816743288
ACH-000127,-0.12144896270500001
ACH-000128,-0.240175533559
ACH-000132,-0.295513740395
ACH-000133,-0.21589618608000002
ACH-000137,-0.31650321946
ACH-000138,-0.19410344778799998
ACH-000142,-0.180607978906
ACH-000143,-0.23008782366500002
ACH-000146,-0.251130966341
ACH-000148,-0.450385340063
ACH-000150,-0.11442983716600001
ACH-000152,-0.212779588033
ACH-000153,-0.00296575584697
ACH-000159,-0.231489726277
ACH-000160,-0.264021293366
ACH-000163,0.0127835641615
ACH-000167,-0.41071736933499997
