,UBN1 (29855)
ACH-000004,-0.0764548627577
ACH-000007,-0.18814094963300002
ACH-000009,0.00285236789115
ACH-000011,-0.114550751866
ACH-000012,-0.288274320679
ACH-000013,-0.19214258197700002
ACH-000014,0.0525896956859
ACH-000015,-0.14879345995999999
ACH-000017,-0.14225960710000002
ACH-000018,-0.488036668556
ACH-000019,-0.306303976717
ACH-000021,-0.13733410368899998
ACH-000022,-0.160481910159
ACH-000025,-0.10094716054700001
ACH-000028,-0.0645515931319
ACH-000030,-0.07850821723460001
ACH-000035,-0.22590590216899997
ACH-000036,-0.05624366593880001
ACH-000037,-0.103826971274
ACH-000039,-0.180242405
ACH-000040,-0.37176246530699997
ACH-000041,-0.139929410665
ACH-000042,-0.0358522658842
ACH-000045,-0.07787996631869999
ACH-000047,-0.345445708682
ACH-000052,-0.256781650541
ACH-000053,-0.00507102504334
ACH-000054,-0.107483012399
ACH-000055,-0.14308731986
ACH-000060,-0.146018728173
ACH-000067,-0.15101223484200002
ACH-000070,-0.150295258338
ACH-000075,-0.0541847035613
ACH-000078,-0.258569512028
ACH-000082,-0.302748357326
ACH-000085,-0.148994275674
ACH-000086,-0.15259988598
ACH-000087,-0.124526212501
ACH-000092,-0.04790705051540001
ACH-000095,-0.221076678719
ACH-000097,-0.302002428839
ACH-000098,-0.15388834566
ACH-000099,-0.24868763219999998
ACH-000108,-0.226129440258
ACH-000113,-0.226243630185
ACH-000115,-0.0705773931744
ACH-000116,-0.193397682661
ACH-000118,-0.139954796755
ACH-000120,-0.22279091472399998
ACH-000123,-0.21731170788100002
ACH-000127,-0.121055553257
ACH-000128,0.06174589206230001
ACH-000132,-0.202804414276
ACH-000133,-0.162414679168
ACH-000137,-0.21931655060400002
ACH-000138,-0.145524177522
ACH-000142,-0.24623599756900003
ACH-000143,0.22507827742800002
ACH-000146,-0.183903813203
ACH-000148,-0.15163360671700002
ACH-000150,-0.38319808485299994
ACH-000152,-0.167380064667
ACH-000153,0.177561059183
ACH-000159,-0.32160512583399997
ACH-000160,0.463792585761
ACH-000163,-0.0994726293871
ACH-000167,0.595532250048
ACH-000168,-0.307651070607
ACH-000169,-0.18681652312600003
ACH-000178,-0.31361833454300003
ACH-000182,-0.012555450813200001
ACH-000183,-0.11204347159700001
ACH-000188,-0.116404303912
ACH-000189,-0.15396950839
ACH-000190,0.305349556492
ACH-000198,-0.186549330196
ACH-000204,-0.194761396922
ACH-000206,-0.35250463675300003
ACH-000207,-0.46646425118600005
ACH-000211,-0.0903478650694
ACH-000215,-0.176773587209
ACH-000221,-0.0589291106504
ACH-000222,-0.0747360139122
ACH-000223,-0.0703478149739
ACH-000226,-0.0738235802623
ACH-000227,-0.0202238667771
ACH-000228,-0.366833893955
ACH-000231,-0.19848324694800001
ACH-000232,-0.24306615772300003
ACH-000233,-0.0723676811449
ACH-000234,-0.127192644821
ACH-000235,-0.232864743873
ACH-000237,-0.180426298957
ACH-000238,-0.178577401532
ACH-000243,-0.400702407149
ACH-000244,-0.252832196818
ACH-000246,0.00648528413587
ACH-000248,0.11166693786199999
ACH-000250,-0.221731248749
ACH-000251,-0.5462621215160001
ACH-000253,-0.12068010894400001
ACH-000255,0.0611227605984
ACH-000256,-0.0206451808389
ACH-000257,-0.44186244179799994
ACH-000258,-0.312204166767
ACH-000259,-0.10987800398499999
ACH-000260,-0.27731695274
ACH-000261,-0.100361387646
ACH-000262,-0.19931165009
ACH-000263,-0.45539936383699997
ACH-000264,-0.203320405817
ACH-000265,-0.37063100956600004
ACH-000266,-0.121141696296
ACH-000272,-0.198129543733
ACH-000273,-0.122486026645
ACH-000274,-0.204318776321
ACH-000277,-0.227187864397
ACH-000278,0.0102762120244
ACH-000279,-0.0561677666968
ACH-000280,-0.285923723884
ACH-000281,-0.284765313102
ACH-000288,-0.238698122165
ACH-000291,-0.180833389417
ACH-000293,-0.0179865391988
ACH-000294,-0.19787469500500002
ACH-000295,-0.09928376831960001
ACH-000296,-0.42493625686700004
ACH-000302,-0.146553765123
ACH-000304,-0.210014680299
ACH-000307,-0.119839808075
ACH-000308,-0.123130796326
ACH-000310,-0.288862250653
ACH-000311,-0.206547194747
ACH-000312,-0.207650440616
ACH-000315,-0.7714135141799999
ACH-000316,-0.23453240448000004
ACH-000317,-0.194111626474
ACH-000318,-0.133623882736
ACH-000319,-0.148466340743
ACH-000320,-0.293966897999
