,ALOX15B (247)
ACH-000004,-0.0689516232783
ACH-000007,0.137412595569
ACH-000009,0.051343374811899996
ACH-000011,0.158854251991
ACH-000012,0.119675313314
ACH-000013,0.0461262921854
ACH-000014,-0.018142036717299997
ACH-000015,0.020793178875599998
ACH-000017,0.21786640384199998
ACH-000018,0.315104076602
ACH-000019,0.375111966601
ACH-000021,0.17191874177799998
ACH-000022,0.21849827671500002
ACH-000025,0.180913060789
ACH-000028,0.206090326519
ACH-000030,0.07759521775289999
ACH-000035,0.0538992249226
ACH-000036,0.0670914143171
ACH-000037,0.112134486548
ACH-000039,-0.13946198991699998
ACH-000040,0.13928269369100002
ACH-000041,0.16462185142799998
ACH-000042,-0.0518816587264
ACH-000045,0.15537165228
ACH-000047,0.15753861897
ACH-000052,0.349070248103
ACH-000053,0.181195803026
ACH-000054,0.34096954375200006
ACH-000055,-0.023081909958
ACH-000060,-0.0934720425579
ACH-000067,0.020110851912799998
ACH-000070,0.207663222507
ACH-000075,-0.14094756805
ACH-000078,0.0328412098154
ACH-000082,-0.0172824882592
ACH-000085,0.291319463932
ACH-000086,0.102737732989
ACH-000087,0.013156394992599999
ACH-000092,0.23144892483600002
ACH-000095,0.171632613418
ACH-000097,0.155297584242
ACH-000098,0.24896064199499998
ACH-000099,0.189102119997
ACH-000108,0.132376381885
ACH-000113,0.22474706837900002
ACH-000115,0.0322276302553
ACH-000116,0.24336379348
ACH-000118,0.0945105999502
ACH-000120,-0.0343335476219
ACH-000123,0.21095605426
ACH-000127,0.11244402340999998
ACH-000128,0.07949011766969999
ACH-000132,0.313757263116
ACH-000133,0.046257938829
ACH-000137,0.0315315364733
ACH-000138,0.109288541906
ACH-000142,0.0842465240002
ACH-000143,0.045246786482499995
ACH-000146,0.138593282327
ACH-000148,0.188591294286
ACH-000150,-0.08099235976439999
ACH-000152,0.156964155932
ACH-000153,-0.149701007151
ACH-000159,0.361495653191
ACH-000160,0.282097032864
ACH-000163,0.343688059438
ACH-000167,0.0570060140511
ACH-000168,-0.19012687223000002
ACH-000169,0.314805140616
ACH-000178,0.122526144418
ACH-000182,0.154717481301
ACH-000183,0.189629918438
ACH-000188,0.114914443905
ACH-000189,0.140777884149
ACH-000190,0.193963456484
ACH-000198,0.116810080308
ACH-000204,0.330452447949
ACH-000206,0.19160405477000003
ACH-000207,-0.272980864165
ACH-000211,0.22891616646
ACH-000215,0.10865958863700001
ACH-000221,0.174982979771
ACH-000222,-0.0240235857447
ACH-000223,0.240397627947
ACH-000226,0.0976911865647
ACH-000227,0.396483321856
ACH-000228,0.159282007773
ACH-000231,0.0196119951525
ACH-000232,0.17453789770999997
ACH-000233,0.151565846843
ACH-000234,0.243098920235
ACH-000235,-0.0166769069458
ACH-000237,0.30802622992600004
ACH-000238,0.0425957175412
ACH-000243,0.131370746761
ACH-000244,0.117825940143
ACH-000246,0.07287411682839999
ACH-000248,0.160420507159
ACH-000250,0.0415260492141
ACH-000251,0.0917123748051
ACH-000253,0.201100139255
ACH-000255,0.22268576901099998
ACH-000256,0.10089156612700001
ACH-000257,0.248121792982
ACH-000258,0.0010125527291100001
ACH-000259,0.147799718213
ACH-000260,0.0329165322972
ACH-000261,0.208924442392
ACH-000262,0.149309339959
ACH-000263,0.046423254241
ACH-000264,0.25822802976799997
ACH-000265,0.111616423016
ACH-000266,0.144465801505
ACH-000272,0.250797692255
ACH-000273,0.124490162202
ACH-000274,-0.046956130818600006
ACH-000277,0.224780112658
ACH-000278,0.0701409432657
ACH-000279,-0.0442023415097
ACH-000280,0.08421085818089999
ACH-000281,-0.0709220642457
ACH-000288,-0.042443635379
ACH-000291,0.198842281388
ACH-000293,0.21068658613699998
ACH-000294,0.201624993469
ACH-000295,0.0798768810545
ACH-000296,-0.202590219367
ACH-000302,0.08107706589939999
ACH-000304,0.500430560604
ACH-000307,0.281395694286
ACH-000308,0.162333041609
ACH-000310,0.127445015362
ACH-000311,0.0800918220538
ACH-000312,0.127192849074
ACH-000315,0.0803422438611
ACH-000316,-0.00106171952835
ACH-000317,0.46747814880599997
ACH-000318,0.157847671172
ACH-000319,0.0972614503326
ACH-000320,0.275761352935
ACH-000322,0.14263114350199999
ACH-000323,0.0355500498271
ACH-000324,0.21254204068399998
ACH-000329,0.188604000042
ACH-000330,0.166445054223
ACH-000331,0.042548824705999994
ACH-000332,0.193427211124
ACH-000334,0.353825431355
ACH-000335,0.119991626757
ACH-000336,0.45424330723800005
ACH-000337,0.0186203443913
ACH-000339,0.161658883589
ACH-000341,0.286325422379
ACH-000348,0.187171523954
ACH-000350,0.0327278410125
ACH-000352,0.18015458950899998
ACH-000356,0.18896072807599998
ACH-000361,-0.11763624278200001
ACH-000362,0.210522190187
ACH-000363,0.253508450268
ACH-000364,0.131457610173
ACH-000365,0.103773388923
ACH-000366,0.078581507923
ACH-000368,-0.0186478473736
ACH-000374,0.0565320235434
ACH-000375,0.127027685437
ACH-000376,0.20362737112799997
ACH-000381,0.0648256393992
ACH-000383,0.15469809069
ACH-000387,0.0807276156351
ACH-000389,0.270505362985
ACH-000390,0.176864865828
ACH-000393,0.252857218326
ACH-000395,0.166679203056
ACH-000397,0.186176877067
ACH-000401,-0.05909952997930001
ACH-000402,0.288730747247
ACH-000403,0.22331833139199997
ACH-000404,0.434875562092
ACH-000406,0.0847788255155
ACH-000407,-0.0299203086387
ACH-000408,-0.0333008965703
ACH-000410,0.228534727294
ACH-000411,0.148110015481
ACH-000414,0.101252550163
ACH-000415,-0.0853628630462
ACH-000416,0.230152324621
ACH-000420,0.168507280007
ACH-000421,0.23213229122600001
ACH-000424,-0.112701105109
ACH-000425,0.35732475544500003
ACH-000426,0.412033697045
ACH-000427,0.19971065739
ACH-000433,0.124443846571
ACH-000436,0.231046610671
ACH-000444,0.222653888288
ACH-000445,0.220122040214
ACH-000448,0.256685064096
ACH-000450,0.139853572749
ACH-000452,0.256107741486
ACH-000454,-0.112733630239
ACH-000458,0.00882540986358
ACH-000459,0.254625886426
ACH-000460,0.17464792529800002
ACH-000461,0.18144885027399998
ACH-000463,0.178231952612
ACH-000464,0.19872812191
ACH-000466,0.19883439258699998
ACH-000467,0.0927190372977
ACH-000468,0.05416235971319999
