,ACTG1 (71)
ACH-000004,-0.21869419544100002
ACH-000007,-0.450972387114
ACH-000009,-0.511340570704
ACH-000011,-0.390995551919
ACH-000012,-0.7540712632790001
ACH-000013,-0.216552457842
ACH-000014,-0.313559606642
ACH-000015,-0.413212981506
ACH-000017,-0.241916454975
ACH-000018,-0.331795016256
ACH-000019,-0.308752327263
ACH-000021,-0.41404632309
ACH-000022,-0.432515185766
ACH-000025,-0.5047336100509999
ACH-000028,-0.617325234226
ACH-000030,-0.584549922579
ACH-000035,-0.319991595767
ACH-000036,-0.567460381852
ACH-000037,-0.715028612462
ACH-000039,-0.48367099941200004
ACH-000040,-0.311855623405
ACH-000041,-0.393169605041
ACH-000042,-0.487694154035
ACH-000045,-0.310749618964
ACH-000047,-0.410636310893
ACH-000052,-0.322991682396
ACH-000053,-0.18835577005100002
ACH-000054,-0.423019028632
ACH-000055,-0.767253387149
ACH-000060,-0.374616536511
ACH-000067,-0.384316232138
ACH-000070,-0.23414783638099998
ACH-000075,-0.191834781926
ACH-000078,-0.260244509526
ACH-000082,-0.236307914477
ACH-000085,-0.440965180215
ACH-000086,-0.252382646416
ACH-000087,-0.546734018891
ACH-000092,-0.260638816771
ACH-000095,-0.282386026015
ACH-000097,-0.39861470907200003
ACH-000098,-0.42086562318099996
ACH-000099,-0.43869961421000003
ACH-000108,-0.534900648885
ACH-000113,-0.255734101899
ACH-000115,-0.735035441811
ACH-000116,-0.5587792598260001
ACH-000118,-0.41594327475299997
ACH-000120,-0.601018878216
ACH-000123,-0.338532282038
ACH-000127,-0.38396287109300004
ACH-000128,-0.7794809904600001
ACH-000132,-0.456815489169
ACH-000133,-0.22893727567400002
ACH-000137,-0.368167348648
ACH-000138,-0.783711626036
ACH-000142,-0.828018886806
ACH-000143,-0.418775068666
ACH-000146,-0.31452101207100003
ACH-000148,-0.418651405245
ACH-000150,-0.6442915636209999
ACH-000152,-0.37244720356
ACH-000153,-0.311703554446
ACH-000159,-0.735988959596
ACH-000160,-0.636040304631
ACH-000163,-0.299649134776
ACH-000167,-0.441227760841
ACH-000168,-0.24252191141600002
ACH-000169,-0.349300193666
ACH-000178,-0.39257523606600003
ACH-000182,-0.625618757597
ACH-000183,-0.398056235251
ACH-000188,-0.60638739923
ACH-000189,-0.679975988696
ACH-000190,-0.533171518695
ACH-000198,-0.295398021103
ACH-000204,-0.0835305434881
ACH-000206,-0.254182595161
ACH-000207,-0.664760918118
ACH-000211,-0.602258901122
ACH-000215,-0.284646135211
ACH-000221,-0.107479207092
ACH-000222,-0.600194456729
ACH-000223,-0.279733973379
ACH-000226,-0.399241920423
ACH-000227,-0.24209883541700003
ACH-000228,-0.340071684899
ACH-000231,-0.407214895827
ACH-000232,-0.43557704414899995
ACH-000233,-0.615317258202
ACH-000234,-0.30075102745
ACH-000235,-0.404385524778
ACH-000237,-0.347496361747
ACH-000238,-0.601438473858
ACH-000243,-0.47844550445699996
ACH-000244,-1.1090279201100002
ACH-000246,-0.464008658988
ACH-000248,-0.156488005556
ACH-000250,-0.444273365583
ACH-000251,-0.806544176515
ACH-000253,-0.5104352659579999
ACH-000255,-0.34776829079599997
ACH-000256,-0.547867379187
ACH-000257,-0.54638880811
ACH-000258,-0.26739642491300003
ACH-000259,-0.317418262453
ACH-000260,-0.534495815214
ACH-000261,-0.5301791460999999
ACH-000262,-0.815521641904
ACH-000263,-0.41307388274499995
ACH-000264,-0.334129833582
ACH-000265,-0.48162615015
ACH-000266,-0.649339782014
ACH-000272,-0.28095007559999996
ACH-000273,-0.4333836231
ACH-000274,-0.170708653147
ACH-000277,-0.351474848643
ACH-000278,-0.200529864534
ACH-000279,-0.15552409069599998
ACH-000280,-0.719659013206
ACH-000281,-0.44524581812700004
ACH-000288,-0.48546692476400005
ACH-000291,-0.8081606102459999
ACH-000293,-0.50622607084
ACH-000294,-0.290892491134
ACH-000295,-0.724279390178
ACH-000296,-0.0861429443913
ACH-000302,-0.39333021686399994
ACH-000304,-0.531618313037
ACH-000307,-0.467173225468
ACH-000308,-0.153362729004
