,TICRR (90381)
ACH-000004,-1.1922246656
ACH-000007,-1.12368055095
ACH-000009,-1.28506876127
ACH-000011,-0.7956516438850001
ACH-000012,-1.35872172253
ACH-000013,-1.58014351844
ACH-000014,-1.00864346542
ACH-000015,-1.0473114825799998
ACH-000017,-1.21350255836
ACH-000018,-1.1932742141700001
ACH-000019,-0.74786748026
ACH-000021,-0.9557717836040001
ACH-000022,-1.07541383988
ACH-000025,-1.12422998949
ACH-000028,-1.07876605481
ACH-000030,-1.08865712513
ACH-000035,-1.15691809744
ACH-000036,-1.13334013668
ACH-000037,-1.3817737246000001
ACH-000039,-1.02698303563
ACH-000040,-1.21030143319
ACH-000041,-1.35599008243
ACH-000042,-1.4624816245299999
ACH-000045,-1.33154181845
ACH-000047,-1.07460710239
ACH-000052,-1.28020069729
ACH-000053,-1.28379971419
ACH-000054,-1.1404610813200002
ACH-000055,-1.1694574068
ACH-000060,-0.9580652591009999
ACH-000067,-1.21925295703
ACH-000070,-0.931144814933
ACH-000075,-1.0654871915700002
ACH-000078,-1.24677846661
ACH-000082,-1.22422274153
ACH-000085,-1.28853218041
ACH-000086,-1.18317341569
ACH-000087,-1.41157915722
ACH-000092,-1.0773376463600002
ACH-000095,-1.6067803084099999
ACH-000097,-1.3055581161499998
ACH-000098,-1.1386472909899998
ACH-000099,-1.25498449763
ACH-000108,-1.28248982997
ACH-000113,-1.2867712657700001
ACH-000115,-1.07375866431
ACH-000116,-1.4685840825299998
ACH-000118,-1.2225136137000001
ACH-000120,-1.18493080731
ACH-000123,-1.2379926613299999
ACH-000127,-1.05077639985
ACH-000128,-1.24137840219
ACH-000132,-1.1416444237899999
ACH-000133,-1.0699075044700002
ACH-000137,-1.28376380017
ACH-000138,-1.0853176285500001
ACH-000142,-0.7232908508750001
ACH-000143,-1.08267000987
ACH-000146,-1.2312716436799997
ACH-000148,-1.12816391376
ACH-000150,-1.02742012549
ACH-000152,-1.3698734944
ACH-000153,-1.0427621674
ACH-000159,-1.25665601418
ACH-000160,-0.876539922138
ACH-000163,-1.22974876098
ACH-000167,-0.999568781971
ACH-000168,-1.1352174620200002
ACH-000169,-1.2845194603799999
ACH-000178,-1.29027683841
ACH-000182,-1.31686297462
ACH-000183,-0.8251496066670001
ACH-000188,-1.12241122467
ACH-000189,-0.761130508401
ACH-000190,-0.746418503807
ACH-000198,-1.24914131381
ACH-000204,-1.17610002821
ACH-000206,-0.705418962614
ACH-000207,-1.34168801674
ACH-000211,-1.11169643694
ACH-000215,-1.06840114167
ACH-000221,-1.1779656118600002
ACH-000222,-1.36451163919
ACH-000223,-1.3787875979100002
ACH-000226,-1.0941248542
ACH-000227,-1.6803528650400001
ACH-000228,-1.5900117655300001
ACH-000231,-0.8880756857909999
ACH-000232,-1.21273201377
ACH-000233,-1.1823323425299999
ACH-000234,-1.0023881958399998
ACH-000235,-1.27894293667
ACH-000237,-0.916118723294
ACH-000238,-0.942840471372
ACH-000243,-1.26350091124
ACH-000244,-1.2784640134899998
ACH-000246,-1.1776826687100002
ACH-000248,-1.3230013230600002
ACH-000250,-0.844730561084
ACH-000251,-1.01493545058
ACH-000253,-1.51281786877
ACH-000255,-1.24003384872
ACH-000256,-1.27399407546
ACH-000257,-0.9852098602249999
ACH-000258,-0.845486484028
ACH-000259,-1.0630559649299998
ACH-000260,-1.1872728002
ACH-000261,-1.21949110515
ACH-000262,-1.24643736963
ACH-000263,-1.14300341651
ACH-000264,-1.1067844058299998
ACH-000265,-1.15874097067
ACH-000266,-1.39072118567
ACH-000272,-1.22515631774
ACH-000273,-1.2494011529
ACH-000274,-1.11397261716
ACH-000277,-1.21382362705
ACH-000278,-1.07980492312
ACH-000279,-1.2766384634299999
ACH-000280,-1.07104512154
ACH-000281,-1.14149619329
ACH-000288,-1.12280140815
ACH-000291,-1.12471671387
ACH-000293,-1.25684391926
ACH-000294,-0.841803340023
ACH-000295,-1.1607553240700001
ACH-000296,-0.848996025875
ACH-000302,-1.1543730369399998
ACH-000304,-0.978956885276
ACH-000307,-1.1788905761
ACH-000308,-1.17911860216
ACH-000310,-1.26075092052
ACH-000311,-1.0683263448
ACH-000312,-1.09448878852
ACH-000315,-1.21886792675
ACH-000316,-1.14536933277
ACH-000317,-0.888632825657
ACH-000318,-0.921053445043
ACH-000319,-1.28345509886
ACH-000320,-0.9934437182799999
ACH-000322,-1.29162578906
ACH-000323,-1.0560554873299999
ACH-000324,-1.3777300274000002
ACH-000329,-0.916117529712
ACH-000330,-1.1111130837899998
ACH-000331,-1.00172966339
ACH-000332,-1.0716983288700002
ACH-000334,-1.5161544886700002
ACH-000335,-1.128104466
ACH-000336,-1.3800499312099999
ACH-000337,-1.04490005824
ACH-000339,-1.0654327944
ACH-000341,-0.7975339700049999
ACH-000348,-1.0420861994700001
ACH-000350,-1.1552131756200001
ACH-000352,-1.3333752762200002
ACH-000356,-1.2088143619299998
ACH-000361,-1.04067156581
ACH-000362,-1.18528865741
ACH-000363,-1.3461746594400001
ACH-000364,-1.37408152413
ACH-000365,-1.36302551806
ACH-000366,-1.16811987501
ACH-000368,-1.1384075939700002
ACH-000374,-0.945066208777
ACH-000375,-1.0858336557600001
ACH-000376,-1.3349078413
ACH-000381,-1.30994450407
ACH-000383,-1.2134251579100002
ACH-000387,-1.28185658062
ACH-000389,-1.28949148549
ACH-000390,-0.913034945209
ACH-000393,-1.3575145113
ACH-000395,-1.1756848182600002
ACH-000397,-1.2385070116799999
ACH-000401,-0.914713196724
ACH-000402,-1.18835351832
ACH-000403,-1.6232826242899998
ACH-000404,-0.813502226538
ACH-000406,-0.967974020578
ACH-000407,-1.1548331784399999
ACH-000408,-0.9003608769689999
ACH-000410,-1.25056775308
ACH-000411,-0.970520609244
ACH-000414,-1.14967399935
ACH-000415,-0.910907522889
ACH-000416,-1.10470882579
ACH-000420,-1.18938343232
ACH-000421,-1.23279957693
ACH-000424,-0.966816046485
ACH-000425,-1.2920149836100001
ACH-000426,-1.32050374985
ACH-000427,-1.42552076933
ACH-000433,-1.41374385375
ACH-000436,-1.25276202816
ACH-000444,-1.22299902005
ACH-000445,-1.3799243323600001
ACH-000448,-1.0282471026
ACH-000450,-0.874376559747
ACH-000452,-1.17545480332
ACH-000454,-1.07811950843
ACH-000458,-1.08516791869
ACH-000459,-0.8583140514219999
ACH-000460,-1.32039543331
ACH-000461,-0.966514072745
ACH-000463,-1.0950404111
ACH-000464,-1.19344717683
ACH-000466,-0.8478205742180001
ACH-000467,-1.24192920622
ACH-000468,-1.45750895183
ACH-000469,-1.32093869125
ACH-000470,-1.6172228203499999
ACH-000471,-0.966121807657
ACH-000472,-1.2291238801
ACH-000473,-0.8531213995129999
ACH-000475,-0.99636729942
ACH-000476,-1.2099088309200001
ACH-000477,-1.04025005193
ACH-000480,-1.04664930903
ACH-000481,-1.34178790331
ACH-000483,-1.5043345157499999
ACH-000484,-1.4074347696
ACH-000485,-1.1111487525200001
ACH-000486,-1.04914302248
ACH-000487,-1.21694743422
ACH-000488,-1.13080884497
ACH-000490,-0.9987560605779999
ACH-000491,-1.5198729878
ACH-000495,-1.00918853477
ACH-000496,-1.14501732322
ACH-000499,-1.49146016586
ACH-000500,-1.11939143177
ACH-000502,-1.18987054536
ACH-000503,-1.04678610904
ACH-000505,-1.34865421067
ACH-000507,-1.13872307386
ACH-000510,-1.06276113043
ACH-000511,-1.30517375473
ACH-000512,-0.9250260650229999
ACH-000516,-1.3684286965799999
ACH-000517,-1.3077389324700002
ACH-000518,-1.29809974271
ACH-000520,-1.28883784323
ACH-000521,-1.01909641263
ACH-000522,-1.23637681573
ACH-000524,-1.5169943721399999
ACH-000527,-1.34835338706
ACH-000528,-1.15681091523
ACH-000537,-1.3987357928600002
ACH-000541,-1.18664981909
ACH-000542,-1.24373335626
ACH-000544,-0.805902295133
ACH-000545,-1.05938538581
ACH-000547,-1.2376703441799999
ACH-000548,-1.11602832599
ACH-000549,-1.11584072871
ACH-000550,-1.25153084002
ACH-000552,-1.0950737341399999
ACH-000556,-1.0699507963700001
ACH-000557,-1.1704288975900001
ACH-000570,-1.05381981673
ACH-000571,-1.12861197371
ACH-000573,-1.1602616983299998
ACH-000576,-1.3463171540399999
ACH-000580,-1.17987613253
ACH-000584,-0.892330766591
ACH-000585,-1.30710032941
ACH-000588,-0.9477210048289999
ACH-000589,-0.951475170992
ACH-000591,-1.28396726326
ACH-000593,-1.17709449261
ACH-000600,-0.996824323952
ACH-000601,-1.2169852002
ACH-000604,-1.13142385624
ACH-000605,-0.8399236867030001
ACH-000606,-1.0560935452200002
ACH-000608,-1.0870143547
ACH-000614,-1.22497000467
ACH-000616,-0.964725669938
ACH-000618,-1.08006978396
ACH-000619,-1.17459514713
ACH-000620,-1.42798778697
ACH-000621,-1.31362235585
ACH-000622,-1.4946332958300002
ACH-000623,-1.0175287795799999
ACH-000624,-1.25702766746
ACH-000627,-0.831150325014
ACH-000630,-1.1592401294299999
ACH-000632,-1.0922170332899999
ACH-000633,-1.04556445463
ACH-000637,-0.944122315974
ACH-000638,-1.22682449255
ACH-000646,-1.5955168145899998
ACH-000647,-1.12788930494
ACH-000648,-0.8025550465100001
ACH-000649,-1.3290500296799999
ACH-000651,-1.21690149439
ACH-000652,-1.2584057902299999
ACH-000653,-1.5102346944
ACH-000657,-1.15477289161
ACH-000658,-0.995292208618
ACH-000661,-0.90587360922
ACH-000662,-1.5797526124
ACH-000663,-1.1205321500799998
ACH-000665,-1.2676586727899999
ACH-000671,-0.9331860686010001
ACH-000673,-1.06618318548
ACH-000676,-0.905124545349
ACH-000677,-1.7885187493299999
ACH-000681,-0.905578130378
ACH-000682,-1.1361827182100002
ACH-000683,-1.27864434436
ACH-000684,-1.09044006952
ACH-000688,-1.65824242752
ACH-000693,-1.2270851551200002
ACH-000694,-1.14334741633
ACH-000695,-1.61235903694
ACH-000696,-1.1819878154799999
ACH-000697,-1.25788075021
ACH-000699,-0.992845515773
ACH-000701,-1.02006741888
ACH-000706,-0.9702928454799999
ACH-000711,-1.07192102768
ACH-000713,-0.837657259496
ACH-000714,-1.01291774052
ACH-000718,-1.38237648474
ACH-000720,-1.20836843803
ACH-000721,-0.964042067852
ACH-000724,-1.38432968027
ACH-000725,-1.7359911578799998
ACH-000732,-1.2072157085
ACH-000734,-1.0858453827399999
ACH-000735,-0.832684888287
ACH-000736,-1.51147746842
ACH-000738,-1.17535997784
ACH-000746,-1.57777483107
ACH-000747,-1.13813766533
ACH-000748,-1.05647698557
ACH-000753,-1.4315140740999999
ACH-000756,-1.01530775894
ACH-000757,-1.4362116056999998
ACH-000758,-1.2178458947600002
ACH-000760,-1.16914872845
ACH-000763,-1.34900476597
ACH-000764,-1.1004008301200001
ACH-000765,-0.776889564304
ACH-000766,-0.994415881406
ACH-000767,-1.6265398334399999
ACH-000768,-1.13807856557
ACH-000769,-1.11526357513
ACH-000770,-1.24391534974
ACH-000771,-1.25958107235
ACH-000773,-1.4242095854799999
ACH-000776,-1.1632704217
ACH-000777,-0.936257907088
ACH-000778,-1.49594598713
ACH-000781,-1.05917816899
ACH-000782,-1.3653916103200001
ACH-000783,-1.2860740606299998
ACH-000784,-1.30355032752
ACH-000785,-0.9882962372319999
ACH-000787,-1.0092753132899999
ACH-000788,-1.12027879803
ACH-000791,-1.3238007610299998
ACH-000792,-1.07687863871
ACH-000794,-1.1140487859100001
ACH-000796,-1.2710238137999998
ACH-000799,-1.5044213156
ACH-000800,-1.27905305377
ACH-000802,-1.12717012672
ACH-000804,-1.16228852334
ACH-000805,-1.24940761673
ACH-000809,-1.2485548925399998
ACH-000810,-0.923095775103
ACH-000811,-1.0320895303
ACH-000817,-0.831488799969
ACH-000819,-1.29892337509
ACH-000820,-1.4299635094799998
ACH-000821,-1.7882741886700002
ACH-000822,-1.2749686843
ACH-000823,-0.908088557594
ACH-000824,-1.0947928204600001
ACH-000827,-0.9018736519220001
ACH-000829,-1.15818095748
ACH-000831,-1.0555084602399998
ACH-000832,-1.0577636977299998
ACH-000833,-0.864892266076
ACH-000834,-0.7371706620720001
ACH-000835,-1.37487431546
ACH-000836,-0.881203191061
ACH-000837,-1.20180076413
ACH-000838,-0.9346435815090001
ACH-000839,-1.3418166998
ACH-000840,-1.19987474552
ACH-000841,-1.2447991216299998
ACH-000843,-0.9283447593799999
ACH-000846,-1.0369912966600001
ACH-000847,-0.990373440909
ACH-000848,-0.9648222555679999
ACH-000849,-1.06065404384
ACH-000851,-1.40457771242
ACH-000855,-1.00288185945
ACH-000856,-1.2365086190899999
ACH-000858,-1.3517414162799999
ACH-000859,-0.816054816007
ACH-000861,-1.1463436601700001
ACH-000862,-1.23921697116
ACH-000865,-1.0967479637100002
ACH-000866,-1.2120195490999999
ACH-000867,-1.33570573146
ACH-000869,-1.13897286573
ACH-000872,-1.0514472429000001
ACH-000873,-0.9521807460289999
ACH-000876,-1.08090531665
ACH-000878,-0.9378279825
ACH-000880,-1.08711863846
ACH-000881,-1.15373847905
ACH-000882,-1.28422834579
ACH-000884,-1.2924583838099999
ACH-000885,-1.3923594331600002
ACH-000887,-1.07464783218
ACH-000888,-1.38301876191
ACH-000889,-1.05558534279
ACH-000890,-0.75345840395
ACH-000896,-1.19591289301
ACH-000898,-1.24471829414
ACH-000900,-1.2475468048
ACH-000901,-1.1166131398299999
ACH-000905,-1.33615858593
ACH-000906,-1.3099605940899999
ACH-000907,-1.42035860137
ACH-000910,-1.0434465912100002
ACH-000911,-1.11446579644
ACH-000912,-0.8332286015000001
ACH-000913,-1.3356191995
ACH-000915,-1.3490462886
ACH-000916,-1.51451590308
ACH-000917,-1.15755065889
ACH-000921,-0.998250111558
ACH-000924,-0.983057563842
ACH-000926,-1.32469981043
ACH-000928,-1.24463741937
ACH-000929,-1.0073349486399998
ACH-000932,-1.44744665239
ACH-000935,-0.9488485563310001
ACH-000936,-1.38654143847
ACH-000937,-1.26626755296
ACH-000938,-0.900265181688
ACH-000939,-1.13836547996
ACH-000941,-1.32653562869
ACH-000943,-1.09284626096
ACH-000946,-1.43289285661
ACH-000947,-1.26395523067
ACH-000948,-1.13410343521
ACH-000950,-0.896152342468
ACH-000953,-1.01813701758
ACH-000957,-1.34244497812
ACH-000958,-1.2876677852399998
ACH-000960,-0.919595552147
ACH-000963,-1.22597760159
ACH-000968,-0.992297000236
ACH-000969,-1.14441432984
ACH-000973,-1.25324684039
ACH-000974,-1.39147957647
ACH-000975,-1.22113082813
ACH-000976,-1.23450028252
ACH-000978,-0.922996812716
ACH-000980,-1.34912926289
ACH-000984,-1.3191132526
ACH-000986,-1.1522494054799999
ACH-000988,-1.1485403288299998
ACH-000993,-1.4222956194
ACH-000994,-1.24889474423
ACH-000996,-1.53945637141
ACH-001001,-1.17342485782
ACH-001020,-0.946135274762
ACH-001028,-1.01390977285
ACH-001031,-1.0178080747299998
ACH-001038,-1.23754218316
ACH-001048,-0.945186452309
ACH-001050,-1.22739642192
ACH-001053,-1.25177535263
ACH-001054,-1.30192753209
ACH-001061,-1.0854159377600001
ACH-001067,-1.37008337169
ACH-001075,-1.22016902338
ACH-001096,-1.09940277061
ACH-001128,-0.406986175055
ACH-001134,-1.06228532132
ACH-001151,-1.1046715971799999
ACH-001163,-1.26953794072
ACH-001164,-1.22232917847
ACH-001173,-1.1163191293799999
ACH-001183,-1.26387754876
ACH-001184,-1.23598743571
ACH-001190,-1.19157590727
ACH-001192,-1.23893110794
