,TICRR (90381)
ACH-001193,-1.21024443018
ACH-001196,-1.2435126765
ACH-001197,-1.31472562872
ACH-001205,-1.2431085260799999
ACH-001211,-1.31711402634
ACH-001212,-0.980831939474
ACH-001228,-1.1909780125
ACH-001232,-1.1377517618100002
ACH-001239,-1.2179579773
ACH-001274,-1.24586720528
ACH-001275,-1.2100012309700001
ACH-001277,-1.40784204626
ACH-001278,-1.15307427287
ACH-001280,-1.76938693401
ACH-001283,-0.9333356121459999
ACH-001289,-1.16901560235
ACH-001295,-1.0756336917
ACH-001300,-1.22868710845
ACH-001301,-1.3393115395100001
ACH-001302,-0.962926456262
ACH-001303,-1.24860445373
ACH-001306,-0.9372460556730001
ACH-001318,-0.967340282781
ACH-001322,-1.25738410538
ACH-001328,-1.24268459781
ACH-001332,-1.0689937916299999
ACH-001333,-1.2007235096
ACH-001336,-1.28951535361
ACH-001340,-0.9592370037639999
ACH-001346,-1.32252760844
ACH-001353,-1.2770461508
ACH-001354,-1.2226062840799998
ACH-001367,-1.05288625405
ACH-001368,-1.1467174086
ACH-001374,-1.4135591215799999
ACH-001375,-1.35520129323
ACH-001377,-1.2527723903399999
ACH-001380,-1.20347621255
ACH-001391,-1.0370487805
ACH-001407,-1.3252476346700002
ACH-001408,-1.1077288897600002
ACH-001413,-1.3007983127299998
ACH-001430,-1.03809233718
ACH-001431,-1.47562579121
ACH-001450,-1.0228698840500001
ACH-001496,-0.859275049413
ACH-001500,-1.0474327238299999
ACH-001521,-1.35410295114
ACH-001523,-0.9838646455490001
ACH-001532,-1.1836142398799998
ACH-001536,-1.09860634934
ACH-001550,-0.940652904483
ACH-001552,-1.27818612503
ACH-001554,-1.31438700692
ACH-001645,-1.18148318561
ACH-001654,-1.39659731289
ACH-001715,-1.07173392799
ACH-001735,-1.16859802652
ACH-001736,-1.07753370485
ACH-001737,-1.1177481662100002
ACH-001740,-0.875745546756
ACH-001745,-1.03487349428
ACH-001750,-1.43603433248
ACH-001765,-1.14093118046
ACH-001956,-1.10903777689
ACH-001957,-0.988078336216
