,CHSY1 (22856)
ACH-000004,-0.0817038888665
ACH-000007,-0.0203022101413
ACH-000009,0.057693139325900006
ACH-000011,0.209015225794
ACH-000012,0.153982682083
ACH-000013,0.19416655637299998
ACH-000014,0.072464002314
ACH-000015,0.242665225555
ACH-000017,0.17725894265
ACH-000018,0.0879364236554
ACH-000019,0.262319070231
ACH-000021,0.127255491516
ACH-000022,0.053234440913199996
ACH-000025,0.078542124815
ACH-000028,0.270878709137
ACH-000030,0.18351772146099998
ACH-000035,0.123396714404
ACH-000036,0.113484649122
ACH-000037,0.344427725766
ACH-000039,0.16464259080399998
ACH-000040,0.23883438583
ACH-000041,0.112159578024
ACH-000042,-0.021467477732599997
ACH-000045,0.381816643861
ACH-000047,0.13187883408700002
ACH-000052,0.120899318467
ACH-000053,0.188538196525
ACH-000054,0.0710083421101
ACH-000055,0.2520140579
ACH-000060,0.134284986545
ACH-000067,0.247228975203
ACH-000070,0.266210296144
ACH-000075,0.32014939894
ACH-000078,0.0925673458887
ACH-000082,0.129074454858
ACH-000085,0.0710056680465
ACH-000086,0.142196596798
ACH-000087,0.21473739276999998
ACH-000092,0.0783390323173
ACH-000095,0.154950799729
ACH-000097,0.185232750431
ACH-000098,0.0430139667366
ACH-000099,0.182439435312
ACH-000108,0.203888973754
ACH-000113,0.0767098379743
ACH-000115,0.233477140453
ACH-000116,0.133008491757
ACH-000118,0.253577223498
ACH-000120,0.134711773649
ACH-000123,0.173227564912
ACH-000127,0.19716450705699998
ACH-000128,0.33899899400899997
ACH-000132,0.254782696428
ACH-000133,0.193059280015
ACH-000137,0.277642542354
ACH-000138,0.06751434923880001
ACH-000142,0.0974445959044
ACH-000143,0.0633165853296
ACH-000146,0.12867177092
ACH-000148,0.183414916104
ACH-000150,0.124867266652
ACH-000152,0.0927996072402
ACH-000153,-0.12438915631400001
ACH-000159,0.239983831536
ACH-000160,0.18107286274999998
ACH-000163,0.21713809665699998
ACH-000167,0.137587810987
ACH-000168,0.245934223341
ACH-000169,0.27807635832600003
ACH-000178,0.188645602964
ACH-000182,0.256834777692
ACH-000183,0.317938582326
ACH-000188,0.26642782822
ACH-000189,0.139118754485
ACH-000190,0.363757202879
ACH-000198,0.22078363471
ACH-000204,0.30581021811000003
ACH-000206,0.153876553482
ACH-000207,0.234622864599
ACH-000211,0.18052059716899999
ACH-000215,0.15709865710999998
ACH-000221,0.274828240058
ACH-000222,0.08813900917810001
ACH-000223,0.105194230264
ACH-000226,0.25173489508499997
ACH-000227,0.15616631905300002
ACH-000228,0.242673290086
ACH-000231,0.167424967832
ACH-000232,0.16953245134
ACH-000233,0.20655140728500002
ACH-000234,0.067449160427
ACH-000235,0.23544850300700002
ACH-000237,0.104532711229
ACH-000238,0.09962421702089999
ACH-000243,0.132925130667
ACH-000244,-0.013255349438700001
ACH-000246,0.17923266487700001
ACH-000248,0.249526686045
ACH-000250,0.0224320084137
ACH-000251,0.166556064167
ACH-000253,0.049445700301
ACH-000255,0.250795211596
ACH-000256,0.199363848511
ACH-000257,0.020053449407099997
ACH-000258,0.0527647612165
ACH-000259,0.0867064652668
ACH-000260,0.174592872492
ACH-000261,0.13974510589199998
ACH-000262,0.195040094278
ACH-000263,0.230078391092
ACH-000264,0.134442944673
ACH-000265,0.120290923355
ACH-000266,0.136555258762
ACH-000272,0.140687066775
ACH-000273,0.1286304341
ACH-000274,0.0980321302878
ACH-000277,0.061187939402
ACH-000278,0.15677349162999998
ACH-000279,0.11177272029200001
ACH-000280,0.0282182819311
ACH-000281,-0.018832241691
ACH-000288,0.0947685333622
ACH-000291,0.109350572523
ACH-000293,0.362754673797
ACH-000294,0.14566985750199998
ACH-000295,-0.20060832727400002
ACH-000296,0.27448666816100004
ACH-000302,0.167550069079
ACH-000304,0.205642641682
ACH-000307,0.0922489006754
ACH-000308,0.0888672010027
ACH-000310,0.107641754983
ACH-000311,-0.0856314325812
ACH-000312,0.132692701445
ACH-000315,0.206584652388
ACH-000316,-0.00609472149417
ACH-000317,0.21775173070099998
ACH-000318,0.262014349875
ACH-000319,0.126178089057
ACH-000320,0.112509160725
ACH-000322,0.18228945616599998
ACH-000323,-0.0292745487665
ACH-000324,0.327470139954
ACH-000329,0.166828401133
ACH-000330,0.259726591415
ACH-000331,0.21836860206999997
ACH-000332,0.117502793945
ACH-000334,0.181645427399
ACH-000335,0.144818430274
ACH-000336,0.18240363225900003
ACH-000337,0.09845866106460001
ACH-000339,0.237798525277
ACH-000341,0.244617911175
ACH-000348,0.18785606919
ACH-000350,0.10591394153200001
ACH-000352,0.0924420101455
ACH-000356,0.2089419398
ACH-000361,0.0100030521078
ACH-000362,0.120334584572
ACH-000363,0.0433573466415
ACH-000364,0.274556368752
ACH-000365,0.157914403127
ACH-000366,0.0521950697789
ACH-000368,0.18873191439
ACH-000374,0.26711759255999995
ACH-000375,0.19852053656500002
ACH-000376,0.13599195432800001
ACH-000381,0.055666285645500004
ACH-000383,0.19801828625300003
ACH-000387,0.116351721011
ACH-000389,0.058027540207199996
ACH-000390,0.07234850077499999
ACH-000393,0.12236214074400001
ACH-000395,-0.0594610073703
ACH-000397,0.10015272243699999
ACH-000401,-0.018394969050900004
ACH-000402,-0.184766616734
ACH-000403,0.0141641339328
ACH-000404,0.147957870074
ACH-000406,0.162228551093
ACH-000407,0.051760127571499996
ACH-000408,0.279286490205
ACH-000410,0.19801269756200002
ACH-000411,0.208714036936
ACH-000414,0.09998327268030001
ACH-000415,0.122026134223
ACH-000416,-0.0115584425487
ACH-000420,0.09966869019860002
ACH-000421,0.127879007977
ACH-000424,0.21273376571199998
ACH-000425,0.186676546872
ACH-000426,0.18813317271
ACH-000427,0.043443092321800006
ACH-000433,0.0394423434345
ACH-000436,-0.144834711835
ACH-000444,0.199555524007
ACH-000445,0.19670798395599998
ACH-000448,0.11974381033600001
ACH-000450,0.0407694287272
