,ASNS (440)
ACH-000524,-0.102233565714
ACH-000527,-0.235906526728
ACH-000528,-0.525308309019
ACH-000537,-0.35497297010799994
ACH-000541,-0.152931345331
ACH-000542,-0.27047456250999996
ACH-000544,-0.384962313725
ACH-000545,-0.618385460642
ACH-000547,-0.515558920718
ACH-000548,-0.525228404726
ACH-000549,-0.267742894351
ACH-000550,-0.830465970508
ACH-000552,-0.301053858089
ACH-000556,-0.88105860876
ACH-000557,-0.331819526183
ACH-000570,-0.5651373370939999
ACH-000571,-1.11073384593
ACH-000573,-0.188424754125
ACH-000576,-0.126472171179
ACH-000580,-0.624339826364
ACH-000584,-0.158909092256
ACH-000585,-0.0481013580645
ACH-000588,-0.0401897889694
ACH-000589,-0.24105669608000002
ACH-000591,-0.45287352331999997
ACH-000593,-0.20002134098000002
ACH-000600,-0.10335593815199999
ACH-000601,-0.997524313013
ACH-000604,-0.534308978637
ACH-000605,-0.350640350971
ACH-000606,-0.315665615111
ACH-000608,-0.976317508137
ACH-000614,-0.476374142036
ACH-000616,-0.457214998764
ACH-000618,-0.218399046123
ACH-000619,-0.155695793862
ACH-000620,-0.269383284199
ACH-000621,-0.424328587692
ACH-000622,-0.294709023603
ACH-000623,-0.24289400109200002
ACH-000624,-0.371673171819
ACH-000627,-0.23268388791499997
ACH-000630,-0.165456233584
ACH-000632,-0.932198164173
ACH-000633,-0.33770384932499997
ACH-000637,-0.270731111246
ACH-000638,-0.49834179860399996
ACH-000646,-0.12678919104
ACH-000647,-0.20453873184799998
ACH-000648,-0.228622774019
ACH-000649,-0.215116136413
ACH-000651,-0.193311571983
ACH-000652,-0.244965309485
ACH-000653,-0.167897112757
ACH-000657,-0.210968570205
ACH-000658,-0.341694089391
ACH-000661,-0.34735489146399995
ACH-000662,-0.31023219493099996
ACH-000663,-0.122350332328
ACH-000665,-0.923322781797
ACH-000671,-0.548182529763
ACH-000673,-0.605328108242
ACH-000676,-1.29400557187
ACH-000677,-0.33729998519599996
ACH-000681,-0.34822084763800004
ACH-000682,-0.11498270407
ACH-000683,-0.0829989246743
ACH-000684,-0.48351506796300003
ACH-000688,-0.325678985315
ACH-000693,-0.238249377985
ACH-000694,-0.0953861633662
ACH-000695,-0.392116729843
ACH-000696,-0.270301179154
ACH-000697,-0.46802549179700004
ACH-000699,-0.358334354687
ACH-000701,-0.415953623659
ACH-000706,-0.167218026269
ACH-000711,-0.856195804497
ACH-000713,-0.410346497958
ACH-000714,-0.267696323925
ACH-000718,-0.40941923627099996
ACH-000720,-0.249687605561
ACH-000721,-0.350080076127
ACH-000724,-0.5470898088589999
ACH-000725,-0.137126576739
ACH-000732,-0.021236042554900005
ACH-000734,-0.400568968698
ACH-000735,-0.15293239339700002
ACH-000736,-0.27199199429000004
ACH-000738,-0.197586641939
ACH-000746,-0.233196374443
ACH-000747,-0.150968051662
ACH-000748,-0.0872348853898
ACH-000753,-0.16185640690300002
ACH-000756,-0.46783654439800004
ACH-000757,-0.304396454759
ACH-000758,-0.21226953507
ACH-000760,-0.32234668101999997
ACH-000763,-0.361769540527
ACH-000764,-0.22530873090599998
ACH-000765,-0.0224860537927
ACH-000766,-0.288197180515
ACH-000767,-0.194222781202
ACH-000768,-0.387553496619
ACH-000769,-0.47840664705200003
ACH-000770,-0.262007521173
ACH-000771,-0.618708029169
ACH-000773,-0.353398291958
ACH-000776,-0.392031207953
ACH-000777,-0.316890267385
ACH-000778,-0.584534149794
ACH-000781,-0.179908106785
ACH-000782,-0.129914991307
ACH-000783,-0.225953391715
ACH-000784,-0.40729264579499996
ACH-000785,-0.369431334154
ACH-000787,-0.282209835628
ACH-000788,-1.17064336113
ACH-000791,-0.275343003871
ACH-000792,-0.246718320333
ACH-000794,-0.742706275936
ACH-000796,-0.26893420676199997
ACH-000799,-1.00197451084
ACH-000800,-0.143878047705
ACH-000802,-0.567561724034
ACH-000804,-0.341273263585
ACH-000805,-0.444402212162
ACH-000809,0.0174473568014
ACH-000810,-0.135383908149
ACH-000811,-0.26387126468
ACH-000817,-0.504634306946
ACH-000819,-0.179882756551
ACH-000820,-0.125756891716
ACH-000821,-0.16189593990499998
ACH-000822,-0.540664378652
ACH-000823,-0.0796683486036
ACH-000824,-0.241150290682
ACH-000827,-0.33685129294200006
ACH-000829,-0.181824475995
ACH-000831,-0.249240544826
ACH-000832,-0.6716230660729999
ACH-000833,-0.494737151036
ACH-000834,-0.432757858477
ACH-000835,-0.131195196322
ACH-000836,-0.224760892286
ACH-000837,-0.334908286341
ACH-000838,-0.34144670015100004
ACH-000839,-0.23027030018800002
ACH-000840,-0.206017035678
ACH-000841,-0.311817821206
ACH-000843,-0.168350707593
ACH-000846,-0.727866760792
ACH-000847,-0.222780385216
ACH-000848,-0.333278974056
ACH-000849,-1.20684519682
ACH-000851,-0.501616812941
ACH-000855,0.0115638030223
ACH-000856,-0.748750882541
ACH-000858,-0.354608765475
ACH-000859,-0.546271038776
ACH-000861,-0.243171233503
ACH-000862,-0.325366143475
ACH-000865,-0.223377558968
ACH-000866,-0.106245385341
ACH-000867,-0.301957319357
ACH-000869,-0.140286057679
ACH-000872,-0.348387222373
ACH-000873,-0.245970617645
ACH-000876,-0.180768682396
ACH-000878,-0.132610812656
ACH-000880,-0.225268336395
ACH-000881,-0.34728902643200005
ACH-000882,-1.00601026084
ACH-000884,-0.22630475307599998
ACH-000885,-0.51488209609
ACH-000887,-1.15548700657
ACH-000888,-0.24769961754099998
ACH-000889,-0.331393393027
ACH-000890,-0.25924694846
ACH-000896,-1.09640548935
ACH-000898,-0.311283652994
ACH-000900,-0.32394317350900004
ACH-000901,-0.0978501917327
ACH-000905,-0.252885483843
ACH-000906,-0.19431917878600002
ACH-000907,-0.694908303104
ACH-000910,-0.08557513153389999
ACH-000911,-0.277542056857
ACH-000912,-0.233879332126
ACH-000913,-0.155652846763
ACH-000915,-0.278093757981
ACH-000916,-0.5260275261590001
ACH-000917,-0.126256888857
ACH-000921,-0.621426656119
ACH-000924,-0.31212694912300004
ACH-000926,-0.349360599451
ACH-000928,-0.584122765768
ACH-000929,-0.23082649182599999
ACH-000932,-0.447199129952
ACH-000935,-0.808316951271
ACH-000936,-0.337385223974
ACH-000937,-0.180909521019
ACH-000938,-0.33965920684
ACH-000939,-0.969268535156
ACH-000941,-0.980759212688
ACH-000943,-0.23532112030900001
ACH-000946,-0.766773175076
ACH-000947,-0.656513166918
ACH-000948,-0.3646502397
ACH-000950,-0.442803414849
ACH-000953,-0.39332854543799994
ACH-000957,-1.14230743469
ACH-000958,-0.34993198087300004
ACH-000960,-0.348672995193
ACH-000963,-1.0780971905299999
ACH-000968,-0.24660083611900002
ACH-000969,-0.370137558077
ACH-000973,-0.970261252845
ACH-000974,-0.408164775576
ACH-000975,-0.177500885847
ACH-000976,-0.42215256563000003
ACH-000978,-0.138029759621
ACH-000980,-0.13139087606
ACH-000984,-0.537524124504
ACH-000986,-0.589351437421
ACH-000988,-0.109273869247
ACH-000993,-0.359277315943
ACH-000994,-0.272320483336
ACH-000996,-0.508761863765
ACH-001001,-1.11029834421
ACH-001020,-0.252326044026
ACH-001028,-0.127679263298
ACH-001031,-0.336047733944
ACH-001038,-0.182031945624
ACH-001048,-0.774818128101
ACH-001050,-0.984665016215
ACH-001053,-0.297645109201
ACH-001054,-0.319130155129
ACH-001061,-0.13631384747300002
ACH-001067,-0.419918665598
ACH-001075,-0.00906892890998
ACH-001096,-0.261997763485
ACH-001128,-0.8166860816279999
ACH-001134,-0.485491093002
ACH-001151,-0.255507855013
ACH-001163,-0.320178753942
ACH-001164,-0.0683779695076
ACH-001173,-0.208569143257
ACH-001183,-0.384414695167
ACH-001184,-0.834711804631
ACH-001190,-1.22451019884
ACH-001192,-0.668344004112
ACH-001193,-0.290258910478
ACH-001196,-0.578459424287
ACH-001197,-0.554773751251
ACH-001205,-0.42790628292099997
ACH-001211,-0.26171264624699997
ACH-001212,-0.361966772561
ACH-001228,-0.36635047455200004
ACH-001232,-0.452199616147
ACH-001239,-0.5161294699610001
ACH-001274,-0.9556080528030001
ACH-001275,-0.5553724596440001
ACH-001277,-0.00855015633356
ACH-001278,-0.406232778431
ACH-001280,-0.9600105873
ACH-001283,-0.321069769452
ACH-001289,-0.455867533684
ACH-001295,-0.0892529606817
ACH-001300,-0.326900401454
ACH-001301,-0.126438209666
ACH-001302,-0.285625568253
ACH-001303,-0.60645529843
ACH-001306,-0.220945278345
ACH-001318,-0.154820872902
ACH-001322,-0.374142217707
ACH-001328,-0.9173990569760001
ACH-001332,-0.556096383609
ACH-001333,-0.633995310767
ACH-001336,-0.38492060346900003
ACH-001340,-0.622111915187
ACH-001346,-0.309892922366
ACH-001353,-0.204643264399
ACH-001354,-1.04639284985
ACH-001367,-0.472412720214
ACH-001368,-0.34009873859800005
ACH-001374,-0.425156194069
ACH-001375,-0.270348004559
ACH-001377,-0.49027532689900005
ACH-001380,-0.319993333222
ACH-001391,-0.19015255460799999
ACH-001407,-0.220620871639
ACH-001408,-0.378912798338
ACH-001413,-0.308949391292
ACH-001430,-0.516524105854
ACH-001431,-0.391430296342
ACH-001450,-0.367428775669
ACH-001496,-0.279724901195
ACH-001500,-0.47702376101300004
ACH-001521,-0.350619205835
ACH-001523,-0.589946667129
ACH-001532,-0.789575294309
ACH-001536,-0.5429716859220001
ACH-001550,-0.149051637933
ACH-001552,-0.174834604663
ACH-001554,-0.32625423566100004
ACH-001645,-0.20209313618
ACH-001654,-0.399363923038
ACH-001715,-0.43404824677500004
ACH-001735,-0.08713306895220001
ACH-001736,-0.302703477098
ACH-001737,-0.7451797689759999
ACH-001740,-0.599910176238
ACH-001745,-0.772602786512
ACH-001750,-0.35933061840999997
ACH-001765,-0.595274820386
ACH-001956,-0.203350756971
ACH-001957,-0.335343012408
