,CSN1S1 (1446)
ACH-000004,0.149443027521
ACH-000007,0.17925515141800002
ACH-000009,0.153269065231
ACH-000011,0.19916573233399998
ACH-000012,0.209883391695
ACH-000013,0.27724241088199997
ACH-000014,0.150542975309
ACH-000015,0.24060986012
ACH-000017,0.0927790254574
ACH-000018,0.207538300956
ACH-000019,0.0968195056048
ACH-000021,0.145530519945
ACH-000022,0.116965683578
ACH-000025,0.19502438041099998
ACH-000028,0.0075526490365600005
ACH-000030,0.213821099456
ACH-000035,0.11441246109000001
ACH-000036,0.244283020459
ACH-000037,0.309824242503
ACH-000039,0.138547597924
ACH-000040,0.20031328024
ACH-000041,0.0397442436941
ACH-000042,0.230498739638
ACH-000045,0.304222257456
ACH-000047,0.135983073667
ACH-000052,0.24948108140500003
ACH-000053,0.18951684402600003
ACH-000054,0.07920680130339999
ACH-000055,0.319958201929
ACH-000060,0.240418733101
ACH-000067,0.24803630748000002
ACH-000070,0.0584596657479
ACH-000075,0.314645986906
ACH-000078,0.17537321407099998
ACH-000082,0.0378686015571
ACH-000085,0.29879723005
ACH-000086,0.20142011421300002
ACH-000087,0.15428944976
ACH-000092,0.364167158267
ACH-000095,0.19724455102400001
ACH-000097,0.313497686448
ACH-000098,0.168754959719
ACH-000099,0.196217489753
ACH-000108,0.23372333000599999
ACH-000113,0.0932378811981
ACH-000115,0.34782757946500004
ACH-000116,0.225078221943
ACH-000118,0.174734795906
ACH-000120,0.16841268004700002
ACH-000123,0.160154671919
ACH-000127,0.206105852181
ACH-000128,0.213001859962
ACH-000132,0.20803999758900002
ACH-000133,0.22593938546700001
ACH-000137,0.24284799305100002
ACH-000138,0.256393759027
ACH-000142,0.0682287492055
ACH-000143,0.0401408971661
ACH-000146,0.175092781058
ACH-000148,0.121070428567
ACH-000150,0.203010571639
ACH-000152,0.142204577311
ACH-000153,0.0565889965365
ACH-000159,0.197034237684
ACH-000160,0.0939811536611
ACH-000163,0.34083831944
ACH-000167,0.0875509101125
ACH-000168,0.20333356071199998
ACH-000169,0.17442746387400002
ACH-000178,0.24017194089000002
ACH-000182,0.00860219586637
ACH-000183,0.143680740202
ACH-000188,0.09033592074449999
ACH-000189,0.366038422869
ACH-000190,0.052536402677699996
ACH-000198,0.20011758510299998
ACH-000204,0.21513401184
ACH-000206,0.213007128235
ACH-000207,0.36612355615099995
ACH-000211,0.08524660365080002
ACH-000215,0.218435738798
ACH-000221,0.23694960554900002
ACH-000222,0.187002593988
ACH-000223,0.0858350154538
ACH-000226,0.177974483518
ACH-000227,0.185529893186
ACH-000228,0.15412260769799999
ACH-000231,0.11855716012
ACH-000232,0.27015605895
ACH-000233,0.19228946218899998
ACH-000234,0.26576625920499997
ACH-000235,0.149583439418
ACH-000237,0.214216800242
ACH-000238,0.164940906016
ACH-000243,0.1766389004
ACH-000244,0.0270401745486
ACH-000246,0.236312879352
ACH-000248,0.12014127492799999
ACH-000250,0.17025981129099999
ACH-000251,0.207941930907
ACH-000253,0.09890970602350001
ACH-000255,0.14734548699799999
ACH-000256,-0.00427876896939
