,BUD13 (84811)
ACH-000004,-0.7235986321279999
ACH-000007,-0.711624048567
ACH-000009,-0.431811348286
ACH-000011,-1.12223724116
ACH-000012,-0.6365508948340001
ACH-000013,-1.18659021081
ACH-000014,-0.620153547139
ACH-000015,-0.41865560770599997
ACH-000017,-0.6375955470019999
ACH-000018,-0.636677096516
ACH-000019,-0.989559263986
ACH-000021,-0.48431975689199996
ACH-000022,-0.605905432909
ACH-000025,-0.690482806605
ACH-000028,-0.9518896180099999
ACH-000030,-0.748986673949
ACH-000035,-0.560884239485
ACH-000036,-1.14951343216
ACH-000037,-0.442491608438
ACH-000039,-1.15874229357
ACH-000040,-0.6341017354730001
ACH-000041,-0.39405815958800006
ACH-000042,-0.33881242611699997
ACH-000045,-0.667946733821
ACH-000047,-1.01708892369
ACH-000052,-1.0493854970999998
ACH-000053,-1.1819902002299998
ACH-000054,-0.8099823015700001
ACH-000055,-0.725248050371
ACH-000060,-0.764872299064
ACH-000067,-0.7164838390710001
ACH-000070,-1.00901454285
ACH-000075,-1.16981493206
ACH-000078,-0.6045481626
ACH-000082,-0.8240308848379999
ACH-000085,-0.722920805512
ACH-000086,-0.79328806231
ACH-000087,-1.18367962417
ACH-000092,-0.892023952982
ACH-000095,-0.64730882628
ACH-000097,-0.978784092949
ACH-000098,-0.557365855989
ACH-000099,-0.537650157835
ACH-000108,-0.584727116494
ACH-000113,-0.849372162813
ACH-000115,-0.429020035735
ACH-000116,-1.00290233611
ACH-000118,-1.1163689951
ACH-000120,-0.647131585316
ACH-000123,-0.901685862096
ACH-000127,-0.519172120281
ACH-000128,-0.754902249172
ACH-000132,-0.555073136693
ACH-000133,-0.747529858226
ACH-000137,-1.33062238629
ACH-000138,-0.529019466846
ACH-000142,-0.7634838504100001
ACH-000143,-0.9433010777200002
ACH-000146,-0.815926759102
ACH-000148,-0.6873857563600001
ACH-000150,-0.686938703486
ACH-000152,-0.7620152330589999
ACH-000153,-1.0549487444499999
ACH-000159,-0.861976184074
ACH-000160,-1.21223074806
ACH-000163,-0.50494370516
ACH-000167,-1.3035766533600002
ACH-000168,-0.46039418630500006
ACH-000169,-0.718546502167
ACH-000178,-0.6577565436899999
ACH-000182,-0.688230637168
ACH-000183,-0.587382462001
ACH-000188,-1.06828278744
ACH-000189,-0.6827693740970001
ACH-000190,-0.9656023455380001
ACH-000198,-0.9022107564409999
ACH-000204,-0.7620490871719999
ACH-000206,-0.7691194990610001
ACH-000207,-1.05002121008
ACH-000211,-0.7255110249869999
ACH-000215,-0.652690747004
ACH-000221,-0.36651403193000004
ACH-000222,-0.5621717986320001
ACH-000223,-0.7656952252060001
ACH-000226,-1.0193213902200002
ACH-000227,-0.567352523017
ACH-000228,-0.644823093612
ACH-000231,-1.0117333284
ACH-000232,-0.869414828257
ACH-000233,-1.16733605781
ACH-000234,-0.7027653032150001
ACH-000235,-0.636812812353
ACH-000237,-1.0209161873
ACH-000238,-0.739649795677
ACH-000243,-0.734689210396
ACH-000244,-1.0122135294299999
ACH-000246,-0.932719048564
ACH-000248,-0.36497424736100004
ACH-000250,-0.8388820229289999
ACH-000251,-0.8582140327689999
ACH-000253,-0.908284466351
ACH-000255,-0.985134799219
ACH-000256,-0.510678332195
ACH-000257,-0.951660854201
ACH-000258,-0.756679443873
ACH-000259,-0.993853440013
ACH-000260,-0.941614099197
ACH-000261,-0.778073785835
ACH-000262,-1.21385966846
ACH-000263,-0.485198877147
ACH-000264,-1.06278130155
ACH-000265,-0.603215013636
ACH-000266,-0.582744631239
ACH-000272,-0.632886432318
ACH-000273,-0.753142624954
ACH-000274,-0.616586996651
ACH-000277,-0.9037460199940001
ACH-000278,-1.10810704922
ACH-000279,-0.5172667165879999
ACH-000280,-0.945874789562
ACH-000281,-0.105282742183
ACH-000288,-0.748081827014
ACH-000291,-0.74757828449
ACH-000293,-0.791001729367
ACH-000294,-0.710734036553
ACH-000295,-0.294011756288
ACH-000296,-0.447344898574
ACH-000302,-0.421582688261
ACH-000304,-0.7265677817120001
ACH-000307,-0.662045705575
ACH-000308,-0.743835640986
ACH-000310,-0.590252560367
ACH-000311,-0.9923555722740001
ACH-000312,-0.447035638727
ACH-000315,-1.33693908153
ACH-000316,-1.0435865119
ACH-000317,-1.08376213234
ACH-000318,-0.973325003485
ACH-000319,-1.0694353883299998
ACH-000320,-0.390375296905
ACH-000322,-0.7743935757420001
ACH-000323,-0.592063356835
ACH-000324,-0.629877700036
