,BST2 (684)
ACH-000004,0.148155795182
ACH-000007,-0.0596132447549
ACH-000009,0.0274801637514
ACH-000011,-0.0532276971129
ACH-000012,0.0623394961108
ACH-000013,0.00719311689918
ACH-000014,-0.0208618275384
ACH-000015,-0.014614438402499999
ACH-000017,-0.0049457463995600005
ACH-000018,-0.190010708329
ACH-000019,0.12277903516899999
ACH-000021,-0.0765838747374
ACH-000022,-0.019671799676400002
ACH-000025,-0.040638704091
ACH-000028,-0.0505450931012
ACH-000030,-0.0710033705107
ACH-000035,0.033092424849
ACH-000036,-0.010647973773399998
ACH-000037,0.25093361361600003
ACH-000039,0.0280134416757
ACH-000040,-0.00618172117805
ACH-000041,0.17643578701200002
ACH-000042,0.102804545754
ACH-000045,0.0359129594225
ACH-000047,0.10438892728
ACH-000052,0.220175027403
ACH-000053,-0.0353987026024
ACH-000054,0.0389338899617
ACH-000055,0.331861108934
ACH-000060,0.0487281764681
ACH-000067,0.169547496092
ACH-000070,0.414313669574
ACH-000075,0.311824991883
ACH-000078,0.105791335533
ACH-000082,-0.04114065107709999
ACH-000085,0.0743725136245
ACH-000086,0.127469054091
ACH-000087,0.08886875208860001
ACH-000092,-0.00637092320189
ACH-000095,0.13172820049
ACH-000097,0.0452321184373
ACH-000098,-0.0585583224259
ACH-000099,0.227397318487
ACH-000108,0.196303407274
ACH-000113,0.181363380231
ACH-000115,0.0877281861228
ACH-000116,0.165378192426
ACH-000118,-0.109010748541
ACH-000120,0.11011716936799999
ACH-000123,0.0484118802584
ACH-000127,0.046883644758699994
ACH-000128,-0.057241008156300004
ACH-000132,0.11909658369100001
ACH-000133,0.0140739185363
ACH-000137,-0.295733297307
ACH-000138,-0.00081794292939
ACH-000142,-0.0410319398745
ACH-000143,-0.007267230353600001
ACH-000146,0.07564957369110001
ACH-000148,0.34791619368500004
ACH-000150,0.028962671370099998
ACH-000152,0.10041403302600001
ACH-000153,0.178399268913
ACH-000159,0.105692901851
ACH-000160,0.07733105003339999
ACH-000163,-0.0163678491304
ACH-000167,0.18724569630899998
ACH-000168,-0.0710704728035
ACH-000169,0.0860711955494
ACH-000178,0.193598565631
ACH-000182,0.182326507521
ACH-000183,-0.117258365995
ACH-000188,-0.0296594770825
ACH-000189,0.09663416277550001
ACH-000190,0.04371737841540001
ACH-000198,0.0524397604863
ACH-000204,0.23117275808499999
ACH-000206,0.222462002464
ACH-000207,0.186006798553
ACH-000211,0.0478237043824
ACH-000215,0.126878558116
ACH-000221,-0.00403987246827
ACH-000222,0.19040348821199998
ACH-000223,0.209871826713
