,SNW1 (22938)
ACH-000310,-1.8550190195599996
ACH-000311,-1.11273647498
ACH-000312,-1.44554983948
ACH-000315,-1.16812268067
ACH-000316,-1.38813324377
ACH-000317,-1.80291421935
ACH-000318,-1.45736085884
ACH-000319,-1.37215349306
ACH-000320,-1.55728960208
ACH-000322,-1.5105304292100001
ACH-000323,-1.2142740666
ACH-000324,-1.4001660697
ACH-000329,-1.54368136633
ACH-000330,-1.45679785459
ACH-000331,-1.39183607212
ACH-000332,-1.26610158508
ACH-000334,-1.94015021836
ACH-000335,-1.2986785948100001
ACH-000336,-1.62252096883
ACH-000337,-1.34912039645
ACH-000339,-1.10136673213
ACH-000341,-1.69970250497
ACH-000348,-1.62331213264
ACH-000350,-1.45374369458
ACH-000352,-1.3925492867500002
ACH-000356,-1.40624161233
ACH-000361,-1.2881405938500001
ACH-000362,-1.2774611441
ACH-000363,-1.7946868529799997
ACH-000364,-1.38270002635
ACH-000365,-1.4971074061
ACH-000366,-1.3998559205
ACH-000368,-1.20372101056
ACH-000374,-1.58366239376
ACH-000375,-1.21588273442
ACH-000376,-1.38120539709
ACH-000381,-1.30519179295
ACH-000383,-1.7419508707
ACH-000387,-1.33897687356
ACH-000389,-1.5332690363400001
ACH-000390,-1.2230734341
ACH-000393,-1.64641612243
ACH-000395,-1.46287932417
ACH-000397,-1.47178759905
ACH-000401,-1.1491694083600001
ACH-000402,-1.56637260683
ACH-000403,-1.83586308243
ACH-000404,-1.6110731122400002
ACH-000406,-1.4118779159600001
ACH-000407,-1.45903206072
ACH-000408,-1.33267923236
ACH-000410,-1.27181537088
ACH-000411,-1.35984457295
ACH-000414,-1.28621650566
ACH-000415,-1.1934608466
ACH-000416,-1.31932720705
ACH-000420,-1.16677970833
ACH-000421,-1.27654249285
ACH-000424,-1.3604008133
ACH-000425,-1.4474808929499998
ACH-000426,-0.959751509526
ACH-000427,-1.69314615438
ACH-000433,-1.54144902177
ACH-000436,-1.4567999884
ACH-000444,-1.48178268764
ACH-000445,-1.24024883913
ACH-000448,-1.52321998405
ACH-000450,-1.19047334771
ACH-000452,-1.4506686770700001
ACH-000454,-1.20984110207
ACH-000458,-1.0575676605600002
ACH-000459,-1.7547394672
ACH-000460,-1.31217577873
ACH-000461,-1.3492747125600002
ACH-000463,-1.3556039193599998
ACH-000464,-1.4949833422799998
ACH-000466,-1.46193065007
ACH-000467,-1.3435233661500001
ACH-000468,-1.3237725645799998
ACH-000469,-1.4595559364500001
ACH-000470,-1.7314593331900001
ACH-000471,-1.27649435816
ACH-000472,-1.20581510666
ACH-000473,-1.2572857368600001
ACH-000475,-1.4431151222299998
ACH-000476,-1.27017168494
ACH-000477,-0.944189381687
ACH-000480,-1.3915792070299997
ACH-000481,-1.3692489857499999
ACH-000483,-1.4664908594600001
ACH-000484,-1.3188560761900001
ACH-000485,-1.36791855993
ACH-000486,-1.36498041996
ACH-000487,-1.5146450556
ACH-000488,-1.38768314255
ACH-000490,-1.45689564729
ACH-000491,-1.4237452529899999
ACH-000495,-1.64370120402
ACH-000496,-1.3712750891
ACH-000499,-1.5611121828499999
ACH-000500,-1.6124570981400002
ACH-000502,-1.2695714405299998
ACH-000503,-1.33978907899
ACH-000505,-1.00229783374
ACH-000507,-1.28588923543
ACH-000510,-1.1833596901799999
ACH-000511,-1.5669697903
ACH-000512,-1.64896129229
ACH-000516,-1.30083891915
ACH-000517,-1.4572575087000001
ACH-000518,-1.1646615040000001
ACH-000520,-1.61057463315
ACH-000521,-1.17191393142
ACH-000522,-1.2355780286
ACH-000524,-1.5452113307
ACH-000527,-1.21836044438
ACH-000528,-1.1225408640999999
ACH-000537,-1.3662667176899999
ACH-000541,-1.7973535889200003
ACH-000542,-1.3118883246700002
ACH-000544,-1.43149604662
ACH-000545,-1.5186774143900001
ACH-000547,-1.4202466175200001
ACH-000548,-1.5131824142399999
ACH-000549,-1.1200456673
ACH-000550,-1.35204547046
ACH-000552,-1.3942067246399998
ACH-000556,-1.36041832565
ACH-000557,-1.32591305291
ACH-000570,-1.6653312125
ACH-000571,-1.93290506099
ACH-000573,-1.70953749711
ACH-000576,-1.3389738632400001
ACH-000580,-1.5148658232799999
ACH-000584,-1.65843184764
ACH-000585,-1.45051286861
ACH-000588,-1.44549896634
ACH-000589,-1.02018383386
ACH-000591,-1.24022491703
ACH-000593,-1.13614275899
ACH-000600,-1.20745831494
ACH-000601,-1.45158488169
ACH-000604,-1.7798000575
ACH-000605,-1.3734203582100002
ACH-000606,-1.3189662285400001
ACH-000608,-1.83168850187
ACH-000614,-1.30274176516
ACH-000616,-1.27399009576
ACH-000618,-1.34911246521
ACH-000619,-1.31866882628
ACH-000620,-1.4207503274700002
ACH-000621,-1.4126723738100002
ACH-000622,-1.9080188358
ACH-000623,-1.6940045921200002
ACH-000624,-1.5466597571899998
ACH-000627,-1.52111422657
ACH-000630,-1.39657194917
ACH-000632,-1.15948886177
ACH-000633,-1.4876816011200003
ACH-000637,-1.3073260841399998
ACH-000638,-1.3844311023
ACH-000646,-1.93068742697
ACH-000647,-1.3042251333
ACH-000648,-1.28773145661
ACH-000649,-1.49484283086
ACH-000651,-1.5053062338799998
ACH-000652,-1.34243900712
ACH-000653,-1.3445104728100001
ACH-000657,-1.55239311586
ACH-000658,-1.60542816
ACH-000661,-1.33205660483
ACH-000662,-1.72685386482
ACH-000663,-1.28371773857
ACH-000665,-1.30339338845
ACH-000671,-1.35701529498
ACH-000673,-1.6596405051700003
ACH-000676,-1.47330726504
ACH-000677,-1.3750535766499998
ACH-000681,-1.36893145324
ACH-000682,-1.3391954985799999
ACH-000683,-1.46583751385
ACH-000684,-1.4073260382799997
ACH-000688,-1.57441076971
ACH-000693,-1.4283972821200002
ACH-000694,-1.2366892644399998
ACH-000695,-1.61143505386
ACH-000696,-1.4763071411500002
ACH-000697,-1.6505251067
ACH-000699,-1.51316209642
ACH-000701,-1.40768377193
ACH-000706,-1.3746733158700002
ACH-000711,-1.51589702479
ACH-000713,-1.38754119282
ACH-000714,-1.7495751532799997
ACH-000718,-1.5054578703000001
ACH-000720,-1.42441832562
ACH-000721,-1.5050319112000001
ACH-000724,-1.40688252581
ACH-000725,-1.66117838356
ACH-000732,-0.915373592952
ACH-000734,-1.4851455197299999
ACH-000735,-1.29173992463
ACH-000736,-1.4929660280500001
ACH-000738,-1.4535738996
ACH-000746,-1.5799295203900001
ACH-000747,-1.4991756890299999
ACH-000748,-1.3640992931799998
ACH-000753,-1.45904065484
ACH-000756,-1.6407034756099999
ACH-000757,-1.34950817014
ACH-000758,-1.3252790196200002
ACH-000760,-1.50349705647
ACH-000763,-1.73539201069
ACH-000764,-0.81066240755
ACH-000765,-1.27113295358
ACH-000766,-1.5099304006099998
ACH-000767,-1.4439560938299998
ACH-000768,-1.0498500668700002
ACH-000769,-1.59765248349
ACH-000770,-1.43378482614
ACH-000771,-1.29650075927
ACH-000773,-1.8832503645099998
ACH-000776,-1.63710472489
ACH-000777,-1.2237484079
ACH-000778,-1.4947495094299998
ACH-000781,-1.30180733031
ACH-000782,-1.28306243491
ACH-000783,-1.70512768701
ACH-000784,-1.40083022486
ACH-000785,-1.51209793488
ACH-000787,-1.40492158259
ACH-000788,-1.4259130851700001
ACH-000791,-1.5303058002899999
ACH-000792,-1.39632932321
ACH-000794,-1.3848387316600002
ACH-000796,-1.32888798888
ACH-000799,-1.64563353121
ACH-000800,-1.18020705201
ACH-000802,-1.6004610223700002
ACH-000804,-1.52660369014
ACH-000805,-1.5445753888
ACH-000809,-1.1652939002200002
ACH-000810,-1.58289883016
ACH-000811,-1.4589458672600002
ACH-000817,-1.5717348635
ACH-000819,-1.4669137040200002
ACH-000820,-1.21907387146
ACH-000821,-1.50531273727
ACH-000822,-1.4067971265399999
ACH-000823,-1.4694954562600002
ACH-000824,-1.2157772076
ACH-000827,-1.3347002502399998
ACH-000829,-1.5710411046200001
ACH-000831,-1.47966650815
ACH-000832,-1.3691007740799999
ACH-000833,-1.61075416581
ACH-000834,-1.3939697253799999
ACH-000835,-1.4969407866600002
ACH-000836,-1.01696798107
ACH-000837,-1.3370755220700001
ACH-000838,-1.51571237519
ACH-000839,-1.4490637686
ACH-000840,-1.2764816413700002
ACH-000841,-1.38511285569
ACH-000843,-1.39730495407
ACH-000846,-1.23758071074
ACH-000847,-1.14236987362
ACH-000848,-1.3955934979499998
ACH-000849,-1.5749968970100001
ACH-000851,-1.22797606465
ACH-000855,-1.3633725703200001
ACH-000856,-1.48620185285
ACH-000858,-1.39384179804
ACH-000859,-1.2707732285200002
ACH-000861,-1.4926481683300001
ACH-000862,-1.4260536473199998
ACH-000865,-1.61447291644
ACH-000866,-1.53762701914
ACH-000867,-1.4689674890399997
ACH-000869,-1.31634971757
ACH-000872,-1.03612691361
ACH-000873,-1.27706242826
ACH-000876,-1.64964473415
ACH-000878,-1.29356819052
ACH-000880,-1.21006505511
ACH-000881,-1.2865097888400001
ACH-000882,-1.64794513743
ACH-000884,-1.35246627853
ACH-000885,-1.34454020193
ACH-000887,-1.6074583068500001
ACH-000888,-1.44304945515
ACH-000889,-1.69964783652
ACH-000890,-1.29063461375
ACH-000896,-1.38574365417
ACH-000898,-1.24692954161
ACH-000900,-1.4761889846599998
ACH-000901,-1.46335527706
ACH-000905,-1.2822518809899999
ACH-000906,-1.5336834524399998
ACH-000907,-1.25788949092
ACH-000910,-1.3271723260400001
ACH-000911,-1.49510177069
ACH-000912,-1.26691388626
ACH-000913,-1.61950396396
ACH-000915,-1.49164738525
ACH-000916,-1.23952144418
ACH-000917,-1.4424630762200001
ACH-000921,-1.50400512273
ACH-000924,-1.09709983216
ACH-000926,-1.44638569301
ACH-000928,-1.5163831237399998
ACH-000929,-1.1383678822
ACH-000932,-1.42260245387
ACH-000935,-1.1532438605
ACH-000936,-1.22838480636
ACH-000937,-1.4516711518099998
ACH-000938,-1.31993175693
ACH-000939,-1.29999384069
ACH-000941,-1.88096920268
ACH-000943,-1.38234132252
ACH-000946,-1.4388349516699999
ACH-000947,-1.47765370785
ACH-000948,-1.36396644921
ACH-000950,-1.27500410663
ACH-000953,-1.97313786542
ACH-000957,-1.35348663623
ACH-000958,-1.11609751719
ACH-000960,-1.48801488212
ACH-000963,-1.30942945411
ACH-000968,-1.26416659846
ACH-000969,-1.30606928844
ACH-000973,-1.3957312786700002
ACH-000974,-1.4153416248299997
ACH-000975,-1.29174776882
ACH-000976,-1.3090552852
ACH-000978,-1.58127597016
ACH-000980,-1.52118636755
ACH-000984,-1.44468846669
ACH-000986,-1.31174778771
ACH-000988,-1.3613607765600002
ACH-000993,-1.45262541254
ACH-000994,-1.5107677174399998
ACH-000996,-1.50199972804
ACH-001001,-1.33874742239
ACH-001020,-1.0978866741700002
ACH-001028,-1.50817170889
ACH-001031,-1.2445327119299998
ACH-001038,-1.5900677430599999
ACH-001048,-1.54100916088
ACH-001050,-1.56994296238
ACH-001053,-1.5009456088799997
ACH-001054,-1.5513012003
ACH-001061,-1.3587231241
ACH-001067,-1.63188459355
ACH-001075,-1.25925774133
ACH-001096,-1.25619113329
ACH-001128,-0.9218161148880001
ACH-001134,-1.6104606198
ACH-001151,-1.37092596671
ACH-001163,-1.5026147538299999
ACH-001164,-1.3037521159299998
ACH-001173,-1.48327806882
ACH-001183,-1.42003578713
ACH-001184,-1.5455764180899998
ACH-001190,-1.31850311104
ACH-001192,-1.3503229743399998
ACH-001193,-1.60836201835
ACH-001196,-1.55815342139
ACH-001197,-1.5666162461000002
ACH-001205,-1.5150561068700001
ACH-001211,-1.32484131604
ACH-001212,-1.5609853945899999
ACH-001228,-1.60689882245
ACH-001232,-1.3956517077200001
ACH-001239,-1.2911734148899998
ACH-001274,-1.55404128243
ACH-001275,-1.45985363254
ACH-001277,-1.45942069905
ACH-001278,-1.2822899784200001
ACH-001280,-1.23199148636
ACH-001283,-1.30737073744
ACH-001289,-1.2806872226000001
ACH-001295,-1.59602406502
ACH-001300,-1.5228427523899999
ACH-001301,-1.55397751274
ACH-001302,-1.2918786818
ACH-001303,-1.34247772709
ACH-001306,-1.43512582251
ACH-001318,-1.20443776694
ACH-001322,-1.69557948831
ACH-001328,-1.34483398287
ACH-001332,-1.3864841039200002
ACH-001333,-1.13809923594
ACH-001336,-1.34664483924
ACH-001340,-1.52180489109
ACH-001346,-1.4495508162000001
ACH-001353,-1.34741131239
ACH-001354,-1.16483953981
ACH-001367,-1.54967303304
ACH-001368,-1.41831545824
ACH-001374,-1.33694614496
ACH-001375,-1.20946183385
ACH-001377,-1.5395613513600002
ACH-001380,-1.58790238287
ACH-001391,-1.6057343175999998
ACH-001407,-1.44512055478
ACH-001408,-1.37646861242
ACH-001413,-1.60471826334
ACH-001430,-1.18178866165
ACH-001431,-1.35051362016
ACH-001450,-1.4881663553
ACH-001496,-1.1796371274
ACH-001500,-1.20779577558
ACH-001521,-1.2215468917899999
ACH-001523,-1.38479774365
ACH-001532,-1.48148588206
ACH-001536,-1.49743436789
ACH-001550,-1.2080764661599999
ACH-001552,-1.4284502124899998
ACH-001554,-1.5689464014899999
ACH-001645,-1.55427233643
ACH-001654,-1.3885775840799999
ACH-001715,-1.3601799005700002
ACH-001735,-1.2945394792
ACH-001736,-1.34436871058
ACH-001737,-1.58152648976
ACH-001740,-1.58159210347
ACH-001745,-1.78412882088
ACH-001750,-1.29588949345
ACH-001765,-1.61548548108
ACH-001956,-1.43685857569
ACH-001957,-1.5664547130500002
