,SNW1 (22938)
ACH-000004,-1.64160816506
ACH-000007,-1.28004176701
ACH-000009,-1.6523138028100002
ACH-000011,-1.4518577267500001
ACH-000012,-1.4454374935799998
ACH-000013,-1.48179285437
ACH-000014,-1.37058245853
ACH-000015,-1.28421054722
ACH-000017,-1.36562387268
ACH-000018,-1.5404795133700002
ACH-000019,-1.37355175056
ACH-000021,-1.28042714317
ACH-000022,-1.4945382068900002
ACH-000025,-1.23637671777
ACH-000028,-1.27607714769
ACH-000030,-1.1960971808499998
ACH-000035,-1.3704614206799999
ACH-000036,-1.69533352549
ACH-000037,-1.9975487386400002
ACH-000039,-1.62507640397
ACH-000040,-1.5597911717700002
ACH-000041,-1.5191215555500002
ACH-000042,-1.25165804689
ACH-000045,-1.47588177864
ACH-000047,-1.3166643565
ACH-000052,-1.4193148496899999
ACH-000053,-1.7474375805900002
ACH-000054,-1.29859455311
ACH-000055,-1.52523604067
ACH-000060,-1.2453868514700002
ACH-000067,-1.35679890312
ACH-000070,-1.39142426618
ACH-000075,-1.7563862039700002
ACH-000078,-1.57285364843
ACH-000082,-1.7077746568
ACH-000085,-1.4617202881400002
ACH-000086,-1.2666318039
ACH-000087,-1.3824076868900002
ACH-000092,-1.5297682559799999
ACH-000095,-1.43685796629
ACH-000097,-1.4695371936300001
ACH-000098,-1.34652739267
ACH-000099,-1.5530522806
ACH-000108,-1.4241150706499999
ACH-000113,-1.53038113091
ACH-000115,-1.8354698595099999
ACH-000116,-1.18128050176
ACH-000118,-1.14662037116
ACH-000120,-1.49918500463
ACH-000123,-1.3323398455500002
ACH-000127,-1.43827627495
ACH-000128,-1.30489234558
ACH-000132,-1.52720595083
ACH-000133,-1.44238437313
ACH-000137,-1.57662195587
ACH-000138,-1.25428964135
ACH-000142,-1.52405835032
ACH-000143,-1.21627687671
ACH-000146,-1.4601290689
ACH-000148,-1.56154457479
ACH-000150,-1.22029463671
ACH-000152,-1.3779166619499998
ACH-000153,-1.28830539076
ACH-000159,-1.48873455722
ACH-000160,-1.27822936674
ACH-000163,-1.3633655572299999
ACH-000167,-1.4294461478600002
ACH-000168,-1.40749857835
ACH-000169,-1.52975184819
ACH-000178,-1.38410074162
ACH-000182,-1.3488173721799999
ACH-000183,-1.47238278792
ACH-000188,-1.28940902304
ACH-000189,-1.23911600661
ACH-000190,-1.21331541642
ACH-000198,-1.52220872608
ACH-000204,-1.4672390647799998
ACH-000206,-2.00031046905
ACH-000207,-1.52359104369
ACH-000211,-1.2783167231
ACH-000215,-1.4340277128499999
ACH-000221,-1.53668982495
ACH-000222,-1.39646172023
ACH-000223,-1.6533471972100002
ACH-000226,-1.68169935946
ACH-000227,-1.8941875338299998
ACH-000228,-1.3271156317200001
ACH-000231,-1.54652978136
ACH-000232,-1.6597015365799999
ACH-000233,-1.64323984433
ACH-000234,-1.6861040205899998
ACH-000235,-1.24494815999
ACH-000237,-1.4523164356
ACH-000238,-1.24988009387
ACH-000243,-1.38811420683
ACH-000244,-1.18811366581
ACH-000246,-1.38041577981
ACH-000248,-1.09426115143
ACH-000250,-1.64907109027
ACH-000251,-0.896038134689
ACH-000253,-1.4872296278000001
ACH-000255,-1.3242032767
ACH-000256,-1.3363529331
ACH-000257,-1.3911846697
ACH-000258,-1.10792116802
ACH-000259,-1.4354878241799998
ACH-000260,-1.3118900124600001
ACH-000261,-1.3895141054799998
ACH-000262,-1.31697259173
ACH-000263,-1.48537884103
ACH-000264,-1.52038178325
ACH-000265,-1.41571501426
ACH-000266,-1.24330378259
ACH-000272,-1.6696957700900001
ACH-000273,-1.42449334843
ACH-000274,-1.3257705635500001
ACH-000277,-1.5393244635299999
ACH-000278,-1.4636689288299998
ACH-000279,-1.8102344676299997
ACH-000280,-1.29083982763
ACH-000281,-1.7368880869599999
ACH-000288,-1.3655909049500001
ACH-000291,-1.5175854340900001
ACH-000293,-1.39685593977
ACH-000294,-1.4058035794200001
ACH-000295,-1.47481000407
ACH-000296,-1.2335425281899999
ACH-000302,-1.32285740126
ACH-000304,-1.6450073671
ACH-000307,-1.398202388
ACH-000308,-1.67101295118
