,COPS2 (9318)
ACH-000004,-0.797558054171
ACH-000007,-0.7449062733399999
ACH-000009,-0.980438229823
ACH-000011,-0.819942785926
ACH-000012,-1.03981960365
ACH-000013,-0.736236887047
ACH-000014,-0.668674385205
ACH-000015,-0.800370660796
ACH-000017,-0.988701720848
ACH-000018,-0.525087312991
ACH-000019,-0.793130053207
ACH-000021,-0.8911742976739999
ACH-000022,-0.7078034751890001
ACH-000025,-0.7568714127889999
ACH-000028,-0.971372284768
ACH-000030,-0.821436106785
ACH-000035,-0.6888401252259999
ACH-000036,-0.537586215178
ACH-000037,-0.341631030935
ACH-000039,-0.85350269958
ACH-000040,-0.738504667318
ACH-000041,-0.721464074391
ACH-000042,-0.682035888893
ACH-000045,-0.719860585629
ACH-000047,-0.745131223794
ACH-000052,-1.0873373290100001
ACH-000053,-0.858903512368
ACH-000054,-0.835768741387
ACH-000055,-0.7446903947779999
ACH-000060,-0.89497538093
ACH-000067,-1.0344948233700002
ACH-000070,-1.0154981594799999
ACH-000075,-1.25388762505
ACH-000078,-0.993218358673
ACH-000082,-0.755748548721
ACH-000085,-0.7301501376739999
ACH-000086,-0.821765120346
ACH-000087,-0.7928818211769999
ACH-000092,-0.8699889464749999
ACH-000095,-0.815481783459
ACH-000097,-0.957067290614
ACH-000098,-0.29306365289299996
ACH-000099,-0.551720681343
ACH-000108,-0.775122276518
ACH-000113,-0.8362193772650001
ACH-000115,-0.737822483565
ACH-000116,-0.9909919381119999
ACH-000118,-0.689437751805
ACH-000120,-0.5566599409440001
ACH-000123,-0.647382313533
ACH-000127,-0.6824344456170001
ACH-000128,-0.671370773122
ACH-000132,-0.918103465593
ACH-000133,-0.751778219918
ACH-000137,-0.712485609079
ACH-000138,-0.850621362419
ACH-000142,-0.577760656242
ACH-000143,-0.502296585633
ACH-000146,-0.634423208219
ACH-000148,-0.572113734943
ACH-000150,-0.527771691131
ACH-000152,-0.706299042156
ACH-000153,-1.1051388850900001
ACH-000159,-0.978102398046
ACH-000160,-0.577387530814
ACH-000163,-0.429335802669
ACH-000167,-0.283047167763
ACH-000168,-0.546343584147
ACH-000169,-0.7907223032330001
ACH-000178,-0.840204286677
ACH-000182,-0.7877022269339999
ACH-000183,-0.772577068847
ACH-000188,-0.676009085086
ACH-000189,-0.811463957616
ACH-000190,-0.883896991579
ACH-000198,-0.8392664859029999
ACH-000204,-0.437778451018
ACH-000206,-0.628838045026
ACH-000207,-0.23781291475000002
ACH-000211,-0.703978325968
ACH-000215,-0.660250978109
ACH-000221,-0.5991659097950001
ACH-000222,-0.5071398701150001
ACH-000223,-0.757015744279
ACH-000226,-0.778546545821
ACH-000227,-0.387863081973
ACH-000228,-0.652274105555
ACH-000231,-0.757118201867
ACH-000232,-0.516279776243
ACH-000233,-0.9035110112720001
ACH-000234,-0.922951569362
ACH-000235,-0.572493443856
ACH-000237,-0.826216078165
ACH-000238,-0.671054188058
ACH-000243,-0.81513544764
ACH-000244,-1.13943413016
ACH-000246,-0.8438490674429999
ACH-000248,-0.921468914606
