,TRABD (80305)
ACH-000004,-0.516128753908
ACH-000007,-0.336035270019
ACH-000009,-0.19486972130600003
ACH-000011,-0.40788738953500003
ACH-000012,-0.0171834593897
ACH-000013,-0.0363399728906
ACH-000014,-0.20428332375
ACH-000015,-0.153061794769
ACH-000017,-0.35016824760799997
ACH-000018,-0.18838248227499998
ACH-000019,-0.18903349901900002
ACH-000021,-0.038023051017300004
ACH-000022,-0.14267068485200002
ACH-000025,-0.271721065346
ACH-000028,0.00293780270356
ACH-000030,-0.09852780681500001
ACH-000035,0.0520114694665
ACH-000036,-0.294561856798
ACH-000037,-0.226461709906
ACH-000039,-0.156488780284
ACH-000040,-0.130531648193
ACH-000041,-0.0761256396441
ACH-000042,-0.22408849332699998
ACH-000045,-0.294665049261
ACH-000047,-0.174847388551
ACH-000052,-0.387196379215
ACH-000053,-0.0816438603949
ACH-000054,-0.281924878883
ACH-000055,0.00604501808835
ACH-000060,-0.360506618263
ACH-000067,-0.233200349178
ACH-000070,-0.175291260123
ACH-000075,-0.17168071628400003
ACH-000078,-0.306872277061
ACH-000082,-0.19461059699299998
ACH-000085,-0.47677129733900003
ACH-000086,-0.125118526402
ACH-000087,-0.21947532338599998
ACH-000092,-0.026908101163400002
ACH-000095,-0.533968661185
ACH-000097,-0.15300022146199999
ACH-000098,-0.16197605550000002
ACH-000099,-0.19539144102400002
ACH-000108,-0.107551543684
ACH-000113,-0.22286041031599998
ACH-000115,-0.303862436811
ACH-000116,0.0702993432162
ACH-000118,-0.0170330234768
ACH-000120,-0.18305936971
ACH-000123,-0.00907336708742
ACH-000127,-0.0219873067888
ACH-000128,0.0261563283695
ACH-000132,-0.135221480922
ACH-000133,-0.153726605326
ACH-000137,-0.169231631168
ACH-000138,0.024418889210799998
ACH-000142,-0.106767683399
ACH-000143,-0.421525860184
ACH-000146,-0.160323693278
ACH-000148,-0.12746771689
ACH-000150,-0.0020634649398199997
ACH-000152,-0.0669545165973
ACH-000153,-0.23885713043200002
ACH-000159,-0.160498507085
ACH-000160,-0.0042175249302
ACH-000163,-0.168424008761
ACH-000167,-0.257327303962
ACH-000168,-0.0643243656993
ACH-000169,-0.0545111508325
ACH-000178,-0.157490445208
ACH-000182,-0.122070558281
ACH-000183,-0.11610181063200001
ACH-000188,-0.06546622899269999
ACH-000189,-0.27263331418299996
ACH-000190,-0.115186477301
ACH-000198,-0.221645456087
ACH-000204,-0.04436472006969999
ACH-000206,-0.15877838442199999
ACH-000207,-0.43431484907300005
ACH-000211,-0.0466270468235
ACH-000215,-0.36929773531800003
ACH-000221,0.0125949441931
ACH-000222,-0.194874781065
ACH-000223,-0.187575845292
ACH-000226,-0.16840733500900001
ACH-000227,-0.262323602429
ACH-000228,-0.0452369993746
ACH-000231,-0.32310553276500004
ACH-000232,-0.247650840057
ACH-000233,-0.168296035378
ACH-000234,-0.241959360594
ACH-000235,-0.12492097701799999
ACH-000237,-0.144983318379
ACH-000238,-0.251858282404
ACH-000243,-0.011651371795600001
ACH-000244,-0.11854391643500001
ACH-000246,-0.349960617272
ACH-000248,-0.173575109182
ACH-000250,-0.290836924333
ACH-000251,-0.116999417417
ACH-000253,-0.328870749573
ACH-000255,-0.14398053854499998
ACH-000256,-0.0690162966878
ACH-000257,-0.3233798436
ACH-000258,0.253523843732
ACH-000259,-0.233444749789
ACH-000260,-0.153860333749
ACH-000261,-0.130816362597
ACH-000262,0.172127757564
ACH-000263,-0.43784943955300004
ACH-000264,-0.204056997663
ACH-000265,0.084773866023
ACH-000266,-0.188914361561
ACH-000272,-0.21452713181699998
ACH-000273,-0.22819698408000003
ACH-000274,-0.337634573514
ACH-000277,0.015643654490300002
ACH-000278,-0.085564110909
ACH-000279,-0.284549927228
ACH-000280,-0.06923404486010001
ACH-000281,-0.167925325374
ACH-000288,-0.13188218792
ACH-000291,-0.11715368978299999
ACH-000293,-0.160092436745
ACH-000294,-0.11796202393100001
ACH-000295,0.046347088995
ACH-000296,-0.250059695228
ACH-000302,-0.045995659017699995
ACH-000304,0.08221868851610001
ACH-000307,-0.025575022486400003
ACH-000308,-0.149973853082
ACH-000310,-0.5399497721809999
ACH-000311,-0.13746874405200002
ACH-000312,-0.135074957526
ACH-000315,-0.153891378318
ACH-000316,-0.214519525689
ACH-000317,-0.114161564559
ACH-000318,-0.30539293071
ACH-000319,-0.12919063070800002
ACH-000320,-0.157313406545
ACH-000322,-0.231476144917
ACH-000323,-0.113288142945
ACH-000324,-0.16079411659700002
ACH-000329,-0.248814428846
ACH-000330,-0.198316510138
ACH-000331,-0.10533713761600001
ACH-000332,-0.18879195068
ACH-000334,-0.23910069944
ACH-000335,0.0275340366633
ACH-000336,0.0510668600763
ACH-000337,-0.346102562663
ACH-000339,-0.17144386831
ACH-000341,-0.17255601451299998
ACH-000348,-0.044277633810300004
ACH-000350,-0.258187783435
ACH-000352,0.0673553624174
ACH-000356,0.00697289093825
ACH-000361,-0.34928715529700005
ACH-000362,-0.235337569289
ACH-000363,-0.540142079314
ACH-000364,-0.029100864092299998
ACH-000365,-0.246505888729
ACH-000366,-0.0119478602115
ACH-000368,-0.0777837067512
ACH-000374,-0.14536178028400001
ACH-000375,0.07000185567560001
ACH-000376,-0.20225133944
ACH-000381,-0.24267275572900002
ACH-000383,-0.205582927296
ACH-000387,-0.37959929719200003
ACH-000389,-0.194611703492
ACH-000390,-0.06899731364219999
ACH-000393,-0.176019572866
ACH-000395,-0.46703454031
ACH-000397,-0.34528561145000003
ACH-000401,-0.253818539254
ACH-000402,-0.252897195328
ACH-000403,-0.226496810781
ACH-000404,-0.146621312473
ACH-000406,-0.127502588158
ACH-000407,-0.302130992141
ACH-000408,-0.251450988772
ACH-000410,-0.0616816996703
ACH-000411,-0.0246195430496
ACH-000414,-0.203465465292
ACH-000415,-0.0291474500312
ACH-000416,-0.0525932536155
ACH-000420,0.021050487151
ACH-000421,-0.160354526259
ACH-000424,0.113287733696
ACH-000425,-0.27310728359299996
ACH-000426,-0.060533775963000004
ACH-000427,-0.204146591503
ACH-000433,-0.036921895345000004
ACH-000436,-0.133184763752
ACH-000444,0.187936181155
ACH-000445,-0.259457809213
ACH-000448,-0.127393656482
ACH-000450,-0.29560056100000004
ACH-000452,0.06901916414289999
ACH-000454,-0.08160838102639999
ACH-000458,-0.344746626645
ACH-000459,-0.0499690566318
ACH-000460,-0.101086443617
ACH-000461,-0.037658223688199995
ACH-000463,-0.132447836287
ACH-000464,-0.556178278366
ACH-000466,-0.162848585791
ACH-000467,-0.233286809513
ACH-000468,-0.105281178092
ACH-000469,-0.21604068059599998
ACH-000470,-0.46294483700800004
ACH-000471,-0.313206106021
ACH-000472,-0.174742902956
ACH-000473,-0.297815414484
ACH-000475,-0.256665327055
ACH-000476,-0.165609838264
ACH-000477,0.0539179774965
ACH-000480,-0.170340912105
ACH-000481,-0.112687997378
ACH-000483,-0.130247992299
ACH-000484,0.0883462932753
ACH-000485,-0.28264073176800003
ACH-000486,-0.108930047951
ACH-000487,-0.225818479401
ACH-000488,-0.026030835652799997
ACH-000490,-0.157492790921
ACH-000491,-0.138388720777
ACH-000495,-0.305522538493
ACH-000496,-0.024298032063299998
ACH-000499,-0.157655784144
ACH-000500,-0.23369936722399998
ACH-000502,-0.28927563001400003
ACH-000503,0.09851605693060002
ACH-000505,-0.170465463896
ACH-000507,-0.123481084669
ACH-000510,-0.08294663744580001
ACH-000511,-0.06954819665749999
ACH-000512,-0.38600178023299997
ACH-000516,-0.236062042433
ACH-000517,-0.213850623376
ACH-000518,-0.20737863919799998
ACH-000520,-0.279182302423
ACH-000521,-0.0213878933642
ACH-000522,-0.097901057273
ACH-000524,-0.353601090893
ACH-000527,-0.0678199932891
ACH-000528,-0.054444498563199994
ACH-000537,-0.0841486480681
ACH-000541,0.0702218439173
ACH-000542,-0.111712390572
ACH-000544,-0.197602288821
ACH-000545,-0.0112249011076
ACH-000547,0.019687915243
ACH-000548,-0.054602166555000005
ACH-000549,0.199103210904
ACH-000550,-0.183144847458
ACH-000552,-0.0518275730887
ACH-000556,-0.15206577237299998
ACH-000557,-0.255006476236
ACH-000570,-0.342808023148
ACH-000571,-0.423813659041
ACH-000573,-0.200662580925
ACH-000576,-0.10140254391
ACH-000580,-0.26242050528599997
ACH-000584,-0.119804766115
ACH-000585,-0.0734324660715
ACH-000588,-0.154136471788
ACH-000589,-0.247021460792
ACH-000591,-0.044565784630899996
ACH-000593,-0.160287907422
ACH-000600,-0.26810193610399996
ACH-000601,-0.21580580301999996
ACH-000604,0.23850508261999998
ACH-000605,-0.191045492924
ACH-000606,0.13678664850400002
ACH-000608,-0.221412101375
ACH-000614,-0.284436452465
ACH-000616,-0.23779254320700002
ACH-000618,-0.0806129143403
ACH-000619,0.0178373878113
ACH-000620,-0.130431108075
ACH-000621,-0.043382579524800007
ACH-000622,-0.316456426416
ACH-000623,-0.380602075268
ACH-000624,-0.139605826495
ACH-000627,-0.112509494435
ACH-000630,-0.049657359508300004
ACH-000632,-0.19611578282000003
ACH-000633,-0.013669494717000002
ACH-000637,-0.19004571851399998
ACH-000638,0.0478962483565
ACH-000646,0.092756779525
ACH-000647,-0.112376178664
ACH-000648,-0.312548403798
ACH-000649,-0.176742860401
ACH-000651,-0.17523259005199998
ACH-000652,-0.2265329537
ACH-000653,-0.177820586642
ACH-000657,-0.212793630141
ACH-000658,-0.0173475636207
ACH-000661,-0.18978257619000002
ACH-000662,-0.0111617976749
ACH-000663,-0.366173604581
ACH-000665,-0.0110717428998
ACH-000671,-0.038214973229800005
ACH-000673,-0.362978166028
ACH-000676,-0.10607208081800001
ACH-000677,-0.21385695318599998
ACH-000681,-0.283157144507
ACH-000682,-0.058547102378599995
ACH-000683,-0.0815531268126
ACH-000684,-0.0582652287909
ACH-000688,-0.136821635702
ACH-000693,-0.123163891141
ACH-000694,-0.0825876146732
ACH-000695,0.0215917636749
ACH-000696,-0.058340190547500004
ACH-000697,-0.151191425717
ACH-000699,-0.439637190817
ACH-000701,-0.359940685977
ACH-000706,-0.08970390417919999
ACH-000711,-0.020760626288400003
ACH-000713,-0.100233279594
ACH-000714,-0.161003271571
ACH-000718,-0.238218103033
ACH-000720,-0.11444512454000001
ACH-000721,-0.262529212743
ACH-000724,0.164368292767
ACH-000725,-0.339222597398
ACH-000732,0.027895524460400004
ACH-000734,-0.143770146431
ACH-000735,-0.202328949683
ACH-000736,0.021796698861500003
ACH-000738,-0.0640834676897
ACH-000746,-0.0256716210484
ACH-000747,-0.0113246862677
ACH-000748,-0.340038501047
ACH-000753,-0.0620515421242
ACH-000756,-0.21112796941700002
ACH-000757,-0.0273311451572
ACH-000758,0.05681449544869999
ACH-000760,-0.142116503788
ACH-000763,-0.00799324795938
ACH-000764,-0.12300735252499999
ACH-000765,-0.09569141589050001
ACH-000766,-0.21794405635800002
ACH-000767,-0.248249990048
ACH-000768,-0.101840445384
ACH-000769,-0.144143012665
ACH-000770,-0.279287024107
ACH-000771,-0.0653482965499
ACH-000773,-0.17304497467500002
ACH-000776,-0.299195242627
ACH-000777,-0.147442077787
ACH-000778,-0.283153227761
ACH-000781,-0.10639888025800001
ACH-000782,-0.122543395658
ACH-000783,-0.138104853724
ACH-000784,-0.125808144696
ACH-000785,-0.227652774885
ACH-000787,-0.108918684595
ACH-000788,-0.226203440935
ACH-000791,-0.33435087190900004
ACH-000792,-0.258649062496
ACH-000794,-0.119732086108
ACH-000796,-0.228669483548
ACH-000799,0.0894881641397
ACH-000800,-0.0326208971411
ACH-000802,-0.0599858790173
ACH-000804,-0.173036830672
ACH-000805,-0.266104269629
ACH-000809,-0.23067092800099998
ACH-000810,-0.5315190482850001
ACH-000811,-0.0250976053494
ACH-000817,-0.19222818785100002
ACH-000819,-0.036778862069300006
ACH-000820,0.0634439849196
ACH-000821,-0.288246361084
ACH-000822,-0.10564549895
ACH-000823,-0.039112248609099995
ACH-000824,-0.057904956385000005
ACH-000827,-0.184500456193
ACH-000829,-0.0006947019325160001
