,TUBA1A (7846)
ACH-000448,-0.334099708096
ACH-000450,-0.304130056922
ACH-000452,-0.524365845397
ACH-000454,-0.376656272782
ACH-000458,-0.348237533938
ACH-000459,-0.212524689251
ACH-000460,-0.35577745
ACH-000461,-0.35679370654700004
ACH-000463,-0.20465066208500002
ACH-000464,-0.526389881136
ACH-000466,-0.43900918797300004
ACH-000467,-0.205691842738
ACH-000468,-0.364191623111
ACH-000469,-0.294028986786
ACH-000470,-0.398429241755
ACH-000471,-0.256991276752
ACH-000472,-0.382413078154
ACH-000473,-0.17661193032000003
ACH-000475,-0.28077226328899996
ACH-000476,-0.350439611193
ACH-000477,-0.138027349451
ACH-000480,-0.355335997882
ACH-000481,-0.468721028059
ACH-000483,-0.367476815075
ACH-000484,-0.210739377881
ACH-000485,-0.167238116341
ACH-000486,-0.35524461130999996
ACH-000487,-0.382940992902
ACH-000488,-0.275051935858
ACH-000490,-0.29772046102099997
ACH-000491,-0.333568148347
ACH-000495,-0.0890908839038
ACH-000496,-0.354722579002
ACH-000499,-0.496834544213
ACH-000500,-0.6742748547840001
ACH-000502,-0.359208372599
ACH-000503,-0.42300659555299996
ACH-000505,-0.121530579495
ACH-000507,-0.315372799945
ACH-000510,-0.269132504237
ACH-000511,-0.343748395674
ACH-000512,-0.531678085547
ACH-000516,-0.24990497491099997
ACH-000517,-0.148304551202
ACH-000518,-0.35930042552
ACH-000520,-0.348280951733
ACH-000521,-0.18866957746500002
ACH-000522,-0.489661116759
ACH-000524,-0.36775155335299997
ACH-000527,-0.201406430103
ACH-000528,-0.290560959918
ACH-000537,-0.308682155163
ACH-000541,-0.429641690355
ACH-000542,-0.165480068461
ACH-000544,-0.21657224631299998
ACH-000545,-0.41840747542199996
ACH-000547,-0.42394156793399995
ACH-000548,-0.163913274946
ACH-000549,-0.507675018257
ACH-000550,-0.49233223947099997
ACH-000552,-0.254523438378
ACH-000556,-0.39023860349699996
ACH-000557,-0.208765927038
ACH-000570,-0.38116715
ACH-000571,-0.39978904736500004
ACH-000573,-0.170921861017
ACH-000576,-0.349754970102
ACH-000580,-0.0916671863081
ACH-000584,-0.37623422141
ACH-000585,-0.273840250528
ACH-000588,-0.267259819936
ACH-000589,-0.255062043884
ACH-000591,-0.345635671389
ACH-000593,-0.5063458462529999
ACH-000600,-0.32350494789400003
ACH-000601,-0.36531033393
ACH-000604,-0.07265886559410001
ACH-000605,-0.46426865794100003
ACH-000606,-0.290707951289
ACH-000608,-0.492785872077
ACH-000614,-0.277509419659
ACH-000616,-0.291327400379
ACH-000618,-0.39504323118699997
ACH-000619,-0.23997892734499998
ACH-000620,-0.448869615361
ACH-000621,-0.47764809095399996
ACH-000622,-0.841340064003
ACH-000623,-0.371738232912
ACH-000624,-0.269613662568
ACH-000627,-0.317622286476
ACH-000630,-0.453121915494
ACH-000632,-0.337806917568
ACH-000633,-0.337309413509
ACH-000637,-0.28856592832899997
ACH-000638,-0.46511560043399997
ACH-000646,-0.174752622331
ACH-000647,-0.505679384213
ACH-000648,-0.33361349835
ACH-000649,-0.377876268645
ACH-000651,-0.428233827824
ACH-000652,-0.126588176222
ACH-000653,-0.32326832051300003
ACH-000657,-0.296921873358
ACH-000658,-0.376606123246
ACH-000661,-0.195935438591
ACH-000662,-0.244397805599
ACH-000663,-0.39731103096299997
ACH-000665,-0.31395638404599996
ACH-000671,-0.0170571822845
ACH-000673,-0.472748400932
ACH-000676,-0.319123009523
ACH-000677,-0.40091772103100004
ACH-000681,-0.353582295465
ACH-000682,-0.626639733945
ACH-000683,-0.24639105384100002
ACH-000684,-0.42947628675899996
ACH-000688,-0.23463623955600002
ACH-000693,-0.125618692222
ACH-000694,-0.420106779772
ACH-000695,-0.24710544455699998
ACH-000696,-0.322383998632
ACH-000697,-0.5585866866570001
ACH-000699,-0.350430780321
ACH-000701,-0.335332370864
ACH-000706,-0.30998774745200003
ACH-000711,-0.351130603129
ACH-000713,-0.34419828090000004
ACH-000714,-0.33723751684799996
ACH-000718,-0.389783464524
ACH-000720,-0.22123801596099998
ACH-000721,-0.394785408117
ACH-000724,-0.253468469075
ACH-000725,-0.336048766402
ACH-000732,-0.408793192289
ACH-000734,-0.332556690423
ACH-000735,-0.548809457839
ACH-000736,-0.367281521005
ACH-000738,-0.27692797540999997
ACH-000746,-0.319523560445
ACH-000747,-0.324606044439
ACH-000748,-0.416746425759
ACH-000753,-0.441904840381
ACH-000756,-0.421417567479
ACH-000757,-0.581820711733
ACH-000758,-0.223404121996
ACH-000760,-0.33936070203900004
ACH-000763,-0.291695809563
ACH-000764,-0.30830607744800004
ACH-000765,-0.521968198444
ACH-000766,-0.270953923268
ACH-000767,-0.238751181955
ACH-000768,-0.488423457449
ACH-000769,-0.33282022020999996
ACH-000770,-0.376276601049
ACH-000771,-0.32299709271899996
ACH-000773,-0.112384623473
ACH-000776,-0.446597030479
ACH-000777,-0.34009656797700005
ACH-000778,-0.15511055117
ACH-000781,-0.273081338098
ACH-000782,-0.347790923521
ACH-000783,-0.593389766895
ACH-000784,-0.324873954882
ACH-000785,-0.453863585526
ACH-000787,-0.313302346054
ACH-000788,-0.304533682678
ACH-000791,-0.162580343491
ACH-000792,-0.303214354665
ACH-000794,-0.027270742362599996
ACH-000796,-0.36254180659
ACH-000799,-0.200577429184
ACH-000800,-0.47457064138000005
ACH-000802,-0.283791146114
ACH-000804,-0.160076395835
ACH-000805,-0.143917687605
ACH-000809,-0.34450896878200005
ACH-000810,-0.05743441284
ACH-000811,-0.365772610642
ACH-000817,-0.579612442384
ACH-000819,-0.349302946386
ACH-000820,-0.329163513383
ACH-000821,-0.150857050461
ACH-000822,-0.5600880605690001
ACH-000823,-0.300157807099
ACH-000824,-0.29632741638099996
ACH-000827,-0.344746172478
ACH-000829,-0.386148317271
ACH-000831,-0.408761935823
ACH-000832,-0.502415663616
ACH-000833,-0.8470620645370001
ACH-000834,-0.358569751333
ACH-000835,-0.223019476049
ACH-000836,-0.18926758805100002
ACH-000837,-0.296068958722
ACH-000838,-0.318820695931
ACH-000839,-0.41923107342200006
ACH-000840,-0.26836862028499997
ACH-000841,-0.216509815847
ACH-000843,-0.248658826332
ACH-000846,-0.24033439866099998
ACH-000847,-0.47422473379600005
ACH-000848,-0.5867846375670001
ACH-000849,-0.322556775932
ACH-000851,-0.310868618173
ACH-000855,-0.262347054963
ACH-000856,-0.267560202122
ACH-000858,-0.36448375544600004
ACH-000859,-0.6430562157859999
ACH-000861,-0.23778185641
ACH-000862,-0.239085206104
ACH-000865,-0.39193634821
ACH-000866,-0.235875709072
ACH-000867,-0.63984673728
ACH-000869,-0.228850554862
ACH-000872,-0.09286111645600001
ACH-000873,-0.406525474143
ACH-000876,-0.48922564592100004
ACH-000878,-0.603410151761
ACH-000880,-0.15808403951799999
ACH-000881,-0.429069433601
ACH-000882,-0.370289900716
ACH-000884,-0.346280444053
ACH-000885,-0.20874747908799998
ACH-000887,-0.373509261108
ACH-000888,-0.247517786098
ACH-000889,-0.387905868393
ACH-000890,-0.324318647829
ACH-000896,-0.432086958562
ACH-000898,-0.27228954532099997
ACH-000900,-0.4679498348899999
ACH-000901,-0.300059939179
ACH-000905,-0.18948545654100002
ACH-000906,-0.494122398444
ACH-000907,-0.08896959150469999
ACH-000910,-0.199565837837
ACH-000911,-0.33759052742
ACH-000912,-0.331160474732
ACH-000913,-0.199252922685
ACH-000915,-0.5563290235639999
ACH-000916,-0.0926846035187
ACH-000917,-0.48214229338500003
ACH-000921,-0.298302104265
ACH-000924,-0.507253775055
ACH-000926,-0.306904556254
ACH-000928,-0.0102610686936
ACH-000929,-0.305846223032
ACH-000932,-0.302465707322
ACH-000935,-0.35529740442
ACH-000936,-0.277849253309
ACH-000937,-0.33390385733399996
ACH-000938,-0.40664018566699994
ACH-000939,-0.11889696769300001
ACH-000941,-0.36202398230899996
ACH-000943,-0.39530395843099997
ACH-000946,-0.472563788665
ACH-000947,-0.27918989015
ACH-000948,-0.284372759669
ACH-000950,-0.45273869008
ACH-000953,-0.43479960737499995
ACH-000957,-0.223739329864
ACH-000958,-0.601580484768
ACH-000960,-0.37816066361699996
ACH-000963,-0.732799298017
ACH-000968,-0.34820481544
ACH-000969,-0.369166600718
ACH-000973,-0.325496894039
ACH-000974,-0.639017849166
ACH-000975,-0.413930484869
ACH-000976,-0.38347201149899995
ACH-000978,-0.296155696787
ACH-000980,-0.33278221378600004
ACH-000984,-0.43174862411799997
ACH-000986,-0.234415601332
ACH-000988,-0.576059992367
ACH-000993,-0.250648470792
ACH-000994,-0.281205848137
ACH-000996,-0.257416671914
ACH-001001,-0.332209530947
ACH-001020,-0.233495180185
ACH-001028,-0.349275242494
ACH-001031,-0.32834767154399996
ACH-001038,-0.371531238683
ACH-001048,-0.33934245011299996
ACH-001050,-0.312160055747
ACH-001053,-0.545131685671
ACH-001054,-0.21929557777
ACH-001061,-0.598961410598
ACH-001067,-0.38889783201300004
ACH-001075,-0.333254950971
ACH-001096,-0.43055369830799994
ACH-001128,0.0428658418569
ACH-001134,-0.234629787105
ACH-001151,-0.38618439725599996
ACH-001163,-0.460917659492
ACH-001164,-0.300778391317
ACH-001173,-0.435639251455
ACH-001183,-0.20288245785999998
ACH-001184,-0.047950995009000005
ACH-001190,-0.314683424523
ACH-001192,-0.43417230690499997
ACH-001193,-0.315520502338
ACH-001196,-0.358053143452
ACH-001197,-0.287397176709
ACH-001205,-0.30692040150600003
ACH-001211,-0.27042479499
ACH-001212,-0.168323561083
ACH-001228,-0.307202254486
ACH-001232,-0.241256106592
ACH-001239,-0.251911470212
ACH-001274,-0.299850118211
ACH-001275,-0.303654142961
ACH-001277,-0.45761656883199997
ACH-001278,-0.305275964232
ACH-001280,-0.45768309038000005
ACH-001283,-0.356448185444
ACH-001289,-0.385178066931
ACH-001295,-0.23114966721000002
ACH-001300,-0.341288523528
ACH-001301,-0.29804631292100003
ACH-001302,-0.414427727847
ACH-001303,-0.602353798612
ACH-001306,-0.38574877229099996
ACH-001318,-0.373797989555
ACH-001322,-0.15757281969
ACH-001328,-0.487888160426
ACH-001332,-0.365565226141
ACH-001333,-0.362145756149
ACH-001336,-0.333909908578
ACH-001340,-0.28286679911
ACH-001346,-0.175625372918
ACH-001353,-0.324587624781
ACH-001354,-0.500051235473
ACH-001367,-0.487240679546
ACH-001368,-0.370063018234
ACH-001374,-0.35537243996699996
ACH-001375,-0.220251075823
ACH-001377,-0.339772966521
ACH-001380,-0.30643243939599996
ACH-001391,-0.270843916205
ACH-001407,-0.277518109952
ACH-001408,-0.149242438423
ACH-001413,-0.528031650499
ACH-001430,-0.6910104131839999
ACH-001431,-0.40689774150799995
ACH-001450,-0.24261924518800002
ACH-001496,-0.34316752969400005
ACH-001500,-0.260415118048
ACH-001521,-0.49222320689599997
ACH-001523,-0.40739532136100004
ACH-001532,-0.157147991745
ACH-001536,-0.342991814558
ACH-001550,-0.37883464230700004
ACH-001552,-0.187220764851
ACH-001554,-0.259092119689
ACH-001645,-0.292763403783
ACH-001654,-0.290879311522
ACH-001715,-0.517841345946
ACH-001735,-0.48852227738700005
ACH-001736,-0.49730335405599996
ACH-001737,-0.504341423347
ACH-001740,-0.503466645362
ACH-001745,-0.349102977971
ACH-001750,-0.24275149831
ACH-001765,-0.285319448495
ACH-001956,-0.38485895219000005
ACH-001957,-0.264811826282
