,MPI (4351)
ACH-000004,-0.338132491605
ACH-000007,-0.222448219614
ACH-000009,-0.0573272465739
ACH-000011,-0.261905047407
ACH-000012,0.0205170000243
ACH-000013,0.0552007955178
ACH-000014,-0.207351482931
ACH-000015,-0.0518569966559
ACH-000017,-0.19168575790999998
ACH-000018,0.0763211727592
ACH-000019,-0.265092848404
ACH-000021,0.0790646655167
ACH-000022,-0.239492586656
ACH-000025,-0.260754582351
ACH-000028,-0.379167158868
ACH-000030,-0.414848034037
ACH-000035,-0.08166892705380001
ACH-000036,-0.309137436448
ACH-000037,-0.19118216995200002
ACH-000039,0.0640930949171
ACH-000040,-0.014056450686000001
ACH-000041,0.136976916263
ACH-000042,0.0832271991468
ACH-000045,-0.0830756995008
ACH-000047,-0.0372804138926
ACH-000052,-0.127324882465
ACH-000053,0.0688168649006
ACH-000054,-0.367089794543
ACH-000055,0.140427190296
ACH-000060,0.238746940942
ACH-000067,0.049736936364099996
ACH-000070,-0.035713228441099996
ACH-000075,-0.0587923403996
ACH-000078,0.0511322724237
ACH-000082,0.0275051810123
ACH-000085,0.0534536955413
ACH-000086,0.0785709857964
ACH-000087,-0.110903127843
ACH-000092,-0.030328785099400003
ACH-000095,0.135214211554
ACH-000097,-0.20867235712999999
ACH-000098,0.03913123538530001
ACH-000099,0.10433933921
ACH-000108,-0.18837743886
ACH-000113,0.0281795877887
ACH-000115,0.0804265735415
ACH-000116,0.0202769014857
ACH-000118,-0.130621552875
ACH-000120,0.0674677997987
ACH-000123,0.020868688488900004
ACH-000127,0.061867113122300005
ACH-000128,0.180116402564
ACH-000132,0.027570806981000003
ACH-000133,-0.045187918317599995
ACH-000137,-0.06433028643
ACH-000138,-0.0499838270371
ACH-000142,-0.436833329745
ACH-000143,0.03454509900680001
ACH-000146,-0.143982911237
ACH-000148,-0.0314429905035
ACH-000150,0.18561467188499997
ACH-000152,0.14828073394400001
ACH-000153,-0.0703098132581
ACH-000159,-0.21023662963300002
ACH-000160,0.0110512193719
ACH-000163,-0.11086354093900001
ACH-000167,-0.19949180568799998
ACH-000168,0.236274280927
ACH-000169,-0.0787469009573
ACH-000178,-0.19033878929099998
ACH-000182,-0.004783534224069999
ACH-000183,-0.342769195426
ACH-000188,-0.175332931535
ACH-000189,-0.11850539685799999
ACH-000190,-0.0184116688037
ACH-000198,0.0726617758015
ACH-000204,-0.0020506260471
ACH-000206,0.0458493315291
ACH-000207,-0.25613744692400003
ACH-000211,0.0103717842928
ACH-000215,-0.011994771039200002
ACH-000221,-0.111984583026
ACH-000222,-0.548948103319
ACH-000223,-0.114587745239
ACH-000226,0.26878324957
ACH-000227,-0.062158101324899996
ACH-000228,0.209453377031
ACH-000231,0.09252546120660002
ACH-000232,0.10988905015799999
ACH-000233,-0.0691543209326
ACH-000234,0.0032219153787
ACH-000235,-0.030687613822
ACH-000237,0.15027917271
ACH-000238,-0.0551593277689
ACH-000243,0.147613379595
ACH-000244,0.160943102897
ACH-000246,-0.00211975153012
ACH-000248,-0.21136115005
ACH-000250,-0.37921506009499995
ACH-000251,-0.012667568470399999
ACH-000253,-0.325855265763
ACH-000255,-0.028620072768099997
ACH-000256,-0.00318853450353
ACH-000257,-0.0941317932391
ACH-000258,0.370352458728
ACH-000259,0.058153635376900006
ACH-000260,-0.103286688894
ACH-000261,0.0309684601023
ACH-000262,-0.557531331923
ACH-000263,-0.277867928285
ACH-000264,-0.171866806246
ACH-000265,0.0264974623234
ACH-000266,0.0380346770475
ACH-000272,-0.6723446481890001
ACH-000273,-0.0607602759507
ACH-000274,-0.319235732077
ACH-000277,0.0332783539427
ACH-000278,0.0650037133159
ACH-000279,0.15062282276699998
ACH-000280,0.0142670416579
ACH-000281,0.05165380740640001
ACH-000288,-0.0554535799268
ACH-000291,0.0748007148195
ACH-000293,-0.0014226970761500003
ACH-000294,0.018719824364200003
ACH-000295,-0.257449476484
ACH-000296,0.036159860887199996
