,LIPG (9388)
ACH-000004,0.0660437847362
ACH-000007,-0.0825083075923
ACH-000009,0.109416843959
ACH-000011,0.22127917734900002
ACH-000012,0.172320035728
ACH-000013,0.10375371649800001
ACH-000014,0.162118495094
ACH-000015,0.12046261593699999
ACH-000017,0.278962412635
ACH-000018,0.313689733056
ACH-000019,0.13951375081599998
ACH-000021,0.30228111557
ACH-000022,0.107375964011
ACH-000025,0.0941992820431
ACH-000028,0.144333813646
ACH-000030,0.06296846254819999
ACH-000035,0.14936289159900001
ACH-000036,0.260656860327
ACH-000037,0.19283468755
ACH-000039,0.137314332307
ACH-000040,0.31164734215100004
ACH-000041,0.130442171967
ACH-000042,0.138684893236
ACH-000045,0.22098020621
ACH-000047,0.263390472554
ACH-000052,0.20593610534
ACH-000053,0.212131932064
ACH-000054,0.220361474769
ACH-000055,-0.0611069333743
ACH-000060,0.24708177234499998
ACH-000067,0.126835701182
ACH-000070,-0.0414089914544
ACH-000075,0.023067373966799996
ACH-000078,0.204676121948
ACH-000082,0.261829353158
ACH-000085,0.207434289629
ACH-000086,0.26743197908000005
ACH-000087,0.14011196074899998
ACH-000092,0.223709965021
ACH-000095,0.163886716342
ACH-000097,0.288226560387
ACH-000098,0.24763766585900002
ACH-000099,0.09957989185119999
ACH-000108,0.226444938322
ACH-000113,0.0162548950839
ACH-000115,0.1124075717
ACH-000116,0.148103155301
ACH-000118,0.225963440675
ACH-000120,0.432221794619
ACH-000123,0.254791113088
ACH-000127,0.220698147209
ACH-000128,0.278122039624
ACH-000132,0.04834313620080001
ACH-000133,0.20656052784099999
ACH-000137,0.18869145779899998
ACH-000138,0.181359330669
ACH-000142,0.12273176810900001
ACH-000143,-0.026811950969400002
ACH-000146,0.16932484294
ACH-000148,0.241137445933
ACH-000150,0.22361497872400002
ACH-000152,0.296540445509
ACH-000153,0.0577019394514
ACH-000159,0.39159787746299995
ACH-000160,0.17100565825800002
ACH-000163,0.0948372979395
ACH-000167,0.144785409582
ACH-000168,-0.0961884874681
ACH-000169,0.183663353532
ACH-000178,0.0569227044735
ACH-000182,0.08993559420669998
ACH-000183,0.11491623207
ACH-000188,0.338900405811
ACH-000189,-0.112372560668
ACH-000190,0.32885396332600003
ACH-000198,0.262707384306
ACH-000204,0.16727117501
ACH-000206,0.00273384551409
ACH-000207,0.47656083923799997
ACH-000211,0.220129448506
ACH-000215,0.171120055631
ACH-000221,0.12547037333
ACH-000222,0.307854453976
ACH-000223,-0.0640189061116
ACH-000226,0.272055842886
ACH-000227,0.0524771042012
ACH-000228,0.173634867132
ACH-000231,0.04384665490669999
ACH-000232,0.0179374752752
ACH-000233,0.111591619181
ACH-000234,0.193973299755
ACH-000235,0.0855354091594
ACH-000237,0.09563817209349999
ACH-000238,0.137141555042
ACH-000243,0.217458346932
ACH-000244,0.16682898621300002
ACH-000246,0.166299843043
ACH-000248,-0.0556361162427
ACH-000250,0.165029884572
ACH-000251,0.4481045188
ACH-000253,0.140752900549
ACH-000255,0.302345910249
ACH-000256,0.28993434677900004
ACH-000257,0.0506245669235
ACH-000258,0.0729814727443
ACH-000259,0.229092196515
ACH-000260,0.09781096152869999
ACH-000261,0.0648677962147
ACH-000262,0.185256669998
ACH-000263,-0.15389006941400002
ACH-000264,0.09562266916239999
ACH-000265,0.09650421852959999
ACH-000266,0.090627550684
ACH-000272,0.24603752088300002
ACH-000273,0.043222294494500005
ACH-000274,0.1817684384
ACH-000277,0.24104809986099998
ACH-000278,0.180647842137
ACH-000279,0.353346104334
ACH-000280,0.191697517782
ACH-000281,-0.09170208089849999
ACH-000288,0.162516861051
ACH-000291,0.188818872462
ACH-000293,0.166272439078
ACH-000294,0.17656579768800001
ACH-000295,0.24247951781399998
ACH-000296,0.302076332625
ACH-000302,0.15995670418400001
ACH-000304,0.0265824069735
ACH-000307,0.157803667655
ACH-000308,0.121742524722
ACH-000310,0.213390046779
ACH-000311,0.102748792914
ACH-000312,0.287263323315
ACH-000315,0.34909033976099996
ACH-000316,0.0146193923495
ACH-000317,0.160746904535
ACH-000318,0.173166794086
ACH-000319,0.12426211955600001
ACH-000320,0.33215183054499997
ACH-000322,0.319413150014
ACH-000323,0.0194804431514
ACH-000324,0.157901589278
ACH-000329,0.35842899426299996
ACH-000330,0.239924845755
ACH-000331,0.25893534068199997
ACH-000332,0.042240636215199995
ACH-000334,0.153430145151
ACH-000335,0.296538651774
ACH-000336,0.254835836198
ACH-000337,0.0380071263732
ACH-000339,0.185822145703
ACH-000341,0.0455977097437
ACH-000348,0.0696875078833
ACH-000350,0.0449674170058
ACH-000352,0.062942590144
ACH-000356,0.0889122013581
ACH-000361,0.197048797555
ACH-000362,0.17596142162999998
ACH-000363,-0.023859865217200002
ACH-000364,0.0509630404743
ACH-000365,0.259850290612
ACH-000366,0.166781270141
ACH-000368,0.192931554014
ACH-000374,0.202507772414
ACH-000375,-0.022374886367200003
ACH-000376,0.169838213196
ACH-000381,0.130557608503
ACH-000383,0.103530635316
ACH-000387,0.130475180925
ACH-000389,0.08536843566989999
ACH-000390,0.270935339352
ACH-000393,0.19755764356199998
ACH-000395,0.204607592072
ACH-000397,0.137962030953
ACH-000401,0.204665895014
ACH-000402,-0.231737874958
ACH-000403,0.10360441758
ACH-000404,0.42868403493600005
ACH-000406,0.198618938393
ACH-000407,0.114522417842
ACH-000408,0.276115696455
ACH-000410,0.131464335703
ACH-000411,0.290315625827
ACH-000414,0.191409530971
ACH-000415,0.264652317566
ACH-000416,0.08077256138160001
ACH-000420,0.155313078914
ACH-000421,0.192793887859
ACH-000424,0.184205863442
ACH-000425,0.0719039713545
ACH-000426,0.169057579323
ACH-000427,0.218404891916
ACH-000433,0.321371582618
ACH-000436,0.156125456901
ACH-000444,0.133656413698
ACH-000445,0.21955145623300001
ACH-000448,0.200728317645
ACH-000450,0.493321884424
ACH-000452,0.179896964956
ACH-000454,0.298645812518
ACH-000458,0.206843948457
ACH-000459,0.0837476170162
ACH-000460,0.19946443230099997
ACH-000461,0.17811834070799998
ACH-000463,0.0232808722321
ACH-000464,0.0159828285385
ACH-000466,0.222700696611
ACH-000467,0.22286926385699998
ACH-000468,0.157738709882
ACH-000469,0.169285804164
ACH-000470,0.164711046464
ACH-000471,0.307206495422
ACH-000472,0.017796206264099997
ACH-000473,0.038257866859800004
ACH-000475,0.147722178525
ACH-000476,0.0271827489458
ACH-000477,0.0917995538709
ACH-000480,0.011363463519700003
ACH-000481,0.12427279136
ACH-000483,0.274481443368
ACH-000484,0.1713297625
ACH-000485,0.21424137234299998
ACH-000486,0.184016480009
ACH-000487,0.020454485565500002
ACH-000488,0.259898844598
ACH-000490,0.177621653735
ACH-000491,0.45526260576399996
ACH-000495,0.46835536343999995
ACH-000496,0.28133207755
ACH-000499,-0.09137460664310001
ACH-000500,0.17701855510899997
ACH-000502,0.0764888505998
ACH-000503,0.229205600221
ACH-000505,0.0400184431616
ACH-000507,0.127083510846
ACH-000510,0.189954950438
ACH-000511,0.0967176880966
ACH-000512,-0.0445840909622
ACH-000516,0.285487265122
ACH-000517,0.18697454832199997
ACH-000518,0.21408730158
ACH-000520,0.0619921679885
ACH-000521,0.269668111542
ACH-000522,0.185550970507
ACH-000524,0.112647371501
ACH-000527,0.200025780109
ACH-000528,0.22097901340599999
ACH-000537,0.195171098085
ACH-000541,0.241870857592
ACH-000542,0.161634443273
ACH-000544,0.121350392555
ACH-000545,-0.030028620786700003
ACH-000547,0.151936133482
