,SIK1 (150094)
ACH-000004,-0.13740660311
ACH-000007,0.30227074274300003
ACH-000009,0.0173772471171
ACH-000011,-0.0352999140876
ACH-000012,0.07709066367430001
ACH-000013,-0.118213963835
ACH-000014,-0.203463558283
ACH-000015,0.146341285317
ACH-000017,0.0821616225845
ACH-000018,-0.38049273997
ACH-000019,0.24566839371399998
ACH-000021,0.0360706441258
ACH-000022,0.0101551040186
ACH-000025,0.15199177701
ACH-000028,-0.07692611409689999
ACH-000030,0.045447089200400005
ACH-000035,-0.11902553746200001
ACH-000036,-0.24540852664
ACH-000037,-0.264801545068
ACH-000039,-0.292616933958
ACH-000040,0.053080171152
ACH-000041,0.0374298079082
ACH-000042,0.08542422423769999
ACH-000045,0.09999195424019999
ACH-000047,0.00263376494535
ACH-000052,-0.204756391716
ACH-000053,-0.145522773118
ACH-000054,-0.0814225748752
ACH-000055,0.0509141520656
ACH-000060,-0.297758836766
ACH-000067,-0.151514339901
ACH-000070,-0.39933982986
ACH-000075,-0.209723348863
ACH-000078,0.029205965571599997
ACH-000082,-0.042610339371800005
ACH-000085,-0.15989653067600001
ACH-000086,0.18927384367699998
ACH-000087,-0.123091162958
ACH-000092,0.00301318514394
ACH-000095,0.08624160729419998
ACH-000097,-0.049671779290199995
ACH-000098,-0.17361068249699999
ACH-000099,-0.108835098777
ACH-000108,-0.06347000931590001
ACH-000113,-0.13358605053
ACH-000115,-0.038375674265099996
ACH-000116,-0.160853163096
ACH-000118,0.233391924153
ACH-000120,0.011807012341200001
ACH-000123,-0.0684053360724
ACH-000127,-0.16135943532
ACH-000128,-0.184343560639
ACH-000132,-0.0912049879431
ACH-000133,0.0308458561363
ACH-000137,-0.082528964064
ACH-000138,0.0636650984932
ACH-000142,-0.124561215585
ACH-000143,-0.09613506095619999
ACH-000146,-0.105221097936
ACH-000148,-0.0527170313174
ACH-000150,-0.0786399494493
ACH-000152,-0.08145039511680001
ACH-000153,0.228298804031
ACH-000159,-0.0653111850109
ACH-000160,0.402827903484
ACH-000163,-0.11950511038799999
ACH-000167,0.619031029116
ACH-000168,-0.242084841043
ACH-000169,-0.129608589421
ACH-000178,-0.020374447616299998
ACH-000182,-0.0888415977532
ACH-000183,-0.117595563085
ACH-000188,0.114956686554
ACH-000189,-0.201218378704
ACH-000190,0.540281066128
ACH-000198,-0.13760812173
