,ISLR2 (57611)
ACH-000004,-0.010150067287
ACH-000007,-0.12094819750999998
ACH-000009,0.196071964011
ACH-000011,0.187849747654
ACH-000012,-0.0351038227712
ACH-000013,0.110555979683
ACH-000014,0.027733363518500004
ACH-000015,0.137255270126
ACH-000017,-0.14981618093000001
ACH-000018,-0.20319355715
ACH-000019,0.0512930965319
ACH-000021,0.31978527461999995
ACH-000022,0.16511495650900002
ACH-000025,0.0610773612428
ACH-000028,0.100235937734
ACH-000030,0.129432889271
ACH-000035,0.0485291556537
ACH-000036,0.122738010409
ACH-000037,0.110986401352
ACH-000039,0.0596079604314
ACH-000040,0.142151130842
ACH-000041,0.0382354517001
ACH-000042,0.205886942042
ACH-000045,-0.138733063039
ACH-000047,0.073051683066
ACH-000052,0.08840499988160001
ACH-000053,0.059726994012799996
ACH-000054,0.07381877296110001
ACH-000055,0.131003395049
ACH-000060,0.11033516513800001
ACH-000067,0.134678176542
ACH-000070,0.12682030598
ACH-000075,-0.129428414483
ACH-000078,0.163075062912
ACH-000082,0.0468731842507
ACH-000085,-0.116874816863
ACH-000086,-0.012110362153499999
ACH-000087,0.17650344922400002
ACH-000092,0.118690678727
ACH-000095,0.0914702285648
ACH-000097,0.33445292321
ACH-000098,0.21258343080800002
ACH-000099,0.111253655186
ACH-000108,0.20341802138099999
ACH-000113,0.116662742311
ACH-000115,0.250219153131
ACH-000116,0.133659554417
ACH-000118,0.216479226219
ACH-000120,-0.0504149699981
ACH-000123,0.147214019345
ACH-000127,0.0621068397071
ACH-000128,-0.0196979660955
ACH-000132,0.008885227304840001
ACH-000133,0.02284816466
ACH-000137,0.19937151612799997
ACH-000138,0.098755206786
ACH-000142,0.213238138783
ACH-000143,-0.199650875382
ACH-000146,0.0602854392196
ACH-000148,0.0927279510127
ACH-000150,0.137386687276
ACH-000152,0.0887580497848
ACH-000153,-0.22788388737100002
ACH-000159,0.14691491204399998
ACH-000160,0.07343202794489999
ACH-000163,0.18412670234
ACH-000167,0.08708091230760001
ACH-000168,-0.0475296835556
ACH-000169,-0.016978515040899998
ACH-000178,0.053256292171599995
ACH-000182,0.033043783267200005
ACH-000183,-0.255375707185
ACH-000188,0.198776753906
ACH-000189,0.379643065405
ACH-000190,0.264970067185
ACH-000198,0.0293782156463
ACH-000204,0.17255164002700002
ACH-000206,-0.0755236054408
ACH-000207,-0.19892936652100002
ACH-000211,0.105195761464
ACH-000215,0.12191916297599999
ACH-000221,0.141988326475
ACH-000222,0.12195965255699999
ACH-000223,0.139607622878
ACH-000226,0.20997984743599998
ACH-000227,0.155284729988
ACH-000228,0.118032507444
ACH-000231,0.030306057410000004
ACH-000232,0.08763326235619999
ACH-000233,0.0434175266614
ACH-000234,-0.0484970881571
ACH-000235,0.046374067654400004
ACH-000237,0.08350512052060001
ACH-000238,-0.229294781292
ACH-000243,0.149828987106
ACH-000244,-0.569161899109
ACH-000246,0.23655511866099999
ACH-000248,-0.0130939212825
ACH-000250,-0.009005789731010001
ACH-000251,0.013140894892799999
ACH-000253,0.12146878635500001
ACH-000255,0.0152439005737
ACH-000256,-0.0577051917568
ACH-000257,-0.036153348106199995
ACH-000258,0.281014315664
ACH-000259,0.10833634395
ACH-000260,0.180349859447
ACH-000261,-0.021036027225599996
ACH-000262,0.192824391708
ACH-000263,-0.126286345804
ACH-000264,0.0369826428573
ACH-000265,0.09803810257919998
ACH-000266,0.07101137866650001
ACH-000272,0.0653104402885
ACH-000273,0.108163546177
ACH-000274,0.06922956273610001
ACH-000277,-0.0769934597027
ACH-000278,0.199412551602
ACH-000279,-0.019261161677700003
ACH-000280,0.0783742309278
ACH-000281,0.124531382284
ACH-000288,0.047642370389900005
ACH-000291,0.082803218106
ACH-000293,0.218681905683
ACH-000294,0.218655605532
ACH-000295,0.13170493232799999
ACH-000296,-0.0414550662666
ACH-000302,1.97550306929e-05
ACH-000304,0.401055122267
ACH-000307,0.019532739405799998
ACH-000308,0.12401618290699999
ACH-000310,0.247812634006
ACH-000311,0.15188933287
ACH-000312,0.130288385966
ACH-000315,0.07990142472999999
ACH-000316,-0.0748289647685
ACH-000317,0.06896994934310001
ACH-000318,0.06823810186000001
ACH-000319,-0.162137016556
ACH-000320,0.210715618001
ACH-000322,0.138811172322
ACH-000323,0.11912324788899999
ACH-000324,0.194994362972
ACH-000329,0.241298447344
ACH-000330,-0.0445240584085
ACH-000331,0.18577246860399999
ACH-000332,0.16883741780900002
ACH-000334,-0.053764281869700004
ACH-000335,0.09529365112600001
ACH-000336,0.16913051082299999
ACH-000337,0.360353796529
ACH-000339,0.135361166688
ACH-000341,0.178178442793
ACH-000348,-0.0180042678095
ACH-000350,0.0378059521746
ACH-000352,0.0970815717651
ACH-000356,0.06286056319740001
ACH-000361,0.156974004602
ACH-000362,0.155324965236
ACH-000363,0.037414370010599995
ACH-000364,0.0514995447883
ACH-000365,0.0117781544383
ACH-000366,0.155890574898
ACH-000368,-0.100058453799
ACH-000374,0.177750406953
ACH-000375,0.035269814585300006
ACH-000376,-0.08919433862619999
ACH-000381,0.174456620442
ACH-000383,-0.0218811594074
ACH-000387,0.0701294626349
ACH-000389,0.131400175383
ACH-000390,0.10435815877900001
ACH-000393,0.053767167406599994
ACH-000395,-0.0315481964148
ACH-000397,0.0781384193242
ACH-000401,0.0908816558333
ACH-000402,-0.27382319494199997
ACH-000403,0.0721104715519
ACH-000404,0.12405776211899999
ACH-000406,0.09945173278410001
ACH-000407,0.00316416144127
ACH-000408,0.12807936846100001
ACH-000410,0.0231471164045
ACH-000411,0.192376617764
ACH-000414,0.29891975542
ACH-000415,0.062333989414
