,DAAM1 (23002)
ACH-000004,-0.012932417937100002
ACH-000007,0.115554568232
ACH-000009,0.0349097204839
ACH-000011,0.278633600794
ACH-000012,0.23799259368099998
ACH-000013,0.151517947338
ACH-000014,0.0409043444841
ACH-000015,0.134544884836
ACH-000017,0.0346967229966
ACH-000018,0.288119928271
ACH-000019,-0.25197678411400004
ACH-000021,0.151156681493
ACH-000022,0.08140602292289999
ACH-000025,0.09564303164030001
ACH-000028,0.269329162982
ACH-000030,0.08634503020199999
ACH-000035,0.124930577564
ACH-000036,0.280928607786
ACH-000037,0.0918089203551
ACH-000039,0.0567651033243
ACH-000040,0.109911045129
ACH-000041,0.17468934573800002
ACH-000042,0.0735293870459
ACH-000045,0.0721284245911
ACH-000047,0.20023919266600002
ACH-000052,0.139456814608
ACH-000053,0.18295252816
ACH-000054,0.125056719235
ACH-000055,-0.0416803557384
ACH-000060,-0.059286722838199996
ACH-000067,0.0667707678443
ACH-000070,0.0341210668797
ACH-000075,0.255334261856
ACH-000078,-0.082774959942
ACH-000082,0.100542757927
ACH-000085,0.419177797864
ACH-000086,-0.05880765476869999
ACH-000087,0.019361563179400004
ACH-000092,0.060417935807800006
ACH-000095,0.0660079373036
ACH-000097,-0.0229300227905
ACH-000098,0.15708568160999997
ACH-000099,0.0822801843628
ACH-000108,0.188518610127
ACH-000113,0.123901471995
ACH-000115,0.147200007079
ACH-000116,0.168218028806
ACH-000118,0.0131299141907
ACH-000120,0.131605741536
ACH-000123,0.039174513803699997
ACH-000127,0.015566261101799999
ACH-000128,0.053906280443699994
ACH-000132,0.298893011791
ACH-000133,0.10106029457
ACH-000137,0.471869499343
ACH-000138,0.10400619785399999
ACH-000142,0.333195455977
ACH-000143,0.16406955044500002
ACH-000146,0.06584838678119999
ACH-000148,0.0540407863624
ACH-000150,0.17465998089899998
ACH-000152,0.190682546651
ACH-000153,0.28925136765299997
ACH-000159,0.18113115880800001
ACH-000160,0.0996270859964
ACH-000163,0.0636566420905
ACH-000167,0.13192376405
ACH-000168,-0.0793140956199
ACH-000169,0.271120459074
ACH-000178,0.19041075429499998
ACH-000182,0.154721370726
ACH-000183,0.0742498473699
ACH-000188,0.247513424842
ACH-000189,0.40539333062
ACH-000190,0.0170451117051
ACH-000198,0.0257067632335
ACH-000204,0.138308623488
ACH-000206,-0.015607594047
ACH-000207,0.035822820775699996
ACH-000211,0.214665222227
ACH-000215,0.182893387695
ACH-000221,0.270645882851
ACH-000222,0.010248741593899999
ACH-000223,0.0889895352124
ACH-000226,0.20355625659499998
ACH-000227,0.187062322074
ACH-000228,-0.169893876338
ACH-000231,0.0224583399404
ACH-000232,0.18597689882
ACH-000233,0.23812359664500002
ACH-000234,0.0843351456386
ACH-000235,0.12294329564999999
ACH-000237,0.331186837738
ACH-000238,0.308064699811
ACH-000243,0.08798095975610001
ACH-000244,0.0268595966058
ACH-000246,0.175942104752
ACH-000248,0.296113920404
ACH-000250,0.14366495373
ACH-000251,0.19352216830400001
ACH-000253,0.159685259602
ACH-000255,0.147324323236
ACH-000256,0.150649214576
