,NOC3L (64318)
ACH-000232,-1.36979755294
ACH-000233,-1.4621477148700002
ACH-000234,-1.4000664333200001
ACH-000235,-1.33648681731
ACH-000237,-1.37599051713
ACH-000238,-0.968555924361
ACH-000243,-1.40439581627
ACH-000244,-1.40484907477
ACH-000246,-1.0988177751600001
ACH-000248,-1.28665183444
ACH-000250,-1.2822095539
ACH-000251,-1.30427374095
ACH-000253,-1.41614161368
ACH-000255,-1.03746849293
ACH-000256,-1.5384120173299998
ACH-000257,-1.2680024734200002
ACH-000258,-1.50581415861
ACH-000259,-1.2172634123100001
ACH-000260,-1.3688860524899997
ACH-000261,-1.3185058697399998
ACH-000262,-1.4448562943799999
ACH-000263,-1.19146057187
ACH-000264,-1.01970335432
ACH-000265,-1.4836367199200002
ACH-000266,-1.33468581439
ACH-000272,-1.30723057771
ACH-000273,-1.48467321613
ACH-000274,-1.25006781468
ACH-000277,-1.40487894155
ACH-000278,-1.1741998977299999
ACH-000279,-1.4158717727599999
ACH-000280,-1.46389883313
ACH-000281,-1.47476516725
ACH-000288,-1.4156949980200002
ACH-000291,-1.25062558698
ACH-000293,-1.48989454313
ACH-000294,-2.0704469554599996
ACH-000295,-1.2695520628599999
ACH-000296,-1.7907284985299998
ACH-000302,-1.39882543806
ACH-000304,-1.14724579717
ACH-000307,-1.2879583475799998
ACH-000308,-1.3809335977200001
ACH-000310,-1.85167841848
ACH-000311,-1.4840928491
ACH-000312,-1.48548065666
ACH-000315,-1.65474062146
ACH-000316,-1.74562093555
ACH-000317,-1.32339593032
ACH-000318,-1.27250968213
ACH-000319,-1.5280864955899998
ACH-000320,-1.7475496729900002
ACH-000322,-1.37480450469
ACH-000323,-1.53981530437
ACH-000324,-1.58110335729
ACH-000329,-1.1893222483299999
ACH-000330,-1.15363839144
ACH-000331,-1.19260809872
ACH-000332,-1.23440179234
ACH-000334,-1.3546798217299998
ACH-000335,-1.5787205454799997
ACH-000336,-1.34191405976
ACH-000337,-1.1674911285
ACH-000339,-1.4319620780700002
ACH-000341,-1.40831578916
ACH-000348,-1.23722561457
ACH-000350,-1.2993942995799999
ACH-000352,-1.30123722101
ACH-000356,-1.22547423713
ACH-000361,-1.13802957602
ACH-000362,-1.29206844651
ACH-000363,-1.3882902352000002
ACH-000364,-1.3081087364
ACH-000365,-1.2861642356899998
ACH-000366,-1.09366013486
ACH-000368,-1.1408220051
ACH-000374,-1.25757196518
ACH-000375,-1.34937465258
ACH-000376,-1.35845809482
ACH-000381,-1.1181287939700002
ACH-000383,-1.52931668977
ACH-000387,-1.4764027916
ACH-000389,-1.18643151486
ACH-000390,-1.55333826966
ACH-000393,-1.19149856646
ACH-000395,-1.26514777828
ACH-000397,-1.1144875647499999
ACH-000401,-1.31399869019
ACH-000402,-1.4925619958399998
ACH-000403,-1.41575904794
ACH-000404,-2.0530970189
ACH-000406,-1.28446508707
ACH-000407,-1.06331875718
ACH-000408,-1.4628284542399999
ACH-000410,-1.28249560939
ACH-000411,-1.28533142412
ACH-000414,-1.55670268764
ACH-000415,-1.56007853491
ACH-000416,-1.38926706495
ACH-000420,-1.29632563713
ACH-000421,-1.1951120472399999
ACH-000424,-1.28685487934
ACH-000425,-1.4248481602899998
ACH-000426,-1.31096179627
ACH-000427,-0.9083039177429999
ACH-000433,-1.25862100289
ACH-000436,-1.1328718821700001
ACH-000444,-1.43491067125
ACH-000445,-1.19482283918
ACH-000448,-1.4474040424399999
ACH-000450,-1.36383659778
ACH-000452,-1.48363461984
ACH-000454,-1.5240612305599999
ACH-000458,-1.0710691388
ACH-000459,-1.29590283206
ACH-000460,-1.2784032393
ACH-000461,-1.27300433065
ACH-000463,-1.42275953581
ACH-000464,-1.47090087972
ACH-000466,-1.54599773854
ACH-000467,-1.4523336847
ACH-000468,-1.3608457418900002
ACH-000469,-1.41714197982
ACH-000470,-1.7500273493400003
ACH-000471,-1.2657227741700001
ACH-000472,-1.51072706722
ACH-000473,-1.4993427523700003
ACH-000475,-1.25460511001
ACH-000476,-1.03092207719
ACH-000477,-1.67465668579
ACH-000480,-1.2474671210600001
ACH-000481,-1.4069242599899998
ACH-000483,-1.05498908735
ACH-000484,-1.3467767209000001
ACH-000485,-1.31202369756
ACH-000486,-1.32037689059
ACH-000487,-1.12545917412
ACH-000488,-1.43370361434
ACH-000490,-1.58413140957
ACH-000491,-1.53889145414
ACH-000495,-1.46947160272
ACH-000496,-1.61260444449
ACH-000499,-1.1748729864899998
ACH-000500,-1.3121286713200002
ACH-000502,-1.28129627287
ACH-000503,-1.4202372873299998
ACH-000505,-1.31793320409
ACH-000507,-1.3328955247499998
ACH-000510,-1.3625080943
ACH-000511,-1.45711397354
ACH-000512,-1.59735041532
ACH-000516,-1.0707579239899998
ACH-000517,-1.4230091245899998
ACH-000518,-1.56759144621
ACH-000520,-1.21009528867
ACH-000521,-1.40370649654
ACH-000522,-0.994630532272
ACH-000524,-1.34565357516
ACH-000527,-1.23591914
ACH-000528,-1.35917332565
ACH-000537,-1.5128680573299997
ACH-000541,-1.14816984835
ACH-000542,-1.41620972137
ACH-000544,-1.3353550386700002
ACH-000545,-1.57192555715
ACH-000547,-1.4847333327
ACH-000548,-1.23859111487
ACH-000549,-1.4481447754799999
ACH-000550,-1.43031384576
ACH-000552,-1.3519921813299998
ACH-000556,-1.5281388984399997
ACH-000557,-1.4764922856
ACH-000570,-1.42040256343
ACH-000571,-1.26488823425
ACH-000573,-1.63034136552
ACH-000576,-1.3194506316799999
ACH-000580,-1.43880306348
ACH-000584,-1.1741341069600002
ACH-000585,-1.30904942102
ACH-000588,-1.2260331746700002
ACH-000589,-1.4975194448700002
ACH-000591,-1.66708875445
ACH-000593,-1.48800502447
ACH-000600,-1.24295354408
ACH-000601,-1.23506138669
ACH-000604,-1.15822669292
ACH-000605,-1.44643132778
ACH-000606,-1.52368231741
ACH-000608,-1.21628112023
ACH-000614,-1.49853934758
ACH-000616,-1.17486706682
ACH-000618,-1.29084557657
ACH-000619,-1.33455015915
ACH-000620,-1.32506692988
ACH-000621,-1.4841667310799997
ACH-000622,-1.4100315455799999
ACH-000623,-1.67011810776
ACH-000624,-1.1927125974200001
ACH-000627,-1.37320830729
ACH-000630,-1.3402614882600001
ACH-000632,-1.26518860729
ACH-000633,-1.31660644636
ACH-000637,-1.46180407461
ACH-000638,-1.5475855031999999
ACH-000646,-0.844638769764
ACH-000647,-1.40824738591
ACH-000648,-1.5762185047100001
ACH-000649,-1.4745737244
ACH-000651,-1.4301935184399999
ACH-000652,-1.24232456495
ACH-000653,-1.4840046708399999
ACH-000657,-1.38652269389
ACH-000658,-1.3359172382100002
ACH-000661,-1.4440013173500001
ACH-000662,-1.39539005489
ACH-000663,-1.60121346104
ACH-000665,-1.2564166225799998
ACH-000671,-1.03377083088
ACH-000673,-1.13859047155
ACH-000676,-1.2638776235100002
ACH-000677,-1.41953366972
ACH-000681,-1.42018397345
ACH-000682,-1.60730093238
ACH-000683,-1.53718842958
ACH-000684,-1.5085744941299999
ACH-000688,-1.08730346571
ACH-000693,-1.54761259213
ACH-000694,-1.32401290353
ACH-000695,-1.6243197004700003
ACH-000696,-1.20250470323
ACH-000697,-1.2101645245100001
ACH-000699,-1.37889642463
ACH-000701,-1.74765665526
ACH-000706,-1.36857630508
ACH-000711,-1.3644889126
ACH-000713,-1.34327874019
ACH-000714,-1.1909304171100001
ACH-000718,-1.1307542053200001
ACH-000720,-1.30973419855
ACH-000721,-1.32811983286
ACH-000724,-0.998148438626
ACH-000725,-0.9082866637610001
ACH-000732,-1.0479638378799998
ACH-000734,-1.4971527772600002
ACH-000735,-1.4179711360499998
ACH-000736,-1.60376061309
ACH-000738,-1.07138743107
ACH-000746,-1.26512109013
ACH-000747,-1.04425838703
ACH-000748,-1.10704701558
ACH-000753,-1.2986610821
ACH-000756,-1.22914965475
ACH-000757,-1.44010695775
ACH-000758,-1.3958509762399998
ACH-000760,-1.31144165283
ACH-000763,-1.3124152118899999
ACH-000764,-1.3873240658500001
ACH-000765,-1.5661202764200002
ACH-000766,-1.4836490902200001
ACH-000767,-1.2586231538700001
ACH-000768,-1.27270973378
ACH-000769,-1.51875398569
ACH-000770,-1.31567311693
ACH-000771,-1.34019647036
ACH-000773,-1.52266363653
ACH-000776,-1.27276150695
ACH-000777,-1.30359514012
ACH-000778,-1.39242443967
ACH-000781,-1.33411950385
ACH-000782,-1.3415843219299999
ACH-000783,-0.978604884268
ACH-000784,-1.3831991912900001
ACH-000785,-1.29461753396
ACH-000787,-1.14553293792
ACH-000788,-1.27972467718
ACH-000791,-1.4541585175
ACH-000792,-1.23367582001
ACH-000794,-1.4260925221599998
ACH-000796,-1.04106514924
ACH-000799,-1.4147294420299998
ACH-000800,-1.7255065385900004
ACH-000802,-1.32355791816
ACH-000804,-1.62737862294
ACH-000805,-1.2705064402500001
ACH-000809,-1.4715806723700002
ACH-000810,-1.64866782571
ACH-000811,-1.6755443336200002
ACH-000817,-1.46720828488
ACH-000819,-1.26132386732
ACH-000820,-0.9368808654430001
ACH-000821,-1.52105056061
ACH-000822,-1.06385750301
ACH-000823,-1.32509088002
ACH-000824,-1.42386965035
ACH-000827,-1.2792311556799998
ACH-000829,-1.47021351174
ACH-000831,-1.43041214262
ACH-000832,-1.08035223054
ACH-000833,-1.31061434969
ACH-000834,-1.5119889337
ACH-000835,-1.4354696790600001
ACH-000836,-1.62354863629
ACH-000837,-1.6966941132
ACH-000838,-1.0933959983200001
ACH-000839,-1.38609174262
ACH-000840,-1.25808827266
ACH-000841,-1.48555301757
ACH-000843,-1.2963135692299999
ACH-000846,-1.29002202829
ACH-000847,-1.1563406333600001
ACH-000848,-1.26477884301
ACH-000849,-1.43066733003
ACH-000851,-1.1665808321100002
ACH-000855,-1.30307748494
ACH-000856,-1.51240294189
ACH-000858,-1.29901692638
ACH-000859,-1.38836349752
ACH-000861,-1.49467436139
ACH-000862,-1.26928104509
ACH-000865,-1.40535903359
ACH-000866,-1.29640456002
ACH-000867,-1.35429002045
ACH-000869,-1.28629174339
ACH-000872,-1.29474627994
ACH-000873,-1.28537047696
ACH-000876,-1.16645411098
ACH-000878,-1.49998253238
ACH-000880,-1.12702809707
ACH-000881,-1.4222527166999999
ACH-000882,-1.14304685131
ACH-000884,-1.16297521981
ACH-000885,-1.25819495052
ACH-000887,-1.33937656419
ACH-000888,-1.29752334549
ACH-000889,-1.2840985739700002
ACH-000890,-1.6992409710799998
ACH-000896,-1.4085927934399998
ACH-000898,-1.6286366186
ACH-000900,-1.20025562188
ACH-000901,-1.3616679131799998
ACH-000905,-1.41594182349
ACH-000906,-1.50524839811
ACH-000907,-1.19412062328
ACH-000910,-1.42321151292
ACH-000911,-1.35466324686
ACH-000912,-1.2300254561700001
ACH-000913,-1.4472622936700001
ACH-000915,-1.2166461327
ACH-000916,-0.953779257668
ACH-000917,-1.0927626958499999
ACH-000921,-1.28644001584
ACH-000924,-0.8802025366799999
ACH-000926,-1.4926603872400002
ACH-000928,-1.2315447053200002
ACH-000929,-1.39482990732
ACH-000932,-1.28611966136
ACH-000935,-1.44907933725
ACH-000936,-1.0795035551
ACH-000937,-1.23246879282
ACH-000938,-1.22274041316
ACH-000939,-1.19981052537
ACH-000941,-1.20452844685
ACH-000943,-1.3851873973
ACH-000946,-1.2900500079200001
ACH-000947,-1.21059792599
ACH-000948,-1.32292630471
ACH-000950,-1.4294644332
ACH-000953,-0.881956444301
ACH-000957,-1.24714741051
ACH-000958,-1.67204892662
ACH-000960,-1.22290730494
ACH-000963,-1.71715929197
ACH-000968,-1.1034380786
ACH-000969,-1.3893205387099998
ACH-000973,-1.15569725089
ACH-000974,-1.44770508269
ACH-000975,-1.59932884936
ACH-000976,-1.46661378463
ACH-000978,-0.8878881796100001
ACH-000980,-1.31416960615
ACH-000984,-1.42584794826
ACH-000986,-1.3832118339300001
ACH-000988,-1.43595426368
ACH-000993,-1.0784065120200002
ACH-000994,-1.6241410174899997
ACH-000996,-1.28232706094
ACH-001001,-1.3752982108200003
ACH-001020,-1.63327863308
ACH-001028,-1.31604817856
ACH-001031,-1.2327189274600001
ACH-001038,-1.32909625282
ACH-001048,-1.3527078419799998
ACH-001050,-1.17614962323
ACH-001053,-1.5262591079299999
ACH-001054,-1.3864361394999998
ACH-001061,-1.17199326398
ACH-001067,-1.28348260549
ACH-001075,-1.2623403774
ACH-001096,-1.58502690561
ACH-001128,-1.2900685324099999
ACH-001134,-1.21370124921
ACH-001151,-1.31669881247
ACH-001163,-1.20360278009
ACH-001164,-1.2647285965600001
ACH-001173,-1.13901624407
ACH-001183,-1.37400255157
ACH-001184,-1.35732947512
ACH-001190,-0.9677165821539999
ACH-001192,-1.26927719204
ACH-001193,-1.19939843722
ACH-001196,-1.2838399713700002
ACH-001197,-1.4347580487600002
ACH-001205,-1.41614412801
ACH-001211,-1.12265954563
ACH-001212,-1.21190156871
ACH-001228,-1.49846706007
ACH-001232,-1.36900452047
ACH-001239,-1.4502919899200002
ACH-001274,-1.4101044124000002
ACH-001275,-1.29529685779
ACH-001277,-1.46698353464
ACH-001278,-0.827493941473
ACH-001280,-1.2536583748299999
ACH-001283,-1.2116840628399999
ACH-001289,-1.5799395281
ACH-001295,-1.40623872396
ACH-001300,-1.4296898799000002
ACH-001301,-1.43339600256
ACH-001302,-1.24852142162
ACH-001303,-1.4714121862600003
ACH-001306,-1.50937444588
ACH-001318,-1.3291343446200001
ACH-001322,-1.26088230427
ACH-001328,-1.2390320052200001
ACH-001332,-1.4033442605500002
ACH-001333,-1.19230157084
ACH-001336,-1.26846641556
ACH-001340,-1.0415004551
ACH-001346,-1.15629419718
ACH-001353,-1.2657477662899999
ACH-001354,-1.4164290844799998
ACH-001367,-1.2428844824
ACH-001368,-1.39818126317
ACH-001374,-1.01497919149
ACH-001375,-1.50417018956
ACH-001377,-1.3680647628600002
ACH-001380,-1.23959317506
ACH-001391,-1.06523320125
ACH-001407,-1.45155501243
ACH-001408,-1.28482543097
ACH-001413,-1.09418916637
ACH-001430,-1.1882534071200002
ACH-001431,-1.28859483427
ACH-001450,-1.28842023247
ACH-001496,-1.45989282106
ACH-001500,-1.37731076199
ACH-001521,-1.06366107615
ACH-001523,-1.40450770446
ACH-001532,-1.40307276574
ACH-001536,-1.3686192675600002
ACH-001550,-1.5551623660299998
ACH-001552,-1.0815966875399998
ACH-001554,-1.54545207389
ACH-001645,-1.32506445687
ACH-001654,-1.46852060213
ACH-001715,-1.47640219087
ACH-001735,-1.16104725406
ACH-001736,-1.38436203262
ACH-001737,-0.84839378406
ACH-001740,-1.3033841498799998
ACH-001745,-1.16588818806
ACH-001750,-1.17404990993
ACH-001765,-1.4089675658
ACH-001956,-1.24734809816
ACH-001957,-1.22027224697
