,MARS (4141)
ACH-000472,-1.19764833
ACH-000473,-1.55058055736
ACH-000475,-1.30283864084
ACH-000476,-1.42581256934
ACH-000477,-1.40303536079
ACH-000480,-1.2352758561700001
ACH-000481,-1.43318239861
ACH-000483,-1.4017283643399998
ACH-000484,-1.55486470438
ACH-000485,-1.22013715798
ACH-000486,-1.23885159244
ACH-000487,-1.22527112124
ACH-000488,-1.24945853633
ACH-000490,-1.2850406594200001
ACH-000491,-1.6072140145500002
ACH-000495,-1.03823477894
ACH-000496,-1.51168930837
ACH-000499,-1.26266491912
ACH-000500,-1.4705481074899998
ACH-000502,-1.2457393587299999
ACH-000503,-1.57504026028
ACH-000505,-1.3904345578900001
ACH-000507,-1.3526436248
ACH-000510,-1.1586800503499999
ACH-000511,-1.3822378142299998
ACH-000512,-1.69642848238
ACH-000516,-1.30662950884
ACH-000517,-1.34219853144
ACH-000518,-1.29666259074
ACH-000520,-1.49024688878
ACH-000521,-1.4888447802899998
ACH-000522,-1.0634881264700002
ACH-000524,-1.57002364104
ACH-000527,-1.50765357382
ACH-000528,-1.24722277046
ACH-000537,-1.5349793910799998
ACH-000541,-1.00480131259
ACH-000542,-1.2970496513299998
ACH-000544,-1.26812955267
ACH-000545,-1.14519365815
ACH-000547,-0.983400359842
ACH-000548,-1.20331791224
ACH-000549,-1.07267426158
ACH-000550,-1.63160230014
ACH-000552,-1.33792972952
ACH-000556,-1.3676615110199999
ACH-000557,-1.42612270236
ACH-000570,-1.39938835028
ACH-000571,-1.37645001294
ACH-000573,-1.54602220742
ACH-000576,-1.2887587081999998
ACH-000580,-1.68222496317
ACH-000584,-1.19085471632
ACH-000585,-1.38151813676
ACH-000588,-1.4437280746099999
ACH-000589,-1.42660613873
ACH-000591,-1.5370434283599999
ACH-000593,-1.24357228907
ACH-000600,-1.31457868054
ACH-000601,-1.3355761465
ACH-000604,-1.5963360803600002
ACH-000605,-1.51821713321
ACH-000606,-1.15901481008
ACH-000608,-1.4545945592899998
ACH-000614,-1.2791441444399998
ACH-000616,-1.3702026371200002
ACH-000618,-1.34318181258
ACH-000619,-0.929352418618
ACH-000620,-1.40294589629
ACH-000621,-1.6516495856600002
ACH-000622,-1.3785770182100001
ACH-000623,-1.59183109727
ACH-000624,-1.33735677449
ACH-000627,-1.2609869653599999
ACH-000630,-1.28487756645
ACH-000632,-1.4081784955899999
ACH-000633,-1.24120113662
ACH-000637,-1.3986502863999999
ACH-000638,-1.62760780516
ACH-000646,-1.22005930355
ACH-000647,-1.31194585394
ACH-000648,-1.62394616698
ACH-000649,-1.40872890497
ACH-000651,-1.47184377245
ACH-000652,-1.1137847918500001
ACH-000653,-1.48473724181
ACH-000657,-1.46094188667
ACH-000658,-1.10401460285
ACH-000661,-1.44700307938
ACH-000662,-1.4830608462600001
ACH-000663,-1.5138802968599998
ACH-000665,-1.3965339085100001
ACH-000671,-1.42688548569
ACH-000673,-1.32475583773
ACH-000676,-1.40382950869
ACH-000677,-1.54163459069
ACH-000681,-1.3555235909399999
ACH-000682,-1.27759112104
ACH-000683,-1.36292706442
ACH-000684,-1.4302627951299998
ACH-000688,-1.0945057581200002
ACH-000693,-1.20793695682
ACH-000694,-1.29214067137
ACH-000695,-1.33910139036
ACH-000696,-1.1200255921200002
ACH-000697,-1.24664339491
ACH-000699,-1.21610547851
ACH-000701,-1.45348181145
ACH-000706,-1.29802713075
ACH-000711,-1.38450805812
ACH-000713,-1.5923318730200002
ACH-000714,-1.18406008913
ACH-000718,-1.5553705926399999
ACH-000720,-1.3664127474899999
ACH-000721,-1.08731220343
ACH-000724,-1.1556306572200001
ACH-000725,-1.31394801778
ACH-000732,-1.47527987305
ACH-000734,-1.4179131376700003
ACH-000735,-1.44007490615
ACH-000736,-1.3965289890500001
ACH-000738,-1.26619896486
ACH-000746,-1.45010566028
ACH-000747,-1.17771655287
ACH-000748,-0.539611882874
ACH-000753,-1.4747060263299998
ACH-000756,-1.30479989028
ACH-000757,-1.36377857171
ACH-000758,-1.46494504729
ACH-000760,-1.01097622381
ACH-000763,-1.10496143221
ACH-000764,-1.29303599394
ACH-000765,-1.20681135253
ACH-000766,-1.4517618259
ACH-000767,-1.29338266783
ACH-000768,-1.27316567749
ACH-000769,-1.3532321613499998
ACH-000770,-1.39285981892
ACH-000771,-1.0011921584999999
ACH-000773,-1.2296866986200001
ACH-000776,-1.3947834629799998
ACH-000777,-1.40498315883
ACH-000778,-1.21491085235
ACH-000781,-1.4503779699200001
ACH-000782,-1.2539409795899998
ACH-000783,-1.437245214
ACH-000784,-1.19173140096
ACH-000785,-1.2610366960400001
ACH-000787,-1.15061591252
ACH-000788,-1.1045950645
ACH-000791,-1.4128329991600002
ACH-000792,-1.24714710257
ACH-000794,-1.0275839229000001
ACH-000796,-1.3481475870800002
ACH-000799,-1.49547096035
ACH-000800,-1.1202294288799999
ACH-000802,-1.53444671136
ACH-000804,-1.2738813358
ACH-000805,-1.2723149198600001
ACH-000809,-1.30355220698
ACH-000810,-0.976897380377
ACH-000811,-1.36776370945
ACH-000817,-1.32382509411
ACH-000819,-1.1580026098
ACH-000820,-1.3465735346
ACH-000821,-1.13822968546
ACH-000822,-1.5185486856400001
ACH-000823,-1.1791591937
ACH-000824,-1.3588191886399998
ACH-000827,-1.2681240976600001
ACH-000829,-1.12225470014
ACH-000831,-1.26087188128
ACH-000832,-1.00611789169
ACH-000833,-1.34166590926
ACH-000834,-1.2797952381
ACH-000835,-1.27021394859
ACH-000836,-1.3049947686
ACH-000837,-1.5733546494
ACH-000838,-1.09999285433
ACH-000839,-0.9707500884929999
ACH-000840,-1.3624541675100001
ACH-000841,-1.5098974739
ACH-000843,-1.4262641297999998
ACH-000846,-1.0126787211700001
ACH-000847,-1.26878334019
ACH-000848,-1.11772909726
ACH-000849,-1.41017574199
ACH-000851,-1.4404997889700002
ACH-000855,-1.11933027502
ACH-000856,-1.64033296272
ACH-000858,-1.16137632838
ACH-000859,-1.3781453888
ACH-000861,-1.32355889524
ACH-000862,-1.56489337107
ACH-000865,-1.33174586474
ACH-000866,-1.38137852621
ACH-000867,-1.38007314189
ACH-000869,-1.2030974184
ACH-000872,-1.2783261244600002
ACH-000873,-1.26378015424
ACH-000876,-1.12628747543
ACH-000878,-1.3511144721500001
ACH-000880,-1.1952456954700001
ACH-000881,-1.20258302801
ACH-000882,-1.35022610389
ACH-000884,-1.3240483905
ACH-000885,-1.43529957647
ACH-000887,-1.29414959751
ACH-000888,-1.25125454803
ACH-000889,-1.15023655565
ACH-000890,-1.16847339592
ACH-000896,-1.40626938075
ACH-000898,-1.24700589115
ACH-000900,-1.49036658589
ACH-000901,-1.5653889605899998
ACH-000905,-1.2333658143200001
ACH-000906,-1.4911613375
ACH-000907,-1.22640920416
ACH-000910,-1.32868211707
ACH-000911,-1.28434507022
ACH-000912,-1.17085143449
ACH-000913,-1.3501145321399999
ACH-000915,-1.26171717395
ACH-000916,-1.34097431595
ACH-000917,-1.37808066824
ACH-000921,-1.0618454384
ACH-000924,-1.3401217016299998
ACH-000926,-1.41512609216
ACH-000928,-1.16928700653
ACH-000929,-1.36880131116
ACH-000932,-1.38209784806
ACH-000935,-1.67248926389
ACH-000936,-1.3874227927899998
ACH-000937,-1.46470547359
ACH-000938,-1.40441811049
ACH-000939,-1.3177225669200001
ACH-000941,-1.2932879703
ACH-000943,-1.55410731216
ACH-000946,-1.3906370495500002
ACH-000947,-1.4385010356299999
ACH-000948,-1.26040457388
ACH-000950,-1.29662127099
ACH-000953,-1.40762616354
ACH-000957,-1.4288459821500001
ACH-000958,-1.5905841021
ACH-000960,-1.33343541098
ACH-000963,-1.25565379376
ACH-000968,-1.3716433415399998
ACH-000969,-1.3893202221599998
ACH-000973,-1.443812244
ACH-000974,-1.36617458533
ACH-000975,-1.54942879361
ACH-000976,-1.32501355895
ACH-000978,-1.40394327199
ACH-000980,-1.4364694579799997
ACH-000984,-1.40712775809
ACH-000986,-1.2074199197
ACH-000988,-1.3660496211500002
ACH-000993,-1.07204430519
ACH-000994,-1.5069545549399999
ACH-000996,-1.2530262302
ACH-001001,-1.2564872559
ACH-001020,-1.24140712689
ACH-001028,-1.25090494462
ACH-001031,-1.1808731908499999
ACH-001038,-1.41801565484
ACH-001048,-1.49031265581
ACH-001050,-1.39806103815
ACH-001053,-1.4907597265900001
ACH-001054,-1.42104496559
ACH-001061,-1.21374024698
ACH-001067,-1.28741208666
ACH-001075,-1.03770683084
ACH-001096,-1.2430237311499999
ACH-001128,-1.6410865425
ACH-001134,-1.1190877432200002
ACH-001151,-1.3271811416500001
ACH-001163,-1.0
ACH-001164,-1.12942853267
ACH-001173,-1.2979687525599999
ACH-001183,-1.4728571903299998
ACH-001184,-1.25651837812
ACH-001190,-1.31205300948
ACH-001192,-1.21895140021
ACH-001193,-1.5332584765900001
ACH-001196,-1.2921279082
ACH-001197,-1.17720847422
ACH-001205,-1.23090754521
ACH-001211,-1.29449667042
ACH-001212,-1.51481026928
ACH-001228,-1.26570126593
ACH-001232,-1.12618415153
ACH-001239,-1.2380642067299998
ACH-001274,-1.44901673975
ACH-001275,-1.1760720821700001
ACH-001277,-1.53672824804
ACH-001278,-1.42793492185
ACH-001280,-1.5160175722999998
ACH-001283,-1.34404558705
ACH-001289,-1.25455838652
ACH-001295,-1.39698674916
ACH-001300,-1.1395556736399999
ACH-001301,-1.34958772507
ACH-001302,-1.28135114065
ACH-001303,-1.22555379234
ACH-001306,-1.2796264835299997
ACH-001318,-1.3544666855200003
ACH-001322,-1.31695699624
ACH-001328,-1.48480047212
ACH-001332,-1.22002925358
ACH-001333,-1.4398415331099998
ACH-001336,-1.24109308107
ACH-001340,-1.1814253881499999
ACH-001346,-1.398496089
ACH-001353,-1.1967583703799998
ACH-001354,-1.65479063607
ACH-001367,-1.49891240051
ACH-001368,-1.5836307046200002
ACH-001374,-1.60576389646
ACH-001375,-1.24565016083
ACH-001377,-1.6191537914899998
ACH-001380,-1.28299260586
ACH-001391,-1.35465966195
ACH-001407,-1.21742708612
ACH-001408,-1.3438714546500001
ACH-001413,-1.24018642782
ACH-001430,-1.38964770413
ACH-001431,-1.55152077445
ACH-001450,-1.3352525694700002
ACH-001496,-1.59718293804
ACH-001500,-1.40690548
ACH-001521,-1.5403285646
ACH-001523,-1.4359738025
ACH-001532,-1.2538684945799998
ACH-001536,-1.1479546495200001
ACH-001550,-1.49324002932
ACH-001552,-1.4370009395899999
ACH-001554,-1.3666403525
ACH-001645,-1.3127225570299998
ACH-001654,-1.4025525541
ACH-001715,-1.34643291603
ACH-001735,-1.35553987834
ACH-001736,-1.46945352658
ACH-001737,-0.644121908284
ACH-001740,-1.16532683907
ACH-001745,-1.38417868438
ACH-001750,-1.36597462753
ACH-001765,-1.2910006834999999
ACH-001956,-1.28592903168
ACH-001957,-1.2636986361700002
