,DNM1 (1759)
ACH-000004,-0.34903401884
ACH-000007,-0.431137503817
ACH-000009,-0.638999885675
ACH-000011,-0.40748117004900003
ACH-000012,-0.586372435437
ACH-000013,-0.559143234421
ACH-000014,-0.39729308786399997
ACH-000015,-0.686493184084
ACH-000017,-0.320640511572
ACH-000018,-0.261796708266
ACH-000019,-0.507757165338
ACH-000021,-0.6277856683959999
ACH-000022,-0.518459596946
ACH-000025,-0.360748115414
ACH-000028,-0.647457598074
ACH-000030,-0.495906453761
ACH-000035,-0.46396926117700005
ACH-000036,-0.411762502184
ACH-000037,-0.483445910017
ACH-000039,-0.451053113746
ACH-000040,-0.545514648655
ACH-000041,-0.508607030092
ACH-000042,-0.517001541996
ACH-000045,-0.35824833624200003
ACH-000047,-0.46868126544699995
ACH-000052,-0.38891583421
ACH-000053,-0.576615067405
ACH-000054,-0.445292473485
ACH-000055,-0.426446404158
ACH-000060,-0.503852151533
ACH-000067,-0.302635655973
ACH-000070,-0.5302846488899999
ACH-000075,-0.5935924854819999
ACH-000078,-0.6172593661779999
ACH-000082,-0.162544281839
ACH-000085,-0.392551882121
ACH-000086,-0.450144606332
ACH-000087,-0.36909669194399997
ACH-000092,-0.429422960999
ACH-000095,-0.395438094925
ACH-000097,-0.42151421140100004
ACH-000098,-0.443695071295
ACH-000099,-0.564723877243
ACH-000108,-0.496159006932
ACH-000113,-0.490585173775
ACH-000115,-0.534988199898
ACH-000116,-0.320190913526
ACH-000118,-0.537817389826
ACH-000120,-0.404887070589
ACH-000123,-0.570349053192
ACH-000127,-0.30350833646200004
ACH-000128,-0.543704753185
ACH-000132,-0.22909539825300002
ACH-000133,-0.41459208408
ACH-000137,-0.29549009061500003
ACH-000138,-0.437326635573
ACH-000142,-0.483694634784
ACH-000143,-0.317466510394
ACH-000146,-0.551825832496
ACH-000148,-0.394982479558
ACH-000150,-0.706484635304
ACH-000152,-0.492829924314
ACH-000153,-0.800129967096
ACH-000159,-0.542573751084
ACH-000160,-0.425272072905
ACH-000163,-0.291497719243
ACH-000167,-0.248748780685
ACH-000168,-0.46142625986
ACH-000169,-0.585131809805
ACH-000178,-0.444747397344
ACH-000182,-0.502966110863
ACH-000183,-0.418194886994
ACH-000188,-0.481101071166
ACH-000189,-0.301551536823
ACH-000190,-0.353997508062
ACH-000198,-0.449768926821
ACH-000204,-0.344308197392
ACH-000206,-0.15584850861400001
ACH-000207,-0.85471748182
ACH-000211,-0.427483332452
ACH-000215,-0.407743765322
ACH-000221,-0.412344186264
ACH-000222,-0.665788658245
ACH-000223,-0.39917166045999997
ACH-000226,-0.42915297399
ACH-000227,-0.325460938149
ACH-000228,-0.525765177358
ACH-000231,-0.395970842429
ACH-000232,-0.42556972536
ACH-000233,-0.407356899772
ACH-000234,-0.439735252014
ACH-000235,-0.460804376628
ACH-000237,-0.44522483550700004
ACH-000238,-0.420120728068
ACH-000243,-0.4141806123
ACH-000244,-0.364521069727
ACH-000246,-0.335060050979
ACH-000248,-0.46383211316399997
ACH-000250,-0.40688673471500003
ACH-000251,-0.37444647997
ACH-000253,-0.389458112018
ACH-000255,-0.5156797663780001
ACH-000256,-0.331135919665
ACH-000257,-0.385318207908
ACH-000258,-0.274182377882
ACH-000259,-0.495732695911
ACH-000260,-0.44183789853
ACH-000261,-0.42829064616499996
ACH-000262,-0.325573926517
ACH-000263,-0.415478940599
