,IL1A (3552)
ACH-000004,0.0205428008637
ACH-000007,-0.307193196159
ACH-000009,-0.40637930411300005
ACH-000011,-0.182756746432
ACH-000012,-0.15933569148399998
ACH-000013,-0.0246210996115
ACH-000014,-0.335331405612
ACH-000015,-0.195451655028
ACH-000017,-0.338045312522
ACH-000018,-0.08614466964260001
ACH-000019,-0.0386240767837
ACH-000021,-0.0022451726927
ACH-000022,-0.13089067023499998
ACH-000025,-0.37160619176200005
ACH-000028,-0.024303521444900004
ACH-000030,-0.0796322123899
ACH-000035,-0.287868961979
ACH-000036,-0.17811575221999998
ACH-000037,0.034476042646
ACH-000039,-0.100625831891
ACH-000040,-0.164291078234
ACH-000041,0.00283894291675
ACH-000042,-0.188918597513
ACH-000045,-0.19645373893800003
ACH-000047,-0.161056296648
ACH-000052,-0.102320397855
ACH-000053,-0.15662953360600002
ACH-000054,-0.0510068079588
ACH-000055,-0.236863872118
ACH-000060,-0.215332865156
ACH-000067,-0.19942735665800002
ACH-000070,-0.08615136430960002
ACH-000075,-0.107409416435
ACH-000078,-0.0802073675588
ACH-000082,-0.142957338466
ACH-000085,0.37965625997100005
ACH-000086,0.0128973560286
ACH-000087,-0.586854618019
ACH-000092,-0.19481491731800002
ACH-000095,-0.0405410917909
ACH-000097,-0.208747953844
ACH-000098,-0.144999250532
ACH-000099,0.0244012538455
ACH-000108,-0.37129744025300004
ACH-000113,0.00248779818125
ACH-000115,0.296904850984
ACH-000116,-0.030463080187400002
ACH-000118,-0.25569038166200003
ACH-000120,-0.11042979627999999
ACH-000123,-0.215047489368
ACH-000127,-0.188468369356
ACH-000128,-0.21406436271600002
ACH-000132,-0.119669514295
ACH-000133,-0.111684093617
ACH-000137,-0.13561504212
ACH-000138,-0.144750821013
ACH-000142,-0.0973961440157
ACH-000143,-0.07972519359869999
ACH-000146,-0.29779834807300004
ACH-000148,-0.0986893795579
ACH-000150,-0.0721047137032
ACH-000152,-0.0770306526215
ACH-000153,-0.494581958808
ACH-000159,-0.10489414114600001
ACH-000160,-0.0423211648568
ACH-000163,-0.0606212837548
ACH-000167,-0.0566465173996
ACH-000168,-0.0889722516188
ACH-000169,-0.104681998852
ACH-000178,-0.0807308076209
ACH-000182,-0.150805424045
ACH-000183,-0.13427054094000002
ACH-000188,0.0420244622116
ACH-000189,-0.503727191782
ACH-000190,-0.20689578116500001
ACH-000198,-0.11920532752900001
ACH-000204,-0.115816757242
ACH-000206,-0.6694173379330001
ACH-000207,0.0482334670958
ACH-000211,-0.232653965858
ACH-000215,-0.125299917841
ACH-000221,-0.17531316925
ACH-000222,-0.35774064921899995
ACH-000223,-0.43431547422
ACH-000226,-0.14870359886600001
ACH-000227,-0.061250385496199995
ACH-000228,-0.292688287692
ACH-000231,-0.131304174552
ACH-000232,-0.0822022282059
ACH-000233,-0.222267097348
ACH-000234,-0.40710186867799997
ACH-000235,-0.100324261968
ACH-000237,-0.15624986058
ACH-000238,-0.134462664969
ACH-000243,-0.361403811892
ACH-000244,-0.112298128677
ACH-000246,-0.14333923420199998
ACH-000248,-0.285130210733
ACH-000250,-0.09959768148589998
ACH-000251,-0.125769829891
ACH-000253,-0.184148902142
ACH-000255,-0.302460030767
ACH-000256,-0.184635005918
ACH-000257,-0.5636674881979999
ACH-000258,0.0730939658125
ACH-000259,-0.10986982199100001
ACH-000260,-0.09325424612430001
ACH-000261,-0.062097484632900005
ACH-000262,-0.203702242375
ACH-000263,-0.205002187932
ACH-000264,-0.0476249626507
ACH-000265,-0.21380957952100002
ACH-000266,-0.213036760996
ACH-000272,-0.14921776501800002
ACH-000273,-0.229291434151
ACH-000274,-0.23520526760899998
ACH-000277,-0.00949464093591
ACH-000278,-0.036981065481400004
ACH-000279,-0.311130084786
ACH-000280,-0.148979038642
ACH-000281,-0.0591796701146
ACH-000288,-0.119004264316
ACH-000291,-0.236836773755
ACH-000293,-0.272444114507
ACH-000294,-0.222778145082
ACH-000295,-0.221533139102
ACH-000296,-0.0784734138233
ACH-000302,-0.08784249735210002
ACH-000304,-0.148402405846
ACH-000307,-0.23939517165600002
ACH-000308,-0.162376415537
ACH-000310,-0.243964645956
ACH-000311,-0.181545887988
ACH-000312,-0.258132549394
ACH-000315,-0.031180948060099998
ACH-000316,-0.018157999901299997
ACH-000317,-0.36872340594999997
ACH-000318,-0.08833191858930001
ACH-000319,-0.194091400103
ACH-000320,-0.434178570823
ACH-000322,-0.171682407236
ACH-000323,-0.13087631754100001
ACH-000324,-0.196097762909
ACH-000329,-0.30886025427499997
ACH-000330,-0.31421014922400003
ACH-000331,-0.224472237692
ACH-000332,-0.116936185205
ACH-000334,-0.0127283868114
ACH-000335,-0.330106336943
ACH-000336,-0.0924279307104
ACH-000337,-0.0460273153218
ACH-000339,-0.241385205404
ACH-000341,-0.116919700638
ACH-000348,-0.07426484349
ACH-000350,-0.0603338707354
ACH-000352,-0.0729291294371
ACH-000356,-0.0143231972048
ACH-000361,-0.229202758536
ACH-000362,-0.078030495192
ACH-000363,-0.151330544396
ACH-000364,-0.06072330086490001
ACH-000365,-0.0967392700337
ACH-000366,-0.0223251264133
ACH-000368,0.13709123037
ACH-000374,-0.162057893877
ACH-000375,-0.09202545542169999
ACH-000376,-0.0710195384131
ACH-000381,-0.338771229529
ACH-000383,-0.169546040352
ACH-000387,-0.153869913129
ACH-000389,-0.147922193566
ACH-000390,-0.10231974695
ACH-000393,-0.27764782018899997
ACH-000395,-0.027333681672400002
ACH-000397,-0.10555327044500001
ACH-000401,-0.149301453641
ACH-000402,-0.00779415061103
ACH-000403,0.0208928115667
ACH-000404,-0.44467266100100006
ACH-000406,-0.148345799135
ACH-000407,-0.08871355926090001
ACH-000408,-0.07809810845250001
ACH-000410,-0.189246407351
ACH-000411,-0.18566073901299998
ACH-000414,-0.24090887731400001
ACH-000415,-0.339428970465
ACH-000416,-0.12265880383700001
ACH-000420,-0.0938056437324
ACH-000421,-0.177615698511
ACH-000424,-0.315693279439
ACH-000425,-0.25586165977200004
ACH-000426,-0.099753772988
ACH-000427,-0.207962135234
ACH-000433,0.047891772625199995
ACH-000436,-0.11871293078
ACH-000444,0.014135658439799999
ACH-000445,-0.283674797252
ACH-000448,-0.16986933204399998
ACH-000450,0.0992268749318
ACH-000452,-0.14723685765
ACH-000454,-0.06600885985230001
ACH-000458,-0.258316114775
ACH-000459,0.010782195282700002
ACH-000460,-0.169165724624
ACH-000461,-0.21943720969500002
ACH-000463,-0.25557974563499997
ACH-000464,-0.173527507744
ACH-000466,0.08486265050030001
ACH-000467,-0.145706964427
ACH-000468,-0.0476353456119
ACH-000469,-0.160436937587
ACH-000470,-0.134964219611
ACH-000471,-0.0813321742828
ACH-000472,0.10297635777999999
