,SCMH1 (22955)
ACH-000004,0.0207703343925
ACH-000007,0.020603043501099996
ACH-000009,-0.0583980746978
ACH-000011,-0.0250193111177
ACH-000012,-0.177706132126
ACH-000013,-0.227510108684
ACH-000014,-0.21661152029300001
ACH-000015,-0.162705624965
ACH-000017,-0.0968914106283
ACH-000018,0.025440511568800003
ACH-000019,-0.258448514714
ACH-000021,-0.0853543097109
ACH-000022,-0.16764619586100002
ACH-000025,-0.178711650707
ACH-000028,-0.0661911788248
ACH-000030,-0.104119467688
ACH-000035,-0.19929072254900002
ACH-000036,-0.119847795209
ACH-000037,-0.153383323106
ACH-000039,-0.04695214896790001
ACH-000040,0.020647982513599998
ACH-000041,-0.058863205387900006
ACH-000042,-0.0970198478747
ACH-000045,0.047215892229
ACH-000047,-0.123944983255
ACH-000052,0.07006544950780001
ACH-000053,-0.188776396144
ACH-000054,-0.0561768567816
ACH-000055,-0.201440249953
ACH-000060,-0.150339047889
ACH-000067,-0.143085080764
ACH-000070,-0.322122876757
ACH-000075,-0.06232525056509999
ACH-000078,-0.217363808228
ACH-000082,-0.07057446581730001
ACH-000085,-0.05344590171849999
ACH-000086,-0.39154862375
ACH-000087,-0.09517839176920001
ACH-000092,-0.185075821417
ACH-000095,-0.195537336235
ACH-000097,-0.118033411888
ACH-000098,-0.211231280499
ACH-000099,-0.0799888164383
ACH-000108,-0.151272703438
ACH-000113,-0.10672474105900001
ACH-000115,0.0389868134123
ACH-000116,-0.1261053177
ACH-000118,-0.140137077281
ACH-000120,-0.221471879243
ACH-000123,-0.118404057292
ACH-000127,-0.142036263055
ACH-000128,0.10839882298699999
ACH-000132,-0.104942843611
ACH-000133,-0.042773707496600005
ACH-000137,-0.28571862018599997
ACH-000138,-0.0554349305589
ACH-000142,-0.27844296998
ACH-000143,-0.301612131899
ACH-000146,-0.285750299518
ACH-000148,-0.20557480175099999
ACH-000150,-0.212103896791
ACH-000152,-0.135109993543
ACH-000153,0.016172942276700002
ACH-000159,-0.16125175395
ACH-000160,-0.08454131466180001
ACH-000163,-0.039999698878099996
ACH-000167,-0.348053794156
ACH-000168,-0.11918314517100001
ACH-000169,-0.15826504635299998
ACH-000178,-0.0235410362535
ACH-000182,-0.0482535273642
ACH-000183,-0.15945796098099999
ACH-000188,-0.459754803398
ACH-000189,-0.19054309279399997
ACH-000190,-0.229791382694
ACH-000198,-0.213239577054
ACH-000204,-0.11231911888599999
ACH-000206,-0.07963892477710001
ACH-000207,-0.13904843511700002
ACH-000211,-0.009768820312219999
ACH-000215,-0.12256795021099999
ACH-000221,-0.0752753418288
ACH-000222,-0.190169943785
ACH-000223,-0.13908507629300002
ACH-000226,-0.226515821772
ACH-000227,-0.366662582316
ACH-000228,-0.34422127215099996
ACH-000231,-0.0815599895582
ACH-000232,-0.08494078170910001
ACH-000233,-0.00771923993352
ACH-000234,0.0699722538941
ACH-000235,-0.0611220909695
ACH-000237,-0.121903915378
ACH-000238,-0.292053918307
ACH-000243,-0.0589204288233
ACH-000244,-0.0597803880674
ACH-000246,0.0306889660962
ACH-000248,0.141430137184
ACH-000250,-0.0571136253362
ACH-000251,-0.23990314052700001
ACH-000253,-0.138478342528
ACH-000255,-0.0900671570665
ACH-000256,0.073643582424
ACH-000257,-0.40491286579400004
ACH-000258,0.275197133022
ACH-000259,-0.13747906136399998
ACH-000260,-0.07276375885419999
ACH-000261,-0.062267744369599996
ACH-000262,-0.052411532365
ACH-000263,-0.36046054601300004
ACH-000264,-0.048548935215499994
ACH-000265,-0.18157258102899998
ACH-000266,-0.029304062258299998
ACH-000272,-0.164252514254
ACH-000273,-0.213009232175
ACH-000274,-0.221642480358
ACH-000277,-0.154114929836
ACH-000278,0.068232645462
ACH-000279,-0.191977337055
ACH-000280,-0.230377740709
ACH-000281,0.035335978714
ACH-000288,-0.0381467848881
ACH-000291,-0.029575122615900003
ACH-000293,-0.390295777685
ACH-000294,-0.110209416621
ACH-000295,-0.21720538594
ACH-000296,-0.109831647051
ACH-000302,-0.16211930775299999
ACH-000304,-0.275486182927
ACH-000307,-0.22479926564599997
ACH-000308,-0.024117203340099997
ACH-000310,-0.23625611115200001
ACH-000311,-0.214074300723
ACH-000312,-0.251304771187
ACH-000315,0.0325833211795
ACH-000316,-0.182779146674
ACH-000317,0.0099474823878
ACH-000318,-0.235934829291
ACH-000319,-0.0443382483957
ACH-000320,-0.283857667677
ACH-000322,-0.483932714709
ACH-000323,-0.274894009712
ACH-000324,-0.072457204721
ACH-000329,-0.18546851839200001
ACH-000330,-0.21276498108199998
ACH-000331,-0.0303215285304
ACH-000332,-0.221205686241
ACH-000334,-0.362185890533
ACH-000335,-0.030223172598
ACH-000336,-0.438639445789
ACH-000337,0.102066707376
ACH-000339,0.0437922576119
ACH-000341,-0.10072138869200001
ACH-000348,-0.151113751434
ACH-000350,-0.074801290662
ACH-000352,-0.155621239238
ACH-000356,0.011880596932899999
ACH-000361,-0.073770315828
ACH-000362,-0.0848053782483
ACH-000363,-0.0451411150791
ACH-000364,-0.407832302993
ACH-000365,-0.176985648201
ACH-000366,-0.15671386714000002
