,TRIT1 (54802)
ACH-000004,-0.155499993404
ACH-000007,-0.76969693293
ACH-000009,-0.710974001457
ACH-000011,0.00945053725826
ACH-000012,-0.504774174529
ACH-000013,-0.688342956837
ACH-000014,-0.62655246654
ACH-000015,-0.683326433124
ACH-000017,-1.1379293758
ACH-000018,-0.808437809003
ACH-000019,-0.306182309149
ACH-000021,-0.812724546083
ACH-000022,-0.209703135003
ACH-000025,-0.382793595629
ACH-000028,-0.62342185299
ACH-000030,-0.45747160141800003
ACH-000035,-0.478038287508
ACH-000036,0.126471101182
ACH-000037,-0.241892450825
ACH-000039,-0.516327916417
ACH-000040,-0.315820504025
ACH-000041,-0.255016500606
ACH-000042,-0.933149871903
ACH-000045,-0.6779548428389999
ACH-000047,-0.5433306204739999
ACH-000052,-0.24849281903200002
ACH-000053,-0.122205591282
ACH-000054,-0.24952013006999998
ACH-000055,-0.40880380098200003
ACH-000060,-0.20130885881299998
ACH-000067,-0.430687160774
ACH-000070,-0.495708261953
ACH-000075,-0.341543935944
ACH-000078,-0.48994361770800005
ACH-000082,-0.221025254074
ACH-000085,-0.330602107376
ACH-000086,-0.48018513659400003
ACH-000087,-0.6314115300559999
ACH-000092,-0.34612558270800003
ACH-000095,-0.250275143391
ACH-000097,-0.729122107034
ACH-000098,-0.24922346946600002
ACH-000099,-0.536114281877
ACH-000108,-0.446463617755
ACH-000113,-0.5560098046899999
ACH-000115,0.0203945211811
ACH-000116,-0.836482634068
ACH-000118,-0.678584240771
ACH-000120,-0.926334039541
ACH-000123,-0.7561357543100001
ACH-000127,-0.661717608953
ACH-000128,-0.47705309689
ACH-000132,-0.360270951215
ACH-000133,-0.218513628012
ACH-000137,-0.400238861564
ACH-000138,-1.2016568878799998
ACH-000142,-0.387966396054
ACH-000143,-0.337846730087
ACH-000146,-0.32038478429
ACH-000148,-0.380641620879
ACH-000150,-0.529770791567
ACH-000152,-0.352537405217
ACH-000153,-1.04234072581
ACH-000159,-0.318932240696
ACH-000160,-0.787625673058
ACH-000163,-0.356966441819
ACH-000167,-0.0409998736394
ACH-000168,-0.241908562379
ACH-000169,-0.551251497124
ACH-000178,-0.501094144655
ACH-000182,-0.37503696686300003
ACH-000183,-0.34019264182
ACH-000188,-0.291206892328
ACH-000189,-0.448405930633
ACH-000190,-0.532574694235
ACH-000198,-0.673581161062
ACH-000204,-0.527450338195
ACH-000206,-0.255152436675
ACH-000207,-0.920570602317
ACH-000211,-0.370463959925
ACH-000215,-0.559164613676
ACH-000221,-0.282205081656
ACH-000222,-0.583460920288
ACH-000223,-0.182996713458
ACH-000226,-0.314508069742
ACH-000227,-0.210974942837
ACH-000228,-0.771966404277
ACH-000231,-0.268806616128
ACH-000232,-0.799193426644
ACH-000233,-0.278559179184
ACH-000234,-0.44097039146000006
ACH-000235,-0.702856880156
ACH-000237,-0.49087128869499996
ACH-000238,-0.543297308684
ACH-000243,-0.605055278628
ACH-000244,-0.21138175692000002
ACH-000246,-0.432785250315
ACH-000248,-0.864138087512
ACH-000250,0.009663312906370002
ACH-000251,-1.07518707523
ACH-000253,-1.1955904487
ACH-000255,-0.202148502011
ACH-000256,-0.12797065785199999
ACH-000257,-0.631290030073
ACH-000258,-0.849812188855
ACH-000259,-0.592555529199
ACH-000260,-0.8125862571160001
ACH-000261,-0.9023678583470001
ACH-000262,-0.250950197594
ACH-000263,-0.388267781437
ACH-000264,-0.49473655065600003
ACH-000265,-0.7495062190180001
ACH-000266,-0.9532541263609999
ACH-000272,-0.422947662882
ACH-000273,-0.18705424865200002
ACH-000274,-0.4684264898800001
ACH-000277,-0.38913037698299996
ACH-000278,-0.0864521925948
ACH-000279,-0.503529548009
ACH-000280,-0.760027147094
ACH-000281,-0.42143757924
ACH-000288,-0.567605433111
ACH-000291,-0.637015111668
ACH-000293,-0.518844542368
ACH-000294,-0.433287816901
ACH-000295,-0.328811212049
ACH-000296,-0.24185685532900003
ACH-000302,-0.0299207875812
ACH-000304,-0.33396689102
ACH-000307,-1.13048834152
ACH-000308,-0.24056555086599998
ACH-000310,-0.162519733583
ACH-000311,-1.03241720991
ACH-000312,-0.7344883978740001
ACH-000315,-0.5528296269240001
ACH-000316,-0.563657012645
ACH-000317,-0.49653425530100004
ACH-000318,-1.078547434
ACH-000319,-0.11858403195
ACH-000320,-0.790425095055
ACH-000322,-0.474914654301
ACH-000323,-0.5216043492600001
ACH-000324,-0.8820406973029999
ACH-000329,-0.37147603150799996
ACH-000330,-0.337384784473
ACH-000331,-0.0315625105266
ACH-000332,-0.672489273462
ACH-000334,-0.409567431213
ACH-000335,-0.5001956075399999
ACH-000336,-0.50873258408
ACH-000337,-0.463936083303
ACH-000339,-0.554806903067
ACH-000341,-0.48625648212300004
ACH-000348,-0.5416122981
ACH-000350,-0.9982871479000001
ACH-000352,-0.36663977935500003
ACH-000356,-0.609729040146
ACH-000361,-0.779098322282
ACH-000362,-0.19941055982900002
ACH-000363,-0.249684141993
ACH-000364,-0.257033794694
ACH-000365,-0.245714834873
ACH-000366,-0.37959303585
ACH-000368,-0.32172763379299996
ACH-000374,-0.801873347922
ACH-000375,-0.605750657132
ACH-000376,-0.687827931448
ACH-000381,-0.13326521912
ACH-000383,-0.420350556223
ACH-000387,-0.231010421686
ACH-000389,-0.045644979716600004
ACH-000390,-1.0909450518200001
ACH-000393,-0.0427157481755
ACH-000395,-0.2925278736
ACH-000397,-1.0020635446500001
ACH-000401,-0.341790070695
ACH-000402,-0.939621438805
ACH-000403,-0.00939215940159
ACH-000404,-0.8714621278820001
ACH-000406,-0.700088592015
ACH-000407,-0.257162581686
ACH-000408,-0.772079134594
ACH-000410,-0.11903618141899999
ACH-000411,-0.298731800889
ACH-000414,-0.7825030580560001
ACH-000415,-0.7517217855380001
ACH-000416,-0.09256863986130001
ACH-000420,-0.573361921179
ACH-000421,-0.358248926363
ACH-000424,-0.0503787618301
ACH-000425,-0.23303950097800002
ACH-000426,-0.7204942491130001
ACH-000427,-0.234196298768
ACH-000433,-0.6607461648349999
ACH-000436,-0.267529848716
