,GCN1L1 (10985)
ACH-000522,-0.7695946255130001
ACH-000524,-0.601840585402
ACH-000527,-0.722767618505
ACH-000528,-0.95253967564
ACH-000537,-0.837669017913
ACH-000541,-0.979287241195
ACH-000542,-0.942313131299
ACH-000544,-0.622434578829
ACH-000545,-0.7839407494589999
ACH-000547,-0.7085696129060001
ACH-000548,-0.9684400614399999
ACH-000549,-0.610994584369
ACH-000550,-0.731372609094
ACH-000552,-0.773121124836
ACH-000556,-1.3120353085299998
ACH-000557,-0.516018829111
ACH-000570,-1.00677830376
ACH-000571,-2.34497595469
ACH-000573,-0.410537799057
ACH-000576,-0.820836514133
ACH-000580,-0.714242421321
ACH-000584,-0.7572235193960001
ACH-000585,-0.834788835517
ACH-000588,-0.7771696185420001
ACH-000589,-0.7383364549089999
ACH-000591,-0.684153594848
ACH-000593,-0.473969184443
ACH-000600,-0.665970381056
ACH-000601,-1.22436007221
ACH-000604,-0.845241965439
ACH-000605,-1.2453082339700001
ACH-000606,-1.11363563737
ACH-000608,-0.8011975004999999
ACH-000614,-0.791090733703
ACH-000616,-0.543216687472
ACH-000618,-0.7220544775100001
ACH-000619,-0.49505354208999997
ACH-000620,-0.5115910627170001
ACH-000621,-0.67198353094
ACH-000622,-0.510109944567
ACH-000623,-0.8343471833570001
ACH-000624,-0.5152745283300001
ACH-000627,-0.7807322241399999
ACH-000630,-0.794791617099
ACH-000632,-1.30195084516
ACH-000633,-0.56145645272
ACH-000637,-0.821113111805
ACH-000638,-0.848295826988
ACH-000646,-0.592477385916
ACH-000647,-0.639277711019
ACH-000648,-0.7823220649250001
ACH-000649,-0.40114518245999997
ACH-000651,-0.656809066541
ACH-000652,-0.753093772512
ACH-000653,-0.7011065375409999
ACH-000657,-0.8429966314030001
ACH-000658,-0.522532407901
ACH-000661,-0.5142445126959999
ACH-000662,-0.579722073877
ACH-000663,-0.57834173235
ACH-000665,-0.6995352692829999
ACH-000671,-1.0939874641399998
ACH-000673,-0.339434902005
ACH-000676,-1.3082363801299999
ACH-000677,-0.48498521376500003
ACH-000681,-0.902902550002
ACH-000682,-0.830891037696
ACH-000683,-0.594256531904
ACH-000684,-1.1374155160500001
ACH-000688,-0.611831455152
ACH-000693,-0.9698802724660001
ACH-000694,-0.717292717328
ACH-000695,-0.473362099238
ACH-000696,-0.766273566968
ACH-000697,-0.6399786190919999
ACH-000699,-0.8796974516439999
ACH-000701,-0.789624631184
ACH-000706,-0.577688464606
ACH-000711,-0.835173743544
ACH-000713,-0.5295262706889999
ACH-000714,-0.86904412123
ACH-000718,-0.7133373314399999
ACH-000720,-0.376964229294
ACH-000721,-1.01644024688
ACH-000724,-0.6366336069990001
ACH-000725,-0.614637208817
ACH-000732,-0.985495956445
ACH-000734,-0.712176634129
ACH-000735,-0.743057365179
ACH-000736,-0.634603478742
ACH-000738,-0.527848139479
ACH-000746,-0.5997252272420001
ACH-000747,-0.5050674376959999
ACH-000748,-0.575722615928
ACH-000753,-0.673351486738
ACH-000756,-0.586086542495
ACH-000757,-0.559706411632
ACH-000758,-0.624731855364
ACH-000760,-0.63574210601
ACH-000763,-0.783372853641
ACH-000764,-0.578979830385
ACH-000765,-0.8963114466009999
ACH-000766,-0.5398719365219999
ACH-000767,-0.342643105639
ACH-000768,-0.58054229045
ACH-000769,-0.7990147239100001
ACH-000770,-0.411909898538
ACH-000771,-1.03652145051
ACH-000773,-0.9796947056049999
ACH-000776,-0.928746494639
ACH-000777,-0.725648373515
ACH-000778,-1.62874367937
ACH-000781,-0.6960220382160001
ACH-000782,-0.282224744742
ACH-000783,-1.06003127133
ACH-000784,-0.753034573927
ACH-000785,-0.996123078595
ACH-000787,-0.431969558178
ACH-000788,-1.18877120941
ACH-000791,-0.714120184794
ACH-000792,-0.660511574933
ACH-000794,-0.7510132987270001
ACH-000796,-1.06235624059
ACH-000799,-0.8347581299310001
ACH-000800,-0.9805232299750001
ACH-000802,-0.580006205262
ACH-000804,-0.8038306495540001
ACH-000805,-0.874220023258
ACH-000809,-0.708153935429
ACH-000810,-0.9848885370630001
ACH-000811,-0.473888053978
ACH-000817,-0.779266300104
ACH-000819,-0.761985497892
ACH-000820,-0.347232808182
ACH-000821,-0.568913137333
ACH-000822,-1.0752525933
ACH-000823,-1.03927102479
ACH-000824,-0.8822987321700001
ACH-000827,-0.856704308089
ACH-000829,-0.524803673686
ACH-000831,-0.6818215737960001
ACH-000832,-1.10979974917
ACH-000833,-0.634352486514
ACH-000834,-0.7617883897869999
ACH-000835,-0.691276154712
ACH-000836,-0.586520009875
ACH-000837,-0.8304578572910001
ACH-000838,-0.743939571073
ACH-000839,-0.551793294916
ACH-000840,-0.527535782495
ACH-000841,-0.7041237789560001
ACH-000843,-0.7482326244609999
ACH-000846,-1.09924657457
ACH-000847,-1.11224782952
ACH-000848,-0.831743542396
ACH-000849,-0.599722469135
ACH-000851,-0.810472423407
ACH-000855,-0.885436281792
ACH-000856,-1.17034919987
ACH-000858,-0.45234812939900004
ACH-000859,-0.910818459927
ACH-000861,-0.913390895924
ACH-000862,-0.7346212156380001
ACH-000865,-0.654694186784
ACH-000866,-0.666945894796
ACH-000867,-0.6869968688689999
ACH-000869,-0.773227740839
ACH-000872,-0.47712462365599995
ACH-000873,-0.697717137266
ACH-000876,-0.9011043933759999
ACH-000878,-0.802792432439
ACH-000880,-1.25970112574
ACH-000881,-0.964958469085
ACH-000882,-1.11845809791
ACH-000884,-0.7173629654000001
ACH-000885,-0.24351223532699998
ACH-000887,-1.05301486511
ACH-000888,-0.6091635748390001
ACH-000889,-0.644639226012
ACH-000890,-0.741587049495
ACH-000896,-0.883821474117
ACH-000898,-0.799548483137
ACH-000900,-0.773338821838
ACH-000901,-0.7123080705239999
ACH-000905,-0.879530752087
ACH-000906,-0.57457840544
ACH-000907,-0.53499180286
ACH-000910,-0.786790579113
ACH-000911,-0.562509148342
ACH-000912,-1.03003718279
ACH-000913,-0.552894666224
ACH-000915,-0.446674694438
ACH-000916,-0.747861630942
ACH-000917,-0.561889096198
ACH-000921,-1.0031680813600001
ACH-000924,-0.7233089014409999
ACH-000926,-0.83780163876
ACH-000928,-0.45136546368600006
ACH-000929,-0.8938417757289999
ACH-000932,-0.594386482091
ACH-000935,-0.944533141504
ACH-000936,-0.724608740758
ACH-000937,-0.40752209176200005
ACH-000938,-1.11383806008
ACH-000939,-1.64145404409
ACH-000941,-1.38910425839
ACH-000943,-0.495399537011
ACH-000946,-1.27831197949
ACH-000947,-0.9712554437340001
ACH-000948,-0.9527939425509999
ACH-000950,-0.613744450162
ACH-000953,-0.484823675676
ACH-000957,-0.933218756805
ACH-000958,-0.87358935119
ACH-000960,-0.588225378007
ACH-000963,-1.28177307926
ACH-000968,-0.944589013459
ACH-000969,-0.6071217780870001
ACH-000973,-0.684642402306
ACH-000974,-0.7377711014120001
ACH-000975,-0.661049414655
ACH-000976,-0.779201284933
ACH-000978,-0.790009842845
ACH-000980,-0.5747969296159999
ACH-000984,-1.04460450137
ACH-000986,-0.786751061684
ACH-000988,-0.34949787260399995
ACH-000993,-0.407086351079
ACH-000994,-0.578814456027
ACH-000996,-0.750942044684
ACH-001001,-1.35430382795
ACH-001020,-1.03034124624
ACH-001028,-0.704340281859
ACH-001031,-0.8599628227480001
ACH-001038,-0.602956992905
ACH-001048,-0.6564738634589999
ACH-001050,-1.1659639232799999
ACH-001053,-0.77827232826
ACH-001054,-0.859047761041
ACH-001061,-0.7741703222509999
ACH-001067,-0.557525661086
ACH-001075,-0.586739660838
ACH-001096,-0.797820605035
ACH-001128,-1.0205879278799999
ACH-001134,-1.33945157816
ACH-001151,-0.508037486782
ACH-001163,-0.814602840941
ACH-001164,-1.07021342204
ACH-001173,-0.9273439871250001
ACH-001183,-0.711496944182
ACH-001184,-0.9205538258179999
ACH-001190,-1.4143987541999998
ACH-001192,-0.7678774213930001
ACH-001193,-0.994775101286
ACH-001196,-0.694157847548
ACH-001197,-0.7270961527509999
ACH-001205,-0.7143220084819999
ACH-001211,-1.27212085479
ACH-001212,-1.04907281488
ACH-001228,-0.673464878387
ACH-001232,-0.512431818861
ACH-001239,-0.581048409076
ACH-001274,-1.07171612452
ACH-001275,-0.8939512944310001
ACH-001277,-0.42843918260700004
ACH-001278,-0.960659146657
ACH-001280,-0.6290464255780001
ACH-001283,-0.9045810769079999
ACH-001289,-0.659714062841
ACH-001295,-0.452684166453
ACH-001300,-0.48898368168899997
ACH-001301,-0.249264405242
ACH-001302,-0.7109114955600001
ACH-001303,-0.625509580744
ACH-001306,-0.542832676162
ACH-001318,-0.785068178638
ACH-001322,-0.5986095220809999
ACH-001328,-0.9476943518790001
ACH-001332,-0.637687642096
ACH-001333,-0.9243764107100001
ACH-001336,-1.0432922582200002
ACH-001340,-0.961039698774
ACH-001346,-0.645685194128
ACH-001353,-0.427105015901
ACH-001354,-0.9531729858429999
ACH-001367,-0.755761944624
ACH-001368,-0.641538839936
ACH-001374,-1.39824200271
ACH-001375,-0.7117103040899999
ACH-001377,-0.966918608383
ACH-001380,-0.61088203679
ACH-001391,-1.31386930828
ACH-001407,-1.19236101765
ACH-001408,-0.191561613737
ACH-001413,-0.435329074591
ACH-001430,-0.22874907123100002
ACH-001431,-0.7519278890209999
ACH-001450,-1.0842886629200001
ACH-001496,-0.845033547774
ACH-001500,-0.47158918738399996
ACH-001521,-0.501212513141
ACH-001523,-0.650318631117
ACH-001532,-0.960002357781
ACH-001536,-0.9620919214139999
ACH-001550,-0.718501663595
ACH-001552,-0.7087202453370001
ACH-001554,-0.721460576612
ACH-001645,-0.656557602929
ACH-001654,-0.546956977313
ACH-001715,-0.695092417431
ACH-001735,-0.578677240446
ACH-001736,-0.466653324845
ACH-001737,-0.285254450344
ACH-001740,-1.14869185766
ACH-001745,-1.00704429218
ACH-001750,-0.637134411905
ACH-001765,-0.830210882845
ACH-001956,-0.32265470094500004
ACH-001957,-0.65857320782
