,ADPRH (141)
ACH-000004,-0.35001140141099996
ACH-000007,-0.46164347958
ACH-000009,-0.307846157831
ACH-000011,-0.23702662877099998
ACH-000012,-0.0849790526763
ACH-000013,-0.121780498103
ACH-000014,-0.43084947753200004
ACH-000015,-0.08860327495889998
ACH-000017,-0.07631623276869999
ACH-000018,-0.0404125553202
ACH-000019,-0.408628143712
ACH-000021,-0.174074393129
ACH-000022,-0.18603247380100002
ACH-000025,-0.31897962831300003
ACH-000028,-0.257205262028
ACH-000030,-0.231733738198
ACH-000035,-0.34586230584600003
ACH-000036,-0.30882652787500003
ACH-000037,-0.267144294178
ACH-000039,-0.385639168055
ACH-000040,-0.20859471462
ACH-000041,-0.24367975497400002
ACH-000042,-0.182150565748
ACH-000045,0.0515815555282
ACH-000047,-0.19474337347800003
ACH-000052,-0.393196863054
ACH-000053,-0.15570308852700002
ACH-000054,-0.259007384421
ACH-000055,-0.217640985832
ACH-000060,-0.31893970438999997
ACH-000067,-0.179482313631
ACH-000070,-0.28439959815099997
ACH-000075,-0.3092008991
ACH-000078,-0.154457463979
ACH-000082,-0.14815132011600002
ACH-000085,-0.12205124197
ACH-000086,-0.33583385646200004
ACH-000087,-0.194647890533
ACH-000092,-0.203960780008
ACH-000095,-0.246145417921
ACH-000097,-0.244035967987
ACH-000098,-0.1570354518
ACH-000099,-0.16417617920299998
ACH-000108,-0.0833715709891
ACH-000113,-0.215452802072
ACH-000115,-0.534597107875
ACH-000116,-0.20380537024300002
ACH-000118,-0.28865275860899997
ACH-000120,-0.0764389821071
ACH-000123,-0.04238947382469999
ACH-000127,-0.116093872315
ACH-000128,-0.372121749037
ACH-000132,-0.184903207916
ACH-000133,-0.3461971961
ACH-000137,-0.126765206253
ACH-000138,-0.322083590107
ACH-000142,0.022259071529599998
ACH-000143,-0.298232487341
ACH-000146,-0.161398696712
ACH-000148,-0.26275222487
ACH-000150,-0.0810358451987
ACH-000152,-0.270221572094
ACH-000153,-0.20443232935400002
ACH-000159,-0.33107523124899996
ACH-000160,-0.28630658508900003
ACH-000163,-0.059562439212100006
ACH-000167,-0.34562294823899997
ACH-000168,-0.128919434361
ACH-000169,-0.08939078120639998
ACH-000178,-0.19720824330400002
ACH-000182,-0.175023254016
ACH-000183,-0.241681736831
ACH-000188,-0.20586362270599998
ACH-000189,-0.197215564859
ACH-000190,-0.153047331995
ACH-000198,-0.143123815994
ACH-000204,0.100921167743
ACH-000206,-0.238974545777
ACH-000207,-0.23609336802900002
ACH-000211,-0.278821357991
ACH-000215,-0.17166933812600002
ACH-000221,-0.438991776887
ACH-000222,-0.360427300938
ACH-000223,-0.164300016108
ACH-000226,-0.182925487167
ACH-000227,-0.5336294540259999
ACH-000228,-0.25325300466
ACH-000231,-0.352123943155
ACH-000232,-0.219908446802
ACH-000233,-0.131706641566
ACH-000234,-0.36283041268399996
ACH-000235,-0.175755209463
ACH-000237,-0.261212559793
ACH-000238,-0.06269679550099999
ACH-000243,-0.24738955528099998
ACH-000244,-0.13304306293600002
ACH-000246,-0.172442263081
ACH-000248,-0.0010823469283900002
ACH-000250,-0.31386567692899997
ACH-000251,-0.48752857028499996
ACH-000253,-0.194225759655
ACH-000255,-0.270249079036
ACH-000256,-0.11059904123
ACH-000257,-0.245422169752
ACH-000258,-0.0779792499875
ACH-000259,-0.0937060650503
ACH-000260,-0.300171141746
ACH-000261,-0.225696853278
ACH-000262,-0.084711823773
ACH-000263,-0.563326011874
ACH-000264,-0.233074641886
ACH-000265,-0.22113758699799999
ACH-000266,-0.212929233193
ACH-000272,-0.230158042802
ACH-000273,-0.418529815471
ACH-000274,-0.37916000884400003
ACH-000277,-0.292899526958
ACH-000278,-0.0577328874591
ACH-000279,-0.18778240056499998
ACH-000280,-0.319263801843
ACH-000281,-0.286095846331
ACH-000288,-0.20821675963
ACH-000291,-0.140211215003
ACH-000293,-0.432691706
ACH-000294,-0.13493223949799998
ACH-000295,-0.227135176136
ACH-000296,-0.06833405036989999
ACH-000302,-0.348307103218
ACH-000304,-0.182739948939
ACH-000307,-0.20982634334800002
ACH-000308,-0.07929046849810001
ACH-000310,-0.152654955152
ACH-000311,-0.24611462426199998
ACH-000312,-0.382270044054
ACH-000315,-0.183367451091
ACH-000316,0.0679422936843
ACH-000317,-0.203637260514
ACH-000318,-0.28636779745200003
ACH-000319,-0.23983228443500001
ACH-000320,-0.334575148959
ACH-000322,-0.30316724145199997
ACH-000323,-0.352017169271
ACH-000324,-0.254010291081
ACH-000329,-0.23028332892900003
ACH-000330,-0.118409956442
ACH-000331,-0.166111272746
ACH-000332,-0.187370298654
ACH-000334,-0.134539916554
ACH-000335,-0.264797385946
ACH-000336,-0.252848429467
ACH-000337,-0.163666447797
ACH-000339,-0.18021616484900002
ACH-000341,-0.503131570421
ACH-000348,-0.136510936773
ACH-000350,-0.19453577008499998
ACH-000352,-0.223293966524
ACH-000356,-0.117925370121
ACH-000361,-0.461133524143
ACH-000362,-0.251133195381
ACH-000363,-0.186091966065
ACH-000364,-0.114209066655
ACH-000365,-0.435744520706
ACH-000366,-0.24691568797
ACH-000368,-0.0429472102836
ACH-000374,-0.052588837331
ACH-000375,-0.2404257598
ACH-000376,-0.222601361932
ACH-000381,-0.273196698718
ACH-000383,-0.124820772322
ACH-000387,-0.140099544928
ACH-000389,-0.250620882495
ACH-000390,-0.165715559744
ACH-000393,-0.51078229563
ACH-000395,-0.0996296475578
ACH-000397,-0.23337212778900002
ACH-000401,-0.44991834475599995
ACH-000402,-0.170920303034
ACH-000403,-0.16808730454999998
ACH-000404,-0.467161100214
ACH-000406,-0.334033254573
ACH-000407,-0.132776956123
ACH-000408,-0.122989657497
ACH-000410,-0.304149552636
ACH-000411,-0.0206706868269
ACH-000414,-0.254389277688
ACH-000415,-0.206800557347
ACH-000416,-0.06935585410219999
ACH-000420,-0.295144071522
ACH-000421,-0.270587006024
ACH-000424,-0.512702317787
ACH-000425,-0.204940031566
ACH-000426,0.13421775659600002
ACH-000427,-0.489664323473
ACH-000433,0.0941050275722
ACH-000436,-0.079978175668
ACH-000444,-0.154988143061
ACH-000445,-0.33567558194200003
ACH-000448,-0.38275017655599997
ACH-000450,-0.246408439654
ACH-000452,-0.40810609893399996
ACH-000454,-0.135095986765
ACH-000458,0.0283961419694
ACH-000459,0.393226959892
ACH-000460,-0.169115258305
ACH-000461,-0.136716535425
ACH-000463,-0.121655363918
ACH-000464,-0.241409053809
ACH-000466,-0.021630654407900005
ACH-000467,-0.293061902975
ACH-000468,-0.20585163393800002
ACH-000469,-0.162782892381
ACH-000470,-0.532033344996
ACH-000471,-0.127542603744
ACH-000472,-0.38488838965899996
ACH-000473,-0.110757643765
ACH-000475,-0.142609906921
ACH-000476,-0.228514032285
ACH-000477,-0.07530880476039999
ACH-000480,-0.13179492530200002
ACH-000481,-0.0998560230927
ACH-000483,-0.166278343457
ACH-000484,-0.0435346704463
ACH-000485,-0.14943348143500002
ACH-000486,-0.23810860596
ACH-000487,0.0176065336565
ACH-000488,-0.206380860966
ACH-000490,-0.18812386048500002
ACH-000491,-0.256182150138
ACH-000495,-0.0329829866942
ACH-000496,-0.47476155125
ACH-000499,-0.07640630040230001
ACH-000500,0.323639742715
ACH-000502,-0.172928763753
ACH-000503,-0.325984735066
ACH-000505,-0.3296612373
ACH-000507,-0.282522793951
ACH-000510,-0.09285354300359999
ACH-000511,-0.100325199255
ACH-000512,-0.47032063797300006
ACH-000516,-0.19481366042599998
ACH-000517,-0.23382141039299997
ACH-000518,0.0396242540606
ACH-000520,-0.36474038634499995
ACH-000521,-0.35161981715
ACH-000522,-0.09926723779439998
ACH-000524,-0.25341866831500004
ACH-000527,-0.17027558217799998
ACH-000528,-0.226800014604
ACH-000537,-0.265155743146
ACH-000541,-0.464408181528
ACH-000542,-0.144379616381
ACH-000544,-0.333310938187
ACH-000545,-0.284988174075
ACH-000547,-0.369827075238
ACH-000548,-0.18662165757899998
ACH-000549,-0.109675088302
ACH-000550,-0.0831472418951
ACH-000552,-0.308208582909
ACH-000556,-0.14607055884099998
ACH-000557,-0.206695000412
ACH-000570,-0.157121196139
ACH-000571,-0.054445828315099996
ACH-000573,-0.292426549925
ACH-000576,-0.134663646868
ACH-000580,-0.090019754343
ACH-000584,-0.271262526281
ACH-000585,-0.21360034541700001
ACH-000588,-0.303391064925
ACH-000589,-0.257905602783
ACH-000591,-0.124566328151
ACH-000593,-0.31385295479200004
ACH-000600,-0.146490144733
ACH-000601,-0.13911572577700002
ACH-000604,-0.129551995209
ACH-000605,-0.269453787283
ACH-000606,-0.0056483601715
ACH-000608,-0.270342825421
ACH-000614,-0.262461822694
ACH-000616,-0.106764053949
ACH-000618,-0.12231985759899999
ACH-000619,-0.22303181044700002
ACH-000620,-0.108547856547
ACH-000621,-0.324801725743
ACH-000622,0.1154375675
ACH-000623,-0.170585464897
ACH-000624,-0.22066418061700002
ACH-000627,-0.20973974249000002
ACH-000630,-0.337964166901
ACH-000632,-0.16977480481499999
ACH-000633,-0.24010383207400002
ACH-000637,0.018869547115700002
ACH-000638,-0.328514496984
ACH-000646,-0.170580468487
ACH-000647,-0.240181548646
ACH-000648,-0.257458420466
ACH-000649,-0.199823951966
ACH-000651,-0.286555789485
ACH-000652,-0.243138031599
ACH-000653,0.032884961593
ACH-000657,-0.18258415132
ACH-000658,-0.29957402005
ACH-000661,-0.150499658828
ACH-000662,-0.279170600007
ACH-000663,-0.235794503101
ACH-000665,-0.27751163387
ACH-000671,-0.34672204938900003
ACH-000673,-0.188994977559
ACH-000676,-0.041477140108699996
ACH-000677,-0.135965766384
ACH-000681,-0.317233032137
ACH-000682,-0.272622629424
ACH-000683,-0.281656244906
