,RIMBP3B (440804)
ACH-000811,-0.10495716298699999
ACH-000817,-0.210491571235
ACH-000819,-0.213893904985
ACH-000820,0.189652127336
ACH-000821,-0.121919829309
ACH-000822,-0.0771344174792
ACH-000823,-0.23952774106600003
ACH-000824,-0.0320132105578
ACH-000827,-0.145856559322
ACH-000829,-0.174518318492
ACH-000831,-0.35861845284500005
ACH-000832,-0.34638271742
ACH-000833,-0.0486595487454
ACH-000834,-0.35548186872500004
ACH-000835,-0.324649837926
ACH-000836,-0.229967552311
ACH-000837,-0.14511165035700002
ACH-000838,-0.210206171477
ACH-000839,-0.280094537789
ACH-000840,-0.281311071403
ACH-000841,-0.28849047178599996
ACH-000843,-0.314239195677
ACH-000846,-0.32924101773000003
ACH-000847,0.00310459641419
ACH-000848,0.0295415988805
ACH-000849,0.0763072524369
ACH-000851,-0.11310515882200001
ACH-000855,-0.173727270937
ACH-000856,-0.155922172431
ACH-000858,-0.113764332181
ACH-000859,-0.257364080984
ACH-000861,-0.143424755213
ACH-000862,-0.157290632112
ACH-000865,-0.212313637634
ACH-000866,-0.10467750334699999
ACH-000867,-0.115939493939
ACH-000869,-0.324880711519
ACH-000872,-0.558230801446
ACH-000873,-0.25955719067
ACH-000876,-0.10507709929600001
ACH-000878,-0.307561141672
ACH-000880,-0.280416888975
ACH-000881,-0.18783147307300002
ACH-000882,-0.11174982525299999
ACH-000884,-0.0749307072917
ACH-000885,-0.16478776528
ACH-000887,-0.255328725154
ACH-000888,0.0399883391428
ACH-000889,-0.368360935401
ACH-000890,-0.485528602288
ACH-000896,-0.438689771134
ACH-000898,-0.38389594804399996
ACH-000900,-0.10090421261299999
ACH-000901,-0.145267193745
ACH-000905,-0.115793274988
ACH-000906,-0.229087922031
ACH-000907,-0.433128094143
ACH-000910,-0.284157058437
ACH-000911,-0.248053682771
ACH-000912,-0.0784476724135
ACH-000913,-0.24213687339499998
ACH-000915,-0.356641546153
ACH-000916,-0.735484898035
ACH-000917,-0.08653567794289999
ACH-000921,-0.283289642412
ACH-000924,-0.163045414405
ACH-000926,-0.292386603106
ACH-000928,-0.298945221813
ACH-000929,-0.06577673973880001
ACH-000932,-0.304135561911
ACH-000935,-0.25463554597
ACH-000936,-0.0884280791794
ACH-000937,-0.0206765783939
ACH-000938,-0.13715259787999998
ACH-000939,-0.26202546778999997
ACH-000941,-0.20846074573399997
ACH-000943,-0.41155641323299996
ACH-000946,-0.355170239198
ACH-000947,-0.092513891247
ACH-000948,-0.136810696818
ACH-000950,-0.303903651251
ACH-000953,-0.018653606189
ACH-000957,-0.43163682151199995
ACH-000958,-0.345224517738
ACH-000960,-0.138738684726
ACH-000963,-0.29880178827
ACH-000968,-0.18217924916499997
ACH-000969,-0.15637031862099998
ACH-000973,-0.08751438404680001
ACH-000974,-0.141156459517
ACH-000975,-0.20892462890900002
ACH-000976,-0.100482131732
ACH-000978,-0.188165533906
ACH-000980,-0.04032580406919999
ACH-000984,-0.141389240942
ACH-000986,-0.147302601476
ACH-000988,-0.335523974044
ACH-000993,-0.131341560068
ACH-000994,-0.155267747586
ACH-000996,-0.267984073739
ACH-001001,-0.16779845765999998
ACH-001020,-0.22355766675299998
ACH-001028,-0.128617732182
ACH-001031,-0.0976240740366
ACH-001038,-0.113616261898
ACH-001048,-0.135218916736
ACH-001050,0.20941210493700002
ACH-001053,-0.369334551115
ACH-001054,-0.158062592425
ACH-001061,-0.274306429105
ACH-001067,-0.226050329061
ACH-001075,-0.280921980109
ACH-001096,-0.21763843970400001
ACH-001128,-0.17584819794
ACH-001134,-0.326910865135
ACH-001151,-0.282708914799
ACH-001163,0.0187389319475
ACH-001164,0.12535038993699998
ACH-001173,-0.22307065148000002
ACH-001183,-0.347948399066
ACH-001184,0.09670746745089999
ACH-001190,-0.244221801955
ACH-001192,-0.315136422929
ACH-001193,0.0873177533759
ACH-001196,0.0365340491392
ACH-001197,0.215591722887
ACH-001205,-0.129198583708
ACH-001211,0.055781387851300004
ACH-001212,-0.134243782467
ACH-001228,0.0778884554307
ACH-001232,-0.274403573143
ACH-001239,-0.220429873986
ACH-001274,-0.143563153149
ACH-001275,-0.140350517482
ACH-001277,-0.0865038780341
ACH-001278,-0.103143845013
ACH-001280,-0.014341327588500001
ACH-001283,-0.208387679382
ACH-001289,-0.322935799273
ACH-001295,-0.266763798833
ACH-001300,-0.0323036692834
ACH-001301,-0.128278223201
ACH-001302,-0.17138412299699998
ACH-001303,-0.19022732670899997
ACH-001306,-0.204786964703
ACH-001318,-0.293010501393
ACH-001322,-0.12631044187999999
ACH-001328,-0.09309200288380001
ACH-001332,-0.37496250142899995
ACH-001333,-0.478895233093
ACH-001336,0.009022365159459998
ACH-001340,-0.212581439615
ACH-001346,-0.504377370324
ACH-001353,-0.24337174716200002
ACH-001354,-0.39544375534599996
ACH-001367,-0.46497514779700005
ACH-001368,-0.130416908542
ACH-001374,0.0606959052729
ACH-001375,-0.182657025585
ACH-001377,0.022280381563300002
ACH-001380,0.0157156333742
ACH-001391,-0.149808859948
ACH-001407,-0.354326723367
ACH-001408,-0.134904295925
ACH-001413,0.0528895050552
ACH-001430,-0.308468716092
ACH-001431,0.0546375317743
ACH-001450,-0.137246098839
ACH-001496,-0.22845250553000004
ACH-001500,-0.22081998248000004
ACH-001521,-0.273638833286
ACH-001523,-0.135017289597
ACH-001532,0.00180177425353
ACH-001536,-0.182377858948
ACH-001550,0.00201342292947
ACH-001552,-0.106553834777
ACH-001554,-0.250614431483
ACH-001645,-0.171333014718
ACH-001654,-0.208174138295
ACH-001715,-0.700346329524
ACH-001735,-0.0875614522935
ACH-001736,-0.21574115486900003
ACH-001737,-0.40271472064
ACH-001740,-0.19656242117199998
ACH-001745,-0.348982789551
ACH-001750,-0.0690149702575
ACH-001765,-0.16113066900999998
ACH-001956,-0.35570615139300005
ACH-001957,-0.647781904415
