,RIMBP3B (440804)
ACH-000004,-0.429127691566
ACH-000007,-0.0706814986318
ACH-000009,-0.0758002910835
ACH-000011,-0.12381879998800001
ACH-000012,-0.347962049868
ACH-000013,-0.108323024883
ACH-000014,-0.14659708819199999
ACH-000015,-0.237451285694
ACH-000017,-0.0351196529701
ACH-000018,-0.3270728116
ACH-000019,-0.162234881406
ACH-000021,-0.164384296122
ACH-000022,-0.249113664959
ACH-000025,-0.22613964396400002
ACH-000028,-0.116536785971
ACH-000030,-0.292043227094
ACH-000035,-0.303546134846
ACH-000036,-0.149004283701
ACH-000037,-0.00302712175071
ACH-000039,-0.133482998413
ACH-000040,-0.29312416981199996
ACH-000041,-0.195263535159
ACH-000042,-0.5943456695489999
ACH-000045,-0.311212126213
ACH-000047,-0.120482782068
ACH-000052,-0.14250783101
ACH-000053,-0.030217917114
ACH-000054,-0.22297747687199998
ACH-000055,-0.302669379889
ACH-000060,-0.09608743546330001
ACH-000067,-0.18766072016399998
ACH-000070,-0.13454676444
ACH-000075,-0.307988044597
ACH-000078,-0.21742507754700002
ACH-000082,-0.114148781445
ACH-000085,-0.10407752763
ACH-000086,-0.0266604002267
ACH-000087,-0.15701101512
ACH-000092,-0.203927148501
ACH-000095,-0.119288485485
ACH-000097,-0.387329242768
ACH-000098,-0.22369799760899997
ACH-000099,-0.08785043645940001
ACH-000108,-0.291097864541
ACH-000113,-0.20484272385000002
ACH-000115,-0.169220417047
ACH-000116,-0.06743126293190001
ACH-000118,-0.110028498529
ACH-000120,-0.298026180741
ACH-000123,-0.17669699738699998
ACH-000127,-0.09177887703389999
ACH-000128,-0.131012264106
ACH-000132,-0.0534960162961
ACH-000133,-0.140100989295
ACH-000137,-0.141244798239
ACH-000138,-0.09234834564210001
ACH-000142,-0.0281955599347
ACH-000143,-0.304892918357
ACH-000146,-0.22146755009100003
ACH-000148,-0.014488763928799999
ACH-000150,-0.34754920400399997
ACH-000152,-0.21690070902
ACH-000153,-0.11651879129899999
ACH-000159,0.0033271091031199995
ACH-000160,-0.0494239220976
ACH-000163,-0.0391389700262
ACH-000167,-0.524982345485
ACH-000168,-0.11442278154
ACH-000169,-0.15757263670399999
ACH-000178,-0.10794547587000002
ACH-000182,0.019857378098
ACH-000183,-0.31135756227
ACH-000188,-0.193862944725
ACH-000189,0.00917149957909
ACH-000190,-0.267061408595
ACH-000198,-0.157716913652
ACH-000204,-0.20504992552200002
ACH-000206,-0.339932189753
ACH-000207,0.07209790358689999
ACH-000211,-0.142311062639
ACH-000215,-0.173757016628
ACH-000221,-0.22860381378699998
ACH-000222,-0.14716271793
ACH-000223,-0.203870906411
ACH-000226,-0.196769713375
ACH-000227,-0.0111717145765
ACH-000228,-0.0457484601609
ACH-000231,-0.352040070596
ACH-000232,-0.284434119516
ACH-000233,-0.223986919815
ACH-000234,0.178197216549
ACH-000235,-0.048804046708399995
ACH-000237,-0.24352174778799998
ACH-000238,-0.166574267548
ACH-000243,-0.46576259683700005
ACH-000244,-0.24261838935199997
ACH-000246,-0.0370790036169
ACH-000248,-0.11885198933
ACH-000250,-0.0828189708032
ACH-000251,0.07554497157639999
ACH-000253,-0.160241440767
ACH-000255,-0.172839375738
ACH-000256,-0.163948443413
ACH-000257,0.0991231876596
ACH-000258,-0.13265240958
ACH-000259,-0.282818978938
ACH-000260,-0.0406753543311
ACH-000261,-0.233935906514
ACH-000262,-0.473821563372
ACH-000263,0.09018448695049999
ACH-000264,-0.222101786288
ACH-000265,-0.184843561465
ACH-000266,-0.13587559096
ACH-000272,-0.290833677445
ACH-000273,-0.320721677155
ACH-000274,-0.280656593613
ACH-000277,0.13520159397
ACH-000278,-0.231708843194
ACH-000279,-0.115008359551
ACH-000280,-0.109286902225
ACH-000281,0.131166308455
ACH-000288,-0.0945171883857
ACH-000291,-0.415613840887
ACH-000293,-0.145869460702
ACH-000294,-0.105969307335
ACH-000295,-0.412121005092
ACH-000296,-0.41697463365000004
ACH-000302,-0.323651279382
ACH-000304,-0.486099990968
ACH-000307,-0.285647565077
ACH-000308,-0.121806166326
ACH-000310,-0.186296104075
ACH-000311,-0.154613607894
ACH-000312,0.00859667768719
ACH-000315,-0.113166765112
ACH-000316,0.038352266801699994
ACH-000317,-0.0512948370978
ACH-000318,-0.306384136748
ACH-000319,-0.0221037528408
ACH-000320,-0.09311752322349999
ACH-000322,-0.0545656281802
ACH-000323,-0.201395141197
ACH-000324,-0.09639411470310001
ACH-000329,-0.159622923728
ACH-000330,-0.163551404096
ACH-000331,-0.208324210781
ACH-000332,-0.126938494456
ACH-000334,-0.294070531779
ACH-000335,-0.0873115103496
ACH-000336,-0.288643852909
ACH-000337,-0.30020556218600003
ACH-000339,-0.28902272330400003
ACH-000341,-0.147290059962
ACH-000348,-0.239266888444
ACH-000350,-0.0507057859918
ACH-000352,-0.23359016953
ACH-000356,-0.19773781501899998
ACH-000361,-0.418063147128
ACH-000362,-0.215622002574
ACH-000363,-0.10541521307299999
ACH-000364,-0.268743555283
ACH-000365,-0.179232306887
ACH-000366,-0.0967788159828
ACH-000368,-0.23919182405699999
ACH-000374,-0.07344374710789998
ACH-000375,0.09673128580610002
ACH-000376,-0.19398600944000002
ACH-000381,-0.059367235549999994
ACH-000383,-0.322340457693
ACH-000387,-0.291016110863
ACH-000389,-0.155086523629
ACH-000390,-0.21201098924400003
ACH-000393,-0.206375225498
ACH-000395,-0.10476756831499999
ACH-000397,-0.344316255664
ACH-000401,-0.437178751881
ACH-000402,-0.0386494385317
ACH-000403,-0.37854288702100003
ACH-000404,0.00950409968894
ACH-000406,-0.22833512274599999
ACH-000407,-0.171234042808
ACH-000408,-0.30040852872699997
ACH-000410,-0.111686198099
ACH-000411,-0.09971359498339999
ACH-000414,-0.18269193873700001
ACH-000415,-0.180087577666
ACH-000416,-0.16484426902899998
ACH-000420,-0.21464896489399998
ACH-000421,-0.278147859468
ACH-000424,-0.518061414472
ACH-000425,-0.366835140178
ACH-000426,-0.112432509935
ACH-000427,-0.0787540332221
ACH-000433,-0.140932646927
ACH-000436,-0.199919994245
ACH-000444,-0.14795038336400002
ACH-000445,-0.444213169985
ACH-000448,-0.238436081297
ACH-000450,-0.42115123800800003
ACH-000452,0.0274892955285
ACH-000454,-0.46440537249200003
ACH-000458,-0.348708171651
ACH-000459,-0.328454523947
ACH-000460,-0.0703489855804
ACH-000461,-0.351279442152
ACH-000463,-0.08247628826780001
ACH-000464,-0.199266642885
ACH-000466,-0.11823706453800001
ACH-000467,-0.06486082174840001
ACH-000468,-0.033655308845199995
ACH-000469,-0.07400177510910001
ACH-000470,-0.320390810304
ACH-000471,-0.197588514606
ACH-000472,-0.08410079853189999
ACH-000473,-0.31751439673099996
ACH-000475,-0.333310873785
ACH-000476,-0.0057669310490500005
ACH-000477,-0.3161893984
ACH-000480,-0.18636577333700002
ACH-000481,-0.119324563477
ACH-000483,-0.203130013523
ACH-000484,-0.169616379628
ACH-000485,-0.149124538989
ACH-000486,-0.151530286851
ACH-000487,-0.13497188390999998
ACH-000488,-0.13528360042
ACH-000490,-0.0927753978593
ACH-000491,0.023766750123400005
ACH-000495,0.041065894966899996
ACH-000496,-0.15893905537699998
ACH-000499,-0.179146062637
ACH-000500,0.195800730375
ACH-000502,-0.16834991626200002
ACH-000503,-0.461527548677
ACH-000505,-0.244061212614
ACH-000507,-0.022222663033300002
ACH-000510,-0.146428343953
ACH-000511,-0.17725152564
ACH-000512,-0.317674078625
ACH-000516,-0.237670780416
ACH-000517,-0.204361255505
ACH-000518,-0.08058623064760001
ACH-000520,-0.28455825786899996
ACH-000521,-0.258684223973
ACH-000522,-0.24079480556
ACH-000524,-0.0882265906997
ACH-000527,-0.035863133782800004
ACH-000528,-0.18663872442
ACH-000537,-0.0235301021073
ACH-000541,-0.130136366802
ACH-000542,-0.0248573362556
ACH-000544,-0.0707608756629
ACH-000545,-0.17162475093600002
ACH-000547,-0.231480807554
ACH-000548,-0.27070893888500003
ACH-000549,-0.320009719606
ACH-000550,0.09085952103730001
ACH-000552,-0.308731814293
ACH-000556,-0.06331500655809999
ACH-000557,0.0222353163194
ACH-000570,-0.294996880623
ACH-000571,-0.195493337168
ACH-000573,-0.18018188219099998
ACH-000576,-0.154880506696
ACH-000580,-0.358960376947
ACH-000584,-0.09380595873639999
ACH-000585,-0.05253985833790001
ACH-000588,0.0669886308951
ACH-000589,-0.125862108915
ACH-000591,-0.303511986797
ACH-000593,-0.036328707651400005
ACH-000600,-0.0887266605456
ACH-000601,-0.35507620204499996
ACH-000604,-0.614279098124
ACH-000605,-0.378492115731
ACH-000606,-0.17375312466899998
ACH-000608,-0.00518250049201
ACH-000614,-0.10689573710000001
ACH-000616,-0.424410253206
ACH-000618,-0.29712859103
ACH-000619,-0.147070134481
ACH-000620,0.108664136077
ACH-000621,-0.241216071058
ACH-000622,-0.225350181556
ACH-000623,-0.376374835229
ACH-000624,-0.267883115447
ACH-000627,-0.146541599103
ACH-000630,-0.210208472098
ACH-000632,-0.14789907737500002
ACH-000633,-0.162923837888
ACH-000637,0.017873303270299998
ACH-000638,-0.315841727809
ACH-000646,-0.106862979238
ACH-000647,-0.0848975729643
ACH-000648,-0.0258147306317
ACH-000649,-0.105193603215
ACH-000651,-0.140694023021
ACH-000652,-0.286444770882
ACH-000653,-0.054524797357
ACH-000657,-0.160645254262
ACH-000658,0.035403858230199994
ACH-000661,0.0264649057493
ACH-000662,0.09444799094289999
ACH-000663,-0.198490735656
ACH-000665,-0.301829900567
ACH-000671,-0.216716962938
ACH-000673,-0.134298201216
ACH-000676,-0.170726191755
ACH-000677,-0.397318560373
ACH-000681,-0.0635903828291
ACH-000682,0.00495134834966
ACH-000683,0.0870856495171
ACH-000684,-0.26178608703699996
ACH-000688,-0.170017934613
ACH-000693,-0.28700928769699996
ACH-000694,-0.10087409226800001
ACH-000695,-0.020707648709200003
ACH-000696,-0.33252354379
ACH-000697,-0.157410252954
ACH-000699,-0.27054061802499996
ACH-000701,0.128591670933
ACH-000706,-0.309658449497
ACH-000711,-0.190693810036
ACH-000713,-0.0303723817229
ACH-000714,-0.0989121291982
ACH-000718,0.0335256771928
ACH-000720,-0.21158253604200003
ACH-000721,-0.416280444261
ACH-000724,-0.37088592600299997
ACH-000725,-0.0998590710875
ACH-000732,-0.426947161448
ACH-000734,-0.22029505315499998
ACH-000735,-0.326278258957
ACH-000736,-0.135760645297
ACH-000738,-0.169304802077
ACH-000746,-0.277101621036
ACH-000747,-0.108912843312
ACH-000748,-0.21824985401500002
ACH-000753,-0.134917962694
ACH-000756,-0.22613005478300002
ACH-000757,-0.149078334734
ACH-000758,-0.460096984629
ACH-000760,0.00164444811365
ACH-000763,-0.0177540599348
ACH-000764,-0.0211509359839
ACH-000765,-0.12091582089700001
ACH-000766,-0.374847218373
ACH-000767,-0.00451556417786
ACH-000768,-0.334262912556
ACH-000769,-0.105308467982
ACH-000770,-0.28660009594999997
ACH-000771,-0.217290363215
ACH-000773,-0.0853409723691
ACH-000776,-0.0409398621001
ACH-000777,-0.234542980524
ACH-000778,-0.929952450987
ACH-000781,-0.271210494269
ACH-000782,-0.16133355465500002
ACH-000783,0.125874444502
ACH-000784,-0.25292030022900003
ACH-000785,-0.0751272617237
ACH-000787,-0.247762323767
ACH-000788,-0.22980821421999997
ACH-000791,-0.277496403828
ACH-000792,-0.15719095587999998
ACH-000794,-0.24405356630800001
ACH-000796,0.10699326382999999
ACH-000799,-0.151784149912
ACH-000800,-0.154396925286
ACH-000802,-0.256529108145
ACH-000804,-0.102676693069
ACH-000805,-0.269763134439
ACH-000809,-0.11595036604299999
ACH-000810,0.0794711083741
