,OAZ1 (4946)
ACH-000004,-0.42859275362599997
ACH-000007,-0.141630029726
ACH-000009,-0.12518163836100002
ACH-000011,-0.243779696204
ACH-000012,-0.291532284829
ACH-000013,-0.219283821696
ACH-000014,-0.218824026963
ACH-000015,-0.10221325043400001
ACH-000017,-0.581067704184
ACH-000018,0.0078800969776
ACH-000019,-0.11009246662799999
ACH-000021,-0.200529512844
ACH-000022,-0.13858891908
ACH-000025,-0.0246191697016
ACH-000028,-0.35840630069300006
ACH-000030,-0.2869071825
ACH-000035,-0.04690364098
ACH-000036,0.138229078655
ACH-000037,-0.36422730548
ACH-000039,-0.29583355443000003
ACH-000040,-0.350497726794
ACH-000041,-0.15507563259600002
ACH-000042,-0.20319360821199997
ACH-000045,-0.272900361804
ACH-000047,-0.26593187348
ACH-000052,-0.051908867308800004
ACH-000053,-0.16271873580600002
ACH-000054,-0.13388259649700002
ACH-000055,-0.18848853907299998
ACH-000060,-0.07189794734789999
ACH-000067,-0.15808373626
ACH-000070,-0.0984364323472
ACH-000075,-0.24427975806699997
ACH-000078,-0.0250775038442
ACH-000082,-0.181215320786
ACH-000085,-0.372843550474
ACH-000086,-0.0663749389708
ACH-000087,-0.033002504140499996
ACH-000092,-0.0619997407341
ACH-000095,-0.396362419556
ACH-000097,-0.225686561929
ACH-000098,-0.30488629540999995
ACH-000099,-0.331647045591
ACH-000108,-0.0894239242083
ACH-000113,-0.208412610621
ACH-000115,-0.510056925567
ACH-000116,-0.201747526349
ACH-000118,-0.0724368744686
ACH-000120,-0.159200386322
ACH-000123,-0.217089947707
ACH-000127,-0.258672827577
ACH-000128,-0.126600811542
ACH-000132,-0.42029045600000003
ACH-000133,-0.115410252115
ACH-000137,-0.163497641083
ACH-000138,-0.0468286077355
ACH-000142,-0.0982332630504
ACH-000143,-0.08220653434460001
ACH-000146,-0.281485534036
ACH-000148,-0.05846979870900001
ACH-000150,-0.0916858001673
ACH-000152,-0.16498406082999997
ACH-000153,-0.0486371901625
ACH-000159,-0.271336586908
ACH-000160,0.101026655065
ACH-000163,-0.07764867236560001
ACH-000167,0.11880638867900001
ACH-000168,-0.0327676664329
ACH-000169,-0.12959569967499998
ACH-000178,-0.319242500015
ACH-000182,-0.187471031552
ACH-000183,-0.520963417763
ACH-000188,-0.23485418300799998
ACH-000189,-0.269444509752
ACH-000190,0.00713770808796
ACH-000198,-0.149604518216
ACH-000204,-0.1417854511
ACH-000206,-0.5178286984920001
ACH-000207,0.006605847471359999
ACH-000211,-0.108400246602
ACH-000215,-0.15553433240599998
ACH-000221,-0.0714188123422
ACH-000222,-0.18137331684
ACH-000223,-0.327043712212
ACH-000226,-0.36272775318000006
ACH-000227,0.15337522878100002
ACH-000228,0.0073883417952799995
ACH-000231,-0.169415170891
ACH-000232,0.06696056921889999
ACH-000233,-0.46999035515199994
ACH-000234,-0.582283968004
ACH-000235,-0.17842233332899998
ACH-000237,-0.23076524558000003
ACH-000238,0.0295204968329
ACH-000243,-0.05044637656169999
ACH-000244,-0.0372847455386
ACH-000246,-0.06794945617959999
ACH-000248,-0.336363074506
ACH-000250,-0.07359422286469999
ACH-000251,-0.302584362361
ACH-000253,-0.10693959955
ACH-000255,-0.0662829224747
ACH-000256,-0.142768802161
ACH-000257,-0.482757375661
ACH-000258,-0.589739049129
ACH-000259,-0.0432607379129
ACH-000260,-0.223550990486
ACH-000261,-0.340982462012
