,OMD (4958)
ACH-000004,0.158155587466
ACH-000007,0.212359226078
ACH-000009,0.041302162037999995
ACH-000011,0.162878032518
ACH-000012,0.101721083697
ACH-000013,0.11834938655999999
ACH-000014,0.111679839826
ACH-000015,-0.045241378968400005
ACH-000017,0.12266300417
ACH-000018,0.145384640303
ACH-000019,-0.012168949428299998
ACH-000021,-0.11697235067299999
ACH-000022,0.140478471346
ACH-000025,0.018723499755400004
ACH-000028,-0.0015413128153
ACH-000030,0.0936571513679
ACH-000035,0.0806948097678
ACH-000036,0.134519560033
ACH-000037,0.00779972803742
ACH-000039,-0.0180834287121
ACH-000040,0.150441595811
ACH-000041,-0.051137277957100005
ACH-000042,-0.059451533938
ACH-000045,0.271847159986
ACH-000047,0.0342171880275
ACH-000052,0.24394270243900001
ACH-000053,0.09646410382869999
ACH-000054,0.056008899070699995
ACH-000055,0.227915042861
ACH-000060,0.273969962314
ACH-000067,0.015508099177299998
ACH-000070,0.276332234
ACH-000075,0.415881415028
ACH-000078,0.0446716571318
ACH-000082,0.11784320414999999
ACH-000085,0.020776396300400003
ACH-000086,0.064796816285
ACH-000087,0.15328464127
ACH-000092,0.1430547342
ACH-000095,0.0652264277909
ACH-000097,0.11012052502
ACH-000098,0.16805407606400002
ACH-000099,-0.074104204434
ACH-000108,0.00974695332793
ACH-000113,0.0167725719436
ACH-000115,0.08786680999770001
ACH-000116,0.09082870758889999
ACH-000118,0.04396622283530001
ACH-000120,-0.16347214835899998
ACH-000123,0.0322175831405
ACH-000127,0.0554128696912
ACH-000128,-0.04280371316769999
ACH-000132,0.120202060888
ACH-000133,0.134232325705
ACH-000137,0.200536608712
ACH-000138,-0.0272822218812
ACH-000142,-0.0443836162483
ACH-000143,0.0544314867497
ACH-000146,0.068869288946
ACH-000148,0.035438049117699995
ACH-000150,0.21920902735800002
ACH-000152,0.170217066018
ACH-000153,-0.044611536588900005
ACH-000159,0.043770404229
ACH-000160,-0.0476333712901
ACH-000163,0.10574932439200001
ACH-000167,0.08470545666000001
ACH-000168,-0.072572690964
ACH-000169,0.0831521407364
ACH-000178,0.0843728811295
ACH-000182,0.234919037065
ACH-000183,0.126198187597
ACH-000188,0.0511559235369
ACH-000189,-0.341994764569
ACH-000190,-0.029756331195799998
ACH-000198,0.026860876801
ACH-000204,0.0840272236616
ACH-000206,0.116941087029
ACH-000207,0.120880686205
ACH-000211,0.212185429386
ACH-000215,0.16918324633600001
ACH-000221,0.09369318067
ACH-000222,-0.0425118143453
ACH-000223,-0.00206593843284
ACH-000226,0.0645629028261
ACH-000227,-0.0803547426047
ACH-000228,0.0650451541145
ACH-000231,0.173681469321
ACH-000232,0.15987239484500002
ACH-000233,0.161569381895
ACH-000234,-0.0416120499265
ACH-000235,0.0102510679382
ACH-000237,0.138714223839
ACH-000238,0.123420376915
ACH-000243,0.0638357916802
ACH-000244,0.326500540782
ACH-000246,-0.0197760713716
ACH-000248,0.19133530540999996
ACH-000250,0.122908075452
ACH-000251,0.25431282865800003
ACH-000253,0.0815121247908
ACH-000255,0.221612844976
ACH-000256,-0.004401555488020001
