,PRKAR1A (5573)
ACH-000004,-0.272222648242
ACH-000007,0.09829585267539999
ACH-000009,-0.00288515999855
ACH-000011,-0.910594946259
ACH-000012,0.0186709393273
ACH-000013,0.07908125550419999
ACH-000014,-0.0807586089365
ACH-000015,0.156565703266
ACH-000017,-0.32399071926999995
ACH-000018,-0.789761744754
ACH-000019,-0.198647918959
ACH-000021,0.0713564226251
ACH-000022,0.139893907466
ACH-000025,-0.23918453441999998
ACH-000028,-0.162626577737
ACH-000030,0.0676497485957
ACH-000035,-0.09261934052489999
ACH-000036,-0.469894970536
ACH-000037,-0.784126315062
ACH-000039,0.042391805866800004
ACH-000040,-0.882667404117
ACH-000041,-0.12695411605499998
ACH-000042,-0.342002956013
ACH-000045,-0.616057865804
ACH-000047,-0.115711139628
ACH-000052,-0.262652889808
ACH-000053,0.0723184782379
ACH-000054,-0.375070555151
ACH-000055,0.096619846805
ACH-000060,-0.056003736410800004
ACH-000067,-0.524664568831
ACH-000070,-0.45211058535800003
ACH-000075,-0.695826818864
ACH-000078,-0.056852387833
ACH-000082,-0.463063239244
ACH-000085,-0.136035859236
ACH-000086,-0.16822666364500002
ACH-000087,-0.139721879248
ACH-000092,-0.325779520895
ACH-000095,-0.175529911191
ACH-000097,0.0623887052204
ACH-000098,-0.561576148707
ACH-000099,-0.135464042816
ACH-000108,0.130745858062
ACH-000113,-0.436019889577
ACH-000115,0.0566035875815
ACH-000116,0.0874789767567
ACH-000118,-0.149134596973
ACH-000120,-0.110376764632
ACH-000123,-0.535041042464
ACH-000127,-0.300125978161
ACH-000128,-0.868816448912
ACH-000132,-0.849195325061
ACH-000133,-0.597826850222
ACH-000137,-0.650530629378
ACH-000138,-0.36486978441600004
ACH-000142,0.143103666578
ACH-000143,-0.0633771060339
ACH-000146,-0.00939167261358
ACH-000148,-0.22684437590700002
ACH-000150,-0.369208906835
ACH-000152,-0.826549028869
ACH-000153,0.0476397436641
ACH-000159,-0.37116971409500005
ACH-000160,0.0317759725316
ACH-000163,-0.868548823064
ACH-000167,-0.186614305438
ACH-000168,-0.7285232617149999
ACH-000169,-0.101960447764
ACH-000178,-0.31532819508000004
ACH-000182,0.24516565530099999
ACH-000183,-0.224848167537
ACH-000188,0.0890261761867
ACH-000189,-0.24595074482700002
ACH-000190,-0.0481869462763
ACH-000198,-0.553489270825
ACH-000204,-0.567083105864
ACH-000206,-0.769984278365
ACH-000207,-0.08115423874689999
ACH-000211,-0.586701625487
ACH-000215,-0.285286526552
ACH-000221,0.137303419491
ACH-000222,-0.0431976687102
ACH-000223,-0.2371696961
ACH-000226,-0.0032681448329800003
ACH-000227,-0.211513208171
ACH-000228,-0.00495509041632
ACH-000231,-0.80438730276
ACH-000232,-0.08904606325169999
ACH-000233,-0.683604201875
ACH-000234,-0.266538718961
ACH-000235,0.0771154647239
ACH-000237,-0.186315438438
ACH-000238,-0.369546350651
ACH-000243,0.0658517722135
ACH-000244,-0.558695682514
ACH-000246,0.113093470699
ACH-000248,-0.316113065566
ACH-000250,-0.10673704084699999
ACH-000251,-0.0733357380337
ACH-000253,-0.19024916128699998
ACH-000255,-0.7756064656389999
ACH-000256,-0.165006027352
ACH-000257,0.023704496896199998
ACH-000258,-0.949279813214
ACH-000259,0.0572472598728
ACH-000260,-0.0759454300695
ACH-000261,-0.0847564143063
ACH-000262,-0.51339270523
ACH-000263,-0.525898524895
ACH-000264,-0.809091106961
ACH-000265,-0.0586371208579
ACH-000266,-0.242503741422
ACH-000272,-0.7682355817569999
