,RALGDS (5900)
ACH-000004,0.0524073153432
ACH-000007,0.118709477271
ACH-000009,-0.0482162501279
ACH-000011,-0.00487667180575
ACH-000012,0.00956102326646
ACH-000013,-0.208714103497
ACH-000014,0.143617836861
ACH-000015,-0.0877915276973
ACH-000017,0.0927612925453
ACH-000018,-0.0384678315363
ACH-000019,-0.026264801650099995
ACH-000021,-0.07224346793730001
ACH-000022,0.0626024085262
ACH-000025,0.0269707307904
ACH-000028,0.195424236494
ACH-000030,0.0175595338875
ACH-000035,0.2484809198
ACH-000036,0.21564582285199999
ACH-000037,-0.0158744992176
ACH-000039,0.0378495687387
ACH-000040,0.00880675819824
ACH-000041,-0.11991873750399999
ACH-000042,-0.101716816032
ACH-000045,0.09865180712000002
ACH-000047,0.026693607905200003
ACH-000052,0.00506051792817
ACH-000053,0.0203459316085
ACH-000054,-0.12399170624099999
ACH-000055,-0.07590867391839999
ACH-000060,-0.22221101606999996
ACH-000067,0.0550832027262
ACH-000070,-0.060723179912400005
ACH-000075,0.044637397667699995
ACH-000078,-0.0187516285156
ACH-000082,-0.0156841599591
ACH-000085,0.059758848795
ACH-000086,0.0573734798524
ACH-000087,-0.178175017293
ACH-000092,-0.00653896554968
ACH-000095,0.022227922947800002
ACH-000097,0.0718520412466
ACH-000098,0.0601529749979
ACH-000099,-0.0879263555102
ACH-000108,0.147227793429
ACH-000113,-0.020742750792
ACH-000115,-0.0030401448050500005
ACH-000116,-0.07105482467560001
ACH-000118,0.005872128323330001
ACH-000120,0.0361338168466
ACH-000123,-0.0169794521773
ACH-000127,0.01541992699
ACH-000128,-0.06842610741039999
ACH-000132,0.05157825521790001
ACH-000133,0.19267703859700003
ACH-000137,-0.0160810836451
ACH-000138,0.0761552653117
ACH-000142,0.0174397566391
ACH-000143,0.159743672557
ACH-000146,0.0738850620652
ACH-000148,-0.06475925625519999
ACH-000150,-0.060426951196800006
ACH-000152,0.179324934252
ACH-000153,-0.173404834704
ACH-000159,-0.00842588687092
ACH-000160,-0.0288835056681
ACH-000163,0.012486865369500002
ACH-000167,-0.110100351458
ACH-000168,-0.257136045199
ACH-000169,-0.0943860855713
ACH-000178,-0.055704427403300005
ACH-000182,0.0470817860383
