,B3GNTL1 (146712)
ACH-000004,0.257036608091
ACH-000007,0.223431314779
ACH-000009,-0.0103327802634
ACH-000011,0.0397374960221
ACH-000012,0.055265460302599996
ACH-000013,0.223009578165
ACH-000014,-0.0266216685085
ACH-000015,0.116178253732
ACH-000017,0.216538913265
ACH-000018,0.046176034715700004
ACH-000019,0.231495133884
ACH-000021,0.0884228837819
ACH-000022,0.112645052251
ACH-000025,-0.00233171391577
ACH-000028,-0.049665925602699994
ACH-000030,0.11770872340399999
ACH-000035,0.253310334743
ACH-000036,0.177552274696
ACH-000037,0.0608412659174
ACH-000039,0.10296071361199999
ACH-000040,0.11302391441
ACH-000041,0.176904871732
ACH-000042,0.0656293603666
ACH-000045,0.25097210222800004
ACH-000047,0.100473369541
ACH-000052,0.140370339751
ACH-000053,0.18870361513
ACH-000054,0.122207555129
ACH-000055,-0.132348667359
ACH-000060,0.0463497997122
ACH-000067,-0.028810941894099995
ACH-000070,0.0526514754321
ACH-000075,0.22134581648200002
ACH-000078,-0.210892050836
ACH-000082,0.154260613389
ACH-000085,0.169143150363
ACH-000086,0.142120378495
ACH-000087,0.299299585611
ACH-000092,0.192112365041
ACH-000095,-0.0100628313722
ACH-000097,0.21191579464699997
ACH-000098,0.12496339185000001
ACH-000099,-0.09902373605550001
ACH-000108,0.0826559889879
ACH-000113,0.15291570251800002
ACH-000115,0.07057683848469999
ACH-000116,0.0184878507312
ACH-000118,-0.0019412213994500001
ACH-000120,-0.012067938304899998
ACH-000123,0.07790275807319999
ACH-000127,0.12663887575
ACH-000128,0.0386626269835
ACH-000132,0.268804066331
ACH-000133,0.324340384526
ACH-000137,-0.0484816067937
ACH-000138,0.0434851469304
ACH-000142,0.0197545070075
ACH-000143,0.08627422203910001
ACH-000146,0.112999802072
ACH-000148,0.10913061542199999
ACH-000150,-0.0951738886032
ACH-000152,0.103307713314
ACH-000153,-0.122366550395
ACH-000159,0.0346388806031
ACH-000160,-0.00720967208524
ACH-000163,0.049240007666800006
ACH-000167,0.0272112305791
ACH-000168,-0.0050476899003000005
ACH-000169,0.13273184355999998
ACH-000178,0.130289922697
ACH-000182,0.058503114102800007
ACH-000183,0.185636108354
ACH-000188,-0.011152880447400001
ACH-000189,-0.00313617339849
ACH-000190,0.11716322392100001
ACH-000198,0.0302538003272
ACH-000204,0.042827075660000005
ACH-000206,0.23257531646200003
ACH-000207,0.280874774611
ACH-000211,0.105868238002
ACH-000215,0.19879961375500002
ACH-000221,0.209812509524
ACH-000222,0.17642047841699998
ACH-000223,0.0695812941457
ACH-000226,0.208916438411
ACH-000227,0.191088547483
ACH-000228,0.06804756132680001
ACH-000231,0.0379630274738
ACH-000232,0.133387421826
ACH-000233,0.134291041698
ACH-000234,0.25393723044
ACH-000235,0.09918431181060001
ACH-000237,0.161946734304
ACH-000238,0.0238431154953
ACH-000243,0.12245778418400001
ACH-000244,0.262856704342
ACH-000246,0.118432539375
ACH-000248,0.00270820034938
ACH-000250,0.03710733016019999
ACH-000251,-0.014591324771000001
ACH-000253,0.0673583045285
ACH-000255,0.0122404919649
ACH-000256,-0.0896222793372
ACH-000257,-0.253717819371
ACH-000258,0.33698395695600003
ACH-000259,0.0977684295511
ACH-000260,0.0265044832766
ACH-000261,0.16243184932600002
ACH-000262,0.244649559373
ACH-000263,-0.05949578737030001
ACH-000264,0.059504715708
ACH-000265,0.325335828544
ACH-000266,0.10034622367900001
ACH-000272,0.104529428553
ACH-000273,0.281253895037
ACH-000274,0.0252974653562
ACH-000277,0.0639824980058
ACH-000278,0.19409558812
ACH-000279,0.048723696652699995
ACH-000280,0.08235855948489999
ACH-000281,0.17926170827100002
ACH-000288,-0.041045874226
ACH-000291,0.00684174970058
ACH-000293,0.121525447032
ACH-000294,0.138230094561
ACH-000295,0.00325133468185
ACH-000296,0.07826345343619999
ACH-000302,0.0559151106487
ACH-000304,0.150903425484
ACH-000307,0.115688731824
ACH-000308,0.0626572506495
ACH-000310,0.09172789018760001
ACH-000311,0.12924447131
ACH-000312,0.06541589011030001
ACH-000315,0.146007614076
ACH-000316,-0.16783870936700002
ACH-000317,0.0630745442959
ACH-000318,0.06961860887389999
ACH-000319,0.275621820084
ACH-000320,0.0670976621043
ACH-000322,0.049648827627600006
ACH-000323,0.0185794434442
ACH-000324,0.0690010969416
ACH-000329,0.00406844714652
ACH-000330,0.210145569477
ACH-000331,0.21236825979899998
ACH-000332,0.17121666725499998
ACH-000334,-0.103458554979
ACH-000335,0.21241269627300002
ACH-000336,0.322396177729
ACH-000337,-0.0636464293281
ACH-000339,0.0990690115649
ACH-000341,0.107548951777
ACH-000348,0.13032756725
ACH-000350,0.165067320405
ACH-000352,0.0750219346332
ACH-000356,0.10988191689000001
ACH-000361,0.15947306643200002
ACH-000362,0.110334844705
ACH-000363,0.108105556668
ACH-000364,0.4243740261300001
ACH-000365,0.111749177892
ACH-000366,-0.055168643582699996
ACH-000368,0.020510955176900002
ACH-000374,0.08244780206
ACH-000375,-0.0541678704632
ACH-000376,-0.0699561010042
ACH-000381,0.0536228288492
ACH-000383,0.121730976487
ACH-000387,0.21076024671799998
ACH-000389,0.0798894929417
ACH-000390,0.042702899491800006
ACH-000393,0.143925472111
ACH-000395,-0.12957111601500002
ACH-000397,0.115700250919
ACH-000401,0.22293008099
ACH-000402,0.181951723152
ACH-000403,0.0459621742813
ACH-000404,0.22976678563
ACH-000406,0.121798897905
ACH-000407,0.09455062712130001
ACH-000408,-0.0309419287217
ACH-000410,0.18708927465599998
ACH-000411,0.11973634960000001
ACH-000414,0.0368558680643
ACH-000415,0.125377748156
ACH-000416,0.127452187907
ACH-000420,-0.151472683095
ACH-000421,0.150084301196
ACH-000424,-0.014189134043600001
ACH-000425,0.148091193534
ACH-000426,0.155816444169
ACH-000427,0.42930370726800005
ACH-000433,-0.0489454183417
ACH-000436,0.200580195647
ACH-000444,0.0626237830643
ACH-000445,0.161036828449
ACH-000448,0.0727263572737
ACH-000450,0.143028565298
ACH-000452,0.0806938399324
ACH-000454,0.18308899842300003
ACH-000458,-0.0136983741534
ACH-000459,0.0830763496359
ACH-000460,0.013572336003
ACH-000461,0.058882613782699995
ACH-000463,0.0753427301579
ACH-000464,0.167562235451
ACH-000466,0.108814159231
ACH-000467,-0.00179877879252
ACH-000468,0.041195066832
ACH-000469,0.0741638599645
ACH-000470,0.17815154149
ACH-000471,0.0649850944321
ACH-000472,0.07547737128219999
ACH-000473,0.21273058834300002
ACH-000475,0.08340035510689998
ACH-000476,0.265809809158
ACH-000477,0.0577173020093
ACH-000480,-0.0186596333423
ACH-000481,0.12068832040100001
ACH-000483,0.14465380095799998
ACH-000484,0.16164322901699998
ACH-000485,0.0819292537085
ACH-000486,0.21873692445
ACH-000487,0.0335638215285
ACH-000488,0.128543523056
ACH-000490,0.23270238547299998
ACH-000491,0.0784445585316
ACH-000495,0.23422063125599998
ACH-000496,0.156091147238
ACH-000499,-0.039196301299
ACH-000500,-0.313492993576
ACH-000502,0.0742062058843
ACH-000503,0.224173976735
ACH-000505,0.127434272519
ACH-000507,0.0316737156835
ACH-000510,0.0891209270456
ACH-000511,0.205192577373
ACH-000512,0.5114973258259999
ACH-000516,0.0270698998802
ACH-000517,0.021363182851299997
ACH-000518,0.265162677051
ACH-000520,-0.0655264247084
ACH-000521,0.253433613367
ACH-000522,0.037020538675099995
ACH-000524,0.030893525494499998
ACH-000527,0.16411281129
ACH-000528,0.18666619616799998
ACH-000537,0.254473530989
ACH-000541,0.205584590096
ACH-000542,-0.0503891636368
ACH-000544,0.0370416300656
ACH-000545,0.121168969582
ACH-000547,-0.103767086087
ACH-000548,-0.0033593431566900003
ACH-000549,0.153492540493
ACH-000550,0.163320596592
ACH-000552,0.0752871812062
ACH-000556,0.022557443063599997
ACH-000557,0.05259058952930001
ACH-000570,-0.136238383866
ACH-000571,-0.17140706276
ACH-000573,0.18692198716800001
ACH-000576,0.076377305147
ACH-000580,0.0875998927066
ACH-000584,0.22011005290999996
ACH-000585,0.21119754024999998
ACH-000588,0.166772823889
ACH-000589,0.0666554525814
ACH-000591,0.0207502606835
ACH-000593,0.0670531787191
