,VAV3 (10451)
ACH-000004,0.140483497258
ACH-000007,-0.123428305362
ACH-000009,-0.110769184167
ACH-000011,0.07803028025160001
ACH-000012,-0.07910160536949999
ACH-000013,-0.0790517405022
ACH-000014,0.0357139676075
ACH-000015,-0.00310400333026
ACH-000017,-0.08125360877489998
ACH-000018,-0.20945482569200002
ACH-000019,-0.41446587247100003
ACH-000021,0.101606728517
ACH-000022,-0.0511736567561
ACH-000025,0.0777778676843
ACH-000028,-0.356270994638
ACH-000030,-0.0466268272952
ACH-000035,-0.034991531237199995
ACH-000036,0.0907775774711
ACH-000037,0.316989350665
ACH-000039,-0.31251683218000004
ACH-000040,0.178419342689
ACH-000041,0.051478244250800005
ACH-000042,0.0149184860522
ACH-000045,0.0160030361618
ACH-000047,-0.0531287268097
ACH-000052,-0.0810081634975
ACH-000053,-0.039507711182499995
ACH-000054,0.09023089192389999
ACH-000055,-0.149841973138
ACH-000060,-0.041775126632599996
ACH-000067,0.144492391615
ACH-000070,0.0906170361795
ACH-000075,-0.0663908035935
ACH-000078,-0.12338026038899999
ACH-000082,0.07382094039760001
ACH-000085,0.0625476879378
ACH-000086,-0.22345525733899999
ACH-000087,0.191628203735
ACH-000092,-0.182729734716
ACH-000095,-0.019054963012400002
ACH-000097,0.0484107975338
ACH-000098,-0.0071859622940399995
ACH-000099,0.054995050653800004
ACH-000108,-0.014823051185600001
ACH-000113,-0.07070933931330001
ACH-000115,0.0220432145378
ACH-000116,-0.0254408335041
ACH-000118,-0.0643940710261
ACH-000120,-0.121878770292
ACH-000123,-0.12036008594799999
ACH-000127,-0.109006004583
ACH-000128,0.16368223185900002
ACH-000132,-0.09243571250119999
ACH-000133,0.0807328232967
ACH-000137,0.23387317196199997
ACH-000138,-0.0502893845614
ACH-000142,-0.0398830526202
ACH-000143,-0.047688377577800006
ACH-000146,0.00248436322474
ACH-000148,0.0558943820981
ACH-000150,0.044558574876800004
ACH-000152,-0.0803232072679
ACH-000153,0.125479197172
ACH-000159,0.112937667667
ACH-000160,-0.135893063562
ACH-000163,-0.0109966006581
ACH-000167,-0.353562720173
ACH-000168,-0.109062625614
ACH-000169,0.129714958672
ACH-000178,-0.000141371126217
ACH-000182,0.0349895490371
ACH-000183,0.24877113516899999
ACH-000188,-0.11182499758199999
ACH-000189,-0.141419647988
ACH-000190,-0.237639187637
ACH-000198,-0.07085905160810001
ACH-000204,0.0804488746767
ACH-000206,0.24882547440000002
ACH-000207,-0.177715059181
ACH-000211,-0.0210357654119
ACH-000215,0.0398649992058
ACH-000221,0.027490319609599998
ACH-000222,-0.031246376435099997
ACH-000223,0.124333597495
ACH-000226,-0.0871903159211
ACH-000227,-0.0543567687357
ACH-000228,-0.10170128428400001
ACH-000231,0.0456881142626
ACH-000232,0.113203154783
ACH-000233,0.013961087391800001
ACH-000234,-0.21255574635699997
ACH-000235,-0.09100292868969999
ACH-000237,0.0854991809307
ACH-000238,-4.23183646438e-05
ACH-000243,-0.0260933732545
ACH-000244,-0.017592536009400004
ACH-000246,-0.00694620275837
ACH-000248,0.0654950691797
ACH-000250,0.0475153854329
ACH-000251,0.157361732482
ACH-000253,0.029941145898000003
ACH-000255,-0.0293506632719
ACH-000256,0.0455986955244
ACH-000257,-0.145566786043
ACH-000258,-0.115991954947
ACH-000259,0.0713596163651
ACH-000260,0.00172600309099
ACH-000261,0.031094516021400002
ACH-000262,-0.0386850300134
ACH-000263,-0.0563900029528
ACH-000264,0.110519022639
ACH-000265,-0.0308402985866
ACH-000266,0.0293182574812
