,CAT (847)
ACH-000004,0.00559699462886
ACH-000007,-0.25412746158000005
ACH-000009,0.0186000907481
ACH-000011,0.132682194431
ACH-000012,-0.0556630613899
ACH-000013,-0.0501722270106
ACH-000014,-0.0958613524856
ACH-000015,0.110070203171
ACH-000017,0.014190540452499999
ACH-000018,-0.18982525278700002
ACH-000019,-0.0816128409789
ACH-000021,-0.06540047429359999
ACH-000022,-0.10861874502
ACH-000025,-0.16107533235899998
ACH-000028,-0.029106678773599997
ACH-000030,-0.140787611589
ACH-000035,-0.202648138624
ACH-000036,-0.08670729382430001
ACH-000037,0.172188422832
ACH-000039,0.0481456923766
ACH-000040,-0.182219703913
ACH-000041,0.146014566077
ACH-000042,-0.2572704515
ACH-000045,0.058513819485800006
ACH-000047,0.0173643436959
ACH-000052,-0.006152001361500001
ACH-000053,0.022206722215100002
ACH-000054,0.0034979588630999997
ACH-000055,-0.0595333538421
ACH-000060,0.0849789013794
ACH-000067,0.0867176136496
ACH-000070,0.10181813637800001
ACH-000075,-0.0728403086757
ACH-000078,-0.022246278123900003
ACH-000082,0.09400913803470001
ACH-000085,0.251131139518
ACH-000086,0.045975599156599996
ACH-000087,-0.017965868167700003
ACH-000092,0.163914300007
ACH-000095,0.10427945589099999
ACH-000097,0.0894795961711
ACH-000098,0.0645298621635
ACH-000099,-0.025490382527900004
ACH-000108,-0.05439814627
ACH-000113,-0.0037328927165500006
ACH-000115,-0.09553505051969999
ACH-000116,0.0848225240565
ACH-000118,-0.0504154777071
ACH-000120,-0.0810599321666
ACH-000123,-0.11956551469599999
ACH-000127,0.0036784039759200004
ACH-000128,-0.116860890065
ACH-000132,0.051553523848800006
ACH-000133,-0.136578056334
ACH-000137,-0.13564372132000002
ACH-000138,-0.184439987988
ACH-000142,-0.304543985089
ACH-000143,-0.0434552058397
ACH-000146,0.09129931159530001
ACH-000148,-0.031537958958900006
ACH-000150,-0.0156271851782
ACH-000152,0.10912780588899999
ACH-000153,0.0747737161
ACH-000159,-0.0154417760594
ACH-000160,-0.034005482563
ACH-000163,0.0330880753171
ACH-000167,-0.14761299291899999
ACH-000168,0.035487765945699995
ACH-000169,-0.0619244038753
ACH-000178,0.020990486232599997
ACH-000182,-0.0584492438927
ACH-000183,0.0782968856235
ACH-000188,0.0520019887887
ACH-000189,-0.15528643142999998
ACH-000190,0.2007012009
ACH-000198,-0.0566302432685
ACH-000204,-0.0929563822756
ACH-000206,0.0438709062451
ACH-000207,-0.33966834348
ACH-000211,0.047930061293
ACH-000215,-0.12582474751599998
ACH-000221,-0.14750850783299999
ACH-000222,0.0606333539217
ACH-000223,-0.0044405432224399995
ACH-000226,0.0652625035904
ACH-000227,0.0287133524982
ACH-000228,0.203774070004
ACH-000231,0.00684419689592
ACH-000232,-0.11021935163899998
ACH-000233,0.0395076470887
ACH-000234,0.0457418615247
ACH-000235,-0.0677285569014
ACH-000237,0.0234065156765
ACH-000238,0.0555043171345
ACH-000243,-0.08151025862439999
ACH-000244,-0.125756035966
ACH-000246,0.0322915713946
ACH-000248,0.147128059335
ACH-000250,-0.0776615197958
ACH-000251,-0.0820942405171
ACH-000253,-0.050805922087
ACH-000255,-0.193134205647
ACH-000256,0.0571091902114
ACH-000257,0.034987024521499994
ACH-000258,0.30344309832
ACH-000259,-0.0729087508202
ACH-000260,-0.021159963709999997
ACH-000261,0.0406614007035
ACH-000262,0.162832270184
ACH-000263,-0.0801030386951
ACH-000264,-0.121571030332
ACH-000265,-0.08856522546769999
ACH-000266,-0.020234765236
ACH-000272,-0.038515349808999996
ACH-000273,-0.191284212566
ACH-000274,-0.0739283471077
ACH-000277,0.06818558917
ACH-000278,-0.123178405395
ACH-000279,-0.0408208400489
ACH-000280,0.0929655876263
ACH-000281,-0.058581606771
ACH-000288,-0.0834407178131
ACH-000291,0.101840013529
ACH-000293,-0.0916345285868
ACH-000294,-0.12327490000800001
ACH-000295,-0.20803960373
ACH-000296,-0.0711492632136
ACH-000302,0.0154305074761
ACH-000304,-0.0513897462034
ACH-000307,0.039974959505
ACH-000308,-0.0033096273139899997
ACH-000310,-0.006037961470239999
ACH-000311,-0.231171700112
ACH-000312,-0.00991296782017
ACH-000315,-0.0606193951562
ACH-000316,0.012803267201
ACH-000317,-0.13700719044600002
ACH-000318,0.0458592988594
ACH-000319,-0.0812900108285
ACH-000320,-0.0285722230138
ACH-000322,0.128084168415
ACH-000323,-0.16345821913699998
ACH-000324,0.008693477666100001
ACH-000329,-0.104161194527
ACH-000330,-0.20730947264400001
ACH-000331,0.032781250734200004
ACH-000332,-0.032603783849400006
ACH-000334,0.10527552920199999
ACH-000335,-0.0320114713799
ACH-000336,0.012448035105700002
ACH-000337,-0.114106992377
