,RCHY1 (25898)
ACH-000004,-0.0830157561753
ACH-000007,0.35964621204499997
ACH-000009,0.231984400332
ACH-000011,-0.12346211297
ACH-000012,-0.0139528106324
ACH-000013,0.118157142783
ACH-000014,-0.0379025807085
ACH-000015,-0.0734580228631
ACH-000017,-0.194297777241
ACH-000018,0.014871801288299999
ACH-000019,0.0265680102502
ACH-000021,0.009362679248629999
ACH-000022,0.12365729465500001
ACH-000025,0.005775370080640001
ACH-000028,-0.0844467742485
ACH-000030,-0.023728623999
ACH-000035,0.027352685435500002
ACH-000036,0.03827584377
ACH-000037,0.044255054383300005
ACH-000039,0.310399299523
ACH-000040,-0.189409870976
ACH-000041,-0.0422755238297
ACH-000042,-0.0914816975961
ACH-000045,0.056803584905599995
ACH-000047,0.0344757848806
ACH-000052,0.0593008232661
ACH-000053,0.0606560838733
ACH-000054,-0.033926666136400004
ACH-000055,-0.165781802807
ACH-000060,-0.12030496579700001
ACH-000067,-0.253959035928
ACH-000070,-0.219600535487
ACH-000075,-0.121259009354
ACH-000078,0.052185816225899996
ACH-000082,0.0686611238702
ACH-000085,0.179916195665
ACH-000086,-0.0251956977976
ACH-000087,-0.144292254411
ACH-000092,-0.0372244948856
ACH-000095,0.18677340397999997
ACH-000097,-0.017891108268400003
ACH-000098,-0.0799778246121
ACH-000099,0.124581230581
ACH-000108,0.0416502877099
ACH-000113,-0.16926066871399997
ACH-000115,0.11004406844900001
ACH-000116,-0.12274218823899999
ACH-000118,-0.0100876275364
ACH-000120,-0.21202524750500001
ACH-000123,0.17384608671799998
ACH-000127,0.026610723026700003
ACH-000128,0.033497569298600004
ACH-000132,0.0260887944568
ACH-000133,0.00308565104905
ACH-000137,0.0973117687552
ACH-000138,0.0785079519007
ACH-000142,0.0581274915808
ACH-000143,-0.173227956886
ACH-000146,-0.123329454867
ACH-000148,0.121866206849
ACH-000150,-0.0892810028283
ACH-000152,-0.198224892889
ACH-000153,-0.123797315031
ACH-000159,-0.0906871926987
ACH-000160,-0.0632594044062
