,AGMAT (79814)
ACH-000233,-0.122862504709
ACH-000234,-0.321322880978
ACH-000235,-0.18688769378400003
ACH-000237,-0.21060214215700002
ACH-000238,-0.110511484893
ACH-000243,-0.012917314768100001
ACH-000244,-0.5030177375689999
ACH-000246,-0.316973791426
ACH-000248,-0.106739471009
ACH-000250,-0.16787101709399999
ACH-000251,-0.255313321981
ACH-000253,-0.186572769424
ACH-000255,-0.238682201567
ACH-000256,-0.0687014330776
ACH-000257,-0.0772685463924
ACH-000258,0.05980701988749999
ACH-000259,-0.16594364020400001
ACH-000260,-0.161475078784
ACH-000261,-0.100760320465
ACH-000262,-0.247180467954
ACH-000263,-0.24745625785300002
ACH-000264,-0.104944992231
ACH-000265,0.00522820632717
ACH-000266,-0.10113913278999999
ACH-000272,-0.272722647891
ACH-000273,-0.14200829512399998
ACH-000274,-0.166621785488
ACH-000277,-0.148462846013
ACH-000278,-0.041785898856599994
ACH-000279,-0.239179030997
ACH-000280,-0.17610608305599998
ACH-000281,-0.139806210836
ACH-000288,-0.20990955722899998
ACH-000291,-0.19902984208299998
ACH-000293,-0.49603887014799997
ACH-000294,0.0268669514802
ACH-000295,-0.08530706173699999
ACH-000296,-0.011031717417799998
ACH-000302,-0.17250886276900002
ACH-000304,0.176373581778
ACH-000307,-0.0995161159913
ACH-000308,-0.277052605645
ACH-000310,0.022049263506400005
ACH-000311,-0.152834756985
ACH-000312,-0.124211552427
ACH-000315,-0.00403638602619
ACH-000316,-0.242689285396
ACH-000317,-0.0945476036165
ACH-000318,-0.053610256167099996
ACH-000319,-0.28146307286899996
ACH-000320,-0.053146814988
ACH-000322,-0.12752386825
ACH-000323,-0.193372547148
ACH-000324,-0.139024542265
ACH-000329,-0.382574909453
ACH-000330,-0.021854646824599998
ACH-000331,-0.25730800847199997
ACH-000332,-0.0260854240319
ACH-000334,0.008156905383869999
ACH-000335,-0.255917204026
ACH-000336,-0.24606095475099998
ACH-000337,0.0712325481267
ACH-000339,-0.134738248948
ACH-000341,-0.20642769322500001
ACH-000348,-0.239522009412
ACH-000350,0.0234097525642
ACH-000352,-0.194292245673
ACH-000356,-0.19476165663699999
ACH-000361,-0.144910425281
ACH-000362,-0.0145478474603
ACH-000363,-0.0338965768162
ACH-000364,-0.23762745644699998
ACH-000365,-0.13310612313200001
ACH-000366,-0.025191624216499998
ACH-000368,-0.0795128017243
ACH-000374,-0.21408306101500002
ACH-000375,-0.47512440683799995
ACH-000376,-0.273252979119
ACH-000381,-0.158695298579
ACH-000383,-0.07521522536519999
ACH-000387,-0.0541280875901
ACH-000389,-0.487969574407
ACH-000390,-0.0798164992914
ACH-000393,-0.35605622897
ACH-000395,-0.058900731765
ACH-000397,-0.1772797009
ACH-000401,-0.0879030691615
ACH-000402,-0.44352501205399997
ACH-000403,-0.0885118505984
ACH-000404,-0.430689585254
ACH-000406,-0.11982562051899999
ACH-000407,-0.219624152958
ACH-000408,-0.18545433047600002
ACH-000410,-0.117949926809
ACH-000411,-0.23503150445300003
ACH-000414,-0.0481835502391
ACH-000415,-0.127736664473
ACH-000416,-0.11683679444499999
ACH-000420,-0.19667236727899998
ACH-000421,-0.0193222668217
ACH-000424,-0.0692741434325
ACH-000425,-0.24631278609299997
ACH-000426,-0.194334413879
ACH-000427,-0.28701007822700003
ACH-000433,-0.106315453648
ACH-000436,0.0197297941987
ACH-000444,-0.128526514513
ACH-000445,-0.35554234398400003
ACH-000448,-0.324319194456
ACH-000450,-0.166607024902
ACH-000452,-0.038951848545
ACH-000454,-0.307136075502
ACH-000458,-0.08955329621639999
ACH-000459,-0.10610956057
ACH-000460,-0.07142399564560001
ACH-000461,-0.304690604179
ACH-000463,-0.0685807061799
ACH-000464,-0.23840155846299999
ACH-000466,-0.133981518991
ACH-000467,-0.016974876724200002
ACH-000468,0.0903769085391
ACH-000469,-0.16243033404
ACH-000470,-0.193144761307
ACH-000471,-0.21706449269499997
ACH-000472,-0.11670454582699999
ACH-000473,-0.163211147017
ACH-000475,-0.119339761551
ACH-000476,-0.12208741702199999
ACH-000477,-0.0204758558418
ACH-000480,0.014960603276799999
ACH-000481,-0.20692614988299998
ACH-000483,-0.170224499335
ACH-000484,-0.41554029340000004
ACH-000485,-0.240912026455
ACH-000486,-0.0541346995239
ACH-000487,-0.165963667603
ACH-000488,-0.199766374829
ACH-000490,-0.239002500601
ACH-000491,-0.38590756081999994
ACH-000495,-0.20465541241799998
ACH-000496,-0.175498411383
ACH-000499,-0.143847163061
ACH-000500,-0.0657987947142
ACH-000502,-0.059849930941
ACH-000503,-0.337807638557
ACH-000505,-0.160343969882
ACH-000507,-0.08546287506650001
ACH-000510,-0.125287393289
ACH-000511,-0.266609095769
ACH-000512,-0.0854727160943
ACH-000516,-0.192378968872
ACH-000517,-0.12747702719
ACH-000518,-0.210964927955
ACH-000520,-0.432024665563
ACH-000521,-0.0674766682307
ACH-000522,-0.268363697327
ACH-000524,-0.30170733943399997
ACH-000527,-0.13271398984899999
ACH-000528,-0.0676669958309
ACH-000537,-0.0997831043059
ACH-000541,-0.131957430105
ACH-000542,-0.0434563790554
ACH-000544,-0.0102992162802
ACH-000545,-0.298784807275
ACH-000547,-0.180921261869
ACH-000548,-0.118012837467
ACH-000549,-0.142023279861
ACH-000550,-0.25932210613699996
ACH-000552,-0.055769490542699994
ACH-000556,0.0618676679475
ACH-000557,-0.11870524364
ACH-000570,-0.173809864612
ACH-000571,-0.247803387277
ACH-000573,-0.08576715290169999
ACH-000576,-0.10020253734300001
ACH-000580,-0.0647387920188
ACH-000584,-0.134182719007
ACH-000585,-0.218787676356
ACH-000588,-0.311432983633
ACH-000589,-0.0480534478716
ACH-000591,-0.19248694129799998
ACH-000593,-0.35936418831999994
ACH-000600,-0.448193075316
ACH-000601,-0.213916159628
ACH-000604,0.00426507184257
ACH-000605,-0.253881940669
ACH-000606,-0.124824022692
ACH-000608,-0.0890138198322
ACH-000614,0.019949162307099998
ACH-000616,-0.157715768681
ACH-000618,-0.0203422041636
ACH-000619,-0.08557789287519998
ACH-000620,-0.210248243898
ACH-000621,-0.241514391804
ACH-000622,-0.16487429730699998
ACH-000623,-0.37473875840899995
ACH-000624,-0.017444228108
ACH-000627,-0.21844695558899999
ACH-000630,-0.17210232363800002
ACH-000632,-0.24398010417100002
ACH-000633,-0.111419489748
ACH-000637,-0.199180837622
ACH-000638,-0.0638324112345
ACH-000646,-0.565060343146
ACH-000647,-0.124770085629
ACH-000648,-0.106322943018
ACH-000649,-0.194459964555
ACH-000651,0.00123698509839
ACH-000652,-0.24230797065200002
ACH-000653,-0.000359989422509
ACH-000657,-0.0831208307323
ACH-000658,-0.188584669994
ACH-000661,-0.23989573568300002
ACH-000662,0.202351542927
ACH-000663,-0.0218237109973
ACH-000665,-0.114241605284
ACH-000671,-0.281416273141
ACH-000673,-0.22393500507599998
ACH-000676,-0.186366142148
ACH-000677,-0.0995018358148
ACH-000681,-0.027423779965300002
ACH-000682,-0.209246708612
ACH-000683,-0.24626434748599998
ACH-000684,-0.417591704953
ACH-000688,-0.38683495591899997
ACH-000693,-0.0684144079867
ACH-000694,-0.158763667271
ACH-000695,-0.368238770503
ACH-000696,-0.272932970449
ACH-000697,0.026530809994200003
ACH-000699,-0.32449638627099997
ACH-000701,0.0204986577497
ACH-000706,-0.0753401097798
ACH-000711,-0.15866823061
ACH-000713,-0.09678470172710002
ACH-000714,-0.21976177940400002
ACH-000718,-0.20406556399700002
ACH-000720,-0.386082185765
ACH-000721,-0.181225316116
ACH-000724,-0.199177594528
ACH-000725,0.170846897784
ACH-000732,-0.13666585068
ACH-000734,-0.186458626256
ACH-000735,-0.22193458546599998
ACH-000736,-0.272907566406
ACH-000738,-0.130653042192
ACH-000746,0.00468987150263
ACH-000747,-0.0451836442481
ACH-000748,-0.155029948868
ACH-000753,-0.035414717982699996
ACH-000756,-0.147178408533
ACH-000757,-0.0376447473765
ACH-000758,-0.351750547024
ACH-000760,-0.25551409119699997
ACH-000763,-0.270319011336
ACH-000764,-0.24666126668299998
ACH-000765,-0.264631977149
ACH-000766,-0.388901593592
ACH-000767,-0.113058977349
ACH-000768,0.0468687039514
ACH-000769,0.00933441104417
ACH-000770,-0.08992214917449999
ACH-000771,-0.20395505943199999
ACH-000773,-0.248310448682
ACH-000776,-0.154794272672
ACH-000777,-0.164330978814
ACH-000778,0.0301839548406
ACH-000781,-0.153851639778
ACH-000782,-0.164916251936
ACH-000783,-0.12063962605
ACH-000784,-0.167662580573
ACH-000785,-0.071597322603
ACH-000787,-0.231830681862
ACH-000788,-0.0674876201726
ACH-000791,-0.0860031846119
ACH-000792,-0.17825712986900002
ACH-000794,-0.22981624166900003
ACH-000796,-0.09196174214780001
ACH-000799,-0.10859918500900001
ACH-000800,-0.171828727851
ACH-000802,-0.115633648694
ACH-000804,0.06759008458959999
ACH-000805,-0.0758279741025
ACH-000809,-0.127889273571
ACH-000810,-0.537057822887
ACH-000811,-0.11507825514100001
ACH-000817,-0.300359353144
ACH-000819,0.0198607617814
ACH-000820,-0.41703389667900004
ACH-000821,-0.0806016662777
ACH-000822,-0.192450945682
ACH-000823,-0.0832170394237
ACH-000824,-0.0843274938137
ACH-000827,-0.204368246504
ACH-000829,0.00446099355746
ACH-000831,-0.24245329573399999
ACH-000832,-0.169229122547
ACH-000833,-0.24546962720600002
ACH-000834,-0.127944055578
ACH-000835,-0.166435793403
ACH-000836,-0.23768373199099999
ACH-000837,-0.256125709767
ACH-000838,-0.180719518949
ACH-000839,-0.45271505706200005
ACH-000840,0.0679642452466
ACH-000841,-0.34974170839
ACH-000843,-0.215296870651
ACH-000846,-0.340424176784
ACH-000847,-0.172440627658
ACH-000848,0.017657919011400004
ACH-000849,-0.17551045991500003
ACH-000851,-0.19105434563
ACH-000855,-0.0857041849329
ACH-000856,-0.0938654618805
ACH-000858,-0.218381510656
ACH-000859,-0.10655717173399999
ACH-000861,-0.47811516227
ACH-000862,-0.221713190725
ACH-000865,-0.0476758722784
ACH-000866,-0.26679642946800003
ACH-000867,-0.171684494668
ACH-000869,-0.346229448538
ACH-000872,-0.35474821008100005
ACH-000873,-0.20497585383900002
ACH-000876,-0.249266542727
ACH-000878,-0.24260892089000002
ACH-000880,-0.245473037933
ACH-000881,-0.222705838069
ACH-000882,-0.16130687433
ACH-000884,-0.201787415763
ACH-000885,-0.0726916107901
ACH-000887,-0.350603376358
ACH-000888,-0.154894584902
ACH-000889,-0.252601607175
ACH-000890,-0.0772092990382
ACH-000896,-0.0708153425704
ACH-000898,-0.333068335924
ACH-000900,-0.255961614213
ACH-000901,-0.193060736635
ACH-000905,-0.137922339527
ACH-000906,-0.0622430131619
ACH-000907,-0.222461483967
ACH-000910,-0.15768922434399998
ACH-000911,-0.18283555979899999
ACH-000912,-0.136101618942
ACH-000913,-0.17082425109000002
ACH-000915,-0.143420526971
ACH-000916,-0.42619660649999996
ACH-000917,-0.19620845234200002
ACH-000921,-0.175438038717
ACH-000924,-0.151444564463
ACH-000926,-0.105559373607
ACH-000928,-0.017678296619099997
ACH-000929,-0.18159167713100002
ACH-000932,-0.222299527932
ACH-000935,-0.33162491347
ACH-000936,-0.215756652564
ACH-000937,-0.20504050797
ACH-000938,-0.211044954206
ACH-000939,-0.222852928688
ACH-000941,-0.0469637047681
ACH-000943,-0.15041364954800002
ACH-000946,-0.192484599182
ACH-000947,-0.20934382709199997
ACH-000948,-0.158667754881
ACH-000950,-0.292943608502
ACH-000953,-0.18137788684300002
ACH-000957,-0.18493276553100002
ACH-000958,-0.22078052690699998
ACH-000960,-0.20631953226799998
ACH-000963,-0.09223209916269999
ACH-000968,-0.0375358169766
ACH-000969,-0.176106141543
ACH-000973,-0.12159368943700001
ACH-000974,-0.250694994837
ACH-000975,-0.239551848732
ACH-000976,-0.14625613536499998
ACH-000978,0.217191632803
ACH-000980,-0.127234229422
ACH-000984,-0.18313809641800002
ACH-000986,-0.15165820761600002
ACH-000988,-0.142871111645
ACH-000993,-0.351305705103
ACH-000994,0.121378851555
ACH-000996,-0.147460781934
ACH-001001,-0.0960062885097
ACH-001020,-0.239959250431
ACH-001028,-0.117325544203
ACH-001031,-0.284824709283
ACH-001038,-0.127307481252
ACH-001048,-0.133973050509
ACH-001050,-0.162613468457
ACH-001053,-0.17036398903499997
ACH-001054,-0.151301565887
ACH-001061,-0.05345887012680001
ACH-001067,-0.326648608844
ACH-001075,-0.398967269236
ACH-001096,-0.23538625863899998
ACH-001128,-0.592728105944
ACH-001134,-0.302914725266
ACH-001151,-0.17854155334000002
ACH-001163,-0.082859953467
ACH-001164,0.165613315065
ACH-001173,-0.158356299113
ACH-001183,-0.0180060249616
ACH-001184,-0.116179484836
ACH-001190,-0.215571697066
ACH-001192,-0.16275017648
ACH-001193,-0.40553341408
ACH-001196,-0.0717345419242
ACH-001197,-0.20943688087
ACH-001205,-0.250740784916
ACH-001211,-0.266016005911
ACH-001212,-0.348799201889
ACH-001228,-0.0741889473253
ACH-001232,-0.322725803357
ACH-001239,-0.411513364371
ACH-001274,-0.24534624351599998
ACH-001275,-0.42525020899300003
ACH-001277,-0.17736959297000002
ACH-001278,0.022786937499700004
ACH-001280,-0.14608868063799998
ACH-001283,0.12223980498400001
ACH-001289,-0.36826945029700003
ACH-001295,-0.18567389603
ACH-001300,-0.297691289136
ACH-001301,-0.0260720094412
ACH-001302,-0.19770958552499998
ACH-001303,0.10315349653999999
ACH-001306,-0.29461181438
ACH-001318,-0.16284056596899998
ACH-001322,-0.1400323152
ACH-001328,-0.222219953372
ACH-001332,0.06581525311219999
ACH-001333,0.112384757052
ACH-001336,-0.12388748399800001
ACH-001340,-0.162650465602
ACH-001346,-0.12426574907299999
ACH-001353,-0.0987888285533
ACH-001354,-0.0132919057879
ACH-001367,-0.20853722533799998
ACH-001368,-0.16710203312799998
ACH-001374,-0.37316295269599997
ACH-001375,-0.450181104189
ACH-001377,-0.0216704270798
ACH-001380,-0.10764261551200001
ACH-001391,-0.281278566974
ACH-001407,-0.08269721543160001
ACH-001408,-0.0928871044166
ACH-001413,-0.294456982041
ACH-001430,-0.182451831023
ACH-001431,-0.131979926154
ACH-001450,-0.385422980664
ACH-001496,-0.236916873258
ACH-001500,-0.197733979866
ACH-001521,-0.35321445986199995
ACH-001523,-0.16798403841899998
ACH-001532,-0.32709314139199996
ACH-001536,-0.19475610223499998
ACH-001550,-0.0825239911194
ACH-001552,-0.183969088138
ACH-001554,-0.09293377815039999
ACH-001645,-0.375011789642
ACH-001654,-0.136760143579
ACH-001715,-0.07902628631269999
ACH-001735,-0.157049695914
ACH-001736,-0.057001000828200005
ACH-001737,-0.592000392073
ACH-001740,-0.223757206906
ACH-001745,-0.330703983538
ACH-001750,-0.242639880723
ACH-001765,-0.132333635323
ACH-001956,-0.160495812583
ACH-001957,-0.228964657207
