,TDP2 (51567)
ACH-000004,-0.00754164571291
ACH-000007,-0.0193926003516
ACH-000009,0.0093177638969
ACH-000011,-0.946558733356
ACH-000012,-0.20682886726500002
ACH-000013,-0.301643935245
ACH-000014,-0.553896462021
ACH-000015,-0.060589879409499996
ACH-000017,-0.0671315637244
ACH-000018,-0.059047119326800006
ACH-000019,-0.182657250603
ACH-000021,-0.0781493211135
ACH-000022,0.173977456965
ACH-000025,-0.0625936502106
ACH-000028,-0.0195905398343
ACH-000030,-0.12922358380100002
ACH-000035,-0.189773492475
ACH-000036,-0.135539321146
ACH-000037,-0.162047240843
ACH-000039,-0.3321742604
ACH-000040,-0.258513255738
ACH-000041,-0.502935529258
ACH-000042,-0.145054256679
ACH-000045,-0.118481462508
ACH-000047,-0.387940192152
ACH-000052,-0.20571122596500002
ACH-000053,-0.0946535473473
ACH-000054,-0.293830464234
ACH-000055,-0.18926862750100001
ACH-000060,-0.175007459678
ACH-000067,-0.103509570504
ACH-000070,-0.18972113351199998
ACH-000075,0.049692155385
ACH-000078,-0.69278247478
ACH-000082,0.0319025664989
ACH-000085,-0.453109272218
ACH-000086,-0.0841689499293
ACH-000087,-1.04341997539
ACH-000092,-0.17165857263099998
ACH-000095,-0.0947811997193
ACH-000097,-0.41920550830700004
ACH-000098,-0.283785493112
ACH-000099,-0.201379589794
ACH-000108,-0.151368255136
ACH-000113,-0.59316625474
ACH-000115,-0.36974240111400003
ACH-000116,-0.0389074865348
ACH-000118,-0.508007480567
ACH-000120,-0.623623238997
ACH-000123,-0.444644013655
ACH-000127,-0.039069139143599996
ACH-000128,-0.253487064312
ACH-000132,-0.024761578992499998
ACH-000133,-0.30786836042300003
ACH-000137,-0.245366187743
ACH-000138,-0.126220353733
ACH-000142,-0.209530730132
ACH-000143,-0.236150996472
ACH-000146,-0.8258522260519999
ACH-000148,-0.249324016884
ACH-000150,-0.085810964115
ACH-000152,-0.251193076714
ACH-000153,0.0633227199881
ACH-000159,-0.6195897811259999
ACH-000160,0.17717483724599997
ACH-000163,-0.23903229095800002
ACH-000167,0.163659276414
ACH-000168,-0.194497837622
ACH-000169,-0.44070708739200004
ACH-000178,-0.387701481249
ACH-000182,-0.27320142049199997
ACH-000183,-0.315199508466
ACH-000188,0.0947997321531
ACH-000189,-0.884731124708
ACH-000190,0.0659560046128
ACH-000198,-0.13831426759
ACH-000204,-0.463257270674
ACH-000206,-0.057444872707
ACH-000207,-0.25976162608000003
ACH-000211,-0.453335709527
ACH-000215,-0.116790614741
ACH-000221,-0.123722024266
ACH-000222,-0.347162115968
ACH-000223,-0.44357409368600004
ACH-000226,-0.952551457085
ACH-000227,-0.139390232134
ACH-000228,-0.288711285651
ACH-000231,-0.463496515943
ACH-000232,-0.23461264146299998
ACH-000233,-0.057376649535099994
ACH-000234,-0.341006378521
ACH-000235,-0.0801774105253
ACH-000237,-0.146621156437
ACH-000238,-0.313334857106
ACH-000243,-0.598086627199
ACH-000244,0.22069701263900002
ACH-000246,-0.8694242525939999
ACH-000248,-0.245960078728
ACH-000250,-0.113257124664
ACH-000251,-0.029762691143400005
