,GRHL2 (79977)
ACH-000004,-0.32816395271800003
ACH-000007,-0.8558718969779999
ACH-000009,-0.186535009578
ACH-000011,-0.25092807209199997
ACH-000012,-0.46983706453100005
ACH-000013,-0.0987041830632
ACH-000014,-0.14788061045499998
ACH-000015,-0.0847673592152
ACH-000017,-0.961682073897
ACH-000018,-0.0542876455502
ACH-000019,-0.619046473233
ACH-000021,-0.488816637378
ACH-000022,-0.272272232938
ACH-000025,-0.0228620536029
ACH-000028,-0.836934687879
ACH-000030,-0.668572985882
ACH-000035,-0.498282530786
ACH-000036,0.0345888000911
ACH-000037,-0.0413382623529
ACH-000039,-0.0904241543267
ACH-000040,-0.20628391565200002
ACH-000041,-0.116418240593
ACH-000042,-0.515964220687
ACH-000045,-0.25480313118299996
ACH-000047,-0.23160659002300002
ACH-000052,-0.00899494079388
ACH-000053,-0.140600732565
ACH-000054,-0.157322595473
ACH-000055,-0.0436731933243
ACH-000060,-0.681597807177
ACH-000067,0.0206830829358
ACH-000070,-0.357756079195
ACH-000075,-0.22782224013799998
ACH-000078,0.0652106027616
ACH-000082,-0.10398183008400001
ACH-000085,-0.357671950756
ACH-000086,0.0901871581887
ACH-000087,-0.093328518381
ACH-000092,-0.16113123573
ACH-000095,0.0267536760892
ACH-000097,-0.640783467443
ACH-000098,-0.022055990274900003
ACH-000099,-0.150649336896
ACH-000108,-0.0347318115498
ACH-000113,-0.216637885813
ACH-000115,-1.67114316035
ACH-000116,-0.7159824830679999
ACH-000118,-0.36122799806999994
ACH-000120,-0.0815961864971
ACH-000123,-0.200769687224
ACH-000127,-0.137713281765
ACH-000128,0.0170026842787
ACH-000132,0.040776269057400005
ACH-000133,-0.011981154155899999
ACH-000137,-0.08784310466180001
ACH-000138,-0.414320918953
ACH-000142,-0.867129000529
ACH-000143,-0.207577173052
ACH-000146,-0.0739715635899
ACH-000148,-0.030416047264299997
ACH-000150,-0.050224279892800004
ACH-000152,-0.182742188523
ACH-000153,-0.0764239008832
ACH-000159,-0.105825893358
ACH-000160,-0.196620023798
ACH-000163,-0.138848386233
ACH-000167,-0.328376403585
ACH-000168,-0.00256186338837
ACH-000169,-0.099114733281
ACH-000178,-0.243881920057
ACH-000182,-0.067526248092
ACH-000183,-0.217380808437
ACH-000188,-0.638593839341
ACH-000189,-0.267725221311
ACH-000190,-0.301165508379
ACH-000198,-0.292641604288
ACH-000204,-0.0100149056504
ACH-000206,-0.149820358678
ACH-000207,-0.750658402253
ACH-000211,-0.108099873632
ACH-000215,-0.13428400931
ACH-000221,-0.0925193434787
ACH-000222,-0.164997298026
ACH-000223,-0.282910328418
ACH-000226,-0.07117310850439999
ACH-000227,-0.145691953129
ACH-000228,0.033842038916
ACH-000231,-0.0964782836975
ACH-000232,-0.19251257532699997
ACH-000233,-0.193920611364
ACH-000234,0.0133853470473
ACH-000235,-0.573705869296
ACH-000237,0.00429403681966
ACH-000238,-0.491817265288
ACH-000243,-0.486384070796
ACH-000244,-0.216187973777
ACH-000246,-0.0957742483027
ACH-000248,-0.191468994144
ACH-000250,-0.20922625692000002
ACH-000251,-0.151766845477
ACH-000253,-0.589561956625
ACH-000255,-0.15092885191299998
ACH-000256,-0.23886637665999996
ACH-000257,0.031033339685499997
ACH-000258,-0.200647706098
ACH-000259,-0.102527137927
ACH-000260,-0.0427687286194
ACH-000261,-0.165468201668
ACH-000262,-0.218652466193
ACH-000263,-0.215806224477
ACH-000264,-0.17648208515900002
ACH-000265,-0.17531909660300002
ACH-000266,-0.6868876848890001
ACH-000272,-0.09900562985269999
ACH-000273,-0.144094557841
ACH-000274,-0.000985191191428
ACH-000277,-0.761551426319
ACH-000278,0.0497009423883
ACH-000279,-0.00823890456238
ACH-000280,-0.635418628081
ACH-000281,-0.8216155405750001
ACH-000288,0.08314761184939999
ACH-000291,-0.194341654654
ACH-000293,-0.0868766949507
ACH-000294,-0.247827716166
ACH-000295,-0.126550005821
ACH-000296,-0.6202254694120001
ACH-000302,-0.0896192868024
ACH-000304,0.0192696967152
ACH-000307,-0.9378948270659999
ACH-000308,0.0229025064866
ACH-000310,-0.0161294751707
ACH-000311,-0.623911926616
ACH-000312,-0.0830034749143
ACH-000315,0.0175948636213
ACH-000316,-0.104831331014
ACH-000317,0.061986791201
ACH-000318,-0.587531701318
ACH-000319,-0.025161287103
ACH-000320,-0.41205653509499995
ACH-000322,-0.406133143767
ACH-000323,-0.11543251165799999
ACH-000324,-0.182996794395
ACH-000329,-0.19246300562399998
ACH-000330,-0.651944643967
ACH-000331,-0.163858588518
ACH-000332,-0.336668500489
ACH-000334,-0.258795767148
ACH-000335,0.17181354730099999
ACH-000336,-0.0904295893705
ACH-000337,-0.509079685493
ACH-000339,-0.135835402404
ACH-000341,0.33447896604000005
ACH-000348,-0.079913129209
ACH-000350,-0.589959634867
ACH-000352,-0.579075432365
ACH-000356,-0.48479380826800006
ACH-000361,-0.34725854343400003
ACH-000362,-0.289854024203
ACH-000363,-0.0926692996715
ACH-000364,-0.0664881607782
ACH-000365,0.013710549874
ACH-000366,0.0742392578757
ACH-000368,-0.139584110723
ACH-000374,-0.5175597355780001
ACH-000375,-0.10972475585899999
ACH-000376,-0.22601990412099998
ACH-000381,-0.216226948853
ACH-000383,-0.7449155113160001
ACH-000387,-0.143734564346
ACH-000389,-0.0930272686173
ACH-000390,-0.255562722111
ACH-000393,0.0463433075614
ACH-000395,-0.0862056866347
ACH-000397,0.009927657624459999
ACH-000401,-0.194360283517
ACH-000402,-0.156268803624
ACH-000403,-0.42594061694799995
ACH-000404,-0.0468260917521
ACH-000406,-0.0530566324379
ACH-000407,-0.031566173062299994
ACH-000408,-0.545305266447
ACH-000410,-0.026162647760900003
ACH-000411,-0.16474489606599999
ACH-000414,-0.32946614065499996
ACH-000415,-0.948073363681
ACH-000416,-0.15704339840999998
ACH-000420,0.003930819712760001
ACH-000421,-0.580702724086
ACH-000424,-0.213154560743
ACH-000425,-0.146986131676
ACH-000426,-0.11919033079199999
ACH-000427,-0.780317286534
ACH-000433,-0.232980189566
ACH-000436,-0.14353678412499998
ACH-000444,-0.163861825929
ACH-000445,-0.09086274391039999
ACH-000448,-0.532253210212
ACH-000450,-0.060865035882
ACH-000452,-0.061927488128
ACH-000454,-0.490766861348
ACH-000458,-0.273391113071
ACH-000459,-0.0194828337207
ACH-000460,-0.163927902265
ACH-000461,0.036765152465800005
ACH-000463,-0.080094046922
ACH-000464,-0.157605816357
ACH-000466,-0.891447929306
ACH-000467,-0.487352441228
ACH-000468,-0.142383146224
ACH-000469,-0.225785386973
ACH-000470,-0.0614909196172
ACH-000471,-0.0483133838442
ACH-000472,-0.474813261444
ACH-000473,-0.765254361929
ACH-000475,-0.11065329425
ACH-000476,-0.136486269711
ACH-000477,-0.013486664702
ACH-000480,0.0841789969419
ACH-000481,-0.524080046272
ACH-000483,0.020380975636499998
ACH-000484,0.33951497931599994
ACH-000485,-0.372018909639
ACH-000486,-0.9648956978740001
ACH-000487,-0.153184670766
ACH-000488,-0.248034458787
ACH-000490,-0.101980241436
ACH-000491,0.0847974999698
ACH-000495,-0.11745789218800001
ACH-000496,-0.11252831523
ACH-000499,-0.0269165267322
ACH-000500,-0.103130786999
ACH-000502,-0.280783517679
ACH-000503,-0.836153550867
ACH-000505,-0.15226260682099999
ACH-000507,-0.67381995941
ACH-000510,-0.101364365193
ACH-000511,-0.394498579762
ACH-000512,-0.11149557147099999
ACH-000516,-0.239963331683
ACH-000517,-0.08864105761610001
ACH-000518,-0.659644156373
ACH-000520,0.046888266572
ACH-000521,-0.292101942518
ACH-000522,-0.13288317711
ACH-000524,-0.114290299991
ACH-000527,-0.640746469618
ACH-000528,-0.501308627858
ACH-000537,-0.0836838172801
ACH-000541,-0.0689218689296
ACH-000542,-0.144697641582
ACH-000544,-0.196274407066
ACH-000545,-0.474781427957
ACH-000547,-0.522721395823
ACH-000548,-0.521445790652
ACH-000549,-0.807707568351
ACH-000550,-0.0465786590108
ACH-000552,-0.72744464419
ACH-000556,-0.09450271932229999
ACH-000557,-0.0518211327725
ACH-000570,-0.0754569643352
ACH-000571,-0.0297483322968
ACH-000573,-0.041316773920699996
ACH-000576,-0.232725714041
ACH-000580,-0.163107288094
ACH-000584,-0.18556789038199997
ACH-000585,-0.594290788889
ACH-000588,0.05297265541230001
ACH-000589,-0.389977940405
ACH-000591,0.19777859769
ACH-000593,-0.0259203227658
ACH-000600,-0.0202496646206
ACH-000601,-0.10289967135700001
ACH-000604,-0.331515137621
ACH-000605,-0.415214915735
ACH-000606,-0.43034230701399995
ACH-000608,0.0933750444111
ACH-000614,-0.304317064987
ACH-000616,-0.0646427275282
ACH-000618,-0.27732467674600003
ACH-000619,-0.251325786838
ACH-000620,-0.12836999009000002
ACH-000621,0.024090568163999997
ACH-000622,-0.06995780093949999
ACH-000623,0.13666331620799999
ACH-000624,-0.388381094451
ACH-000627,-0.102893060146
ACH-000630,-0.237773641699
ACH-000632,-0.111445877635
ACH-000633,-0.04993895414630001
ACH-000637,-0.06164836800969999
ACH-000638,-0.7360290097930001
ACH-000646,0.190742675207
ACH-000647,-0.142949487415
ACH-000648,-0.10479692122999999
ACH-000649,-0.10100432531199999
ACH-000651,-0.0369225045577
ACH-000652,-0.463613691541
ACH-000653,-0.172802753814
ACH-000657,-0.194450415472
ACH-000658,-0.29393305772399997
ACH-000661,-0.23948449497299998
ACH-000662,0.09270680204739999
