,TSTA3 (7264)
ACH-000004,-0.0618445375974
ACH-000007,-0.106992095873
ACH-000009,-0.17490241921799998
ACH-000011,-0.05699640862599999
ACH-000012,-0.283620208277
ACH-000013,-0.19265253524099998
ACH-000014,-0.056935646436099996
ACH-000015,-0.024157097692
ACH-000017,-0.166062834131
ACH-000018,-0.11847135725400001
ACH-000019,-0.0365237851742
ACH-000021,-0.27192603965100004
ACH-000022,-0.024430555609800002
ACH-000025,-0.23687989012
ACH-000028,-0.183608299372
ACH-000030,-0.14770099906300002
ACH-000035,-0.250880810056
ACH-000036,-0.108186410141
ACH-000037,-0.27014036342500003
ACH-000039,-0.501546844677
ACH-000040,-0.26208786420200003
ACH-000041,-0.141647237363
ACH-000042,-0.352460379884
ACH-000045,-0.358839506039
ACH-000047,-0.196215591359
ACH-000052,-0.46013310158299997
ACH-000053,-0.163751000832
ACH-000054,-0.182287358937
ACH-000055,-0.132826122875
ACH-000060,-0.26449853606999996
ACH-000067,0.036783815846599996
ACH-000070,-0.509837523974
ACH-000075,0.025847747291000003
ACH-000078,-0.353717558673
ACH-000082,-0.313012660061
ACH-000085,-0.110024621639
ACH-000086,-0.07724452461589999
ACH-000087,0.0267198818041
ACH-000092,-0.120721212148
ACH-000095,-0.287031729663
ACH-000097,-0.303296262962
ACH-000098,-0.10957401355
ACH-000099,-0.131117892714
ACH-000108,-0.33078652771
ACH-000113,-0.147038964097
ACH-000115,-0.167941547028
ACH-000116,-0.18951358140500002
ACH-000118,-0.36588216395999995
ACH-000120,-0.213195033886
ACH-000123,-0.300697324784
ACH-000127,-0.136753497171
ACH-000128,-0.149120128425
ACH-000132,-0.256471122047
ACH-000133,-0.19416983673500002
ACH-000137,-0.0903845621858
ACH-000138,-0.35022274617700005
ACH-000142,-0.134155119978
ACH-000143,-0.0741805763682
ACH-000146,-0.280894849766
ACH-000148,-0.395859393274
ACH-000150,-0.470775981351
ACH-000152,-0.203596920169
ACH-000153,0.045260662866500004
ACH-000159,-0.18739744842099998
ACH-000160,-0.32418560013000003
ACH-000163,-0.16085785898399999
ACH-000167,-0.39076406085
ACH-000168,-0.227643025091
ACH-000169,-0.257166722377
