,RNFT2 (84900)
ACH-000004,-0.201393111166
ACH-000007,0.13875037974999999
ACH-000009,-0.18847655046300002
ACH-000011,-0.240953962755
ACH-000012,-0.19447569923099997
ACH-000013,-0.168031782514
ACH-000014,-0.332475582701
ACH-000015,-0.14357652388599998
ACH-000017,-0.239313114672
ACH-000018,-0.0811786806832
ACH-000019,-0.353820856309
ACH-000021,-0.13792131567500002
ACH-000022,-0.177049739661
ACH-000025,-0.215428090992
ACH-000028,-0.21294548609000002
ACH-000030,-0.236822569205
ACH-000035,-0.12043236060799999
ACH-000036,-0.361042536694
ACH-000037,-0.24722218924000003
ACH-000039,-0.307587136756
ACH-000040,-0.388748806369
ACH-000041,-0.465048388911
ACH-000042,-0.173141600352
ACH-000045,-0.197133543035
ACH-000047,-0.171463467567
ACH-000052,-0.45088222099299996
ACH-000053,-0.218935380629
ACH-000054,-0.30169293792199997
ACH-000055,-0.358686762942
ACH-000060,-0.39908008744900003
ACH-000067,-0.197782497326
ACH-000070,-0.214471832079
ACH-000075,-0.5654441298489999
ACH-000078,-0.05146804538080001
ACH-000082,-0.389388671086
ACH-000085,-0.213405781422
ACH-000086,-0.172211053039
ACH-000087,-0.279757206955
ACH-000092,-0.287711587024
ACH-000095,-0.24499820140099998
ACH-000097,-0.20542388429400002
ACH-000098,-0.319678418856
ACH-000099,-0.14039612006
ACH-000108,0.08734367418439999
ACH-000113,-0.26387981651299997
ACH-000115,-0.31363065340999996
ACH-000116,-0.27567501618900003
ACH-000118,-0.16683750380999998
ACH-000120,-0.190834778228
ACH-000123,-0.0435800124675
ACH-000127,-0.112675716361
ACH-000128,-0.400500506205
ACH-000132,-0.158785530295
ACH-000133,-0.35966745280699997
ACH-000137,-0.30297060052200003
ACH-000138,-0.198011397395
ACH-000142,-0.231407571692
ACH-000143,-0.207061872128
ACH-000146,-0.110240420951
ACH-000148,-0.281566502712
ACH-000150,-0.290951652484
ACH-000152,-0.288284133539
ACH-000153,-0.0647640605474
ACH-000159,-0.37596374513499997
ACH-000160,-0.143493614278
ACH-000163,-0.0570404083096
ACH-000167,-0.0428560234069
ACH-000168,-0.21555568902199998
ACH-000169,-0.289597578064
