,SEBOX (645832)
ACH-000222,-0.037353503323800004
ACH-000223,-0.15024117371200002
ACH-000226,-0.151316262535
ACH-000227,-0.035985902646599996
ACH-000228,-0.0762289730506
ACH-000231,-0.0694568625952
ACH-000232,-0.17699685750100003
ACH-000233,-0.0687977154829
ACH-000234,-0.37072332244999995
ACH-000235,-0.18597874720199997
ACH-000237,-0.033566061105
ACH-000238,0.0105324131545
ACH-000243,-0.23505348302499998
ACH-000244,0.00460507631921
ACH-000246,-0.12764838337200002
ACH-000248,-0.389479647202
ACH-000250,-0.167236379123
ACH-000251,-0.108385503822
ACH-000253,-0.0181492433582
ACH-000255,-0.324865225169
ACH-000256,-0.305862186603
ACH-000257,-0.174933027755
ACH-000258,0.055680026507099994
ACH-000259,-0.253891975183
ACH-000260,-0.0852976872477
ACH-000261,-0.20097000405
ACH-000262,-0.20830480371399998
ACH-000263,-0.10370039687100001
ACH-000264,-0.358813604389
ACH-000265,-0.196368185974
ACH-000266,-0.142153307595
ACH-000272,-0.237289523621
ACH-000273,-0.167087355976
ACH-000274,-0.219686480487
ACH-000277,-0.0721132301088
ACH-000278,-0.121139919761
ACH-000279,-0.20718752316300001
ACH-000280,-0.0705781605166
ACH-000281,-0.0319799046564
ACH-000288,-0.26670202301
ACH-000291,-0.11319748299
ACH-000293,-0.263764295806
ACH-000294,-0.126988239335
ACH-000295,-0.232529284201
ACH-000296,-0.250557398723
ACH-000302,-0.153321146412
ACH-000304,-0.117726861329
ACH-000307,-0.150426745263
ACH-000308,-0.0783556460266
ACH-000310,0.0218567127733
ACH-000311,-0.118265481548
ACH-000312,-0.11710906340600001
ACH-000315,-0.0358016233916
ACH-000316,-0.0175626189491
ACH-000317,-0.242315500515
ACH-000318,-0.17595117013
ACH-000319,-0.0925810874869
ACH-000320,-0.24325480674000002
ACH-000322,-0.281446682964
ACH-000323,-0.103063018861
ACH-000324,-0.148461495254
ACH-000329,-0.220266172482
ACH-000330,-0.145525918429
ACH-000331,-0.174981787386
ACH-000332,-0.087178552983
ACH-000334,-0.24193476026900002
ACH-000335,-0.053223687975500006
ACH-000336,-0.34700002297399996
ACH-000337,-0.447834247457
ACH-000339,-0.120592118846
ACH-000341,-0.109022933366
ACH-000348,-0.256558160676
ACH-000350,-0.352434945511
ACH-000352,-0.151968381484
ACH-000356,-0.357012258987
ACH-000361,0.0405951320393
ACH-000362,0.0414161534563
ACH-000363,-0.0058674327363100005
ACH-000364,-0.108201478131
ACH-000365,-0.15370938771099998
ACH-000366,-0.225469215016
ACH-000368,0.163398332605
ACH-000374,-0.336661891436
ACH-000375,-0.157908042167
ACH-000376,-0.154335222879
ACH-000381,-0.123550618835
ACH-000383,-0.279976975146
ACH-000387,-0.021860263102599996
ACH-000389,-0.12852705551
ACH-000390,-0.335657240101
ACH-000393,-0.164912330351
ACH-000395,-0.136607337689
ACH-000397,-0.201459457645
ACH-000401,-0.16657812965500002
ACH-000402,0.0042162631314600005
ACH-000403,-0.305792053933
ACH-000404,-0.141866863716
ACH-000406,-0.13273576040500001
ACH-000407,0.0533063133485
ACH-000408,-0.341319348167
ACH-000410,-0.209263417925
ACH-000411,-0.103751433401
ACH-000414,-0.111795604329
ACH-000415,-0.384031196461
ACH-000416,-0.194915475685
ACH-000420,-0.26982142830899997
ACH-000421,-0.226834953709
ACH-000424,-0.266685492396
ACH-000425,-0.156143172946
ACH-000426,-0.0784413054838
ACH-000427,-0.474280505963
ACH-000433,-0.523368209096
ACH-000436,-0.10564835608300001
ACH-000444,-0.292099557553
ACH-000445,-0.264057514659
ACH-000448,-0.32619043965100003
ACH-000450,-0.181847056608
ACH-000452,-0.278634246985
ACH-000454,0.143228585177
ACH-000458,-0.26500893567
ACH-000459,-0.254256564012
ACH-000460,-0.10157134813999999
ACH-000461,-0.0823512701591
ACH-000463,-0.180220360337
ACH-000464,0.0265271376797
ACH-000466,-0.287248588974
ACH-000467,-0.26673347108600004
ACH-000468,-0.275425794514
ACH-000469,-0.125191184637
ACH-000470,-0.122943561218
ACH-000471,-0.158556635943
ACH-000472,-0.142210243129
ACH-000473,0.0143404003984
ACH-000475,-0.191658274466
ACH-000476,-0.344774262944
ACH-000477,-0.157668994584
ACH-000480,-0.321949947371
ACH-000481,-0.13591194330700002
ACH-000483,-0.20421351248599998
ACH-000484,-0.26443698744000005
ACH-000485,-0.252857839011
ACH-000486,-0.323888814396
ACH-000487,-0.034582125312699996
ACH-000488,-0.077894293913
ACH-000490,-0.0802017138411
ACH-000491,-0.234268029688
ACH-000495,-0.285824492002
ACH-000496,-0.209245458847
ACH-000499,-0.15408332986099998
ACH-000500,-0.0908396384625
ACH-000502,-0.195971686322
ACH-000503,-0.225337625283
ACH-000505,-0.09563325003519998
ACH-000507,-0.140426331394
ACH-000510,-0.16834409161699998
ACH-000511,-0.14635704363
ACH-000512,-0.10522731224199999
ACH-000516,-0.144005411768
ACH-000517,-0.131922008087
ACH-000518,-0.27846125085
ACH-000520,-0.168124655627
ACH-000521,-0.43248499897299997
ACH-000522,-0.0464747608148
ACH-000524,-0.45723779748899995
ACH-000527,-0.20288188234299998
ACH-000528,-0.14731294867900002
ACH-000537,-0.228233090198
ACH-000541,-0.043452455754199995
ACH-000542,-0.375683635208
ACH-000544,-0.340055694402
ACH-000545,-0.0172658043746
ACH-000547,0.0322858739414
ACH-000548,-0.200994551233
ACH-000549,-0.206357317344
ACH-000550,-0.105199422574
ACH-000552,-0.253153606455
ACH-000556,-0.20703741980300003
ACH-000557,0.010288433048499999
ACH-000570,-0.164293425728
ACH-000571,-0.155977471042
ACH-000573,-0.0850074979476
ACH-000576,-0.155414080123
ACH-000580,-0.19148714339899997
ACH-000584,-0.110508808662
ACH-000585,-0.117538060726
ACH-000588,-0.067523178881
ACH-000589,-0.205125604465
ACH-000591,-0.0750408155788
ACH-000593,-0.295759956768
ACH-000600,-0.19605999814800001
ACH-000601,-0.16449617430299998
ACH-000604,-0.37467055921099995
ACH-000605,-0.1100331207
ACH-000606,-0.182850534098
ACH-000608,-0.202752168085
ACH-000614,-0.235096942167
ACH-000616,-0.0634869727397
ACH-000618,-0.13906946113500002
ACH-000619,-0.117715803776
ACH-000620,-0.18436409508999999
ACH-000621,-0.148742995803
ACH-000622,-0.0263869701246
ACH-000623,-0.302889863404
ACH-000624,-0.18837423410700002
ACH-000627,0.0437860454734
ACH-000630,-0.113772362436
ACH-000632,-0.14221389695599998
ACH-000633,-0.0195515742808
ACH-000637,-0.367411311205
ACH-000638,-0.0482742062715
ACH-000646,-0.0668784718102
ACH-000647,-0.289142653056
ACH-000648,-0.094502514308
ACH-000649,-0.12106694840299999
ACH-000651,-0.242269100598
ACH-000652,-0.126421667259
ACH-000653,-0.134316076782
ACH-000657,-0.2765899689
ACH-000658,-0.0242509828406
ACH-000661,-0.09904878740430001
ACH-000662,-0.18980090457600002
ACH-000663,-0.19229049979899998
ACH-000665,-0.131302440294
ACH-000671,-0.193700311109
ACH-000673,-0.313266552054
ACH-000676,-0.290494927683
ACH-000677,-0.188619865331
ACH-000681,-0.126824666205
ACH-000682,-0.19478808121599997
ACH-000683,-0.15483545226099998
ACH-000684,-0.128053485992
ACH-000688,-0.1103894587
ACH-000693,-0.154617363412
ACH-000694,-0.245855369979
ACH-000695,-0.247280029531
ACH-000696,-0.181502563013
ACH-000697,-0.0232917139805
ACH-000699,-0.186282181193
ACH-000701,0.0105443048768
ACH-000706,-0.244698435827
ACH-000711,-0.175775466765
ACH-000713,-0.296984558673
ACH-000714,-0.205825586731
ACH-000718,-0.046117674732
ACH-000720,-0.260466826228
ACH-000721,-0.26688187076299996
ACH-000724,-0.0647345352623
ACH-000725,-0.20047909644
ACH-000732,-0.313766063169
ACH-000734,-0.0519453491864
ACH-000735,-0.249895087823
ACH-000736,-0.16552670869
ACH-000738,-0.186297470436
ACH-000746,-0.0889893967577
ACH-000747,-0.40042024835999995
ACH-000748,-0.019267344368900003
ACH-000753,-0.0890691090467
ACH-000756,-0.26869944505
ACH-000757,-0.0772148069405
ACH-000758,-0.374885658685
ACH-000760,-0.163363218518
ACH-000763,-0.170599824364
ACH-000764,0.0302463976717
ACH-000765,-0.0647413721933
ACH-000766,-0.174179448856
ACH-000767,-0.248339697823
ACH-000768,-0.060448643500300006
ACH-000769,-0.13767093924100002
ACH-000770,-0.161816362195
ACH-000771,-0.254808087216
ACH-000773,-0.0797651471963
ACH-000776,-0.146613688456
ACH-000777,-0.111265112227
ACH-000778,-0.22051825991500001
ACH-000781,-0.11039381806500001
ACH-000782,0.013844629835600001
ACH-000783,-0.07108927285510001
ACH-000784,-0.272574074195
ACH-000785,-0.20576507056499999
ACH-000787,-0.00164749557594
ACH-000788,-0.12653529046599998
ACH-000791,-0.422322058228
ACH-000792,-0.0431607711308
ACH-000794,-0.202717187631
ACH-000796,-0.1973718787
ACH-000799,-0.536532097006
ACH-000800,-0.132189988719
ACH-000802,-0.232636545188
ACH-000804,-0.113091130688
ACH-000805,0.0110066043645
ACH-000809,-0.212650862477
ACH-000810,-0.161803024568
ACH-000811,-0.19533660092900001
ACH-000817,-0.205462133182
ACH-000819,-0.0155438317904
ACH-000820,-0.0795471914349
ACH-000821,-0.29551901016300003
ACH-000822,-0.349400957649
ACH-000823,-0.348065274711
ACH-000824,-0.157161241201
ACH-000827,-0.19184971986699997
ACH-000829,-0.00160749623061
ACH-000831,-0.30772095521299997
ACH-000832,-0.187884931748
ACH-000833,-0.373027290652
ACH-000834,-0.141052334567
ACH-000835,-0.18320929313499998
ACH-000836,-0.055025014505000004
ACH-000837,-0.318211640573
ACH-000838,-0.07264715973489999
ACH-000839,-0.324856932987
ACH-000840,-0.42783449601400003
ACH-000841,-0.151309181521
ACH-000843,-0.364236090272
ACH-000846,-0.367454993725
ACH-000847,-0.262624245173
ACH-000848,-0.208996259036
ACH-000849,-0.157412287758
ACH-000851,0.08539466670189999
ACH-000855,-0.126330382449
ACH-000856,-0.35664110618100003
ACH-000858,-0.131561840108
ACH-000859,-0.25296550537900003
ACH-000861,0.07180538717349999
ACH-000862,-0.00418134246353
ACH-000865,-0.164188765304
ACH-000866,-0.16956668810800002
ACH-000867,-0.246461026069
ACH-000869,-0.34013546529600003
ACH-000872,-0.278365298448
ACH-000873,0.177745151148
ACH-000876,-0.519401918
ACH-000878,0.0795449228855
ACH-000880,-0.05866568501069999
ACH-000881,-0.28355888069
ACH-000882,-0.151311088596
ACH-000884,-0.12009969759299999
ACH-000885,-0.281657134006
ACH-000887,-0.34927743195600003
ACH-000888,-0.181903667588
ACH-000889,-0.17114152720800002
ACH-000890,-0.205668688561
ACH-000896,-0.09764329762700001
ACH-000898,-0.228984724866
ACH-000900,-0.327608468078
ACH-000901,-0.24699218199
ACH-000905,-0.12771637163
ACH-000906,-0.11693002242
ACH-000907,-0.20568112201400002
ACH-000910,-0.20694163632100002
ACH-000911,-0.15453071595100001
ACH-000912,-0.31912892274599997
ACH-000913,-0.123903685847
ACH-000915,-0.16850001725900002
ACH-000916,-0.11265360947000001
ACH-000917,-0.246334319082
ACH-000921,-0.200174402542
ACH-000924,-0.194476035199
ACH-000926,-0.256757621484
ACH-000928,-0.38774085499300004
ACH-000929,-0.454812712089
ACH-000932,-0.23547658683800002
ACH-000935,-0.302659585506
ACH-000936,-0.23036558826499998
ACH-000937,-0.121867442684
ACH-000938,-0.054307103434499994
ACH-000939,-0.223528646587
ACH-000941,-0.212295474256
ACH-000943,-0.197479946849
ACH-000946,-0.420893116794
ACH-000947,-0.184469374179
ACH-000948,-0.431690188245
ACH-000950,-0.309788216389
ACH-000953,-0.23534520043999999
ACH-000957,-0.131155174664
ACH-000958,-0.126576766792
ACH-000960,-0.207624889503
ACH-000963,-0.36752920163900005
ACH-000968,0.0104424643762
ACH-000969,-0.09547235068710001
ACH-000973,-0.243519710116
ACH-000974,-0.230413364302
ACH-000975,-0.299341199767
ACH-000976,-0.11228000587999999
ACH-000978,-0.33352767774799996
ACH-000980,-0.216551078457
ACH-000984,-0.39523058932099997
ACH-000986,-0.277055145312
ACH-000988,-0.232949608565
ACH-000993,-0.48721533843500003
ACH-000994,-0.162992867898
ACH-000996,-0.306036321123
ACH-001001,-0.340985367042
ACH-001020,-0.026803078422599998
ACH-001028,-0.23417121113000003
ACH-001031,-0.232077488112
ACH-001038,-0.174598092481
ACH-001048,-0.180554189472
ACH-001050,-0.17716056298500002
ACH-001053,-0.0859721360135
ACH-001054,-0.36765957626400003
ACH-001061,-0.287760162781
ACH-001067,-0.461404198692
ACH-001075,-0.10160422662
ACH-001096,-0.12448434167000001
ACH-001128,-0.32781739000599996
ACH-001134,-0.303137686336
ACH-001151,-0.13086580265699999
ACH-001163,-0.33223854776
ACH-001164,-0.274031221614
ACH-001173,-0.14475475148
ACH-001183,-0.224048357401
ACH-001184,-0.306977065659
ACH-001190,-0.243124258001
ACH-001192,-0.220746278555
ACH-001193,-0.276107799215
ACH-001196,-0.21517412640900002
ACH-001197,-0.0494683955635
ACH-001205,-0.161695761488
ACH-001211,-0.12164155685999999
ACH-001212,-0.242441230123
ACH-001228,-0.329982009445
ACH-001232,-0.15134445948699998
ACH-001239,-0.37103173999899997
ACH-001274,-0.116401062575
ACH-001275,-0.163611719289
ACH-001277,-0.373077818276
ACH-001278,-0.184523223888
ACH-001280,-0.301760257962
ACH-001283,-0.181912933789
ACH-001289,-0.07785956478789999
ACH-001295,-0.345363623126
ACH-001300,-0.11225388398399999
ACH-001301,-0.0346404596544
ACH-001302,-0.510553219648
ACH-001303,0.0483941745113
ACH-001306,-0.11920439982
ACH-001318,-0.267353966354
ACH-001322,-0.227362741123
ACH-001328,-0.32350724985199997
ACH-001332,-0.5372056672259999
ACH-001333,-0.212530759529
ACH-001336,-0.125764807051
ACH-001340,-0.324437227834
ACH-001346,-0.281031516715
ACH-001353,-0.305015514491
ACH-001354,-0.0463510274591
ACH-001367,-0.11523296826400001
ACH-001368,-0.210999276904
ACH-001374,-0.5401914966529999
ACH-001375,-0.180916644095
ACH-001377,-0.204239543746
ACH-001380,-0.17869818999200002
ACH-001391,-0.211701953118
ACH-001407,-0.0366031515883
ACH-001408,-0.17220288891199997
ACH-001413,-0.306393521791
ACH-001430,-0.26857650959699997
ACH-001431,-0.197569594699
ACH-001450,-0.246373959007
ACH-001496,-0.34754038766999995
ACH-001500,-0.277075365452
ACH-001521,-0.156225567353
ACH-001523,-0.392075148056
ACH-001532,-0.339581987949
ACH-001536,-0.189914453019
ACH-001550,-0.26761139249899996
ACH-001552,-0.247376303078
ACH-001554,-0.24249846330699998
ACH-001645,-0.307967898166
ACH-001654,-0.0504927849431
ACH-001715,-0.047101248892
ACH-001735,-0.093776021167
ACH-001736,-0.126068090048
ACH-001737,-0.40337805627800005
ACH-001740,0.0513109307582
ACH-001745,-0.134401650182
ACH-001750,-0.158983853883
ACH-001765,-0.221626486616
ACH-001956,-0.20345439601100002
ACH-001957,-0.35312068683
