,ATP10D (57205)
ACH-000004,0.137281533004
ACH-000007,-0.30481816727600003
ACH-000009,-0.0101258918912
ACH-000011,0.190652414716
ACH-000012,-0.0748157391987
ACH-000013,0.0579119623542
ACH-000014,0.161135833061
ACH-000015,-0.0310619286364
ACH-000017,-0.0267635421441
ACH-000018,0.0849207140474
ACH-000019,-0.058784422564500005
ACH-000021,-0.0752401482512
ACH-000022,-0.15013574428200002
ACH-000025,0.10292989324200001
ACH-000028,0.11286191285800001
ACH-000030,0.0094422975077
ACH-000035,0.119607266792
ACH-000036,0.0224460796349
ACH-000037,0.13465658329299998
ACH-000039,0.182161086236
ACH-000040,-0.0812867690775
ACH-000041,0.24251373457199998
ACH-000042,-0.112153541419
ACH-000045,-0.0248272410497
ACH-000047,-0.0129615295163
ACH-000052,-0.0241021442361
ACH-000053,0.0155085847457
ACH-000054,0.06036209401269999
ACH-000055,-0.0036071737424699995
ACH-000060,-0.059082826807699995
ACH-000067,-0.025886593784500003
ACH-000070,-0.021741886561
ACH-000075,-0.012037937146399998
ACH-000078,-0.108224517344
ACH-000082,0.0161360993324
ACH-000085,0.22345454628400002
ACH-000086,-0.033038842779
ACH-000087,-0.166532385146
ACH-000092,0.08836758302089999
ACH-000095,-0.0021749054711999996
ACH-000097,0.0606350429399
ACH-000098,0.172821442298
ACH-000099,0.013889426415
ACH-000108,0.08303042525399999
ACH-000113,-0.00464232650377
ACH-000115,0.0955769293447
ACH-000116,0.015891185582999998
ACH-000118,0.0283390584136
ACH-000120,-0.010316157093399999
ACH-000123,-0.145814070517
ACH-000127,-0.0485959766056
ACH-000128,-0.0339682845064
ACH-000132,-0.08638353913239999
ACH-000133,0.007889100771
ACH-000137,-0.122712507546
ACH-000138,0.0312207570837
ACH-000142,0.16302938672700001
ACH-000143,-0.0033500608926400003
ACH-000146,0.0837195183926
ACH-000148,-0.08497943427889999
ACH-000150,0.0850919092059
ACH-000152,-0.10247604205800001
ACH-000153,0.107541675734
ACH-000159,-0.0554233579633
ACH-000160,-0.139936095293
ACH-000163,0.0193986779488
ACH-000167,-0.156495184973
ACH-000168,0.110705149484
ACH-000169,0.010970010334100002
ACH-000178,-0.0758536837946
ACH-000182,0.0020713392649100004
ACH-000183,0.0849886114102
ACH-000188,0.07617904010910001
ACH-000189,0.028304995164099997
ACH-000190,-0.037358304164999995
ACH-000198,-0.0242859527182
ACH-000204,0.20643670426600003
ACH-000206,0.157284268167
ACH-000207,-0.373740336447
ACH-000211,0.0245892540162
ACH-000215,-0.0607210241472
ACH-000221,0.05877782989540001
ACH-000222,-0.22496269508699998
ACH-000223,-0.126663963623
ACH-000226,-0.20694926293299998
ACH-000227,-0.271361990905
ACH-000228,-0.0826802947193
ACH-000231,-0.0211214789182
ACH-000232,0.0159487387138
ACH-000233,0.10898375940999999
ACH-000234,0.0810461832735
ACH-000235,0.0176336820194
ACH-000237,-0.0228266377153
ACH-000238,0.0553378125739
ACH-000243,-0.11477581877399999
ACH-000244,0.13599946295
ACH-000246,0.09744855157610001
ACH-000248,0.057807017427400006
ACH-000250,0.0833249110565
ACH-000251,0.00956511577047
ACH-000253,0.10927275667000001
ACH-000255,0.09399150227160001
ACH-000256,0.151394611954
ACH-000257,-0.26367298889199997
ACH-000258,-0.164766180441
ACH-000259,0.000577906470608
ACH-000260,-0.0674438598788
ACH-000261,0.028334219271900003
