,PDE12 (201626)
ACH-000259,-0.692235385326
ACH-000260,-0.38269103624399997
ACH-000261,-0.417039464361
ACH-000262,-0.348422665536
ACH-000263,-0.735128350773
ACH-000264,-0.36335918347499996
ACH-000265,-0.503886444121
ACH-000266,-0.261843104559
ACH-000272,-0.313113012965
ACH-000273,-0.296758386403
ACH-000274,-0.355780669968
ACH-000277,-0.661768762451
ACH-000278,-0.125230293011
ACH-000279,-0.376823186977
ACH-000280,-0.22872446275400002
ACH-000281,-0.343462739447
ACH-000288,-0.476335677334
ACH-000291,-0.572161378392
ACH-000293,-0.327465935838
ACH-000294,-0.0782705796265
ACH-000295,-0.5177751764490001
ACH-000296,0.1282953299
ACH-000302,-0.42431280116899994
ACH-000304,-0.236473692595
ACH-000307,-0.289703993969
ACH-000308,-0.272288320132
ACH-000310,-0.160333781425
ACH-000311,-0.390376297724
ACH-000312,-0.34470185198
ACH-000315,-0.37930933949
ACH-000316,-0.36361355243
ACH-000317,-1.25734382886
ACH-000318,-0.5051388571109999
ACH-000319,-0.33806480827200003
ACH-000320,-0.28964338731899997
ACH-000322,-0.348262262029
ACH-000323,-0.5559439550940001
ACH-000324,-0.115611048629
ACH-000329,-0.438466510491
ACH-000330,-0.49240465741000006
ACH-000331,-0.37432731865400004
ACH-000332,-0.283052717732
ACH-000334,-0.29511310239300004
ACH-000335,-0.402808920194
ACH-000336,-0.563662780505
ACH-000337,-0.70512369477
ACH-000339,-0.463045984898
ACH-000341,-0.411006198998
ACH-000348,-0.46900835250100004
ACH-000350,-0.26510751165199997
ACH-000352,-0.381938145867
ACH-000356,-0.5726789805120001
ACH-000361,-0.450115954203
ACH-000362,-0.0229381690429
ACH-000363,-0.181560101966
ACH-000364,-0.47849485336
ACH-000365,-0.401586540642
ACH-000366,-0.07315541023310002
ACH-000368,-0.299634337144
ACH-000374,-1.12350201105
ACH-000375,-0.10171944087300001
ACH-000376,-0.580602629614
ACH-000381,-0.497982282337
ACH-000383,-0.614043447879
ACH-000387,-0.15592420925
ACH-000389,-0.0315767485287
ACH-000390,-0.302248285222
ACH-000393,-0.329307795202
ACH-000395,-0.152385030567
ACH-000397,-0.39017199043399997
ACH-000401,-0.342891983492
ACH-000402,-0.40289145114299996
ACH-000403,-0.339578831277
ACH-000404,-0.605359488805
ACH-000406,-0.216993603236
ACH-000407,-0.333684367636
ACH-000408,-0.280127467206
ACH-000410,-0.564976275484
ACH-000411,-0.143912107347
ACH-000414,-0.47009601235200005
ACH-000415,-0.38866170498
ACH-000416,-0.318545756221
ACH-000420,-0.596545793495
ACH-000421,-0.29943980825399996
ACH-000424,-0.637323394169
ACH-000425,-0.15099534716399998
ACH-000426,-0.39699767253300006
ACH-000427,-0.787065135711
ACH-000433,-0.236682296312
ACH-000436,-0.317119917122
ACH-000444,-0.45245672471500004
ACH-000445,-0.242546058196
ACH-000448,-0.405549753994
ACH-000450,-0.757661945474
ACH-000452,-0.30313481248
ACH-000454,-0.5718906521989999
ACH-000458,-0.24586238431999996
ACH-000459,-1.14439237831
ACH-000460,-0.717242348949
ACH-000461,-0.703833814799
ACH-000463,-0.352549476234
ACH-000464,-0.465094580889
ACH-000466,-0.53402394555
ACH-000467,-0.42126767306900004
ACH-000468,-0.453654239798
ACH-000469,-0.532477816689
ACH-000470,-0.286069094897
ACH-000471,-0.20856313534899998
ACH-000472,-0.30560358987799996
ACH-000473,-0.512831832142
ACH-000475,-0.251903329977
ACH-000476,-1.0607455368799998
ACH-000477,-0.7185123955830001
ACH-000480,-0.436373878052
ACH-000481,-0.41654921928599997
ACH-000483,-0.291792143457
ACH-000484,-0.459017603159
ACH-000485,-0.41907107810000005
ACH-000486,-0.460744840101
ACH-000487,-0.49409688984399996
ACH-000488,-1.06249605488
ACH-000490,-0.47063608837
ACH-000491,-0.453395530073
ACH-000495,-0.11510513793299999
ACH-000496,-0.270462009578
ACH-000499,-0.460975464667
ACH-000500,-0.16450281173
ACH-000502,-0.261773032194
ACH-000503,-0.238161099047
ACH-000505,-0.361650328472
ACH-000507,-0.483068008399
ACH-000510,-0.392532769704
ACH-000511,-0.359469623196
ACH-000512,-0.606984684148
ACH-000516,-0.372592181416
ACH-000517,-0.285960546706
ACH-000518,-0.27437164379900003
ACH-000520,-0.38757985135799994
ACH-000521,-0.286981201655
ACH-000522,-0.551004519005
ACH-000524,-0.6567192021530001
ACH-000527,-0.41114742108499996
ACH-000528,-0.691923090455
ACH-000537,-0.47997244424099994
ACH-000541,-0.374748347182
ACH-000542,-0.28301779304900004
ACH-000544,-0.859850123759
ACH-000545,-1.05270667694
ACH-000547,-0.5018014098920001
ACH-000548,-0.170861684001
ACH-000549,-0.226000889007
ACH-000550,-0.4572846968
ACH-000552,-0.717661748651
ACH-000556,-0.362170100604
ACH-000557,-0.304909426291
ACH-000570,-0.507977486192
ACH-000571,-0.503379628679
ACH-000573,-0.60359098257
ACH-000576,-0.331817305803
ACH-000580,-0.119631929362
ACH-000584,-0.271092688744
ACH-000585,-0.140131410983
ACH-000588,-0.894182217078
ACH-000589,-0.517043928179
ACH-000591,-0.160448243482
ACH-000593,-0.201177335414
ACH-000600,-0.483041912311
ACH-000601,-0.30218141189
ACH-000604,-0.873885959701
ACH-000605,-0.7829598798549999
ACH-000606,-0.685676418905
ACH-000608,-0.41689678822
ACH-000614,-0.729234711143
ACH-000616,-0.32821174662700003
ACH-000618,-0.8249873614740001
ACH-000619,-0.4697582436
ACH-000620,-0.739073145549
ACH-000621,-0.347722163566
ACH-000622,-0.23679733796799998
ACH-000623,-0.0720986581433
ACH-000624,-0.21525976374000003
ACH-000627,-0.459668742661
ACH-000630,-0.6606695316
ACH-000632,-0.344368824159
ACH-000633,-1.13406185528
ACH-000637,-0.39826441868100004
ACH-000638,-0.48885406710199997
ACH-000646,-0.623028457801
ACH-000647,-0.524530569591
ACH-000648,-0.392736755928
ACH-000649,-0.184736036822
ACH-000651,-0.263370924462
ACH-000652,-0.31700985186299996
ACH-000653,-0.39344394046400005
ACH-000657,-0.6363184711209999
ACH-000658,-0.324968598637
ACH-000661,-0.576309913003
ACH-000662,-0.585260813697
ACH-000663,-0.17516039882599999
ACH-000665,-0.318354170657
ACH-000671,-1.07271496737
ACH-000673,-0.24836911900199998
ACH-000676,-0.21256557513500002
ACH-000677,-0.49404585581999994
ACH-000681,-0.507689678931
ACH-000682,-0.221940434681
ACH-000683,-0.330982271035
ACH-000684,-0.255825938216
ACH-000688,-0.377930242131
ACH-000693,-0.724258728861
ACH-000694,-0.598131909093
ACH-000695,-0.290531547632
ACH-000696,-0.440886208482
ACH-000697,-0.297216771103
ACH-000699,-0.361911200287
ACH-000701,-0.288757794601
ACH-000706,-0.603685931782
ACH-000711,-0.141047761058
ACH-000713,-0.6806577912039999
ACH-000714,-0.113010940043
ACH-000718,-0.400804157655
ACH-000720,-0.381449954705
ACH-000721,-0.406878437243
ACH-000724,-0.362001782699
ACH-000725,-1.2238340453799998
ACH-000732,-0.317633789562
ACH-000734,-0.7186530120319999
ACH-000735,-0.27137152533000003
ACH-000736,-0.316436859783
ACH-000738,-0.839386561797
ACH-000746,-0.483763336359
ACH-000747,-1.0650678738700001
ACH-000748,-0.286867569152
ACH-000753,-0.525152257578
ACH-000756,-0.0699780230155
ACH-000757,-0.8080784980429999
ACH-000758,-0.74179574187
ACH-000760,-0.548762076905
ACH-000763,-1.11458804839
ACH-000764,-0.433832514895
ACH-000765,-0.5375475748340001
ACH-000766,-0.39244024265199995
ACH-000767,-0.239962029482
ACH-000768,-0.527908771054
ACH-000769,-0.387970908995
ACH-000770,-0.23068869983600002
ACH-000771,-0.289603580177
ACH-000773,-0.249086689765
ACH-000776,-0.176836864596
ACH-000777,-0.30127537837900004
ACH-000778,-0.43104045595
ACH-000781,-0.281151970336
ACH-000782,-0.329976671796
ACH-000783,-0.38820031350100004
ACH-000784,-1.0310993240200002
ACH-000785,-0.444878363411
ACH-000787,-0.36025348293700005
ACH-000788,-0.303536680008
ACH-000791,-0.484042689829
ACH-000792,-0.338846093284
ACH-000794,-0.409280305982
ACH-000796,-0.308398920928
ACH-000799,-0.401269273406
ACH-000800,-0.8470578344699999
ACH-000802,-0.34599307740400004
ACH-000804,-0.549123609417
ACH-000805,-0.662392040516
ACH-000809,-0.5768682178100001
ACH-000810,-0.5997579970229999
ACH-000811,-0.376336138735
ACH-000817,-0.395240027337
ACH-000819,-0.193778559705
ACH-000820,-0.778795810457
ACH-000821,-0.597078278672
ACH-000822,-0.539030720603
ACH-000823,-0.769177499454
ACH-000824,-0.13984387981899998
ACH-000827,-0.33538389226
ACH-000829,-0.15771405433900001
ACH-000831,-0.312711783301
ACH-000832,-0.247186258833
ACH-000833,-0.807281055766
ACH-000834,-0.38986685720799996
ACH-000835,-0.325587767076
ACH-000836,-0.324058410453
ACH-000837,-0.5025222213139999
ACH-000838,-0.410548646745
ACH-000839,-0.204224775183
ACH-000840,-0.475675814655
ACH-000841,-0.14590589675100002
ACH-000843,-0.442772049043
ACH-000846,-0.5145391176340001
ACH-000847,-0.437103849226
ACH-000848,-0.377804531602
ACH-000849,-0.313256243339
ACH-000851,-0.123313986382
ACH-000855,-0.544877171413
ACH-000856,-0.577815455051
ACH-000858,-0.69071807095
ACH-000859,-0.584184690247
ACH-000861,-0.289826630762
ACH-000862,-0.636218314063
ACH-000865,-0.319909081414
ACH-000866,-0.918431658413
ACH-000867,-0.474546214175
ACH-000869,-0.440282025039
ACH-000872,-0.42510036696000003
ACH-000873,-0.55129743179
ACH-000876,-0.7740331249019999
ACH-000878,-0.46381192818000005
ACH-000880,-0.07231419080780001
ACH-000881,-0.592176048513
ACH-000882,-0.167897562507
ACH-000884,-0.452288551213
ACH-000885,-0.9801866801200001
ACH-000887,-0.398894432494
ACH-000888,-0.420476190659
ACH-000889,-0.763976788345
ACH-000890,-0.36159568064000003
ACH-000896,-0.17804973040199998
ACH-000898,-0.632995794006
ACH-000900,-0.520091216966
ACH-000901,-0.336809163811
ACH-000905,-0.276697699956
ACH-000906,-0.631810332358
ACH-000907,-0.371512489884
ACH-000910,-0.667606822214
ACH-000911,-0.49146329010300005
ACH-000912,-0.45538683895900006
ACH-000913,-0.640194685449
ACH-000915,-0.398058826091
ACH-000916,-0.49823735349299997
ACH-000917,-0.235513102051
ACH-000921,-0.406306147033
ACH-000924,-1.2943447292
ACH-000926,-0.264742790341
ACH-000928,-0.351799355502
ACH-000929,-0.9063482545999999
ACH-000932,-0.50210548716
ACH-000935,-0.36768065224299995
ACH-000936,-0.837990025774
ACH-000937,-0.19174509567899997
ACH-000938,-0.484999756113
ACH-000939,-0.842723817551
ACH-000941,-0.47415220193999996
ACH-000943,-1.0114503483600001
ACH-000946,-0.512203042077
ACH-000947,-1.06760230028
ACH-000948,-0.9365270753530001
ACH-000950,-0.220553051934
ACH-000953,-0.21248438394400002
ACH-000957,-0.776508027312
ACH-000958,-0.465196183997
ACH-000960,-0.36827210054399995
ACH-000963,-0.6341545177669999
ACH-000968,-1.17872352207
ACH-000969,-0.907835049251
ACH-000973,-0.24161143646299998
ACH-000974,-0.303121153722
ACH-000975,-0.790232732533
ACH-000976,-0.264564041051
ACH-000978,-0.0232741160721
ACH-000980,-0.430950785376
ACH-000984,-0.437822224211
ACH-000986,-0.24307332918900001
ACH-000988,-0.341917455326
ACH-000993,-0.16197957165899998
ACH-000994,-1.3853742193799998
ACH-000996,-0.38314856632399996
ACH-001001,-0.797226089383
ACH-001020,-0.278362549441
ACH-001028,-0.547670836995
ACH-001031,-0.387066996709
ACH-001038,-0.961363691788
ACH-001048,-0.318958977983
ACH-001050,0.0887681330377
ACH-001053,-0.281924661529
ACH-001054,-0.36169562085600004
ACH-001061,-0.827457436429
ACH-001067,-0.561276160046
ACH-001075,-0.41496425398000003
ACH-001096,-0.762399869251
ACH-001128,-0.549428824618
ACH-001134,-0.48858771060500006
ACH-001151,-0.267536690481
ACH-001163,-0.481394045921
ACH-001164,-0.8074252391600001
ACH-001173,-0.8383288963950001
ACH-001183,-0.49875525690800004
ACH-001184,-0.334986118967
ACH-001190,-0.389846884285
ACH-001192,-0.26522976608000004
ACH-001193,-0.37938539097900004
ACH-001196,-0.320096504422
ACH-001197,-0.0660168617213
ACH-001205,-0.38158314600500004
ACH-001211,-0.244881662626
ACH-001212,-0.5040336306600001
ACH-001228,-0.687587985364
ACH-001232,-0.338877074464
ACH-001239,-0.276933098062
ACH-001274,-0.257839043406
ACH-001275,-1.04566033163
ACH-001277,-0.740550810878
ACH-001278,-0.9145855463299999
ACH-001280,-0.376217144643
ACH-001283,-0.553118608969
ACH-001289,-0.0742835891974
ACH-001295,-0.150352474831
ACH-001300,-0.21145244717199999
ACH-001301,-0.18307275182399999
ACH-001302,-0.208189980938
ACH-001303,-0.455420544111
ACH-001306,-0.331909671
ACH-001318,-0.514338582356
ACH-001322,-0.566631337835
ACH-001328,-1.1252963575
ACH-001332,-0.19137812724300002
ACH-001333,-0.49944940273599997
ACH-001336,-0.416967914887
ACH-001340,-0.32098800952
ACH-001346,-0.27725403611
ACH-001353,-0.145223307036
ACH-001354,-0.234613818119
ACH-001367,-0.315547945177
ACH-001368,-0.619632864063
ACH-001374,-0.05725334053169999
ACH-001375,-0.43807470777900004
ACH-001377,-0.306941284865
ACH-001380,-0.442488986398
ACH-001391,-0.401965706562
ACH-001407,-0.190267061002
ACH-001408,-0.0844847201358
ACH-001413,-0.210288867122
ACH-001430,-0.28496850777800004
ACH-001431,-0.41300478514399996
ACH-001450,-0.20143268911200002
ACH-001496,-0.9446938391959999
ACH-001500,-0.589677101068
ACH-001521,-0.569675784709
ACH-001523,-0.46778843181199997
ACH-001532,-0.261422205721
ACH-001536,-0.134330291312
ACH-001550,-0.543199309291
ACH-001552,-0.382172300403
ACH-001554,-0.713592376498
ACH-001645,-0.39720154902599997
ACH-001654,-0.181162433322
ACH-001715,-0.23764513613000002
ACH-001735,-0.24797926181899999
ACH-001736,-0.35261623937200004
ACH-001737,-0.194059272416
ACH-001740,-0.166259608443
ACH-001745,-0.44900469592299996
ACH-001750,-0.708019027069
ACH-001765,-0.5284272594389999
ACH-001956,-0.12151386073899999
ACH-001957,-0.35225350495700003
